"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr"
"1","Zaid Abdul-Aziz","C","25","SEA","58","0","1780","322","751","0.429","0","0","0","322","751","0.429","0.429","154","214","0.72","0","0","654","124","0","0","0","178","798",1972
"2","Kareem Abdul-Jabbar*","C","24","MIL","81","0","3583","1159","2019","0.574","0","0","0","1159","2019","0.574","0.574","504","732","0.689","0","0","1346","370","0","0","0","235","2822",1972
"3","Don Adams","SF","24","TOT","73","0","2071","313","798","0.392","0","0","0","313","798","0.392","0.392","205","275","0.745","0","0","502","140","0","0","0","266","831",1972
"4","Rick Adelman","PG","25","POR","80","0","2445","329","753","0.437","0","0","0","329","753","0.437","0.437","151","201","0.751","0","0","229","413","0","0","0","209","809",1972
"5","Lucius Allen","PG","24","MIL","80","0","2316","441","874","0.505","0","0","0","441","874","0.505","0.505","198","259","0.764","0","0","254","333","0","0","0","214","1080",1972
"6","Odis Allison","SF","22","GSW","36","0","166","17","78","0.218","0","0","0","17","78","0.218","0.218","33","61","0.541","0","0","45","10","0","0","0","34","67",1972
"7","Tiny Archibald*","PG","23","CIN","76","0","3272","734","1511","0.486","0","0","0","734","1511","0.486","0.486","677","824","0.822","0","0","222","701","0","0","0","198","2145",1972
"8","Dennis Awtrey","C","23","PHI","58","0","794","98","222","0.441","0","0","0","98","222","0.441","0.441","49","76","0.645","0","0","248","51","0","0","0","141","245",1972
"9","Dick Barnett","SG","35","NYK","79","0","2256","401","918","0.437","0","0","0","401","918","0.437","0.437","162","215","0.753","0","0","153","198","0","0","0","229","964",1972
"10","Jim Barnett","PG","27","GSW","80","0","2200","374","915","0.409","0","0","0","374","915","0.409","0.409","244","292","0.836","0","0","250","309","0","0","0","189","992",1972
"11","Vic Bartolome","C","23","GSW","38","0","165","15","59","0.254","0","0","0","15","59","0.254","0.254","4","5","0.8","0","0","60","3","0","0","0","22","34",1972
"12","Elgin Baylor*","SF","37","LAL","9","0","239","42","97","0.433","0","0","0","42","97","0.433","0.433","22","27","0.815","0","0","57","18","0","0","0","20","106",1972
"13","Butch Beard","PG","24","CLE","68","0","2434","394","849","0.464","0","0","0","394","849","0.464","0.464","260","342","0.76","0","0","276","456","0","0","0","213","1048",1972
"14","Walt Bellamy*","C","32","ATL","82","0","3187","593","1089","0.545","0","0","0","593","1089","0.545","0.545","340","581","0.585","0","0","1049","262","0","0","0","255","1526",1972
"15","Dave Bing*","PG","28","DET","45","0","1936","369","891","0.414","0","0","0","369","891","0.414","0.414","278","354","0.785","0","0","186","317","0","0","0","138","1016",1972
"16","John Block","PF","27","MIL","79","0","1524","233","530","0.44","0","0","0","233","530","0.44","0.44","206","275","0.749","0","0","410","95","0","0","0","213","672",1972
"17","Tom Boerwinkle","C","26","CHI","80","0","2022","219","500","0.438","0","0","0","219","500","0.438","0.438","118","180","0.656","0","0","897","281","0","0","0","253","556",1972
"18","Bill Bradley*","SF","28","NYK","78","0","2780","504","1085","0.465","0","0","0","504","1085","0.465","0.465","169","199","0.849","0","0","250","315","0","0","0","254","1177",1972
"19","Bill Bridges","PF","32","TOT","78","0","2756","379","779","0.487","0","0","0","379","779","0.487","0.487","222","316","0.703","0","0","1051","198","0","0","0","269","980",1972
"20","Fred Brown","SG","23","SEA","33","0","359","59","180","0.328","0","0","0","59","180","0.328","0.328","22","29","0.759","0","0","37","60","0","0","0","44","140",1972
"21","Em Bryant","PG","33","BUF","54","0","1223","101","220","0.459","0","0","0","101","220","0.459","0.459","75","125","0.6","0","0","127","206","0","0","0","167","277",1972
"22","Austin Carr","SG","23","CLE","43","0","1539","381","894","0.426","0","0","0","381","894","0.426","0.426","149","196","0.76","0","0","150","148","0","0","0","99","911",1972
"23","Fred Carter","SG","26","TOT","79","0","2215","446","1018","0.438","0","0","0","446","1018","0.438","0.438","182","293","0.621","0","0","326","211","0","0","0","242","1074",1972
"24","Sid Catlett","SF","23","CIN","9","0","40","2","9","0.222","0","0","0","2","9","0.222","0.222","2","9","0.222","0","0","4","1","0","0","0","3","6",1972
"25","Wilt Chamberlain*","C","35","LAL","82","0","3469","496","764","0.649","0","0","0","496","764","0.649","0.649","221","524","0.422","0","0","1572","329","0","0","0","196","1213",1972
"26","Jerry Chambers","SF","28","BUF","26","0","369","78","180","0.433","0","0","0","78","180","0.433","0.433","22","32","0.688","0","0","67","23","0","0","0","39","178",1972
"27","Don Chaney","SG","25","BOS","79","0","2275","373","786","0.475","0","0","0","373","786","0.475","0.475","197","255","0.773","0","0","395","202","0","0","0","295","943",1972
"28","Phil Chenier","SG","21","BAL","81","0","2481","407","981","0.415","0","0","0","407","981","0.415","0.415","182","247","0.737","0","0","268","205","0","0","0","191","996",1972
"29","Bob Christian","C","25","ATL","56","0","485","66","142","0.465","0","0","0","66","142","0.465","0.465","44","61","0.721","0","0","181","28","0","0","0","77","176",1972
"30","Archie Clark","PG","30","TOT","77","0","3285","712","1516","0.47","0","0","0","712","1516","0.47","0.47","514","667","0.771","0","0","268","613","0","0","0","194","1938",1972
"31","Jim Cleamons","PG","22","LAL","38","0","201","35","100","0.35","0","0","0","35","100","0.35","0.35","28","36","0.778","0","0","39","35","0","0","0","21","98",1972
"32","Barry Clemens","SF","28","SEA","82","0","1447","252","484","0.521","0","0","0","252","484","0.521","0.521","76","90","0.844","0","0","288","64","0","0","0","198","580",1972
"33","Jimmy Collins","SG","25","CHI","19","0","134","26","71","0.366","0","0","0","26","71","0.366","0.366","10","11","0.909","0","0","12","10","0","0","0","11","62",1972
"34","Mel Counts","C","30","PHO","76","0","906","147","344","0.427","0","0","0","147","344","0.427","0.427","101","140","0.721","0","0","257","96","0","0","0","159","395",1972
"35","Dave Cowens*","C","23","BOS","79","0","3186","657","1357","0.484","0","0","0","657","1357","0.484","0.484","175","243","0.72","0","0","1203","245","0","0","0","314","1489",1972
"36","Pete Cross","C","23","SEA","74","0","1424","152","355","0.428","0","0","0","152","355","0.428","0.428","103","140","0.736","0","0","509","63","0","0","0","135","407",1972
"37","Billy Cunningham*","SF","28","PHI","75","0","2900","658","1428","0.461","0","0","0","658","1428","0.461","0.461","428","601","0.712","0","0","918","443","0","0","0","295","1744",1972
"38","Dick Cunningham","C","25","HOU","63","0","720","67","174","0.385","0","0","0","67","174","0.385","0.385","37","53","0.698","0","0","243","57","0","0","0","76","171",1972
"39","Bob Dandridge","SF","24","MIL","80","0","2957","630","1264","0.498","0","0","0","630","1264","0.498","0.498","215","291","0.739","0","0","613","249","0","0","0","297","1475",1972
"40","Charlie Davis","SG","22","CLE","61","0","1144","229","569","0.402","0","0","0","229","569","0.402","0.402","142","169","0.84","0","0","92","123","0","0","0","143","600",1972
"41","Jim Davis","C","30","TOT","75","0","983","147","338","0.435","0","0","0","147","338","0.435","0.435","100","154","0.649","0","0","276","51","0","0","0","138","394",1972
