"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr"
"71","Willie Naulls","SF","29","BOS","78","0","1409","321","769","0.417","0","0","0","321","769","0.417","0.417","125","157","0.796","0","0","356","64","0","0","0","208","767",1964
"72","Don Nelson*","SF","23","LAL","80","0","1406","135","323","0.418","0","0","0","135","323","0.418","0.418","149","201","0.741","0","0","323","76","0","0","0","181","419",1964
"73","Paul Neumann","PG","26","PHI","74","0","1973","324","732","0.443","0","0","0","324","732","0.443","0.443","210","266","0.789","0","0","246","291","0","0","0","211","858",1964
"74","Bevo Nordmann","C","24","TOT","19","0","259","27","66","0.409","0","0","0","27","66","0.409","0.409","9","19","0.474","0","0","65","5","0","0","0","51","63",1964
"75","Don Ohl","SG","27","DET","71","0","2366","500","1224","0.408","0","0","0","500","1224","0.408","0.408","225","331","0.68","0","0","180","225","0","0","0","219","1225",1964
"76","Bud Olsen","PF","23","CIN","49","0","513","85","210","0.405","0","0","0","85","210","0.405","0.405","32","57","0.561","0","0","149","29","0","0","0","78","202",1964
"77","Mel Peterson","G-F","25","BAL","2","0","3","1","1","1","0","0","0","1","1","1","1","0","0","0","0","0","1","0","0","0","0","2","2",1964
"78","Bob Pettit*","PF","31","STL","80","0","3296","791","1708","0.463","0","0","0","791","1708","0.463","0.463","608","771","0.789","0","0","1224","259","0","0","0","300","2190",1964
"79","Gary Phillips","SG","24","SFW","66","0","2010","256","691","0.37","0","0","0","256","691","0.37","0.37","146","218","0.67","0","0","248","203","0","0","0","245","658",1964
"80","Frank Ramsey*","SG","32","BOS","75","0","1227","226","604","0.374","0","0","0","226","604","0.374","0.374","196","233","0.841","0","0","223","81","0","0","0","245","648",1964
"81","Hub Reed","C","27","LAL","46","0","386","33","91","0.363","0","0","0","33","91","0.363","0.363","10","15","0.667","0","0","107","23","0","0","0","73","76",1964
"82","Oscar Robertson*","PG","25","CIN","79","0","3559","840","1740","0.483","0","0","0","840","1740","0.483","0.483","800","938","0.853","0","0","783","868","0","0","0","280","2480",1964
"83","Guy Rodgers*","PG","28","SFW","79","0","2695","337","923","0.365","0","0","0","337","923","0.365","0.365","198","280","0.707","0","0","328","556","0","0","0","245","872",1964
"84","Ken Rohloff","G","24","STL","2","0","7","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","4","0",1964
"85","John Rudometkin","SF","23","NYK","52","0","696","154","326","0.472","0","0","0","154","326","0.472","0.472","87","116","0.75","0","0","164","26","0","0","0","86","395",1964
"86","Bill Russell*","C","29","BOS","78","0","3482","466","1077","0.433","0","0","0","466","1077","0.433","0.433","236","429","0.55","0","0","1930","370","0","0","0","190","1168",1964
"87","Tom Sanders*","PF","25","BOS","80","0","2370","349","836","0.417","0","0","0","349","836","0.417","0.417","213","280","0.761","0","0","667","102","0","0","0","277","911",1964
"88","Dolph Schayes*","PF","35","PHI","24","0","350","44","143","0.308","0","0","0","44","143","0.308","0.308","46","57","0.807","0","0","110","48","0","0","0","76","134",1964
"89","Ray Scott","PF","25","DET","80","0","2964","539","1307","0.412","0","0","0","539","1307","0.412","0.412","328","456","0.719","0","0","1078","244","0","0","0","296","1406",1964
"90","Kenny Sears","SF","30","SFW","51","0","519","53","120","0.442","0","0","0","53","120","0.442","0.442","64","79","0.81","0","0","94","42","0","0","0","71","170",1964
"91","Frank Selvy","SG","31","LAL","73","0","1286","160","423","0.378","0","0","0","160","423","0.378","0.378","78","122","0.639","0","0","139","149","0","0","0","115","398",1964
"92","Lee Shaffer","SF","24","PHI","41","0","1013","217","587","0.37","0","0","0","217","587","0.37","0.37","102","133","0.767","0","0","205","36","0","0","0","116","536",1964
"93","Gene Shue","PG","32","BAL","47","0","963","81","276","0.293","0","0","0","81","276","0.293","0.293","36","61","0.59","0","0","94","150","0","0","0","98","198",1964
"94","Larry Siegfried","SG","24","BOS","31","0","261","35","110","0.318","0","0","0","35","110","0.318","0.318","31","39","0.795","0","0","51","40","0","0","0","33","101",1964
"95","Adrian Smith","SG","27","CIN","66","0","1524","234","576","0.406","0","0","0","234","576","0.406","0.406","154","197","0.782","0","0","147","145","0","0","0","164","622",1964
"96","Larry Staverman","PF","27","TOT","60","0","674","98","212","0.462","0","0","0","98","212","0.462","0.462","69","90","0.767","0","0","176","32","0","0","0","118","265",1964
"97","Roger Strickland","F","23","BAL","1","0","4","1","3","0.333","0","0","0","1","3","0.333","0.333","0","0","0","0","0","0","0","0","0","0","1","2",1964
"98","Tom Thacker","PG","24","CIN","48","0","457","53","181","0.293","0","0","0","53","181","0.293","0.293","26","53","0.491","0","0","115","51","0","0","0","51","132",1964
"99","Rod Thorn*","SG","22","BAL","75","0","2594","411","1015","0.405","0","0","0","411","1015","0.405","0.405","258","353","0.731","0","0","360","281","0","0","0","187","1080",1964
"100","Nate Thurmond*","PF","22","SFW","76","0","1966","219","554","0.395","0","0","0","219","554","0.395","0.395","95","173","0.549","0","0","790","86","0","0","0","184","533",1964
"101","Gene Tormohlen","C","26","STL","51","0","640","94","250","0.376","0","0","0","94","250","0.376","0.376","22","46","0.478","0","0","216","50","0","0","0","128","210",1964
"102","Jack Twyman*","SF","29","CIN","68","0","1996","447","993","0.45","0","0","0","447","993","0.45","0.45","189","228","0.829","0","0","364","137","0","0","0","267","1083",1964
"103","Chico Vaughn","SG","23","STL","68","0","1340","238","538","0.442","0","0","0","238","538","0.442","0.442","107","148","0.723","0","0","126","129","0","0","0","166","583",1964
"104","Chet Walker*","SF","23","PHI","76","0","2775","492","1118","0.44","0","0","0","492","1118","0.44","0.44","330","464","0.711","0","0","784","124","0","0","0","232","1314",1964
"105","Gerry Ward","SG","22","STL","24","0","139","16","53","0.302","0","0","0","16","53","0.302","0.302","11","17","0.647","0","0","21","21","0","0","0","26","43",1964
"106","Ben Warley","PF","27","PHI","79","0","1740","215","494","0.435","0","0","0","215","494","0.435","0.435","220","305","0.721","0","0","619","71","0","0","0","274","650",1964
"107","Jerry West*","PG","25","LAL","72","0","2906","740","1529","0.484","0","0","0","740","1529","0.484","0.484","584","702","0.832","0","0","433","403","0","0","0","200","2064",1964
"108","Hubie White","SG","24","PHI","23","0","196","31","105","0.295","0","0","0","31","105","0.295","0.295","17","28","0.607","0","0","42","12","0","0","0","28","79",1964
"109","Gene Wiley","C","26","LAL","78","0","1510","146","273","0.535","0","0","0","146","273","0.535","0.535","45","75","0.6","0","0","510","44","0","0","0","225","337",1964
"110","Lenny Wilkens*","PG","26","STL","78","0","2526","334","808","0.413","0","0","0","334","808","0.413","0.413","270","365","0.74","0","0","335","359","0","0","0","287","938",1964
"111","John Windsor","PF","23","SFW","11","0","68","10","27","0.37","0","0","0","10","27","0.37","0.37","7","8","0.875","0","0","26","2","0","0","0","13","27",1964
