"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr"
"44","Billy Kenville","SG","27","DET","35","0","649","106","280","0.379","0","0","0","106","280","0.379","0.379","46","75","0.613","0","0","102","66","0","0","0","68","258",1958
"45","Red Kerr","C","25","SYR","72","0","2384","407","1020","0.399","0","0","0","407","1020","0.399","0.399","280","422","0.664","0","0","963","88","0","0","0","197","1094",1958
"46","George King","PG","29","CIN","63","0","2272","235","645","0.364","0","0","0","235","645","0.364","0.364","140","227","0.617","0","0","306","337","0","0","0","124","610",1958
"47","Jim Krebs","C","22","MNL","68","0","1259","199","527","0.378","0","0","0","199","527","0.378","0.378","135","176","0.767","0","0","502","27","0","0","0","182","533",1958
"48","Slick Leonard*","PG","25","MNL","66","0","2074","266","794","0.335","0","0","0","266","794","0.335","0.335","205","268","0.765","0","0","237","218","0","0","0","145","737",1958
"49","Earl Lloyd*","SF","29","SYR","61","0","1045","119","359","0.331","0","0","0","119","359","0.331","0.331","79","106","0.745","0","0","287","60","0","0","0","179","317",1958
"50","Jim Loscutoff","SF","27","BOS","5","0","56","11","31","0.355","0","0","0","11","31","0.355","0.355","1","3","0.333","0","0","20","1","0","0","0","8","23",1958
"51","Clyde Lovellette*","C","28","CIN","71","0","2589","679","1540","0.441","0","0","0","679","1540","0.441","0.441","301","405","0.743","0","0","862","134","0","0","0","236","1659",1958
"52","Ed Macauley*","C","29","STL","72","0","1908","376","879","0.428","0","0","0","376","879","0.428","0.428","267","369","0.724","0","0","478","143","0","0","0","156","1019",1958
"53","Tom Marshall","SF","27","TOT","38","0","518","52","166","0.313","0","0","0","52","166","0.313","0.313","48","63","0.762","0","0","101","19","0","0","0","43","152",1958
"54","Slater Martin*","PG","32","STL","60","0","2098","258","768","0.336","0","0","0","258","768","0.336","0.336","206","276","0.746","0","0","228","218","0","0","0","187","722",1958
"55","Brendan McCann","PG","22","NYK","36","0","295","22","100","0.22","0","0","0","22","100","0.22","0.22","25","37","0.676","0","0","45","54","0","0","0","34","69",1958
"56","Dick McGuire*","PG","32","DET","69","0","2311","203","544","0.373","0","0","0","203","544","0.373","0.373","150","225","0.667","0","0","291","454","0","0","0","178","556",1958
"57","Jack McMahon","SG","29","STL","72","0","2239","216","719","0.3","0","0","0","216","719","0.3","0.3","134","221","0.606","0","0","195","333","0","0","0","184","566",1958
"58","Monk Meineke","PF","27","CIN","67","0","792","125","351","0.356","0","0","0","125","351","0.356","0.356","77","119","0.647","0","0","226","38","0","0","0","155","327",1958
"59","Vern Mikkelsen*","PF","29","MNL","72","0","2390","439","1070","0.41","0","0","0","439","1070","0.41","0.41","370","471","0.786","0","0","805","166","0","0","0","299","1248",1958
"60","Red Morrison","C","25","STL","13","0","79","9","26","0.346","0","0","0","9","26","0.346","0.346","3","4","0.75","0","0","26","0","0","0","0","12","21",1958
"61","Willie Naulls","SF","23","NYK","68","0","2369","472","1189","0.397","0","0","0","472","1189","0.397","0.397","284","344","0.826","0","0","799","97","0","0","0","220","1228",1958
"62","Jack Nichols","PF","31","BOS","69","0","1224","170","484","0.351","0","0","0","170","484","0.351","0.351","59","80","0.738","0","0","302","63","0","0","0","123","399",1958
"63","Chuck Noble","SG","26","DET","61","0","1363","199","601","0.331","0","0","0","199","601","0.331","0.331","56","77","0.727","0","0","140","153","0","0","0","166","454",1958
"64","Togo Palazzi","SF","25","SYR","67","0","1001","228","579","0.394","0","0","0","228","579","0.394","0.394","123","171","0.719","0","0","243","42","0","0","0","125","579",1958
"65","Med Park","SG","24","STL","71","0","1103","133","363","0.366","0","0","0","133","363","0.366","0.366","118","162","0.728","0","0","184","76","0","0","0","106","384",1958
"66","Worthy Patterson","G","26","STL","4","0","13","3","8","0.375","0","0","0","3","8","0.375","0.375","1","2","0.5","0","0","2","2","0","0","0","3","7",1958
"67","Jerry Paulson","G","22","CIN","6","0","68","8","23","0.348","0","0","0","8","23","0.348","0.348","4","6","0.667","0","0","10","4","0","0","0","5","20",1958
"68","Jim Paxson","SG","25","CIN","67","0","1795","225","639","0.352","0","0","0","225","639","0.352","0.352","209","285","0.733","0","0","350","139","0","0","0","183","659",1958
"69","Bob Pettit*","PF","25","STL","70","0","2528","581","1418","0.41","0","0","0","581","1418","0.41","0.41","557","744","0.749","0","0","1216","157","0","0","0","222","1719",1958
"70","Andy Phillip*","PG","35","BOS","70","0","1164","97","273","0.355","0","0","0","97","273","0.355","0.355","42","71","0.592","0","0","158","121","0","0","0","121","236",1958
"71","Dave Piontek","SF","23","CIN","71","0","1032","150","397","0.378","0","0","0","150","397","0.378","0.378","95","151","0.629","0","0","254","52","0","0","0","134","395",1958
"72","Ray Radziszewski","F","22","PHW","1","0","6","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","2","1","0","0","0","1","0",1958
"73","Frank Ramsey*","SG","26","BOS","69","0","2047","377","900","0.419","0","0","0","377","900","0.419","0.419","383","472","0.811","0","0","504","167","0","0","0","245","1137",1958
"74","Richie Regan","SG","27","CIN","72","0","1648","202","569","0.355","0","0","0","202","569","0.355","0.355","120","172","0.698","0","0","175","185","0","0","0","174","524",1958
"75","Dick Ricketts","PF","24","CIN","72","0","1620","215","664","0.324","0","0","0","215","664","0.324","0.324","132","196","0.673","0","0","410","114","0","0","0","277","562",1958
"76","Arnie Risen*","C","33","BOS","63","0","1119","134","397","0.338","0","0","0","134","397","0.338","0.338","114","167","0.683","0","0","360","50","0","0","0","195","382",1958
"77","Lennie Rosenbluth","SF","25","PHW","53","0","373","91","265","0.343","0","0","0","91","265","0.343","0.343","53","84","0.631","0","0","91","23","0","0","0","39","235",1958
"78","Bill Russell*","C","23","BOS","69","0","2640","456","1032","0.442","0","0","0","456","1032","0.442","0.442","230","443","0.519","0","0","1564","202","0","0","0","181","1142",1958
"79","Woody Sauldsberry","PF","23","PHW","71","0","2377","389","1082","0.36","0","0","0","389","1082","0.36","0.36","134","218","0.615","0","0","729","58","0","0","0","245","912",1958
"80","Dolph Schayes*","PF","29","SYR","72","0","2918","581","1458","0.398","0","0","0","581","1458","0.398","0.398","629","696","0.904","0","0","1022","224","0","0","0","244","1791",1958
"81","Dick Schnittker","SF","29","MNL","50","0","979","128","357","0.359","0","0","0","128","357","0.359","0.359","201","237","0.848","0","0","211","71","0","0","0","126","457",1958
"82","Kenny Sears","PF","24","NYK","72","0","2685","445","1014","0.439","0","0","0","445","1014","0.439","0.439","452","550","0.822","0","0","785","126","0","0","0","251","1342",1958
"83","Frank Selvy","SG","25","TOT","38","0","426","44","167","0.263","0","0","0","44","167","0.263","0.263","47","77","0.61","0","0","88","35","0","0","0","44","135",1958
"84","Paul Seymour","PG","30","SYR","64","0","763","107","315","0.34","0","0","0","107","315","0.34","0.34","53","63","0.841","0","0","107","93","0","0","0","88","267",1958
"85","Chuck Share","C","30","STL","72","0","1824","216","545","0.396","0","0","0","216","545","0.396","0.396","190","293","0.648","0","0","749","130","0","0","0","279","622",1958
"86","Bill Sharman*","SG","31","BOS","63","0","2214","550","1297","0.424","0","0","0","550","1297","0.424","0.424","302","338","0.893","0","0","295","167","0","0","0","156","1402",1958
"87","Ron Shavlik","F","24","NYK","1","0","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",1958
"88","Gene Shue","SG","26","DET","63","0","2333","353","919","0.384","0","0","0","353","919","0.384","0.384","276","327","0.844","0","0","333","172","0","0","0","150","982",1958
"89","Ron Sobie","PG","23","NYK","55","0","1399","217","539","0.403","0","0","0","217","539","0.403","0.403","196","239","0.82","0","0","263","125","0","0","0","147","630",1958
"90","Guy Sparrow","SF","25","NYK","72","0","1661","318","838","0.379","0","0","0","318","838","0.379","0.379","165","257","0.642","0","0","461","69","0","0","0","232","801",1958
"91","Art Spoelstra","C","25","TOT","67","0","1305","161","419","0.384","0","0","0","161","419","0.384","0.384","127","187","0.679","0","0","332","57","0","0","0","225","449",1958
"92","Maurice Stokes*","PF","24","CIN","63","0","2460","414","1181","0.351","0","0","0","414","1181","0.351","0.351","238","333","0.715","0","0","1142","403","0","0","0","226","1066",1958
"93","Bill Thieben","PF","22","DET","27","0","243","42","143","0.294","0","0","0","42","143","0.294","0.294","16","27","0.593","0","0","65","7","0","0","0","44","100",1958
"94","Lou Tsioropoulos","SF","27","BOS","70","0","1819","198","624","0.317","0","0","0","198","624","0.317","0.317","142","207","0.686","0","0","434","112","0","0","0","242","538",1958
"95","Jack Twyman*","SF","23","CIN","72","0","2178","465","1028","0.452","0","0","0","465","1028","0.452","0.452","307","396","0.775","0","0","464","110","0","0","0","224","1237",1958
"96","Charlie Tyra","C","22","NYK","68","0","1182","175","490","0.357","0","0","0","175","490","0.357","0.357","150","224","0.67","0","0","480","34","0","0","0","175","500",1958
"97","Jim Walsh","F","27","PHW","10","0","72","5","27","0.185","0","0","0","5","27","0.185","0.185","10","17","0.588","0","0","15","8","0","0","0","9","20",1958
"98","Win Wilfong","PG","24","STL","71","0","1360","196","543","0.361","0","0","0","196","543","0.361","0.361","163","238","0.685","0","0","290","163","0","0","0","199","555",1958
"99","George Yardley*","SF","29","DET","72","0","2843","673","1624","0.414","0","0","0","673","1624","0.414","0.414","655","808","0.811","0","0","768","97","0","0","0","226","2001",1958
