"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr"
"1","Paul Arizin*","SF","29","PHW","68","0","2377","483","1229","0.393","0","0","0","483","1229","0.393","0.393","440","544","0.809","0","0","503","135","0","0","0","235","1406",1958
"2","Dick Atha","SG","26","DET","18","0","160","17","47","0.362","0","0","0","17","47","0.362","0.362","10","12","0.833","0","0","24","19","0","0","0","24","44",1958
"3","Ernie Beck","SG","26","PHW","71","0","1974","272","683","0.398","0","0","0","272","683","0.398","0.398","170","203","0.837","0","0","307","190","0","0","0","173","714",1958
"4","Al Bianchi","SG","25","SYR","69","0","1421","215","625","0.344","0","0","0","215","625","0.344","0.344","140","205","0.683","0","0","221","114","0","0","0","188","570",1958
"5","Doug Bolstorff","G","26","DET","3","0","21","2","5","0.4","0","0","0","2","5","0.4","0.4","0","0","0","0","0","0","0","0","0","0","1","4",1958
"6","Carl Braun*","PG","30","NYK","71","0","2475","426","1018","0.418","0","0","0","426","1018","0.418","0.418","321","378","0.849","0","0","330","393","0","0","0","183","1173",1958
"7","George Brown","F","22","MNL","1","0","6","0","2","0","0","0","0","0","2","0","0","1","2","0.5","0","0","1","0","0","0","0","1","1",1958
"8","Bob Burrow","C","23","MNL","14","0","171","22","70","0.314","0","0","0","22","70","0.314","0.314","11","33","0.333","0","0","64","6","0","0","0","15","55",1958
"9","Nat Clifton*","PF","35","DET","68","0","1435","217","597","0.363","0","0","0","217","597","0.363","0.363","91","146","0.623","0","0","403","76","0","0","0","202","525",1958
"10","Jack Coleman","PF","33","STL","72","0","1506","231","560","0.413","0","0","0","231","560","0.413","0.413","84","131","0.641","0","0","485","117","0","0","0","169","546",1958
"11","Ed Conlin","SF","24","SYR","60","0","1871","343","877","0.391","0","0","0","343","877","0.391","0.391","215","270","0.796","0","0","436","133","0","0","0","168","901",1958
"12","Larry Costello","PG","26","SYR","72","0","2746","378","888","0.426","0","0","0","378","888","0.426","0.426","320","378","0.847","0","0","378","317","0","0","0","246","1076",1958
"13","Bob Cousy*","PG","29","BOS","65","0","2222","445","1262","0.353","0","0","0","445","1262","0.353","0.353","277","326","0.85","0","0","322","463","0","0","0","136","1167",1958
"14","Walt Davis","PF","27","TOT","61","0","663","85","244","0.348","0","0","0","85","244","0.348","0.348","61","82","0.744","0","0","174","29","0","0","0","143","231",1958
"15","George Dempsey","PG","28","PHW","67","0","1048","112","311","0.36","0","0","0","112","311","0.36","0.36","70","105","0.667","0","0","214","128","0","0","0","113","294",1958
"16","Corky Devlin","SG","26","MNL","70","0","1248","170","489","0.348","0","0","0","170","489","0.348","0.348","133","172","0.773","0","0","132","167","0","0","0","104","473",1958
"17","Dick Duckett","PG","24","CIN","34","0","424","54","158","0.342","0","0","0","54","158","0.342","0.342","24","27","0.889","0","0","56","47","0","0","0","60","132",1958
"18","Walter Dukes","C","27","DET","72","0","2184","278","796","0.349","0","0","0","278","796","0.349","0.349","247","366","0.675","0","0","954","52","0","0","0","311","803",1958
"19","Pat Dunn","SG","26","PHW","28","0","206","28","90","0.311","0","0","0","28","90","0.311","0.311","14","17","0.824","0","0","31","28","0","0","0","20","70",1958
"20","Bill Ebben","G","22","DET","8","0","50","6","28","0.214","0","0","0","6","28","0.214","0.214","3","4","0.75","0","0","8","4","0","0","0","5","15",1958
"21","Bo Erias","SF","25","MNL","18","0","401","59","170","0.347","0","0","0","59","170","0.347","0.347","30","47","0.638","0","0","83","26","0","0","0","52","148",1958
"22","Ray Felix","C","27","NYK","72","0","1709","304","688","0.442","0","0","0","304","688","0.442","0.442","271","389","0.697","0","0","747","52","0","0","0","283","879",1958
"23","Ed Fleming","SF","24","MNL","72","0","1686","226","655","0.345","0","0","0","226","655","0.345","0.345","181","255","0.71","0","0","492","139","0","0","0","222","633",1958
"24","Larry Foust","C","29","MNL","72","0","2200","391","982","0.398","0","0","0","391","982","0.398","0.398","428","566","0.756","0","0","876","108","0","0","0","299","1210",1958
"25","Larry Friend","SG","22","NYK","44","0","569","74","226","0.327","0","0","0","74","226","0.327","0.327","27","41","0.659","0","0","106","47","0","0","0","54","175",1958
"26","Harry Gallatin*","PF","30","DET","72","0","1990","340","898","0.379","0","0","0","340","898","0.379","0.379","392","498","0.787","0","0","749","86","0","0","0","217","1072",1958
"27","Dick Garmaker","SG","25","MNL","68","0","2216","390","988","0.395","0","0","0","390","988","0.395","0.395","314","411","0.764","0","0","365","183","0","0","0","190","1094",1958
"28","Jack George","PG","29","PHW","72","0","1910","232","627","0.37","0","0","0","232","627","0.37","0.37","178","242","0.736","0","0","288","234","0","0","0","140","642",1958
"29","Tom Gola*","SG","25","PHW","59","0","2126","295","711","0.415","0","0","0","295","711","0.415","0.415","223","299","0.746","0","0","639","327","0","0","0","225","813",1958
"30","Joe Graboski","PF","28","PHW","72","0","2077","341","1017","0.335","0","0","0","341","1017","0.335","0.335","227","303","0.749","0","0","570","125","0","0","0","249","909",1958
"31","Richie Guerin*","SG","25","NYK","63","0","2368","344","973","0.354","0","0","0","344","973","0.354","0.354","353","511","0.691","0","0","489","317","0","0","0","202","1041",1958
"32","Cliff Hagan*","SF","26","STL","70","0","2190","503","1135","0.443","0","0","0","503","1135","0.443","0.443","385","501","0.768","0","0","707","175","0","0","0","267","1391",1958
"33","Bob Harrison","SG","30","SYR","72","0","1799","210","604","0.348","0","0","0","210","604","0.348","0.348","97","122","0.795","0","0","166","169","0","0","0","200","517",1958
"34","Tom Heinsohn*","PF","23","BOS","69","0","2206","468","1226","0.382","0","0","0","468","1226","0.382","0.382","294","394","0.746","0","0","705","125","0","0","0","274","1230",1958
"35","Joe Holup","SF","23","TOT","53","0","740","91","278","0.327","0","0","0","91","278","0.327","0.327","71","94","0.755","0","0","221","36","0","0","0","99","253",1958
"36","Bob Hopkins","PF","23","SYR","69","0","1224","221","554","0.399","0","0","0","221","554","0.399","0.399","123","161","0.764","0","0","392","45","0","0","0","162","565",1958
"37","Bob Houbregs*","PF","25","DET","17","0","302","49","137","0.358","0","0","0","49","137","0.358","0.358","30","43","0.698","0","0","65","19","0","0","0","36","128",1958
"38","Hot Rod Hundley","SG","23","MNL","65","0","1154","174","548","0.318","0","0","0","174","548","0.318","0.318","104","162","0.642","0","0","186","121","0","0","0","99","452",1958
"39","Mel Hutchins","PF","29","NYK","18","0","384","51","131","0.389","0","0","0","51","131","0.389","0.389","24","43","0.558","0","0","86","34","0","0","0","31","126",1958
"40","McCoy Ingram","PF","26","MNL","24","0","267","27","103","0.262","0","0","0","27","103","0.262","0.262","13","28","0.464","0","0","116","20","0","0","0","44","67",1958
"41","Neil Johnston*","C","28","PHW","71","0","2408","473","1102","0.429","0","0","0","473","1102","0.429","0.429","442","540","0.819","0","0","790","166","0","0","0","233","1388",1958
"42","Sam Jones*","SG","24","BOS","56","0","594","100","233","0.429","0","0","0","100","233","0.429","0.429","60","84","0.714","0","0","160","37","0","0","0","42","260",1958
"43","Phil Jordon","C","24","TOT","58","0","898","193","467","0.413","0","0","0","193","467","0.413","0.413","64","93","0.688","0","0","301","37","0","0","0","108","450",1958
