"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr"
"27","Don Chaney","SG","23","BOS","63","0","839","115","320","0.359","0","0","0","115","320","0.359","0.359","82","109","0.752","0","0","152","72","0","0","0","118","312",1970
"28","Len Chappell","SF","29","MIL","75","0","1134","243","523","0.465","0","0","0","243","523","0.465","0.465","135","211","0.64","0","0","276","56","0","0","0","127","621",1970
"29","Archie Clark","PG","28","PHI","76","0","2772","594","1198","0.496","0","0","0","594","1198","0.496","0.496","311","396","0.785","0","0","301","380","0","0","0","201","1499",1970
"30","Barry Clemens","SF","26","SEA","78","0","1487","270","595","0.454","0","0","0","270","595","0.454","0.454","111","140","0.793","0","0","316","116","0","0","0","188","651",1970
"31","Mel Counts","C","28","LAL","81","0","2193","434","1017","0.427","0","0","0","434","1017","0.427","0.427","156","201","0.776","0","0","683","160","0","0","0","304","1024",1970
"32","Bob Cousy*","PG","41","CIN","7","0","34","1","3","0.333","0","0","0","1","3","0.333","0.333","3","3","1","0","0","5","10","0","0","0","11","5",1970
"33","Freddie Crawford","SG","28","MIL","77","0","1331","243","506","0.48","0","0","0","243","506","0.48","0.48","101","148","0.682","0","0","184","225","0","0","0","181","587",1970
"34","Billy Cunningham*","SF","26","PHI","81","0","3194","802","1710","0.469","0","0","0","802","1710","0.469","0.469","510","700","0.729","0","0","1101","352","0","0","0","331","2114",1970
"35","Dick Cunningham","C","23","MIL","60","0","416","52","141","0.369","0","0","0","52","141","0.369","0.369","22","33","0.667","0","0","160","28","0","0","0","70","126",1970
"36","Bob Dandridge","SF","22","MIL","81","0","2461","434","895","0.485","0","0","0","434","895","0.485","0.485","199","264","0.754","0","0","625","292","0","0","0","279","1067",1970
"37","Jim Davis","C","28","ATL","82","0","2623","438","943","0.464","0","0","0","438","943","0.464","0.464","240","318","0.755","0","0","796","238","0","0","0","335","1116",1970
"38","Mike Davis","SG","23","BAL","56","0","1330","260","586","0.444","0","0","0","260","586","0.444","0.444","149","192","0.776","0","0","128","111","0","0","0","174","669",1970
"39","Dave DeBusschere*","PF","29","NYK","79","0","2627","488","1082","0.451","0","0","0","488","1082","0.451","0.451","176","256","0.688","0","0","790","194","0","0","0","244","1152",1970
"40","Connie Dierking","C","33","CIN","76","0","2448","521","1243","0.419","0","0","0","521","1243","0.419","0.419","230","306","0.752","0","0","624","169","0","0","0","275","1272",1970
"41","Terry Dischinger","SF","29","DET","75","0","1754","342","650","0.526","0","0","0","342","650","0.526","0.526","174","241","0.722","0","0","369","106","0","0","0","213","858",1970
"42","Johnny Egan","PG","31","LAL","72","0","1627","215","491","0.438","0","0","0","215","491","0.438","0.438","99","121","0.818","0","0","104","216","0","0","0","171","529",1970
"43","Joe Ellis","SF","25","SFW","76","0","2380","501","1223","0.41","0","0","0","501","1223","0.41","0.41","200","270","0.741","0","0","594","139","0","0","0","281","1202",1970
"44","Leroy Ellis","C","29","BAL","72","0","1163","194","414","0.469","0","0","0","194","414","0.469","0.469","86","116","0.741","0","0","376","47","0","0","0","129","474",1970
"45","Keith Erickson","SF","25","LAL","68","0","1755","258","563","0.458","0","0","0","258","563","0.458","0.458","91","122","0.746","0","0","304","209","0","0","0","175","607",1970
"46","Hank Finkel","C","27","BOS","80","0","1866","310","683","0.454","0","0","0","310","683","0.454","0.454","156","233","0.67","0","0","613","103","0","0","0","292","776",1970
"47","Fred Foster","SF","23","CIN","74","0","2077","461","1026","0.449","0","0","0","461","1026","0.449","0.449","176","243","0.724","0","0","310","107","0","0","0","209","1098",1970
"48","Jim Fox","C","26","PHO","81","0","2041","413","788","0.524","0","0","0","413","788","0.524","0.524","218","283","0.77","0","0","570","93","0","0","0","261","1044",1970
"49","Walt Frazier*","PG","24","NYK","77","0","3040","600","1158","0.518","0","0","0","600","1158","0.518","0.518","409","547","0.748","0","0","465","629","0","0","0","203","1609",1970
"50","Dave Gambee","SF","32","SFW","73","0","951","185","464","0.399","0","0","0","185","464","0.399","0.399","156","186","0.839","0","0","244","55","0","0","0","172","526",1970
"51","Dick Garrett","SG","23","LAL","73","0","2318","354","816","0.434","0","0","0","354","816","0.434","0.434","138","162","0.852","0","0","235","180","0","0","0","236","846",1970
"52","Herm Gilliam","SG","23","CIN","57","0","1161","179","441","0.406","0","0","0","179","441","0.406","0.406","68","91","0.747","0","0","215","178","0","0","0","163","426",1970
"53","Gail Goodrich*","PG","26","PHO","81","0","3234","568","1251","0.454","0","0","0","568","1251","0.454","0.454","488","604","0.808","0","0","340","605","0","0","0","251","1624",1970
"54","Bob Greacen","SF","22","MIL","41","0","292","44","109","0.404","0","0","0","44","109","0.404","0.404","18","28","0.643","0","0","59","27","0","0","0","49","106",1970
"55","Johnny Green","PF","36","CIN","78","0","2278","481","860","0.559","0","0","0","481","860","0.559","0.559","254","429","0.592","0","0","841","112","0","0","0","268","1216",1970
"56","Lamar Green","PF","22","PHO","58","0","700","101","234","0.432","0","0","0","101","234","0.432","0.432","41","70","0.586","0","0","276","17","0","0","0","115","243",1970
"57","Hal Greer*","SG","33","PHI","80","0","3024","705","1551","0.455","0","0","0","705","1551","0.455","0.455","352","432","0.815","0","0","376","405","0","0","0","300","1762",1970
"58","Gary Gregor","SF","24","ATL","81","0","1603","286","661","0.433","0","0","0","286","661","0.433","0.433","88","113","0.779","0","0","397","63","0","0","0","159","660",1970
"59","Richie Guerin*","SG","37","ATL","8","0","64","3","11","0.273","0","0","0","3","11","0.273","0.273","1","1","1","0","0","2","12","0","0","0","9","7",1970
"60","Matt Guokas","SG","25","PHI","80","0","1558","189","416","0.454","0","0","0","189","416","0.454","0.454","106","149","0.711","0","0","216","222","0","0","0","201","484",1970
"61","Al Hairston","SG","24","SEA","3","0","20","3","8","0.375","0","0","0","3","8","0.375","0.375","1","1","1","0","0","5","6","0","0","0","3","7",1970
"62","Happy Hairston","PF","27","TOT","70","0","2427","483","973","0.496","0","0","0","483","973","0.496","0.496","326","413","0.789","0","0","775","121","0","0","0","230","1292",1970
"63","Shaler Halimon","SG","24","CHI","38","0","517","96","244","0.393","0","0","0","96","244","0.393","0.393","49","73","0.671","0","0","68","69","0","0","0","58","241",1970
"64","Art Harris","SG","23","TOT","81","0","1553","285","723","0.394","0","0","0","285","723","0.394","0.394","86","134","0.642","0","0","161","231","0","0","0","220","656",1970
"65","Clem Haskins","SG","26","CHI","82","0","3214","668","1486","0.45","0","0","0","668","1486","0.45","0.45","332","424","0.783","0","0","378","624","0","0","0","237","1668",1970
"66","John Havlicek*","SG","29","BOS","81","0","3369","736","1585","0.464","0","0","0","736","1585","0.464","0.464","488","578","0.844","0","0","635","550","0","0","0","211","1960",1970
"67","Connie Hawkins*","SF","27","PHO","81","0","3312","709","1447","0.49","0","0","0","709","1447","0.49","0.49","577","741","0.779","0","0","846","391","0","0","0","287","1995",1970
"68","Elvin Hayes*","C","24","SDR","82","0","3665","914","2020","0.452","0","0","0","914","2020","0.452","0.452","428","622","0.688","0","0","1386","162","0","0","0","270","2256",1970
"69","Walt Hazzard","PG","27","ATL","82","0","2757","493","1056","0.467","0","0","0","493","1056","0.467","0.467","267","330","0.809","0","0","329","561","0","0","0","264","1253",1970
"70","Brian Heaney","G","23","BAL","14","0","70","13","24","0.542","0","0","0","13","24","0.542","0.542","2","4","0.5","0","0","4","6","0","0","0","17","28",1970
"71","Fred Hetzel","SF","27","PHI","63","0","757","156","323","0.483","0","0","0","156","323","0.483","0.483","71","85","0.835","0","0","207","44","0","0","0","110","383",1970
"72","Bill Hewitt","PF","25","TOT","65","0","1279","110","298","0.369","0","0","0","110","298","0.369","0.369","54","94","0.574","0","0","354","64","0","0","0","130","274",1970
"73","Bill Hosket","PF","23","NYK","36","0","235","46","91","0.505","0","0","0","46","91","0.505","0.505","26","33","0.788","0","0","63","17","0","0","0","36","118",1970
"74","Bailey Howell*","PF","33","BOS","82","0","2078","399","931","0.429","0","0","0","399","931","0.429","0.429","235","308","0.763","0","0","550","120","0","0","0","261","1033",1970
"75","Lou Hudson","SF","25","ATL","80","0","3091","830","1564","0.531","0","0","0","830","1564","0.531","0.531","371","450","0.824","0","0","373","276","0","0","0","225","2031",1970
"76","Darrall Imhoff","C","31","PHI","79","0","2474","430","796","0.54","0","0","0","430","796","0.54","0.54","215","331","0.65","0","0","754","211","0","0","0","294","1075",1970
"77","Luke Jackson","PF","28","PHI","37","0","583","71","181","0.392","0","0","0","71","181","0.392","0.392","60","81","0.741","0","0","198","50","0","0","0","80","202",1970
"78","Gus Johnson*","PF","31","BAL","78","0","2919","578","1282","0.451","0","0","0","578","1282","0.451","0.451","197","272","0.724","0","0","1086","264","0","0","0","269","1353",1970
"79","Neil Johnson","PF","26","PHO","28","0","136","20","60","0.333","0","0","0","20","60","0.333","0.333","8","12","0.667","0","0","47","12","0","0","0","38","48",1970
"80","Rich Johnson","C","23","BOS","65","0","898","167","361","0.463","0","0","0","167","361","0.463","0.463","46","70","0.657","0","0","208","32","0","0","0","155","380",1970
"81","Wali Jones","PG","27","PHI","78","0","1740","366","851","0.43","0","0","0","366","851","0.43","0.43","190","226","0.841","0","0","173","276","0","0","0","210","922",1970
"82","Bob Kauffman","PF","23","CHI","64","0","775","94","221","0.425","0","0","0","94","221","0.425","0.425","88","123","0.715","0","0","211","76","0","0","0","117","276",1970
"83","Joe Kennedy","SF","23","SEA","14","0","82","3","34","0.088","0","0","0","3","34","0.088","0.088","2","2","1","0","0","20","7","0","0","0","7","8",1970
"84","Toby Kimball","PF","27","SDR","77","0","1622","218","508","0.429","0","0","0","218","508","0.429","0.429","107","185","0.578","0","0","621","95","0","0","0","187","543",1970
"85","Jim King","PG","28","TOT","34","0","391","53","129","0.411","0","0","0","53","129","0.411","0.411","33","41","0.805","0","0","62","52","0","0","0","47","139",1970
"86","Don Kojis","SF","31","SDR","56","0","1578","338","756","0.447","0","0","0","338","756","0.447","0.447","181","241","0.751","0","0","388","78","0","0","0","135","857",1970
"87","Howard Komives","PG","28","DET","82","0","2418","363","878","0.413","0","0","0","363","878","0.413","0.413","190","234","0.812","0","0","193","312","0","0","0","247","916",1970
"88","Steve Kuberski","PF","22","BOS","51","0","797","130","335","0.388","0","0","0","130","335","0.388","0.388","64","92","0.696","0","0","257","29","0","0","0","87","324",1970
"89","Stu Lantz","PG","23","SDR","82","0","2471","455","1027","0.443","0","0","0","455","1027","0.443","0.443","278","361","0.77","0","0","255","287","0","0","0","238","1188",1970
"90","Clyde Lee","C","25","SFW","82","0","2641","362","822","0.44","0","0","0","362","822","0.44","0.44","178","300","0.593","0","0","929","80","0","0","0","263","902",1970
"91","Bobby Lewis","SG","24","SFW","73","0","1353","213","557","0.382","0","0","0","213","557","0.382","0.382","100","152","0.658","0","0","157","194","0","0","0","170","526",1970
"92","Paul Long","SG","25","DET","25","0","130","28","62","0.452","0","0","0","28","62","0.452","0.452","27","38","0.711","0","0","11","17","0","0","0","22","83",1970
"93","Kevin Loughery","SG","29","BAL","55","0","2037","477","1082","0.441","0","0","0","477","1082","0.441","0.441","253","298","0.849","0","0","168","292","0","0","0","183","1207",1970
"94","Bob Love","PF","27","CHI","82","0","3123","640","1373","0.466","0","0","0","640","1373","0.466","0.466","442","525","0.842","0","0","712","148","0","0","0","260","1722",1970
"95","Jerry Lucas*","PF","29","TOT","67","0","2420","405","799","0.507","0","0","0","405","799","0.507","0.507","200","255","0.784","0","0","951","175","0","0","0","164","1010",1970
"96","Mike Lynn","SF","24","LAL","44","0","403","44","133","0.331","0","0","0","44","133","0.331","0.331","31","48","0.646","0","0","64","30","0","0","0","87","119",1970
"97","Ed Manning","SF-PF","26","TOT","67","0","777","119","321","0.371","0","0","0","119","321","0.371","0.371","42","56","0.75","0","0","232","36","0","0","0","122","280",1970
"98","Jack Marin","SF","25","BAL","82","0","2947","666","1363","0.489","0","0","0","666","1363","0.489","0.489","286","339","0.844","0","0","537","217","0","0","0","248","1618",1970
"99","Don May","SF","24","NYK","37","0","238","39","101","0.386","0","0","0","39","101","0.386","0.386","18","19","0.947","0","0","52","17","0","0","0","42","96",1970
"100","Willie McCarter","SG","23","LAL","40","0","861","132","349","0.378","0","0","0","132","349","0.378","0.378","43","60","0.717","0","0","83","93","0","0","0","71","307",1970
"101","Jon McGlocklin","SG","26","MIL","82","0","2966","639","1206","0.53","0","0","0","639","1206","0.53","0.53","169","198","0.854","0","0","252","303","0","0","0","164","1447",1970
"102","Stan McKenzie","SF","25","PHO","58","0","525","81","206","0.393","0","0","0","81","206","0.393","0.393","58","73","0.795","0","0","93","52","0","0","0","67","220",1970
"103","McCoy McLemore","SF","27","DET","73","0","1421","233","500","0.466","0","0","0","233","500","0.466","0.466","119","145","0.821","0","0","336","83","0","0","0","159","585",1970
"104","Tom Meschery","SF","31","SEA","80","0","2294","394","818","0.482","0","0","0","394","818","0.482","0.482","196","248","0.79","0","0","666","157","0","0","0","317","984",1970
"105","Eddie Miles","SG","29","TOT","47","0","1295","238","541","0.44","0","0","0","238","541","0.44","0.44","133","175","0.76","0","0","177","86","0","0","0","107","609",1970
"106","Steve Mix","SF","22","DET","18","0","276","48","100","0.48","0","0","0","48","100","0.48","0.48","23","39","0.59","0","0","64","15","0","0","0","31","119",1970
"107","Earl Monroe*","PG","25","BAL","82","0","3051","695","1557","0.446","0","0","0","695","1557","0.446","0.446","532","641","0.83","0","0","257","402","0","0","0","258","1922",1970
"108","Otto Moore","C","23","DET","81","0","2523","383","805","0.476","0","0","0","383","805","0.476","0.476","194","305","0.636","0","0","900","104","0","0","0","232","960",1970
"109","Erwin Mueller","PF","25","TOT","78","0","2353","300","646","0.464","0","0","0","300","646","0.464","0.464","189","263","0.719","0","0","483","205","0","0","0","192","789",1970
"110","Jeff Mullins","SG","27","SFW","74","0","2861","656","1426","0.46","0","0","0","656","1426","0.46","0.46","320","378","0.847","0","0","382","360","0","0","0","240","1632",1970
"111","Dorie Murrey","C","26","SEA","81","0","1079","153","343","0.446","0","0","0","153","343","0.446","0.446","136","186","0.731","0","0","357","76","0","0","0","191","442",1970
"112","Don Nelson*","PF","29","BOS","82","0","2224","461","920","0.501","0","0","0","461","920","0.501","0.501","337","435","0.775","0","0","601","148","0","0","0","238","1259",1970
"113","Dave Newmark","C","23","ATL","64","0","612","127","296","0.429","0","0","0","127","296","0.429","0.429","59","77","0.766","0","0","174","42","0","0","0","128","313",1970
"114","Rich Niemann","C","23","BOS","6","0","18","2","5","0.4","0","0","0","2","5","0.4","0.4","2","2","1","0","0","6","2","0","0","0","10","6",1970
"115","Grady O'Malley","F","21","ATL","24","0","113","21","60","0.35","0","0","0","21","60","0.35","0.35","8","19","0.421","0","0","26","10","0","0","0","12","50",1970
"116","Bud Ogden","SF","23","PHI","47","0","357","82","172","0.477","0","0","0","82","172","0.477","0.477","27","39","0.692","0","0","86","31","0","0","0","62","191",1970
"117","Don Ohl","SG","33","ATL","66","0","984","176","372","0.473","0","0","0","176","372","0.473","0.473","58","72","0.806","0","0","71","98","0","0","0","113","410",1970
"118","Loy Petersen","SG","24","CHI","31","0","231","33","90","0.367","0","0","0","33","90","0.367","0.367","26","39","0.667","0","0","26","23","0","0","0","22","92",1970
"119","Bob Portman","SG","22","SFW","60","0","813","177","398","0.445","0","0","0","177","398","0.445","0.445","66","85","0.776","0","0","224","28","0","0","0","77","420",1970
"120","Bob Quick","SF","23","TOT","34","0","364","63","139","0.453","0","0","0","63","139","0.453","0.453","49","71","0.69","0","0","75","14","0","0","0","50","175",1970
"121","Luther Rackley","C","23","CIN","66","0","1256","190","423","0.449","0","0","0","190","423","0.449","0.449","124","195","0.636","0","0","378","56","0","0","0","204","504",1970
"122","Willis Reed*","C","27","NYK","81","0","3089","702","1385","0.507","0","0","0","702","1385","0.507","0.507","351","464","0.756","0","0","1126","161","0","0","0","287","1755",1970
"123","George Reynolds","G","22","DET","10","0","44","8","19","0.421","0","0","0","8","19","0.421","0.421","5","7","0.714","0","0","14","12","0","0","0","10","21",1970
"124","Pat Riley*","SF","24","SDR","36","0","474","75","180","0.417","0","0","0","75","180","0.417","0.417","40","55","0.727","0","0","57","85","0","0","0","68","190",1970
"125","Mike Riordan","SG","24","NYK","81","0","1677","255","549","0.464","0","0","0","255","549","0.464","0.464","114","165","0.691","0","0","194","201","0","0","0","192","624",1970
"126","Rick Roberson","C","22","LAL","74","0","2005","262","586","0.447","0","0","0","262","586","0.447","0.447","120","212","0.566","0","0","672","92","0","0","0","256","644",1970
"127","Oscar Robertson*","PG","31","CIN","69","0","2865","647","1267","0.511","0","0","0","647","1267","0.511","0.511","454","561","0.809","0","0","422","558","0","0","0","175","1748",1970
"128","Flynn Robinson","PG","28","MIL","81","0","2762","663","1391","0.477","0","0","0","663","1391","0.477","0.477","439","489","0.898","0","0","263","449","0","0","0","254","1765",1970
"129","Guy Rodgers*","PG","34","MIL","64","0","749","68","191","0.356","0","0","0","68","191","0.356","0.356","67","90","0.744","0","0","74","213","0","0","0","73","203",1970
"130","Bob Rule","C","25","SEA","80","0","2959","789","1705","0.463","0","0","0","789","1705","0.463","0.463","387","542","0.714","0","0","825","144","0","0","0","278","1965",1970
"131","Cazzie Russell","SF","25","NYK","78","0","1563","385","773","0.498","0","0","0","385","773","0.498","0.498","124","160","0.775","0","0","236","135","0","0","0","137","894",1970
"132","Tom Sanders*","SF","31","BOS","57","0","1616","246","555","0.443","0","0","0","246","555","0.443","0.443","161","183","0.88","0","0","314","92","0","0","0","199","653",1970
"133","Dale Schlueter","C","24","SFW","63","0","685","82","167","0.491","0","0","0","82","167","0.491","0.491","60","97","0.619","0","0","231","25","0","0","0","108","224",1970
"134","Dave Scholz","F","21","PHI","1","0","1","1","1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","2",1970
"135","Ray Scott","PF","31","BAL","73","0","1393","257","605","0.425","0","0","0","257","605","0.425","0.425","139","173","0.803","0","0","457","114","0","0","0","147","653",1970
"136","Larry Siegfried","PG","30","BOS","78","0","2081","382","902","0.424","0","0","0","382","902","0.424","0.424","220","257","0.856","0","0","212","299","0","0","0","187","984",1970
"137","Paul Silas","PF","26","PHO","78","0","2836","373","804","0.464","0","0","0","373","804","0.464","0.464","250","412","0.607","0","0","916","214","0","0","0","266","996",1970
"138","Jerry Sloan*","SF","27","CHI","53","0","1822","310","737","0.421","0","0","0","310","737","0.421","0.421","207","318","0.651","0","0","372","165","0","0","0","179","827",1970
"139","Adrian Smith","SG","33","TOT","77","0","1087","153","416","0.368","0","0","0","153","416","0.368","0.368","152","170","0.894","0","0","82","132","0","0","0","122","458",1970
"140","Bingo Smith","SF","23","SDR","75","0","1198","242","567","0.427","0","0","0","242","567","0.427","0.427","66","96","0.688","0","0","328","75","0","0","0","119","550",1970
"141","Greg Smith","PF","23","MIL","82","0","2368","339","664","0.511","0","0","0","339","664","0.511","0.511","125","174","0.718","0","0","712","156","0","0","0","304","803",1970
"142","Dick Snyder","SG","25","TOT","82","0","2437","456","863","0.528","0","0","0","456","863","0.528","0.528","169","208","0.813","0","0","323","342","0","0","0","277","1081",1970
"143","Dave Stallworth","SF","28","NYK","82","0","1375","239","557","0.429","0","0","0","239","557","0.429","0.429","161","225","0.716","0","0","323","139","0","0","0","194","639",1970
"144","Rod Thorn*","SG","28","SEA","19","0","105","20","45","0.444","0","0","0","20","45","0.444","0.444","15","24","0.625","0","0","16","17","0","0","0","8","55",1970
"145","Nate Thurmond*","C","28","SFW","43","0","1919","341","824","0.414","0","0","0","341","824","0.414","0.414","261","346","0.754","0","0","762","150","0","0","0","110","943",1970
"146","Gene Tormohlen","C","32","ATL","2","0","11","2","4","0.5","0","0","0","2","4","0.5","0.5","0","0","0","0","0","4","1","0","0","0","3","4",1970
"147","John Trapp","SF","24","SDR","70","0","1025","185","434","0.426","0","0","0","185","434","0.426","0.426","72","104","0.692","0","0","309","49","0","0","0","200","442",1970
"148","John Tresvant","PF","30","TOT","69","0","1499","264","595","0.444","0","0","0","264","595","0.444","0.444","206","284","0.725","0","0","425","112","0","0","0","204","734",1970
"149","Al Tucker","PF","26","TOT","61","0","819","146","285","0.512","0","0","0","146","285","0.512","0.512","70","87","0.805","0","0","166","38","0","0","0","86","362",1970
"150","Bill Turner","PF-SF","25","TOT","72","0","1170","197","468","0.421","0","0","0","197","468","0.421","0.421","123","167","0.737","0","0","304","43","0","0","0","193","517",1970
"151","Wes Unseld*","C","23","BAL","82","0","3234","526","1015","0.518","0","0","0","526","1015","0.518","0.518","273","428","0.638","0","0","1370","291","0","0","0","250","1325",1970
"152","Dick Van Arsdale","SG","26","PHO","77","0","2966","592","1166","0.508","0","0","0","592","1166","0.508","0.508","459","575","0.798","0","0","264","338","0","0","0","282","1643",1970
"153","Tom Van Arsdale","SF","26","CIN","71","0","2544","620","1376","0.451","0","0","0","620","1376","0.451","0.451","381","492","0.774","0","0","463","155","0","0","0","247","1621",1970
"154","Norm Van Lier","PG","22","CIN","81","0","2895","302","749","0.403","0","0","0","302","749","0.403","0.403","166","224","0.741","0","0","409","500","0","0","0","329","770",1970
"155","Neal Walk","C","21","PHO","82","0","1394","257","547","0.47","0","0","0","257","547","0.47","0.47","155","242","0.64","0","0","455","80","0","0","0","225","669",1970
"156","Chet Walker*","SF","29","CHI","78","0","2726","596","1249","0.477","0","0","0","596","1249","0.477","0.477","483","568","0.85","0","0","604","192","0","0","0","203","1675",1970
"157","Jimmy Walker","SG","25","DET","81","0","2869","666","1394","0.478","0","0","0","666","1394","0.478","0.478","355","440","0.807","0","0","242","248","0","0","0","203","1687",1970
"158","John Warren","SG","22","NYK","44","0","272","44","108","0.407","0","0","0","44","108","0.407","0.407","24","35","0.686","0","0","40","30","0","0","0","53","112",1970
"159","Jim Washington","PF","26","PHI","79","0","2459","401","842","0.476","0","0","0","401","842","0.476","0.476","204","273","0.747","0","0","734","104","0","0","0","262","1006",1970
"160","Bob Weiss","PG","27","CHI","82","0","2544","365","855","0.427","0","0","0","365","855","0.427","0.427","213","253","0.842","0","0","227","474","0","0","0","206","943",1970
"161","Walt Wesley","C","25","CHI","72","0","1407","270","648","0.417","0","0","0","270","648","0.417","0.417","145","219","0.662","0","0","455","68","0","0","0","184","685",1970
"162","Jerry West*","PG","31","LAL","74","0","3106","831","1673","0.497","0","0","0","831","1673","0.497","0.497","647","785","0.824","0","0","338","554","0","0","0","160","2309",1970
"163","Jo Jo White*","PG","23","BOS","60","0","1328","309","684","0.452","0","0","0","309","684","0.452","0.452","111","135","0.822","0","0","169","145","0","0","0","132","729",1970
"164","Lenny Wilkens*","PG","32","SEA","75","0","2802","448","1066","0.42","0","0","0","448","1066","0.42","0.42","438","556","0.788","0","0","378","683","0","0","0","212","1334",1970
"165","Art Williams","PG","30","SDR","80","0","1545","189","464","0.407","0","0","0","189","464","0.407","0.407","88","118","0.746","0","0","292","503","0","0","0","168","466",1970
"166","Bernie Williams","SG","24","SDR","72","0","1228","251","641","0.392","0","0","0","251","641","0.392","0.392","96","122","0.787","0","0","155","165","0","0","0","124","598",1970
"167","Ron Williams","PG","25","SFW","80","0","2435","452","1046","0.432","0","0","0","452","1046","0.432","0.432","277","337","0.822","0","0","190","424","0","0","0","287","1181",1970
