"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr"
"1","Don Anielak","F","24","NYK","1","0","10","0","4","0","0","0","0","0","4","0","0","3","4","0.75","0","0","2","0","0","0","0","0","3",1955
"2","Paul Arizin*","SF","26","PHW","72","0","2953","529","1325","0.399","0","0","0","529","1325","0.399","0.399","454","585","0.776","0","0","675","210","0","0","0","270","1512",1955
"3","Jim Baechtold","SF","27","NYK","72","0","2536","362","898","0.403","0","0","0","362","898","0.403","0.403","279","339","0.823","0","0","307","218","0","0","0","202","1003",1955
"4","Don Barksdale*","SF","31","BOS","72","0","1790","267","699","0.382","0","0","0","267","699","0.382","0.382","220","338","0.651","0","0","545","129","0","0","0","225","754",1955
"5","Bob Brannum","PF","28","BOS","71","0","1623","176","465","0.378","0","0","0","176","465","0.378","0.378","90","127","0.709","0","0","492","127","0","0","0","232","442",1955
"6","Carl Braun*","SG","27","NYK","71","0","2479","400","1032","0.388","0","0","0","400","1032","0.388","0.388","274","342","0.801","0","0","295","274","0","0","0","208","1074",1955
"7","Tom Brennan","SF","24","PHW","11","0","52","5","11","0.455","0","0","0","5","11","0.455","0.455","0","0","0","0","0","5","2","0","0","0","5","10",1955
"8","Frankie Brian","SG","31","FTW","71","0","1381","237","623","0.38","0","0","0","237","623","0.38","0.38","217","255","0.851","0","0","127","142","0","0","0","133","691",1955
"9","Bill Calhoun","SG","27","MLH","69","0","2109","144","480","0.3","0","0","0","144","480","0.3","0.3","166","236","0.703","0","0","290","235","0","0","0","181","454",1955
"10","Bob Carney","SG","22","MNL","19","0","244","24","64","0.375","0","0","0","24","64","0.375","0.375","21","40","0.525","0","0","45","16","0","0","0","36","69",1955
"11","Fred Christ","G","24","NYK","6","0","48","5","18","0.278","0","0","0","5","18","0.278","0.278","10","11","0.909","0","0","8","7","0","0","0","3","20",1955
"12","Cal Christensen","SF","27","ROC","71","0","1204","114","305","0.374","0","0","0","114","305","0.374","0.374","124","206","0.602","0","0","388","104","0","0","0","174","352",1955
"13","Nat Clifton*","PF","32","NYK","72","0","2390","360","932","0.386","0","0","0","360","932","0.386","0.386","224","328","0.683","0","0","612","198","0","0","0","221","944",1955
"14","Jack Coleman","PF","30","ROC","72","0","2482","400","866","0.462","0","0","0","400","866","0.462","0.462","124","183","0.678","0","0","729","232","0","0","0","201","924",1955
"15","Bert Cook","SG","25","NYK","37","0","424","42","133","0.316","0","0","0","42","133","0.316","0.316","34","50","0.68","0","0","72","33","0","0","0","39","118",1955
"16","Chuck Cooper*","PF","28","MLH","70","0","1749","193","569","0.339","0","0","0","193","569","0.339","0.339","187","249","0.751","0","0","385","151","0","0","0","210","573",1955
"17","Larry Costello","PG","23","PHW","19","0","463","46","139","0.331","0","0","0","46","139","0.331","0.331","26","32","0.813","0","0","49","78","0","0","0","37","118",1955
"18","Bob Cousy*","PG","26","BOS","71","0","2747","522","1316","0.397","0","0","0","522","1316","0.397","0.397","460","570","0.807","0","0","424","557","0","0","0","165","1504",1955
"19","Bob Davies*","PG","35","ROC","72","0","1870","326","785","0.415","0","0","0","326","785","0.415","0.415","220","293","0.751","0","0","205","355","0","0","0","220","872",1955
"20","Walt Davis","C","24","PHW","61","0","766","70","182","0.385","0","0","0","70","182","0.385","0.385","35","48","0.729","0","0","206","36","0","0","0","100","175",1955
"21","George Dempsey","SG","25","PHW","48","0","1387","127","360","0.353","0","0","0","127","360","0.353","0.353","98","141","0.695","0","0","236","174","0","0","0","141","352",1955
"22","Fred Diute","SG","26","MLH","7","0","72","2","21","0.095","0","0","0","2","21","0.095","0.095","7","12","0.583","0","0","13","4","0","0","0","12","11",1955
"23","Dick Farley","SG","22","SYR","69","0","1113","136","353","0.385","0","0","0","136","353","0.385","0.385","136","201","0.677","0","0","167","111","0","0","0","145","408",1955
"24","Ray Felix","C","24","NYK","72","0","2024","364","832","0.438","0","0","0","364","832","0.438","0.438","310","498","0.622","0","0","818","67","0","0","0","286","1038",1955
"25","Danny Finn","PG","26","PHW","43","0","820","77","265","0.291","0","0","0","77","265","0.291","0.291","53","86","0.616","0","0","157","155","0","0","0","114","207",1955
"26","Larry Foust","C","26","FTW","70","0","2264","398","818","0.487","0","0","0","398","818","0.487","0.487","393","513","0.766","0","0","700","118","0","0","0","264","1189",1955
"27","Jim Fritsche","PF","23","FTW","16","0","151","16","48","0.333","0","0","0","16","48","0.333","0.333","13","16","0.813","0","0","32","4","0","0","0","28","45",1955
"28","Bill Gabor","SG","32","SYR","3","0","47","7","22","0.318","0","0","0","7","22","0.318","0.318","3","5","0.6","0","0","5","11","0","0","0","6","17",1955
"29","Harry Gallatin*","PF","27","NYK","72","0","2548","330","859","0.384","0","0","0","330","859","0.384","0.384","393","483","0.814","0","0","995","176","0","0","0","206","1053",1955
"30","Jack George","PG","26","PHW","68","0","2480","291","756","0.385","0","0","0","291","756","0.385","0.385","192","291","0.66","0","0","302","359","0","0","0","191","774",1955
"31","Joe Graboski","PF","25","PHW","70","0","2515","373","1096","0.34","0","0","0","373","1096","0.34","0.34","208","303","0.686","0","0","636","182","0","0","0","259","954",1955
"32","Chuck Grigsby","G","26","NYK","7","0","45","7","19","0.368","0","0","0","7","19","0.368","0.368","2","8","0.25","0","0","11","7","0","0","0","9","16",1955
"33","Alex Hannum*","PF","31","MLH","53","0","1088","126","358","0.352","0","0","0","126","358","0.352","0.352","61","107","0.57","0","0","245","105","0","0","0","206","313",1955
"34","Rollen Hans","SG","23","BLB","13","0","178","30","67","0.448","0","0","0","30","67","0.448","0.448","13","25","0.52","0","0","16","26","0","0","0","20","73",1955
"35","Bob Harrison","PG","27","MLH","72","0","2300","299","875","0.342","0","0","0","299","875","0.342","0.342","126","185","0.681","0","0","226","252","0","0","0","291","724",1955
"36","Herm Hedderick","G","25","NYK","5","0","23","2","9","0.222","0","0","0","2","9","0.222","0.222","0","1","0","0","0","4","2","0","0","0","3","4",1955
"37","Don Henriksen","PF","25","TOT","70","0","1664","139","406","0.342","0","0","0","139","406","0.342","0.342","137","195","0.703","0","0","484","111","0","0","0","190","415",1955
"38","Lew Hitch","F-C","25","TOT","74","0","1774","167","417","0.4","0","0","0","167","417","0.4","0.4","115","169","0.68","0","0","438","125","0","0","0","110","449",1955
"39","Paul Hoffman","G-F","29","TOT","38","0","670","65","216","0.301","0","0","0","65","216","0.301","0.301","64","93","0.688","0","0","124","94","0","0","0","93","194",1955
"40","Jim Holstein","SF","24","MNL","62","0","980","107","330","0.324","0","0","0","107","330","0.324","0.324","67","94","0.713","0","0","206","58","0","0","0","107","281",1955
"41","Bob Houbregs*","C-F","22","TOT","64","0","1326","148","386","0.383","0","0","0","148","386","0.383","0.383","129","182","0.709","0","0","297","86","0","0","0","180","425",1955
"42","Mel Hutchins","PF","26","FTW","72","0","2860","341","903","0.378","0","0","0","341","903","0.378","0.378","182","257","0.708","0","0","665","247","0","0","0","232","864",1955
"43","Neil Johnston*","C","25","PHW","72","0","2917","521","1184","0.44","0","0","0","521","1184","0.44","0.44","589","769","0.766","0","0","1085","215","0","0","0","255","1631",1955
"44","Ed Kalafat","PF","22","MNL","72","0","1102","118","375","0.315","0","0","0","118","375","0.315","0.315","111","168","0.661","0","0","317","75","0","0","0","205","347",1955
"45","Mike Kearns","PG","25","PHW","6","0","25","0","5","0","0","0","0","0","5","0","0","1","4","0.25","0","0","3","5","0","0","0","1","1",1955
