"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr"
"46","Billy Kenville","SG","24","SYR","70","0","1380","172","482","0.357","0","0","0","172","482","0.357","0.357","154","201","0.766","0","0","247","150","0","0","0","132","498",1955
"47","Red Kerr","C","22","SYR","72","0","1529","301","718","0.419","0","0","0","301","718","0.419","0.419","152","223","0.682","0","0","474","80","0","0","0","165","754",1955
"48","Dan King","F","24","BLB","12","0","103","7","22","0.318","0","0","0","7","22","0.318","0.318","5","10","0.5","0","0","25","3","0","0","0","5","19",1955
"49","George King","PG","26","SYR","67","0","2015","228","605","0.377","0","0","0","228","605","0.377","0.377","140","229","0.611","0","0","227","331","0","0","0","148","596",1955
"50","Bob Knight","G-F","25","NYK","2","0","29","3","7","0.429","0","0","0","3","7","0.429","0.429","1","1","1","0","0","1","8","0","0","0","6","7",1955
"51","Earl Lloyd*","SF","26","SYR","72","0","2212","286","784","0.365","0","0","0","286","784","0.365","0.365","159","212","0.75","0","0","553","151","0","0","0","283","731",1955
"52","Clyde Lovellette*","C","25","MNL","70","0","2361","519","1192","0.435","0","0","0","519","1192","0.435","0.435","273","398","0.686","0","0","802","100","0","0","0","262","1311",1955
"53","Ed Macauley*","C","26","BOS","71","0","2706","403","951","0.424","0","0","0","403","951","0.424","0.424","442","558","0.792","0","0","600","275","0","0","0","171","1248",1955
"54","Ronnie MacGilvray","PG","24","MLH","6","0","57","2","12","0.167","0","0","0","2","12","0.167","0.167","4","7","0.571","0","0","9","11","0","0","0","5","8",1955
"55","Tom Marshall","SF","24","ROC","72","0","1337","223","505","0.442","0","0","0","223","505","0.442","0.442","131","194","0.675","0","0","256","111","0","0","0","99","577",1955
"56","Phil Martin","SF","26","MLH","7","0","47","5","19","0.263","0","0","0","5","19","0.263","0.263","2","2","1","0","0","10","6","0","0","0","7","12",1955
"57","Slater Martin*","PG","29","MNL","72","0","2784","350","919","0.381","0","0","0","350","919","0.381","0.381","276","359","0.769","0","0","260","427","0","0","0","221","976",1955
"58","Ken McBride","SG","25","MLH","12","0","249","48","147","0.327","0","0","0","48","147","0.327","0.327","21","29","0.724","0","0","31","14","0","0","0","31","117",1955
"59","Alfred McGuire*","PG","26","BLB","10","0","98","9","32","0.281","0","0","0","9","32","0.281","0.281","5","7","0.714","0","0","9","8","0","0","0","15","23",1955
"60","Dick McGuire*","PG","29","NYK","71","0","2310","226","581","0.389","0","0","0","226","581","0.389","0.389","195","303","0.644","0","0","322","542","0","0","0","143","647",1955
"61","Jack McMahon","PG","26","ROC","72","0","1807","251","721","0.348","0","0","0","251","721","0.348","0.348","143","225","0.636","0","0","211","246","0","0","0","179","645",1955
"62","Carl McNulty","SG","24","MLH","1","0","14","1","6","0.167","0","0","0","1","6","0.167","0.167","0","0","0","0","0","0","0","0","0","0","1","2",1955
"63","Monk Meineke","PF","24","FTW","68","0","1026","136","366","0.372","0","0","0","136","366","0.372","0.372","119","170","0.7","0","0","246","64","0","0","0","153","391",1955
"64","Vern Mikkelsen*","PF","26","MNL","71","0","2559","440","1043","0.422","0","0","0","440","1043","0.422","0.422","447","598","0.747","0","0","722","145","0","0","0","319","1327",1955
"65","Jackie Moore","F","22","TOT","23","0","376","44","115","0.383","0","0","0","44","115","0.383","0.383","22","47","0.468","0","0","105","20","0","0","0","62","110",1955
"66","Red Morrison","C","22","BOS","71","0","1227","120","284","0.423","0","0","0","120","284","0.423","0.423","72","115","0.626","0","0","451","82","0","0","0","222","312",1955
"67","Ken Murray","G-F","26","TOT","66","0","1590","187","535","0.35","0","0","0","187","535","0.35","0.35","98","129","0.76","0","0","179","224","0","0","0","126","472",1955
"68","Boris Nachamkin","F","21","ROC","6","0","59","6","20","0.3","0","0","0","6","20","0.3","0.3","8","13","0.615","0","0","19","3","0","0","0","6","20",1955
"69","Jim Neal","C","24","BLB","13","0","194","12","59","0.203","0","0","0","12","59","0.203","0.203","14","21","0.667","0","0","47","9","0","0","0","22","38",1955
"70","Jack Nichols","PF","28","BOS","64","0","1910","249","656","0.38","0","0","0","249","656","0.38","0.38","138","177","0.78","0","0","533","144","0","0","0","238","636",1955
"71","Wally Osterkorn","SF","26","SYR","19","0","286","20","97","0.206","0","0","0","20","97","0.206","0.206","16","32","0.5","0","0","70","17","0","0","0","32","56",1955
"72","Togo Palazzi","SG","22","BOS","53","0","504","101","253","0.399","0","0","0","101","253","0.399","0.399","45","60","0.75","0","0","146","30","0","0","0","60","247",1955
"73","Bob Peterson","PF","23","NYK","37","0","503","62","169","0.367","0","0","0","62","169","0.367","0.367","30","45","0.667","0","0","154","31","0","0","0","80","154",1955
"74","Bob Pettit*","PF","22","MLH","72","0","2659","520","1279","0.407","0","0","0","520","1279","0.407","0.407","426","567","0.751","0","0","994","229","0","0","0","258","1466",1955
"75","Andy Phillip*","PG","32","FTW","64","0","2332","202","545","0.371","0","0","0","202","545","0.371","0.371","213","308","0.692","0","0","290","491","0","0","0","166","617",1955
"76","Jim Pollard*","SF","32","MNL","63","0","1960","265","749","0.354","0","0","0","265","749","0.354","0.354","151","186","0.812","0","0","458","160","0","0","0","147","681",1955
"77","Frank Ramsey*","SF","23","BOS","64","0","1754","236","592","0.399","0","0","0","236","592","0.399","0.399","243","322","0.755","0","0","402","185","0","0","0","250","715",1955
"78","George Ratkovicz","PF","32","MLH","9","0","102","3","19","0.158","0","0","0","3","19","0.158","0.158","10","23","0.435","0","0","17","13","0","0","0","15","16",1955
"79","Arnie Risen*","C","30","ROC","69","0","1970","259","699","0.371","0","0","0","259","699","0.371","0.371","279","375","0.744","0","0","703","112","0","0","0","253","797",1955
"80","Red Rocha","C","31","SYR","72","0","2473","295","801","0.368","0","0","0","295","801","0.368","0.368","222","284","0.782","0","0","489","178","0","0","0","242","812",1955
"81","Al Roges","G-F","24","TOT","17","0","201","23","61","0.377","0","0","0","23","61","0.377","0.377","15","24","0.625","0","0","24","19","0","0","0","20","61",1955
"82","Dick Rosenthal","SF","25","FTW","67","0","1406","197","523","0.377","0","0","0","197","523","0.377","0.377","130","181","0.718","0","0","300","153","0","0","0","179","524",1955
"83","Pep Saul","SG","30","MLH","65","0","1139","96","303","0.317","0","0","0","96","303","0.317","0.317","95","123","0.772","0","0","134","104","0","0","0","126","287",1955
"84","Dolph Schayes*","PF","26","SYR","72","0","2526","422","1103","0.383","0","0","0","422","1103","0.383","0.383","489","587","0.833","0","0","887","213","0","0","0","247","1333",1955
"85","Dick Schnittker","SF","26","MNL","72","0","1798","226","583","0.388","0","0","0","226","583","0.388","0.388","298","362","0.823","0","0","349","114","0","0","0","231","750",1955
"86","Fred Scolari","PG","32","BOS","59","0","619","76","249","0.305","0","0","0","76","249","0.305","0.305","39","49","0.796","0","0","77","93","0","0","0","76","191",1955
"87","Frank Selvy","G-F","22","TOT","71","0","2668","452","1195","0.378","0","0","0","452","1195","0.378","0.378","444","610","0.728","0","0","394","245","0","0","0","230","1348",1955
"88","Paul Seymour","SG","27","SYR","72","0","2950","375","1036","0.362","0","0","0","375","1036","0.362","0.362","300","370","0.811","0","0","309","483","0","0","0","137","1050",1955
"89","Chuck Share","C","27","MLH","69","0","1685","235","577","0.407","0","0","0","235","577","0.407","0.407","351","492","0.713","0","0","684","84","0","0","0","273","821",1955
"90","Bill Sharman*","SG","28","BOS","68","0","2453","453","1062","0.427","0","0","0","453","1062","0.427","0.427","347","387","0.897","0","0","302","280","0","0","0","212","1253",1955
"91","Gene Shue","PG","23","TOT","62","0","947","100","289","0.346","0","0","0","100","289","0.346","0.346","59","78","0.756","0","0","154","89","0","0","0","64","259",1955
"92","Connie Simmons","C-F","29","TOT","36","0","862","137","384","0.357","0","0","0","137","384","0.357","0.357","72","114","0.632","0","0","220","61","0","0","0","109","346",1955
"93","Whitey Skoog","SG","28","MNL","72","0","2365","330","836","0.395","0","0","0","330","836","0.395","0.395","125","155","0.806","0","0","303","251","0","0","0","265","785",1955
"94","Odie Spears","SF","30","ROC","71","0","1888","226","585","0.386","0","0","0","226","585","0.386","0.386","220","271","0.812","0","0","299","148","0","0","0","252","672",1955
"95","Art Spoelstra","C","22","ROC","70","0","1127","159","399","0.398","0","0","0","159","399","0.398","0.398","108","156","0.692","0","0","285","58","0","0","0","170","426",1955
"96","Don Sunderlage","SG","25","MNL","45","0","404","33","133","0.248","0","0","0","33","133","0.248","0.248","48","73","0.658","0","0","56","37","0","0","0","57","114",1955
"97","Jim Tucker","PF","22","SYR","20","0","287","39","116","0.336","0","0","0","39","116","0.336","0.336","27","38","0.711","0","0","97","12","0","0","0","50","105",1955
"98","Jack Turner","SF","24","NYK","65","0","922","111","308","0.36","0","0","0","111","308","0.36","0.36","60","76","0.789","0","0","154","77","0","0","0","76","282",1955
"99","Paul Walther","SG","27","FTW","68","0","820","56","161","0.348","0","0","0","56","161","0.348","0.348","54","88","0.614","0","0","155","131","0","0","0","115","166",1955
"100","Bobby Wanzer*","SG","33","ROC","72","0","2376","324","820","0.395","0","0","0","324","820","0.395","0.395","294","374","0.786","0","0","374","247","0","0","0","163","942",1955
"101","Bobby Watson","G","24","TOT","63","0","702","72","223","0.323","0","0","0","72","223","0.323","0.323","31","45","0.689","0","0","87","79","0","0","0","67","175",1955
"102","Skippy Whitaker","PG","24","BOS","3","0","15","1","6","0.167","0","0","0","1","6","0.167","0.167","0","0","0","0","0","1","1","0","0","0","4","2",1955
"103","George Yardley*","SF","26","FTW","60","0","2150","363","869","0.418","0","0","0","363","869","0.418","0.418","310","416","0.745","0","0","594","126","0","0","0","205","1036",1955
"104","Max Zaslofsky","SG","29","FTW","70","0","1862","269","821","0.328","0","0","0","269","821","0.328","0.328","247","352","0.702","0","0","191","203","0","0","0","130","785",1955
"105","Zeke Zawoluk","PF","24","PHW","67","0","1117","138","375","0.368","0","0","0","138","375","0.368","0.368","155","199","0.779","0","0","256","87","0","0","0","147","431",1955
