"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr"
"23","Mel Bennett","PF","22","IND","67","0","911","101","294","0.344","0","0","0","101","294","0.344","0.344","112","187","0.599","110","127","237","70","37","33","0","155","314",1977
"24","Henry Bibby","PG","27","PHI","81","0","2639","302","702","0.43","0","0","0","302","702","0.43","0.43","221","282","0.784","86","187","273","356","108","5","0","200","825",1977
"25","Bob Bigelow","SF","23","KCK","29","0","162","35","70","0.5","0","0","0","35","70","0.5","0.5","15","17","0.882","8","19","27","8","3","1","0","17","85",1977
"26","Dave Bing*","SG","33","WSB","64","0","1516","271","597","0.454","0","0","0","271","597","0.454","0.454","136","176","0.773","54","89","143","275","61","5","0","150","678",1977
"27","Tom Boerwinkle","C","31","CHI","82","0","1070","134","273","0.491","0","0","0","134","273","0.491","0.491","34","63","0.54","101","211","312","189","19","19","0","147","302",1977
"28","Ron Boone","SG","30","KCK","82","0","3021","747","1577","0.474","0","0","0","747","1577","0.474","0.474","324","384","0.844","128","193","321","338","119","19","0","258","1818",1977
"29","Tom Boswell","PF","23","BOS","70","0","1083","175","340","0.515","0","0","0","175","340","0.515","0.515","96","135","0.711","111","195","306","85","27","8","0","237","446",1977
"30","Freddie Boyd","PG","26","NOJ","47","0","1212","194","406","0.478","0","0","0","194","406","0.478","0.478","79","98","0.806","19","71","90","147","44","6","0","78","467",1977
"31","Bill Bradley*","SF","33","NYK","67","0","1027","127","274","0.464","0","0","0","127","274","0.464","0.464","34","42","0.81","27","76","103","128","25","8","0","122","288",1977
"32","Jim Brewer","PF","25","CLE","81","0","2672","296","657","0.451","0","0","0","296","657","0.451","0.451","97","178","0.545","275","487","762","195","94","82","0","214","689",1977
"33","Junior Bridgeman","SF","23","MIL","82","0","2410","491","1094","0.449","0","0","0","491","1094","0.449","0.449","197","228","0.864","129","287","416","205","82","26","0","221","1179",1977
"34","Allan Bristow","SF","25","SAS","82","0","2017","365","747","0.489","0","0","0","365","747","0.489","0.489","206","258","0.798","119","229","348","240","89","2","0","195","936",1977
"35","Gary Brokaw","SG","23","TOT","80","0","1487","242","564","0.429","0","0","0","242","564","0.429","0.429","163","219","0.744","22","101","123","228","36","36","0","164","647",1977
"36","Fred Brown","SG","28","SEA","72","0","2098","534","1114","0.479","0","0","0","534","1114","0.479","0.479","168","190","0.884","68","164","232","176","124","19","0","140","1236",1977
"37","John Brown","SF","25","ATL","77","0","1405","160","350","0.457","0","0","0","160","350","0.457","0.457","121","150","0.807","75","161","236","103","46","7","0","217","441",1977
"38","Roger Brown","C","26","DET","43","0","322","21","56","0.375","0","0","0","21","56","0.375","0.375","18","26","0.692","31","59","90","12","15","18","0","68","60",1977
"39","Joe Bryant","PF","22","PHI","61","0","612","107","240","0.446","0","0","0","107","240","0.446","0.446","53","70","0.757","45","72","117","48","36","13","0","84","267",1977
"40","Quinn Buckner","PG","22","MIL","79","0","2095","299","689","0.434","0","0","0","299","689","0.434","0.434","83","154","0.539","91","173","264","372","192","21","0","291","681",1977
"41","Ticky Burden","SG","23","NYK","61","0","608","148","352","0.42","0","0","0","148","352","0.42","0.42","51","85","0.6","26","40","66","62","47","1","0","88","347",1977
"42","Tom Burleson","C","24","SEA","82","0","1803","288","652","0.442","0","0","0","288","652","0.442","0.442","220","301","0.731","184","367","551","93","74","117","0","259","796",1977
"43","Don Buse","PG","26","IND","81","0","2947","266","639","0.416","0","0","0","266","639","0.416","0.416","114","145","0.786","66","204","270","685","281","16","0","129","646",1977
"44","Corky Calhoun","SF","26","POR","70","0","743","85","183","0.464","0","0","0","85","183","0.464","0.464","66","85","0.776","40","104","144","35","24","8","0","123","236",1977
"45","Mack Calvin","PG","29","TOT","76","0","1438","220","544","0.404","0","0","0","220","544","0.404","0.404","287","338","0.849","36","60","96","240","61","3","0","127","727",1977
"46","Austin Carr","SG","28","CLE","82","0","2409","558","1221","0.457","0","0","0","558","1221","0.457","0.457","213","268","0.795","120","120","240","220","57","10","0","221","1329",1977
"47","M.L. Carr","SF","26","DET","82","0","2643","443","931","0.476","0","0","0","443","931","0.476","0.476","205","279","0.735","211","420","631","181","165","58","0","287","1091",1977
"48","Fred Carter","SG","31","TOT","61","0","1112","209","500","0.418","0","0","0","209","500","0.418","0.418","68","96","0.708","55","62","117","125","39","9","0","125","486",1977
"49","Cornelius Cash","PF","24","DET","6","0","49","9","23","0.391","0","0","0","9","23","0.391","0.391","3","6","0.5","8","8","16","1","2","1","0","8","21",1977
"50","Harvey Catchings","C","25","PHI","53","0","864","62","123","0.504","0","0","0","62","123","0.504","0.504","33","47","0.702","64","170","234","30","23","78","0","130","157",1977
"51","Don Chaney","SG","30","LAL","81","0","2408","213","522","0.408","0","0","0","213","522","0.408","0.408","70","94","0.745","120","210","330","308","140","33","0","224","496",1977
"52","Ken Charles","SG","25","ATL","82","0","2487","354","855","0.414","0","0","0","354","855","0.414","0.414","205","256","0.801","41","127","168","295","141","45","0","240","913",1977
"53","Phil Chenier","SG","26","WSB","78","0","2842","654","1472","0.444","0","0","0","654","1472","0.444","0.444","270","321","0.841","56","243","299","294","120","39","0","166","1578",1977
"54","Jim Chones","C","27","CLE","82","0","2378","450","972","0.463","0","0","0","450","972","0.463","0.463","155","212","0.731","208","480","688","104","32","77","0","258","1055",1977
"55","Jim Cleamons","PG","27","CLE","60","0","2045","257","592","0.434","0","0","0","257","592","0.434","0.434","112","148","0.757","99","174","273","308","66","23","0","126","626",1977
"56","E.C. Coleman","PF","26","NOJ","77","0","2369","290","628","0.462","0","0","0","290","628","0.462","0.462","82","112","0.732","149","399","548","103","62","32","0","280","662",1977
"57","Doug Collins","SG","25","PHI","58","0","2037","426","823","0.518","0","0","0","426","823","0.518","0.518","210","250","0.84","64","131","195","271","70","15","0","174","1062",1977
"58","Norm Cook","SF","21","BOS","25","0","138","27","72","0.375","0","0","0","27","72","0.375","0.375","9","17","0.529","10","17","27","5","10","3","0","27","63",1977
"59","Dave Cowens*","C","28","BOS","50","0","1888","328","756","0.434","0","0","0","328","756","0.434","0.434","162","198","0.818","147","550","697","248","46","49","0","181","818",1977
"60","Mike D'Antoni","SG","25","SAS","2","0","9","1","3","0.333","0","0","0","1","3","0.333","0.333","1","2","0.5","0","2","2","2","0","0","0","3","3",1977
"61","Louie Dampier*","PG","32","SAS","80","0","1634","233","507","0.46","0","0","0","233","507","0.46","0.46","64","86","0.744","22","54","76","234","49","15","0","93","530",1977
"62","Bob Dandridge","SF","29","MIL","70","0","2501","585","1253","0.467","0","0","0","585","1253","0.467","0.467","283","367","0.771","146","294","440","268","95","28","0","222","1453",1977
"63","Mel Daniels*","C","32","NYN","11","0","126","13","35","0.371","0","0","0","13","35","0.371","0.371","13","23","0.565","10","24","34","6","3","11","0","29","39",1977
"64","Adrian Dantley*","SF","21","BUF","77","0","2816","544","1046","0.52","0","0","0","544","1046","0.52","0.52","476","582","0.818","251","336","587","144","91","15","0","215","1564",1977
"65","Dwight Davis","PF","27","GSW","33","0","552","55","124","0.444","0","0","0","55","124","0.444","0.444","49","72","0.681","34","61","95","29","11","8","0","93","159",1977
"66","Johnny Davis","SG","21","POR","79","0","1451","234","531","0.441","0","0","0","234","531","0.441","0.441","166","209","0.794","62","64","126","148","41","11","0","128","634",1977
"67","Mel Davis","PF","26","TOT","56","0","1094","168","464","0.362","0","0","0","168","464","0.362","0.362","64","91","0.703","98","195","293","71","31","5","0","130","400",1977
"68","Mickey Davis","SF","26","MIL","19","0","165","29","68","0.426","0","0","0","29","68","0.426","0.426","23","25","0.92","11","18","29","20","6","4","0","11","81",1977
"69","Ron Davis","SF","22","ATL","7","0","67","8","35","0.229","0","0","0","8","35","0.229","0.229","4","13","0.308","2","5","7","2","7","0","0","9","20",1977
"70","Darryl Dawkins","C","20","PHI","59","0","684","135","215","0.628","0","0","0","135","215","0.628","0.628","40","79","0.506","59","171","230","24","12","49","0","129","310",1977
"71","Randy Denton","C","27","ATL","45","0","700","103","256","0.402","0","0","0","103","256","0.402","0.402","33","47","0.702","81","137","218","33","14","16","0","100","239",1977
"72","Henry Dickerson","PG","25","ATL","6","0","63","6","12","0.5","0","0","0","6","12","0.5","0.5","5","8","0.625","0","2","2","11","1","0","0","13","17",1977
"73","Derrek Dickey","PF","25","GSW","49","0","856","158","345","0.458","0","0","0","158","345","0.458","0.458","45","61","0.738","100","140","240","63","20","11","0","101","361",1977
"74","Coby Dietrick","C","28","SAS","82","0","1772","285","620","0.46","0","0","0","285","620","0.46","0.46","119","166","0.717","111","261","372","148","88","57","0","267","689",1977
"75","Ernie DiGregorio","PG","26","BUF","81","0","2267","365","875","0.417","0","0","0","365","875","0.417","0.417","138","146","0.945","52","132","184","378","57","3","0","150","868",1977
"76","Leon Douglas","C","22","DET","82","0","1626","245","512","0.479","0","0","0","245","512","0.479","0.479","127","229","0.555","181","345","526","68","44","81","0","294","617",1977
"77","John Drew","SF","22","ATL","74","0","2688","689","1416","0.487","0","0","0","689","1416","0.487","0.487","412","577","0.714","280","395","675","133","102","29","0","275","1790",1977
"78","Charles Dudley","PG","26","GSW","79","0","1682","220","421","0.523","0","0","0","220","421","0.523","0.523","129","203","0.635","119","177","296","347","67","6","0","169","569",1977
"79","Mike Dunleavy","PG","22","PHI","32","0","359","60","145","0.414","0","0","0","60","145","0.414","0.414","34","45","0.756","10","24","34","56","13","2","0","64","154",1977
"80","Jim Eakins","C","30","KCK","82","0","1338","151","336","0.449","0","0","0","151","336","0.449","0.449","188","222","0.847","112","249","361","119","29","49","0","195","490",1977
"81","Al Eberhard","SF","24","DET","68","0","1219","181","380","0.476","0","0","0","181","380","0.476","0.476","109","138","0.79","76","145","221","50","45","15","0","197","471",1977
"82","Len Elmore","C","24","IND","6","0","46","7","17","0.412","0","0","0","7","17","0.412","0.412","4","5","0.8","7","8","15","2","0","4","0","11","18",1977
"83","Darrell Elston","SG","24","IND","5","0","40","2","14","0.143","0","0","0","2","14","0.143","0.143","1","2","0.5","1","5","6","2","1","0","0","6","5",1977
"84","Alex English*","SF","23","MIL","60","0","648","132","277","0.477","0","0","0","132","277","0.477","0.477","46","60","0.767","68","100","168","25","17","18","0","78","310",1977
"85","Keith Erickson","SF","32","PHO","50","0","949","142","294","0.483","0","0","0","142","294","0.483","0.483","37","50","0.74","36","108","144","104","30","7","0","122","321",1977
"86","Julius Erving*","SF","26","PHI","82","0","2940","685","1373","0.499","0","0","0","685","1373","0.499","0.499","400","515","0.777","192","503","695","306","159","113","0","251","1770",1977
"87","Butch Feher","SG","22","PHO","48","0","487","86","162","0.531","0","0","0","86","162","0.531","0.531","76","99","0.768","18","56","74","36","11","7","0","46","248",1977
"88","Eric Fernsten","C","23","CHI","5","0","61","3","15","0.2","0","0","0","3","15","0.2","0.2","8","11","0.727","9","7","16","6","1","3","0","9","14",1977
"89","Mike Flynn","SG","23","IND","73","0","1324","250","573","0.436","0","0","0","250","573","0.436","0.436","101","142","0.711","76","111","187","179","57","6","0","106","601",1977
"90","Chris Ford","SG","28","DET","82","0","2539","437","918","0.476","0","0","0","437","918","0.476","0.476","131","170","0.771","96","174","270","337","179","26","0","192","1005",1977
"91","Don Ford","PF","24","LAL","82","0","1782","262","570","0.46","0","0","0","262","570","0.46","0.46","73","102","0.716","105","248","353","133","60","21","0","170","597",1977
"92","Fred Foster","SF","30","BUF","59","0","689","99","247","0.401","0","0","0","99","247","0.401","0.401","30","44","0.682","33","43","76","48","16","0","0","92","228",1977
"93","Jim Fox","C","33","NYN","71","0","1165","184","398","0.462","0","0","0","184","398","0.462","0.462","95","114","0.833","100","229","329","49","20","25","0","158","463",1977
"94","Walt Frazier*","PG","31","NYK","76","0","2687","532","1089","0.489","0","0","0","532","1089","0.489","0.489","259","336","0.771","52","241","293","403","132","9","0","194","1323",1977
"95","World B. Free","SG","23","PHI","78","0","2253","467","1022","0.457","0","0","0","467","1022","0.457","0.457","334","464","0.72","97","140","237","266","75","25","0","207","1268",1977
"96","Terry Furlow","SG","22","PHI","32","0","174","34","100","0.34","0","0","0","34","100","0.34","0.34","16","18","0.889","18","21","39","19","7","2","0","11","84",1977
"97","Mike Gale","SG","26","SAS","82","0","2598","353","754","0.468","0","0","0","353","754","0.468","0.468","137","167","0.82","54","219","273","473","191","50","0","224","843",1977
"98","Rowland Garrett","SF","26","TOT","62","0","598","106","239","0.444","0","0","0","106","239","0.444","0.444","41","51","0.804","37","75","112","27","21","10","0","80","253",1977
"99","Gus Gerard","SF","23","TOT","65","0","1048","201","454","0.443","0","0","0","201","454","0.443","0.443","78","117","0.667","89","128","217","92","44","62","0","164","480",1977
"100","George Gervin*","SF","24","SAS","82","0","2705","726","1335","0.544","0","0","0","726","1335","0.544","0.544","443","532","0.833","134","320","454","238","105","104","0","286","1895",1977
"101","John Gianelli","C","26","TOT","76","0","1913","257","579","0.444","0","0","0","257","579","0.444","0.444","90","125","0.72","154","321","475","83","35","98","0","171","604",1977
"102","Herm Gilliam","SG","30","POR","80","0","1665","326","744","0.438","0","0","0","326","744","0.438","0.438","92","120","0.767","64","137","201","170","76","6","0","168","744",1977
"103","Artis Gilmore*","C","27","CHI","82","0","2877","570","1091","0.522","0","0","0","570","1091","0.522","0.522","387","586","0.66","313","757","1070","199","44","203","0","266","1527",1977
"104","Gail Goodrich*","SG","33","NOJ","27","0","609","136","305","0.446","0","0","0","136","305","0.446","0.446","68","85","0.8","25","36","61","74","22","2","0","43","340",1977
"105","Leonard Gray","PF","25","TOT","83","0","1639","258","592","0.436","0","0","0","258","592","0.436","0.436","118","158","0.747","84","209","293","124","58","31","0","273","634",1977
"106","Mike Green","C","25","SEA","76","0","1928","290","658","0.441","0","0","0","290","658","0.441","0.441","166","235","0.706","191","312","503","120","45","129","0","201","746",1977
"107","Steve Green","SF","23","IND","70","0","918","183","424","0.432","0","0","0","183","424","0.432","0.432","84","113","0.743","79","98","177","46","46","12","0","157","450",1977
"108","Kevin Grevey","SF","23","WSB","76","0","1306","224","530","0.423","0","0","0","224","530","0.423","0.423","79","119","0.664","73","105","178","68","29","9","0","148","527",1977
"109","Paul Griffin","PF","23","NOJ","81","0","1645","140","256","0.547","0","0","0","140","256","0.547","0.547","145","201","0.721","167","328","495","167","50","43","0","241","425",1977
"110","Bob Gross","SF","23","POR","82","0","2232","376","711","0.529","0","0","0","376","711","0.529","0.529","183","215","0.851","173","221","394","242","107","57","0","255","935",1977
"111","Rudy Hackett","PF","23","TOT","6","0","46","3","10","0.3","0","0","0","3","10","0.3","0.3","8","14","0.571","4","9","13","3","0","1","0","8","14",1977
"112","Glenn Hansen","SG","24","KCK","41","0","289","67","155","0.432","0","0","0","67","155","0.432","0.432","23","32","0.719","28","31","59","25","13","3","0","44","157",1977
"113","John Havlicek*","SF","36","BOS","79","0","2913","580","1283","0.452","0","0","0","580","1283","0.452","0.452","235","288","0.816","109","273","382","400","84","18","0","208","1395",1977
"114","Steve Hawes","PF","26","ATL","44","0","945","147","305","0.482","0","0","0","147","305","0.482","0.482","67","88","0.761","78","183","261","63","36","24","0","141","361",1977
"115","Bubbles Hawkins","SG","22","NYN","52","0","1481","406","909","0.447","0","0","0","406","909","0.447","0.447","194","282","0.688","67","87","154","93","77","26","0","163","1006",1977
"116","Elvin Hayes*","PF","31","WSB","82","0","3364","760","1516","0.501","0","0","0","760","1516","0.501","0.501","422","614","0.687","289","740","1029","158","87","220","0","312","1942",1977
"117","Spencer Haywood*","PF","27","NYK","31","0","1021","202","449","0.45","0","0","0","202","449","0.45","0.45","109","131","0.832","77","203","280","50","14","29","0","72","513",1977
"118","Gar Heard","PF","28","PHO","46","0","1363","173","457","0.379","0","0","0","173","457","0.379","0.379","100","138","0.725","120","320","440","89","55","55","0","139","446",1977
"119","Tom Henderson","PG","25","TOT","87","0","2791","371","826","0.449","0","0","0","371","826","0.449","0.449","233","313","0.744","43","196","239","598","138","17","0","148","975",1977
"120","Phil Hicks","SF","24","TOT","37","0","262","41","89","0.461","0","0","0","41","89","0.461","0.461","11","13","0.846","26","40","66","24","8","0","0","37","93",1977
"121","Armond Hill","PG","23","ATL","81","0","1825","175","439","0.399","0","0","0","175","439","0.399","0.399","139","174","0.799","39","104","143","403","85","6","0","245","489",1977
"122","Darnell Hillman","C","27","IND","82","0","2302","359","811","0.443","0","0","0","359","811","0.443","0.443","161","244","0.66","228","465","693","166","95","106","0","353","879",1977
"123","Wilbur Holland","SG","25","CHI","79","0","2453","509","1120","0.454","0","0","0","509","1120","0.454","0.454","158","192","0.823","78","175","253","253","169","16","0","201","1176",1977
"124","Lionel Hollins","PG","23","POR","76","0","2224","452","1046","0.432","0","0","0","452","1046","0.432","0.432","215","287","0.749","52","158","210","313","166","38","0","265","1119",1977
"125","Mo Howard","SG","22","TOT","32","0","345","64","132","0.485","0","0","0","64","132","0.485","0.485","24","35","0.686","17","22","39","42","17","8","0","51","152",1977
"126","Lou Hudson","SG","32","ATL","58","0","1745","413","905","0.456","0","0","0","413","905","0.456","0.456","142","169","0.84","48","81","129","155","67","19","0","160","968",1977
"127","Kim Hughes","C","24","NYN","81","0","2081","151","354","0.427","0","0","0","151","354","0.427","0.427","19","69","0.275","189","375","564","98","122","119","0","308","321",1977
"128","Dan Issel*","C","28","DEN","79","0","2507","660","1282","0.515","0","0","0","660","1282","0.515","0.515","445","558","0.797","211","485","696","177","91","29","0","246","1765",1977
"129","Phil Jackson*","PF","31","NYK","76","0","1033","102","232","0.44","0","0","0","102","232","0.44","0.44","51","71","0.718","75","154","229","85","33","18","0","184","255",1977
"130","Aaron James","SF","24","NOJ","52","0","1059","238","486","0.49","0","0","0","238","486","0.49","0.49","89","114","0.781","56","130","186","55","20","5","0","127","565",1977
"131","Charles Johnson","PG","27","GSW","79","0","1196","255","583","0.437","0","0","0","255","583","0.437","0.437","49","69","0.71","50","91","141","91","77","7","0","134","559",1977
"132","Dennis Johnson*","SG","22","SEA","81","0","1667","285","566","0.504","0","0","0","285","566","0.504","0.504","179","287","0.624","161","141","302","123","123","57","0","221","749",1977
"133","George Johnson","C","28","TOT","78","0","1652","198","429","0.462","0","0","0","198","429","0.462","0.462","71","98","0.724","204","407","611","104","37","177","0","246","467",1977
"134","John Johnson","SF","29","HOU","79","0","1738","319","696","0.458","0","0","0","319","696","0.458","0.458","94","132","0.712","75","191","266","163","47","24","0","199","732",1977
"135","Mickey Johnson","PF","24","CHI","81","0","2847","538","1205","0.446","0","0","0","538","1205","0.446","0.446","324","407","0.796","297","531","828","195","103","64","0","315","1400",1977
"136","Ollie Johnson","SF","27","KCK","81","0","1386","218","446","0.489","0","0","0","218","446","0.489","0.489","101","115","0.878","68","144","212","105","43","21","0","169","537",1977
"137","Bobby Jones*","PF","25","DEN","82","0","2419","501","879","0.57","0","0","0","501","879","0.57","0.57","236","329","0.717","174","504","678","264","186","162","0","238","1238",1977
"138","Caldwell Jones","C","26","PHI","82","0","2023","215","424","0.507","0","0","0","215","424","0.507","0.507","64","116","0.552","190","476","666","92","43","200","0","301","494",1977
"139","Dwight Jones","PF","24","HOU","74","0","1239","167","338","0.494","0","0","0","167","338","0.494","0.494","101","126","0.802","98","186","284","48","38","19","0","175","435",1977
"140","Jimmy Jones","PG","32","WSB","3","0","33","2","9","0.222","0","0","0","2","9","0.222","0.222","2","4","0.5","1","3","4","1","2","0","0","4","6",1977
"141","Rich Jones","SF","30","NYN","34","0","877","134","348","0.385","0","0","0","134","348","0.385","0.385","92","121","0.76","48","146","194","46","38","11","0","109","360",1977
"142","Robin Jones","C","22","POR","63","0","1065","139","299","0.465","0","0","0","139","299","0.465","0.465","66","109","0.606","103","193","296","80","37","38","0","124","344",1977
"143","Wil Jones","PF","29","IND","80","0","2709","438","1019","0.43","0","0","0","438","1019","0.43","0.43","166","223","0.744","218","386","604","189","102","80","0","305","1042",1977
"144","George Karl","PG","25","SAS","29","0","251","25","73","0.342","0","0","0","25","73","0.342","0.342","29","42","0.69","4","13","17","46","10","0","0","36","79",1977
"145","Rich Kelley","C","23","NOJ","76","0","1505","184","386","0.477","0","0","0","184","386","0.477","0.477","156","197","0.792","210","377","587","208","45","63","0","244","524",1977
"146","Goo Kennedy","SF","27","HOU","32","0","277","31","58","0.534","0","0","0","31","58","0.534","0.534","3","8","0.375","14","37","51","6","7","5","0","45","65",1977
"147","Larry Kenon","PF","24","SAS","78","0","2936","706","1435","0.492","0","0","0","706","1435","0.492","0.492","293","356","0.823","282","597","879","229","167","60","0","190","1705",1977
"148","Billy Knight","SF","24","IND","78","0","3117","831","1687","0.493","0","0","0","831","1687","0.493","0.493","413","506","0.816","223","359","582","260","117","19","0","197","2075",1977
"149","Tom Kropp","SG","23","CHI","53","0","480","73","152","0.48","0","0","0","73","152","0.48","0.48","28","41","0.683","21","26","47","39","18","1","0","77","174",1977
"150","Steve Kuberski","SF","29","BOS","76","0","860","131","312","0.42","0","0","0","131","312","0.42","0.42","63","83","0.759","76","133","209","39","7","5","0","89","325",1977
"151","Kevin Kunnert","C","25","HOU","81","0","2050","333","685","0.486","0","0","0","333","685","0.486","0.486","93","126","0.738","210","459","669","154","35","105","0","361","759",1977
"152","Mitch Kupchak","C","22","WSB","82","0","1513","341","596","0.572","0","0","0","341","596","0.572","0.572","170","246","0.691","183","311","494","62","22","34","0","204","852",1977
"153","C.J. Kupec","SF","24","LAL","82","0","908","153","342","0.447","0","0","0","153","342","0.447","0.447","78","101","0.772","76","123","199","53","18","4","0","113","384",1977
"154","Sam Lacey","C","28","KCK","82","0","2595","327","774","0.422","0","0","0","327","774","0.422","0.422","215","282","0.762","189","545","734","386","119","133","0","292","869",1977
"155","Bo Lamar","PG","25","LAL","71","0","1165","228","561","0.406","0","0","0","228","561","0.406","0.406","46","68","0.676","30","62","92","177","59","3","0","73","502",1977
"156","John Lambert","PF","24","CLE","63","0","555","67","157","0.427","0","0","0","67","157","0.427","0.427","25","36","0.694","62","92","154","31","16","18","0","75","159",1977
"157","Bob Lanier*","C","28","DET","64","0","2446","678","1269","0.534","0","0","0","678","1269","0.534","0.534","260","318","0.818","200","545","745","214","70","126","0","174","1616",1977
"158","John Laskowski","SG","23","CHI","47","0","562","75","212","0.354","0","0","0","75","212","0.354","0.354","27","30","0.9","16","47","63","44","32","2","0","22","177",1977
"159","Mo Layton","SG","28","NYK","56","0","765","134","277","0.484","0","0","0","134","277","0.484","0.484","58","73","0.795","11","36","47","154","21","6","0","87","326",1977
"160","Ron Lee","PG","24","PHO","82","0","1849","347","786","0.441","0","0","0","347","786","0.441","0.441","142","210","0.676","99","200","299","263","156","33","0","276","836",1977
"161","Freddie Lewis","PG","33","IND","32","0","552","81","199","0.407","0","0","0","81","199","0.407","0.407","62","77","0.805","17","30","47","56","18","2","0","58","224",1977
"162","Scott Lloyd","C","24","MIL","69","0","1025","153","324","0.472","0","0","0","153","324","0.472","0.472","95","126","0.754","81","129","210","33","21","13","0","158","401",1977
"163","Bob Love","SF","34","TOT","59","0","1174","162","428","0.379","0","0","0","162","428","0.379","0.379","109","132","0.826","79","119","198","48","22","6","0","120","433",1977
"164","John Lucas","SG","23","HOU","82","0","2531","388","814","0.477","0","0","0","388","814","0.477","0.477","135","171","0.789","55","164","219","463","125","19","0","174","911",1977
"165","Maurice Lucas","PF","24","POR","79","0","2863","632","1357","0.466","0","0","0","632","1357","0.466","0.466","335","438","0.765","271","628","899","229","83","56","0","294","1599",1977
"166","Moses Malone*","C","21","TOT","82","0","2506","389","810","0.48","0","0","0","389","810","0.48","0.48","305","440","0.693","437","635","1072","89","67","181","0","275","1083",1977
"167","Pete Maravich*","SG","29","NOJ","73","0","3041","886","2047","0.433","0","0","0","886","2047","0.433","0.433","501","600","0.835","90","284","374","392","84","22","0","191","2273",1977
