"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr"
"20","Jim Burns","SG","22","CHI","3","0","11","2","7","0.286","0","0","0","2","7","0.286","0.286","0","0","0","0","0","2","1","0","0","0","1","4",1968
"21","Jim Caldwell","C","25","NYK","2","0","7","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0",1968
"22","Joe Caldwell","SF","26","STL","79","0","2641","564","1219","0.463","0","0","0","564","1219","0.463","0.463","165","290","0.569","0","0","338","240","0","0","0","208","1293",1968
"23","George Carter","SF","24","DET","1","0","5","1","2","0.5","0","0","0","1","2","0.5","0.5","1","1","1","0","0","0","1","0","0","0","0","3",1968
"24","Wilt Chamberlain*","C","31","PHI","82","0","3836","819","1377","0.595","0","0","0","819","1377","0.595","0.595","354","932","0.38","0","0","1952","702","0","0","0","160","1992",1968
"25","Len Chappell","C-PF","27","TOT","67","0","1064","235","458","0.513","0","0","0","235","458","0.513","0.513","138","194","0.711","0","0","361","53","0","0","0","119","608",1968
"26","Archie Clark","PG","26","LAL","81","0","3039","628","1309","0.48","0","0","0","628","1309","0.48","0.48","356","481","0.74","0","0","342","353","0","0","0","235","1612",1968
"27","Barry Clemens","SF","24","CHI","78","0","1631","301","670","0.449","0","0","0","301","670","0.449","0.449","123","170","0.724","0","0","375","98","0","0","0","223","725",1968
"28","Larry Costello","PG","36","PHI","28","0","492","67","148","0.453","0","0","0","67","148","0.453","0.453","67","81","0.827","0","0","51","68","0","0","0","62","201",1968
"29","Mel Counts","PF","26","LAL","82","0","1739","384","808","0.475","0","0","0","384","808","0.475","0.475","190","254","0.748","0","0","732","139","0","0","0","309","958",1968
"30","Freddie Crawford","SG","26","TOT","69","0","1182","224","507","0.442","0","0","0","224","507","0.442","0.442","111","179","0.62","0","0","195","141","0","0","0","171","559",1968
"31","Billy Cunningham*","SF","24","PHI","74","0","2076","516","1178","0.438","0","0","0","516","1178","0.438","0.438","368","509","0.723","0","0","562","187","0","0","0","260","1400",1968
"32","Jim Davis","C","26","STL","50","0","394","61","139","0.439","0","0","0","61","139","0.439","0.439","25","64","0.391","0","0","123","13","0","0","0","85","147",1968
"33","Dave DeBusschere*","SF","27","DET","80","0","3125","573","1295","0.442","0","0","0","573","1295","0.442","0.442","289","435","0.664","0","0","1081","181","0","0","0","304","1435",1968
"34","Connie Dierking","C","31","CIN","81","0","2637","544","1164","0.467","0","0","0","544","1164","0.467","0.467","237","310","0.765","0","0","766","191","0","0","0","315","1325",1968
"35","Bill Dinwiddie","SF","24","CIN","67","0","871","141","358","0.394","0","0","0","141","358","0.394","0.394","62","102","0.608","0","0","237","31","0","0","0","122","344",1968
"36","Terry Dischinger","SF","27","DET","78","0","1936","394","797","0.494","0","0","0","394","797","0.494","0.494","237","311","0.762","0","0","483","114","0","0","0","247","1025",1968
"37","Sonny Dove","PF","22","DET","28","0","162","22","75","0.293","0","0","0","22","75","0.293","0.293","12","26","0.462","0","0","52","11","0","0","0","27","56",1968
"38","Johnny Egan","PG","29","BAL","67","0","930","163","415","0.393","0","0","0","163","415","0.393","0.393","142","183","0.776","0","0","112","134","0","0","0","127","468",1968
"39","Joe Ellis","SF","23","SFW","51","0","624","111","302","0.368","0","0","0","111","302","0.368","0.368","32","50","0.64","0","0","195","37","0","0","0","83","254",1968
"40","Leroy Ellis","C","27","BAL","78","0","2719","380","800","0.475","0","0","0","380","800","0.475","0.475","207","286","0.724","0","0","862","158","0","0","0","256","967",1968
"41","Wayne Embry*","C","30","BOS","78","0","1088","193","483","0.4","0","0","0","193","483","0.4","0.4","109","185","0.589","0","0","321","52","0","0","0","174","495",1968
"42","Keith Erickson","SF","23","CHI","78","0","2257","377","940","0.401","0","0","0","377","940","0.401","0.401","194","257","0.755","0","0","423","267","0","0","0","276","948",1968
"43","Bob Ferry","C","30","BAL","59","0","841","128","311","0.412","0","0","0","128","311","0.412","0.412","73","117","0.624","0","0","186","61","0","0","0","92","329",1968
"44","Ron Filipek","F","23","PHI","19","0","73","18","47","0.383","0","0","0","18","47","0.383","0.383","7","14","0.5","0","0","25","7","0","0","0","12","43",1968
"45","Hank Finkel","C","25","SDR","53","0","1116","242","492","0.492","0","0","0","242","492","0.492","0.492","131","191","0.686","0","0","375","72","0","0","0","175","615",1968
"46","Jim Fox","C","24","TOT","55","0","624","66","161","0.41","0","0","0","66","161","0.41","0.41","66","108","0.611","0","0","230","29","0","0","0","85","198",1968
"47","Walt Frazier*","PG","22","NYK","74","0","1588","256","568","0.451","0","0","0","256","568","0.451","0.451","154","235","0.655","0","0","313","305","0","0","0","199","666",1968
"48","Dave Gambee","PF","30","SDR","80","0","1755","375","853","0.44","0","0","0","375","853","0.44","0.44","321","379","0.847","0","0","464","93","0","0","0","253","1071",1968
"49","Gail Goodrich*","SG","24","LAL","79","0","2057","395","812","0.486","0","0","0","395","812","0.486","0.486","302","392","0.77","0","0","199","205","0","0","0","228","1092",1968
"50","Mal Graham","PG","22","BOS","48","0","786","117","272","0.43","0","0","0","117","272","0.43","0.43","56","88","0.636","0","0","94","61","0","0","0","123","290",1968
"51","Gary Gray","SG","22","CIN","44","0","276","49","134","0.366","0","0","0","49","134","0.366","0.366","7","10","0.7","0","0","23","26","0","0","0","48","105",1968
"52","Johnny Green","PF","34","TOT","77","0","1440","310","676","0.459","0","0","0","310","676","0.459","0.459","139","295","0.471","0","0","545","80","0","0","0","163","759",1968
"53","Hal Greer*","SG","31","PHI","82","0","3263","777","1626","0.478","0","0","0","777","1626","0.478","0.478","422","549","0.769","0","0","444","372","0","0","0","289","1976",1968
"54","Matt Guokas","SG","23","PHI","82","0","1612","190","393","0.483","0","0","0","190","393","0.483","0.483","118","152","0.776","0","0","185","191","0","0","0","172","498",1968
"55","Happy Hairston","PF","25","TOT","74","0","2517","481","987","0.487","0","0","0","481","987","0.487","0.487","365","522","0.699","0","0","617","95","0","0","0","199","1327",1968
"56","Dennis Hamilton","PF","23","LAL","44","0","378","54","108","0.5","0","0","0","54","108","0.5","0.5","13","13","1","0","0","72","30","0","0","0","46","121",1968
"57","Reggie Harding","C","25","CHI","14","0","305","24","71","0.338","0","0","0","24","71","0.338","0.338","17","33","0.515","0","0","94","18","0","0","0","35","65",1968
"58","Clem Haskins","PG","24","CHI","76","0","1477","273","650","0.42","0","0","0","273","650","0.42","0.42","133","202","0.658","0","0","227","165","0","0","0","175","679",1968
"59","John Havlicek*","SG","27","BOS","82","0","2921","666","1551","0.429","0","0","0","666","1551","0.429","0.429","368","453","0.812","0","0","546","384","0","0","0","237","1700",1968
"60","Tom Hawkins","PF","31","LAL","78","0","2463","389","779","0.499","0","0","0","389","779","0.499","0.499","125","229","0.546","0","0","458","117","0","0","0","289","903",1968
"61","Walt Hazzard","PG","25","SEA","79","0","2666","733","1662","0.441","0","0","0","733","1662","0.441","0.441","428","553","0.774","0","0","332","493","0","0","0","246","1894",1968
"62","Fred Hetzel","SF","25","SFW","77","0","2394","533","1287","0.414","0","0","0","533","1287","0.414","0.414","395","474","0.833","0","0","546","131","0","0","0","262","1461",1968
"63","Bailey Howell*","PF","31","BOS","82","0","2801","643","1336","0.481","0","0","0","643","1336","0.481","0.481","335","461","0.727","0","0","805","133","0","0","0","285","1621",1968
"64","Lou Hudson","SG","23","STL","46","0","966","227","500","0.454","0","0","0","227","500","0.454","0.454","120","164","0.732","0","0","193","65","0","0","0","113","574",1968
"65","Darrall Imhoff","C","29","LAL","82","0","2271","293","613","0.478","0","0","0","293","613","0.478","0.478","177","286","0.619","0","0","893","206","0","0","0","264","763",1968
"66","Al Jackson","G","24","CIN","2","0","17","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","6","0",1968
"67","Luke Jackson","PF","26","PHI","82","0","2570","401","927","0.433","0","0","0","401","927","0.433","0.433","166","231","0.719","0","0","872","139","0","0","0","287","968",1968
"68","Phil Jackson*","PF","22","NYK","75","0","1093","182","455","0.4","0","0","0","182","455","0.4","0.4","99","168","0.589","0","0","338","55","0","0","0","212","463",1968
"69","Gus Johnson*","SF","29","BAL","60","0","2271","482","1033","0.467","0","0","0","482","1033","0.467","0.467","180","270","0.667","0","0","782","159","0","0","0","223","1144",1968
"70","Neil Johnson","PF","24","NYK","43","0","286","44","106","0.415","0","0","0","44","106","0.415","0.415","23","48","0.479","0","0","75","33","0","0","0","63","111",1968
"71","Johnny Jones","SF","24","BOS","51","0","475","86","253","0.34","0","0","0","86","253","0.34","0.34","42","68","0.618","0","0","114","26","0","0","0","60","214",1968
"72","Nick Jones","PG","22","SDR","42","0","603","86","232","0.371","0","0","0","86","232","0.371","0.371","55","69","0.797","0","0","67","89","0","0","0","84","227",1968
"73","Sam Jones*","PG","34","BOS","73","0","2408","621","1348","0.461","0","0","0","621","1348","0.461","0.461","311","376","0.827","0","0","357","216","0","0","0","181","1553",1968
"74","Wali Jones","PG","25","PHI","77","0","2058","413","1040","0.397","0","0","0","413","1040","0.397","0.397","159","202","0.787","0","0","219","245","0","0","0","225","985",1968
"75","Toby Kimball","PF","25","SDR","81","0","2519","354","894","0.396","0","0","0","354","894","0.396","0.396","181","306","0.592","0","0","947","147","0","0","0","273","889",1968
"76","Jim King","PG","26","SFW","54","0","1743","340","800","0.425","0","0","0","340","800","0.425","0.425","217","268","0.81","0","0","243","226","0","0","0","172","897",1968
"77","Don Kojis","SF","29","SDR","69","0","2548","530","1189","0.446","0","0","0","530","1189","0.446","0.446","300","413","0.726","0","0","710","176","0","0","0","259","1360",1968
"78","Howard Komives","PG","26","NYK","78","0","1660","233","631","0.369","0","0","0","233","631","0.369","0.369","132","161","0.82","0","0","168","246","0","0","0","170","598",1968
"79","Tommy Kron","SG","24","SEA","76","0","1794","277","699","0.396","0","0","0","277","699","0.396","0.396","184","233","0.79","0","0","355","281","0","0","0","231","738",1968
"80","Rudy LaRusso","PF","30","SFW","79","0","2819","602","1389","0.433","0","0","0","602","1389","0.433","0.433","522","661","0.79","0","0","741","182","0","0","0","337","1726",1968
"81","Dave Lattin","PF","24","SFW","44","0","257","37","102","0.363","0","0","0","37","102","0.363","0.363","23","33","0.697","0","0","104","14","0","0","0","94","97",1968
"82","Clyde Lee","C","23","SFW","82","0","2699","373","894","0.417","0","0","0","373","894","0.417","0.417","229","335","0.684","0","0","1141","135","0","0","0","331","975",1968
"83","George Lee","F-G","31","SFW","10","0","106","8","35","0.229","0","0","0","8","35","0.229","0.229","17","24","0.708","0","0","27","4","0","0","0","16","33",1968
"84","George Lehmann","PG","25","STL","55","0","497","59","172","0.343","0","0","0","59","172","0.343","0.343","35","43","0.814","0","0","44","93","0","0","0","54","153",1968
"85","Bobby Lewis","SG","22","SFW","41","0","342","59","151","0.391","0","0","0","59","151","0.391","0.391","61","79","0.772","0","0","56","41","0","0","0","40","179",1968
"86","Paul Long","SG","23","DET","16","0","93","23","51","0.451","0","0","0","23","51","0.451","0.451","11","15","0.733","0","0","15","12","0","0","0","13","57",1968
"87","Plummer Lott","SF","22","SEA","44","0","478","46","148","0.311","0","0","0","46","148","0.311","0.311","19","31","0.613","0","0","93","36","0","0","0","65","111",1968
"88","Kevin Loughery","PG","27","BAL","77","0","2297","458","1127","0.406","0","0","0","458","1127","0.406","0.406","305","392","0.778","0","0","247","256","0","0","0","301","1221",1968
"89","Bob Love","SF","25","CIN","72","0","1068","193","455","0.424","0","0","0","193","455","0.424","0.424","78","114","0.684","0","0","209","55","0","0","0","141","464",1968
"90","Jerry Lucas*","PF","27","CIN","82","0","3619","707","1361","0.519","0","0","0","707","1361","0.519","0.519","346","445","0.778","0","0","1560","251","0","0","0","243","1760",1968
"91","Ed Manning","PF","24","BAL","71","0","951","112","259","0.432","0","0","0","112","259","0.432","0.432","60","99","0.606","0","0","375","32","0","0","0","153","284",1968
"92","Jack Marin","SF","23","BAL","82","0","2037","429","932","0.46","0","0","0","429","932","0.46","0.46","250","314","0.796","0","0","473","110","0","0","0","246","1108",1968
"93","Jon McGlocklin","SG","24","SDR","65","0","1876","316","757","0.417","0","0","0","316","757","0.417","0.417","156","180","0.867","0","0","199","178","0","0","0","117","788",1968
"94","Stan McKenzie","SG","23","BAL","50","0","653","73","182","0.401","0","0","0","73","182","0.401","0.401","58","88","0.659","0","0","121","24","0","0","0","98","204",1968
"95","McCoy McLemore","SF","25","CHI","76","0","2100","374","940","0.398","0","0","0","374","940","0.398","0.398","215","276","0.779","0","0","430","130","0","0","0","219","963",1968
"96","Bill Melchionni","PG","23","PHI","71","0","758","146","336","0.435","0","0","0","146","336","0.435","0.435","33","47","0.702","0","0","104","105","0","0","0","75","325",1968
"97","Tom Meschery","SF","29","SEA","82","0","2857","473","1008","0.469","0","0","0","473","1008","0.469","0.469","244","345","0.707","0","0","840","193","0","0","0","323","1190",1968
"98","Eddie Miles","SG","27","DET","76","0","2303","561","1180","0.475","0","0","0","561","1180","0.475","0.475","282","369","0.764","0","0","264","215","0","0","0","200","1404",1968
"99","Jay Miller","SF","24","STL","8","0","52","8","31","0.258","0","0","0","8","31","0.258","0.258","4","7","0.571","0","0","7","1","0","0","0","11","20",1968
"100","Earl Monroe*","SG","23","BAL","82","0","3012","742","1637","0.453","0","0","0","742","1637","0.453","0.453","507","649","0.781","0","0","465","349","0","0","0","282","1991",1968
"101","Erwin Mueller","C-PF","23","TOT","74","0","1788","223","489","0.456","0","0","0","223","489","0.456","0.456","107","185","0.578","0","0","389","154","0","0","0","164","553",1968
"102","Jeff Mullins","SG","25","SFW","79","0","2805","610","1391","0.439","0","0","0","610","1391","0.439","0.439","273","344","0.794","0","0","447","351","0","0","0","271","1493",1968
"103","Dorie Murrey","PF","24","SEA","81","0","1494","211","484","0.436","0","0","0","211","484","0.436","0.436","168","244","0.689","0","0","600","68","0","0","0","273","590",1968
"104","Don Nelson*","SF","27","BOS","82","0","1498","312","632","0.494","0","0","0","312","632","0.494","0.494","195","268","0.728","0","0","431","103","0","0","0","178","819",1968
"105","Don Ohl","PG","31","TOT","70","0","1919","393","891","0.441","0","0","0","393","891","0.441","0.441","197","254","0.776","0","0","175","157","0","0","0","184","983",1968
"106","Bud Olsen","PF","27","SEA","73","0","897","130","285","0.456","0","0","0","130","285","0.456","0.456","17","62","0.274","0","0","204","75","0","0","0","136","277",1968
"107","George Patterson","C","28","DET","59","0","559","44","133","0.331","0","0","0","44","133","0.331","0.331","32","38","0.842","0","0","159","51","0","0","0","85","120",1968
"108","Willis Reed*","PF","25","NYK","81","0","2879","659","1346","0.49","0","0","0","659","1346","0.49","0.49","367","509","0.721","0","0","1073","159","0","0","0","343","1685",1968
"109","Jim Reid","F","22","PHI","6","0","52","10","20","0.5","0","0","0","10","20","0.5","0.5","1","5","0.2","0","0","11","3","0","0","0","6","21",1968
"110","Pat Riley*","SG","22","SDR","80","0","1263","250","660","0.379","0","0","0","250","660","0.379","0.379","128","202","0.634","0","0","177","138","0","0","0","205","628",1968
"111","Oscar Robertson*","PG","29","CIN","65","0","2765","660","1321","0.5","0","0","0","660","1321","0.5","0.5","576","660","0.873","0","0","391","633","0","0","0","199","1896",1968
"112","Flynn Robinson","PG","26","TOT","75","0","2046","444","1010","0.44","0","0","0","444","1010","0.44","0.44","288","351","0.821","0","0","272","219","0","0","0","184","1176",1968
"113","Guy Rodgers*","PG","32","TOT","79","0","1546","148","426","0.347","0","0","0","148","426","0.347","0.347","107","133","0.805","0","0","150","380","0","0","0","167","403",1968
"114","Bob Rule","C","23","SEA","82","0","2424","568","1162","0.489","0","0","0","568","1162","0.489","0.489","348","529","0.658","0","0","776","99","0","0","0","316","1484",1968
"115","Bill Russell*","C","33","BOS","78","0","2953","365","858","0.425","0","0","0","365","858","0.425","0.425","247","460","0.537","0","0","1451","357","0","0","0","242","977",1968
"116","Cazzie Russell","SF","23","NYK","82","0","2296","551","1192","0.462","0","0","0","551","1192","0.462","0.462","282","349","0.808","0","0","374","195","0","0","0","223","1384",1968
"117","Tom Sanders*","SF","29","BOS","78","0","1981","296","691","0.428","0","0","0","296","691","0.428","0.428","200","255","0.784","0","0","454","100","0","0","0","300","792",1968
"118","Dave Schellhase","PG","23","CHI","42","0","301","47","138","0.341","0","0","0","47","138","0.341","0.341","20","38","0.526","0","0","47","37","0","0","0","43","114",1968
"119","Ray Scott","PF","29","BAL","81","0","2924","490","1189","0.412","0","0","0","490","1189","0.412","0.412","348","447","0.779","0","0","1111","167","0","0","0","252","1328",1968
"120","Larry Siegfried","PG","28","BOS","62","0","1937","261","629","0.415","0","0","0","261","629","0.415","0.415","236","272","0.868","0","0","215","289","0","0","0","194","758",1968
"121","Paul Silas","PF","24","STL","82","0","2652","399","871","0.458","0","0","0","399","871","0.458","0.458","299","424","0.705","0","0","958","162","0","0","0","243","1097",1968
"122","Jerry Sloan*","SG","25","CHI","77","0","2454","369","959","0.385","0","0","0","369","959","0.385","0.385","289","386","0.749","0","0","591","229","0","0","0","291","1027",1968
"123","Adrian Smith","SG","31","CIN","82","0","2783","480","1035","0.464","0","0","0","480","1035","0.464","0.464","320","386","0.829","0","0","185","272","0","0","0","259","1280",1968
"124","Dick Snyder","SG","23","STL","75","0","1622","257","613","0.419","0","0","0","257","613","0.419","0.419","129","167","0.772","0","0","194","164","0","0","0","215","643",1968
"125","Craig Spitzer","C","22","CHI","10","0","44","8","21","0.381","0","0","0","8","21","0.381","0.381","2","3","0.667","0","0","24","0","0","0","0","4","18",1968
"126","Joe Strawder","C","27","DET","73","0","2029","206","456","0.452","0","0","0","206","456","0.452","0.452","139","215","0.647","0","0","685","85","0","0","0","312","551",1968
"127","Tom Thacker","SG","28","BOS","65","0","782","114","272","0.419","0","0","0","114","272","0.419","0.419","43","84","0.512","0","0","161","69","0","0","0","165","271",1968
"128","Rod Thorn*","SG","26","SEA","66","0","1668","377","835","0.451","0","0","0","377","835","0.451","0.451","252","342","0.737","0","0","265","230","0","0","0","117","1006",1968
"129","Nate Thurmond*","C","26","SFW","51","0","2222","382","929","0.411","0","0","0","382","929","0.411","0.411","282","438","0.644","0","0","1121","215","0","0","0","137","1046",1968
"130","Gene Tormohlen","C","30","STL","77","0","714","98","262","0.374","0","0","0","98","262","0.374","0.374","33","56","0.589","0","0","226","68","0","0","0","94","229",1968
"131","John Tresvant","PF","28","TOT","85","0","2473","396","867","0.457","0","0","0","396","867","0.457","0.457","250","384","0.651","0","0","709","160","0","0","0","344","1042",1968
"132","Al Tucker","PF","24","SEA","81","0","2368","437","989","0.442","0","0","0","437","989","0.442","0.442","186","263","0.707","0","0","605","111","0","0","0","262","1060",1968
"133","Bill Turner","SF","23","SFW","42","0","482","68","157","0.433","0","0","0","68","157","0.433","0.433","36","60","0.6","0","0","155","16","0","0","0","74","172",1968
"134","Dick Van Arsdale","SG","24","NYK","78","0","2348","316","725","0.436","0","0","0","316","725","0.436","0.436","227","339","0.67","0","0","424","230","0","0","0","225","859",1968
"135","Tom Van Arsdale","SG-SF","24","TOT","77","0","1514","211","545","0.387","0","0","0","211","545","0.387","0.387","188","252","0.746","0","0","225","155","0","0","0","202","610",1968
"136","Chet Walker*","SF","27","PHI","82","0","2623","539","1172","0.46","0","0","0","539","1172","0.46","0.46","387","533","0.726","0","0","607","157","0","0","0","252","1465",1968
"137","Jimmy Walker","SG","23","DET","81","0","1585","289","733","0.394","0","0","0","289","733","0.394","0.394","134","175","0.766","0","0","135","226","0","0","0","204","712",1968
"138","Jim Ware","PF","23","SDR","30","0","228","25","97","0.258","0","0","0","25","97","0.258","0.258","23","34","0.676","0","0","77","7","0","0","0","28","73",1968
"139","Bob Warlick","SG","26","SFW","69","0","1320","257","610","0.421","0","0","0","257","610","0.421","0.421","97","171","0.567","0","0","264","159","0","0","0","164","611",1968
"140","Jim Washington","C","24","CHI","82","0","2525","418","915","0.457","0","0","0","418","915","0.457","0.457","187","274","0.682","0","0","825","113","0","0","0","233","1023",1968
"141","Bob Weiss","PG","25","SEA","82","0","1614","295","686","0.43","0","0","0","295","686","0.43","0.43","213","254","0.839","0","0","150","342","0","0","0","137","803",1968
"142","Rick Weitzman","SG","21","BOS","25","0","75","12","46","0.261","0","0","0","12","46","0.261","0.261","9","13","0.692","0","0","10","8","0","0","0","8","33",1968
"143","Walt Wesley","C","23","CIN","66","0","918","188","404","0.465","0","0","0","188","404","0.465","0.465","76","152","0.5","0","0","281","34","0","0","0","168","452",1968
"144","Jerry West*","SG","29","LAL","51","0","1919","476","926","0.514","0","0","0","476","926","0.514","0.514","391","482","0.811","0","0","294","310","0","0","0","152","1343",1968
"145","Roland West","G","23","BAL","4","0","14","2","5","0.4","0","0","0","2","5","0.4","0.4","0","0","0","0","0","5","0","0","0","0","3","4",1968
"146","John Wetzel","SF","23","LAL","38","0","434","52","119","0.437","0","0","0","52","119","0.437","0.437","35","46","0.761","0","0","84","51","0","0","0","55","139",1968
"147","Ken Wilburn","SF","23","CHI","3","0","26","5","9","0.556","0","0","0","5","9","0.556","0.556","1","4","0.25","0","0","10","2","0","0","0","4","11",1968
"148","Lenny Wilkens*","PG","30","STL","82","0","3169","546","1246","0.438","0","0","0","546","1246","0.438","0.438","546","711","0.768","0","0","438","679","0","0","0","255","1638",1968
"149","Art Williams","PG","28","SDR","79","0","1739","265","718","0.369","0","0","0","265","718","0.369","0.369","113","165","0.685","0","0","286","391","0","0","0","204","643",1968
"150","George Wilson","C","25","SEA","77","0","1236","179","498","0.359","0","0","0","179","498","0.359","0.359","109","155","0.703","0","0","470","56","0","0","0","218","467",1968
"151","Tom Workman","F-C","23","TOT","20","0","95","19","40","0.475","0","0","0","19","40","0.475","0.475","18","23","0.783","0","0","25","3","0","0","0","17","56",1968
