"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr"
"1","Paul Arizin*","SF","23","PHW","66","0","2939","548","1222","0.448","0","0","0","548","1222","0.448","0.448","578","707","0.818","0","0","745","170","0","0","0","250","1674",1952
"2","Cliff Barker","SG","31","INO","44","0","494","48","161","0.298","0","0","0","48","161","0.298","0.298","30","51","0.588","0","0","81","70","0","0","0","56","126",1952
"3","Don Barksdale*","PF","28","BLB","62","0","2014","272","804","0.338","0","0","0","272","804","0.338","0.338","237","343","0.691","0","0","601","137","0","0","0","230","781",1952
"4","Leo Barnhorst","SF","27","INO","66","0","2344","349","897","0.389","0","0","0","349","897","0.389","0.389","122","187","0.652","0","0","430","255","0","0","0","196","820",1952
"5","Elmer Behnke","C","22","MLH","4","0","55","6","22","0.273","0","0","0","6","22","0.273","0.273","4","7","0.571","0","0","17","4","0","0","0","13","16",1952
"6","Charlie Black","F-C","30","MLH","13","0","117","6","31","0.194","0","0","0","6","31","0.194","0.194","5","12","0.417","0","0","31","9","0","0","0","31","17",1952
"7","Nelson Bobb","PG","27","PHW","62","0","1192","110","306","0.359","0","0","0","110","306","0.359","0.359","99","167","0.593","0","0","147","168","0","0","0","182","319",1952
"8","Vince Boryla","SF","24","NYK","42","0","1440","202","522","0.387","0","0","0","202","522","0.387","0.387","96","115","0.835","0","0","219","90","0","0","0","121","500",1952
"9","Don Boven","SG","26","MLH","66","0","1982","200","668","0.299","0","0","0","200","668","0.299","0.299","256","350","0.731","0","0","336","177","0","0","0","271","656",1952
"10","Bob Brannum","PF","25","BOS","66","0","1324","149","404","0.369","0","0","0","149","404","0.369","0.369","107","171","0.626","0","0","406","76","0","0","0","235","405",1952
"11","Frankie Brian","SG","28","FTW","66","0","2672","342","972","0.352","0","0","0","342","972","0.352","0.352","367","433","0.848","0","0","232","233","0","0","0","220","1051",1952
"12","Stan Brown","F","22","PHW","15","0","141","22","63","0.349","0","0","0","22","63","0.349","0.349","10","18","0.556","0","0","17","9","0","0","0","32","54",1952
"13","Walt Budko","PF","26","PHW","63","0","1126","97","240","0.404","0","0","0","97","240","0.404","0.404","60","89","0.674","0","0","232","91","0","0","0","196","254",1952
"14","Art Burris","SF","27","TOT","41","0","514","42","156","0.269","0","0","0","42","156","0.269","0.269","26","39","0.667","0","0","99","27","0","0","0","69","110",1952
"15","Gerry Calabrese","SG","26","SYR","58","0","937","109","317","0.344","0","0","0","109","317","0.344","0.344","73","103","0.709","0","0","84","83","0","0","0","107","291",1952
"16","Bill Calhoun","SG","24","BLB","55","0","1594","129","409","0.315","0","0","0","129","409","0.315","0.315","125","183","0.683","0","0","252","117","0","0","0","84","383",1952
"17","Al Cervi*","PG","34","SYR","55","0","850","99","280","0.354","0","0","0","99","280","0.354","0.354","219","248","0.883","0","0","87","148","0","0","0","176","417",1952
"18","Cal Christensen","SF","24","MLH","24","0","374","29","96","0.302","0","0","0","29","96","0.302","0.302","30","57","0.526","0","0","82","34","0","0","0","47","88",1952
"19","Nat Clifton*","PF","29","NYK","62","0","2101","244","729","0.335","0","0","0","244","729","0.335","0.335","170","256","0.664","0","0","731","209","0","0","0","227","658",1952
"20","Bill Closs","SF","30","FTW","57","0","1120","120","389","0.308","0","0","0","120","389","0.308","0.308","107","157","0.682","0","0","204","76","0","0","0","125","347",1952
"21","Jack Coleman","PF","27","ROC","66","0","2606","308","742","0.415","0","0","0","308","742","0.415","0.415","120","169","0.71","0","0","692","208","0","0","0","218","736",1952
"22","Chuck Cooper*","SF","25","BOS","66","0","1976","197","545","0.361","0","0","0","197","545","0.361","0.361","149","201","0.741","0","0","502","134","0","0","0","219","543",1952
"23","Bob Cousy*","PG","23","BOS","66","0","2681","512","1388","0.369","0","0","0","512","1388","0.369","0.369","409","506","0.808","0","0","421","441","0","0","0","190","1433",1952
"24","Dillard Crocker","PF","27","TOT","38","0","783","98","279","0.351","0","0","0","98","279","0.351","0.351","97","145","0.669","0","0","111","57","0","0","0","132","293",1952
"25","Ed Dahler","F","26","PHW","14","0","112","14","38","0.368","0","0","0","14","38","0.368","0.368","7","7","1","0","0","22","5","0","0","0","16","35",1952
"26","Bob Davies*","PG","32","ROC","65","0","2394","379","990","0.383","0","0","0","379","990","0.383","0.383","294","379","0.776","0","0","189","390","0","0","0","269","1052",1952
