"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr"
"28","Dave DeBusschere*","SF","26","DET","78","0","2897","531","1278","0.415","0","0","0","531","1278","0.415","0.415","361","512","0.705","0","0","924","216","0","0","0","297","1423",1967
"29","Dave Deutsch","G","21","NYK","19","0","93","6","36","0.167","0","0","0","6","36","0.167","0.167","9","20","0.45","0","0","21","15","0","0","0","17","21",1967
"30","Connie Dierking","C","30","CIN","77","0","1905","291","729","0.399","0","0","0","291","729","0.399","0.399","134","180","0.744","0","0","603","158","0","0","0","251","716",1967
"31","Johnny Egan","PG","28","BAL","71","0","1743","267","624","0.428","0","0","0","267","624","0.428","0.428","185","219","0.845","0","0","180","275","0","0","0","190","719",1967
"32","Joe Ellis","SF","22","SFW","41","0","333","67","164","0.409","0","0","0","67","164","0.409","0.409","19","25","0.76","0","0","112","27","0","0","0","45","153",1967
"33","Leroy Ellis","C","26","BAL","81","0","2938","496","1166","0.425","0","0","0","496","1166","0.425","0.425","211","286","0.738","0","0","970","170","0","0","0","258","1203",1967
"34","Wayne Embry*","C","29","BOS","72","0","729","147","359","0.409","0","0","0","147","359","0.409","0.409","82","144","0.569","0","0","294","42","0","0","0","137","376",1967
"35","Keith Erickson","SF","22","CHI","76","0","1454","235","641","0.367","0","0","0","235","641","0.367","0.367","117","159","0.736","0","0","339","119","0","0","0","199","587",1967
"36","Bob Ferry","C","29","BAL","51","0","991","132","315","0.419","0","0","0","132","315","0.419","0.419","70","110","0.636","0","0","258","92","0","0","0","97","334",1967
"37","Hank Finkel","C","24","LAL","27","0","141","17","47","0.362","0","0","0","17","47","0.362","0.362","7","12","0.583","0","0","64","5","0","0","0","39","41",1967
"38","Dave Gambee","SF","29","PHI","63","0","757","150","345","0.435","0","0","0","150","345","0.435","0.435","107","125","0.856","0","0","197","42","0","0","0","143","407",1967
"39","Gail Goodrich*","SG","23","LAL","77","0","1780","352","776","0.454","0","0","0","352","776","0.454","0.454","253","337","0.751","0","0","251","210","0","0","0","194","957",1967
"40","Johnny Green","PF","33","BAL","61","0","948","203","437","0.465","0","0","0","203","437","0.465","0.465","96","207","0.464","0","0","394","57","0","0","0","139","502",1967
"41","Hal Greer*","SG","30","PHI","80","0","3086","699","1524","0.459","0","0","0","699","1524","0.459","0.459","367","466","0.788","0","0","422","303","0","0","0","302","1765",1967
"42","Richie Guerin*","SG","34","STL","80","0","2275","394","904","0.436","0","0","0","394","904","0.436","0.436","304","416","0.731","0","0","192","345","0","0","0","247","1092",1967
"43","Matt Guokas","SG","22","PHI","69","0","808","79","203","0.389","0","0","0","79","203","0.389","0.389","49","81","0.605","0","0","83","105","0","0","0","82","207",1967
"44","Happy Hairston","SF","24","CIN","79","0","2442","461","962","0.479","0","0","0","461","962","0.479","0.479","252","382","0.66","0","0","631","62","0","0","0","273","1174",1967
"45","Reggie Harding","C","24","DET","74","0","1367","172","383","0.449","0","0","0","172","383","0.449","0.449","63","103","0.612","0","0","455","94","0","0","0","164","407",1967
"46","John Havlicek*","SF","26","BOS","81","0","2602","684","1540","0.444","0","0","0","684","1540","0.444","0.444","365","441","0.828","0","0","532","278","0","0","0","210","1733",1967
"47","Tom Hawkins","SF","30","LAL","76","0","1798","275","572","0.481","0","0","0","275","572","0.481","0.481","82","173","0.474","0","0","434","83","0","0","0","207","632",1967
"48","Walt Hazzard","PG","24","LAL","79","0","1642","301","706","0.426","0","0","0","301","706","0.426","0.426","129","177","0.729","0","0","231","323","0","0","0","203","731",1967
"49","Fred Hetzel","PF","24","SFW","77","0","2123","373","932","0.4","0","0","0","373","932","0.4","0.4","192","237","0.81","0","0","639","111","0","0","0","228","938",1967
"50","Wayne Hightower","PF","27","TOT","72","0","1310","195","567","0.344","0","0","0","195","567","0.344","0.344","153","210","0.729","0","0","405","64","0","0","0","190","543",1967
"51","Bob Hogsett","PF","26","DET","7","0","22","5","16","0.313","0","0","0","5","16","0.313","0.313","6","6","1","0","0","3","1","0","0","0","5","16",1967
"52","Tom Hoover","C","26","STL","17","0","129","13","31","0.419","0","0","0","13","31","0.419","0.419","5","13","0.385","0","0","36","8","0","0","0","35","31",1967
"53","Bailey Howell*","PF","30","BOS","81","0","2503","636","1242","0.512","0","0","0","636","1242","0.512","0.512","349","471","0.741","0","0","677","103","0","0","0","296","1621",1967
"54","Lou Hudson","SF","22","STL","80","0","2446","620","1328","0.467","0","0","0","620","1328","0.467","0.467","231","327","0.706","0","0","435","95","0","0","0","277","1471",1967
"55","Darrall Imhoff","C","28","LAL","81","0","2725","370","780","0.474","0","0","0","370","780","0.474","0.474","127","207","0.614","0","0","1080","222","0","0","0","281","867",1967
"56","Luke Jackson","PF","25","PHI","81","0","2377","386","882","0.438","0","0","0","386","882","0.438","0.438","198","261","0.759","0","0","724","114","0","0","0","276","970",1967
"57","Gus Johnson*","SF","28","BAL","73","0","2626","620","1377","0.45","0","0","0","620","1377","0.45","0.45","271","383","0.708","0","0","855","194","0","0","0","281","1511",1967
"58","Neil Johnson","PF","23","NYK","51","0","522","59","171","0.345","0","0","0","59","171","0.345","0.345","57","86","0.663","0","0","167","38","0","0","0","102","175",1967
"59","K.C. Jones*","PG","34","BOS","78","0","2446","182","459","0.397","0","0","0","182","459","0.397","0.397","119","189","0.63","0","0","239","389","0","0","0","273","483",1967
"60","Sam Jones*","SG","33","BOS","72","0","2325","638","1406","0.454","0","0","0","638","1406","0.454","0.454","318","371","0.857","0","0","338","217","0","0","0","191","1594",1967
"61","Wali Jones","PG","24","PHI","81","0","2249","423","982","0.431","0","0","0","423","982","0.431","0.431","223","266","0.838","0","0","265","303","0","0","0","246","1069",1967
"62","Toby Kimball","PF","24","BOS","38","0","222","35","97","0.361","0","0","0","35","97","0.361","0.361","27","40","0.675","0","0","146","13","0","0","0","42","97",1967
"63","Jim King","SG","25","SFW","67","0","1667","286","685","0.418","0","0","0","286","685","0.418","0.418","174","221","0.787","0","0","319","240","0","0","0","193","746",1967
"64","Don Kojis","SF","28","CHI","78","0","1655","329","773","0.426","0","0","0","329","773","0.426","0.426","134","222","0.604","0","0","479","70","0","0","0","204","792",1967
"65","Howard Komives","PG","25","NYK","65","0","2282","402","995","0.404","0","0","0","402","995","0.404","0.404","217","253","0.858","0","0","183","401","0","0","0","213","1021",1967
"66","Tommy Kron","SG","23","STL","32","0","221","27","87","0.31","0","0","0","27","87","0.31","0.31","13","19","0.684","0","0","36","46","0","0","0","35","67",1967
"67","Rudy LaRusso","PF","29","LAL","45","0","1292","211","509","0.415","0","0","0","211","509","0.415","0.415","156","224","0.696","0","0","351","78","0","0","0","149","578",1967
"68","Clyde Lee","C","22","SFW","74","0","1247","205","503","0.408","0","0","0","205","503","0.408","0.408","105","166","0.633","0","0","551","77","0","0","0","168","515",1967
"69","George Lee","F-G","30","SFW","1","0","5","3","4","0.75","0","0","0","3","4","0.75","0.75","6","7","0.857","0","0","0","0","0","0","0","0","12",1967
"70","Freddie Lewis","PG","23","CIN","32","0","334","60","153","0.392","0","0","0","60","153","0.392","0.392","29","41","0.707","0","0","44","40","0","0","0","49","149",1967
"71","Kevin Loughery","SG","26","BAL","76","0","2577","520","1306","0.398","0","0","0","520","1306","0.398","0.398","340","412","0.825","0","0","349","288","0","0","0","294","1380",1967
"72","Bob Love","PF","24","CIN","66","0","1074","173","403","0.429","0","0","0","173","403","0.429","0.429","93","147","0.633","0","0","257","49","0","0","0","153","439",1967
"73","Jerry Lucas*","PF","26","CIN","81","0","3558","577","1257","0.459","0","0","0","577","1257","0.459","0.459","284","359","0.791","0","0","1547","268","0","0","0","280","1438",1967
"74","Jack Marin","SF","22","BAL","74","0","1323","283","632","0.448","0","0","0","283","632","0.448","0.448","145","187","0.775","0","0","313","75","0","0","0","199","711",1967
"75","Jon McGlocklin","SF","23","CIN","60","0","1194","217","493","0.44","0","0","0","217","493","0.44","0.44","74","104","0.712","0","0","164","93","0","0","0","84","508",1967
"76","McCoy McLemore","SF","24","CHI","79","0","1382","258","670","0.385","0","0","0","258","670","0.385","0.385","210","272","0.772","0","0","374","62","0","0","0","189","726",1967
"77","Bill Melchionni","PG","22","PHI","73","0","692","138","353","0.391","0","0","0","138","353","0.391","0.391","39","60","0.65","0","0","98","98","0","0","0","73","315",1967
"78","Tom Meschery","PF","28","SFW","72","0","1846","293","706","0.415","0","0","0","293","706","0.415","0.415","175","244","0.717","0","0","549","94","0","0","0","264","761",1967
"79","Eddie Miles","SG","26","DET","81","0","2419","582","1363","0.427","0","0","0","582","1363","0.427","0.427","261","338","0.772","0","0","298","181","0","0","0","216","1425",1967
"80","Wayne Molis","C","23","NYK","13","0","75","19","51","0.373","0","0","0","19","51","0.373","0.373","7","13","0.538","0","0","22","2","0","0","0","9","45",1967
"81","Erwin Mueller","C","22","CHI","80","0","2136","422","957","0.441","0","0","0","422","957","0.441","0.441","171","260","0.658","0","0","497","131","0","0","0","223","1015",1967
"82","Jeff Mullins","SG","24","SFW","77","0","1835","421","919","0.458","0","0","0","421","919","0.458","0.458","150","214","0.701","0","0","388","226","0","0","0","195","992",1967
"83","Dorie Murrey","PF","23","DET","35","0","311","33","82","0.402","0","0","0","33","82","0.402","0.402","32","54","0.593","0","0","102","12","0","0","0","57","98",1967
"84","Don Nelson*","SF","26","BOS","79","0","1202","227","509","0.446","0","0","0","227","509","0.446","0.446","141","190","0.742","0","0","295","65","0","0","0","143","595",1967
"85","Paul Neumann","PG","29","SFW","78","0","2421","386","911","0.424","0","0","0","386","911","0.424","0.424","312","390","0.8","0","0","272","342","0","0","0","266","1084",1967
"86","Don Ohl","SG","30","BAL","58","0","2024","452","1002","0.451","0","0","0","452","1002","0.451","0.451","276","354","0.78","0","0","189","168","0","0","0","153","1180",1967
"87","Bud Olsen","PF","26","SFW","40","0","348","75","167","0.449","0","0","0","75","167","0.449","0.449","23","58","0.397","0","0","103","32","0","0","0","51","173",1967
"88","Ron Reed","PF","24","DET","62","0","1248","223","600","0.372","0","0","0","223","600","0.372","0.372","79","133","0.594","0","0","423","81","0","0","0","145","525",1967
"89","Willis Reed*","PF","24","NYK","78","0","2824","635","1298","0.489","0","0","0","635","1298","0.489","0.489","358","487","0.735","0","0","1136","126","0","0","0","293","1628",1967
"90","Oscar Robertson*","PG","28","CIN","79","0","3468","838","1699","0.493","0","0","0","838","1699","0.493","0.493","736","843","0.873","0","0","486","845","0","0","0","226","2412",1967
"91","Flynn Robinson","PG","25","CIN","76","0","1140","274","599","0.457","0","0","0","274","599","0.457","0.457","120","154","0.779","0","0","133","110","0","0","0","197","668",1967
"92","Guy Rodgers*","PG","31","CHI","81","0","3063","538","1377","0.391","0","0","0","538","1377","0.391","0.391","383","475","0.806","0","0","346","908","0","0","0","243","1459",1967
"93","Bill Russell*","C","32","BOS","81","0","3297","395","870","0.454","0","0","0","395","870","0.454","0.454","285","467","0.61","0","0","1700","472","0","0","0","258","1075",1967
"94","Cazzie Russell","SF","22","NYK","77","0","1696","344","789","0.436","0","0","0","344","789","0.436","0.436","179","228","0.785","0","0","251","187","0","0","0","174","867",1967
"95","Tom Sanders*","SF","28","BOS","81","0","1926","323","755","0.428","0","0","0","323","755","0.428","0.428","178","218","0.817","0","0","439","91","0","0","0","304","824",1967
"96","Dave Schellhase","PG","22","CHI","31","0","212","40","111","0.36","0","0","0","40","111","0.36","0.36","14","22","0.636","0","0","29","23","0","0","0","27","94",1967
"97","Ray Scott","C-PF","28","TOT","72","0","2446","458","1144","0.4","0","0","0","458","1144","0.4","0.4","256","366","0.699","0","0","760","160","0","0","0","215","1172",1967
"98","Larry Siegfried","PG","27","BOS","73","0","1891","368","833","0.442","0","0","0","368","833","0.442","0.442","294","347","0.847","0","0","228","250","0","0","0","207","1030",1967
"99","Paul Silas","PF","23","STL","77","0","1570","207","482","0.429","0","0","0","207","482","0.429","0.429","113","213","0.531","0","0","669","74","0","0","0","208","527",1967
"100","Jerry Sloan*","SG","24","CHI","80","0","2942","525","1214","0.432","0","0","0","525","1214","0.432","0.432","340","427","0.796","0","0","726","170","0","0","0","293","1390",1967
"101","Adrian Smith","SG","30","CIN","81","0","2636","502","1147","0.438","0","0","0","502","1147","0.438","0.438","343","380","0.903","0","0","205","187","0","0","0","272","1347",1967
"102","Dick Snyder","SG","22","STL","55","0","676","144","333","0.432","0","0","0","144","333","0.432","0.432","46","61","0.754","0","0","91","59","0","0","0","82","334",1967
"103","Dave Stallworth","SF","25","NYK","76","0","1889","380","816","0.466","0","0","0","380","816","0.466","0.466","229","320","0.716","0","0","472","144","0","0","0","226","989",1967
"104","Joe Strawder","C","26","DET","79","0","2156","281","660","0.426","0","0","0","281","660","0.426","0.426","188","262","0.718","0","0","791","82","0","0","0","344","750",1967
"105","Rod Thorn*","PG","25","STL","67","0","1166","233","524","0.445","0","0","0","233","524","0.445","0.445","125","172","0.727","0","0","160","118","0","0","0","88","591",1967
"106","Nate Thurmond*","C","25","SFW","65","0","2761","467","1068","0.437","0","0","0","467","1068","0.437","0.437","280","445","0.629","0","0","1382","166","0","0","0","183","1214",1967
"107","Gene Tormohlen","C","29","STL","63","0","1036","172","403","0.427","0","0","0","172","403","0.427","0.427","50","84","0.595","0","0","347","73","0","0","0","177","394",1967
"108","John Tresvant","PF","27","DET","68","0","1553","256","585","0.438","0","0","0","256","585","0.438","0.438","164","234","0.701","0","0","483","88","0","0","0","246","676",1967
"109","Dick Van Arsdale","SG","23","NYK","79","0","2892","410","913","0.449","0","0","0","410","913","0.449","0.449","371","509","0.729","0","0","555","247","0","0","0","264","1191",1967
"110","Tom Van Arsdale","SG","23","DET","79","0","2134","347","887","0.391","0","0","0","347","887","0.391","0.391","272","347","0.784","0","0","341","193","0","0","0","241","966",1967
"111","Chico Vaughn","SG","26","DET","51","0","680","85","226","0.376","0","0","0","85","226","0.376","0.376","50","74","0.676","0","0","67","75","0","0","0","54","220",1967
"112","Chet Walker*","SF","26","PHI","81","0","2691","561","1150","0.488","0","0","0","561","1150","0.488","0.488","445","581","0.766","0","0","660","188","0","0","0","232","1567",1967
"113","Gerry Ward","SG","25","CHI","76","0","1042","117","307","0.381","0","0","0","117","307","0.381","0.381","87","138","0.63","0","0","179","130","0","0","0","169","321",1967
"114","Jim Ware","PF","22","CIN","33","0","201","30","97","0.309","0","0","0","30","97","0.309","0.309","10","17","0.588","0","0","69","6","0","0","0","35","70",1967
"115","Ben Warley","SF","30","BAL","62","0","1037","125","312","0.401","0","0","0","125","312","0.401","0.401","134","170","0.788","0","0","325","51","0","0","0","176","384",1967
"116","Bob Warlick","SG","25","SFW","12","0","65","15","52","0.288","0","0","0","15","52","0.288","0.288","6","11","0.545","0","0","20","10","0","0","0","4","36",1967
"117","Jim Washington","PF","23","CHI","77","0","1475","252","604","0.417","0","0","0","252","604","0.417","0.417","88","159","0.553","0","0","468","56","0","0","0","181","592",1967
"118","Ron Watts","F","23","BOS","27","0","89","11","44","0.25","0","0","0","11","44","0.25","0.25","16","23","0.696","0","0","38","1","0","0","0","16","38",1967
"119","Bob Weiss","PG","24","PHI","6","0","29","5","10","0.5","0","0","0","5","10","0.5","0.5","2","5","0.4","0","0","3","10","0","0","0","8","12",1967
"120","Walt Wesley","C","22","CIN","64","0","909","131","333","0.393","0","0","0","131","333","0.393","0.393","52","123","0.423","0","0","329","19","0","0","0","161","314",1967
"121","Jerry West*","PG","28","LAL","66","0","2670","645","1389","0.464","0","0","0","645","1389","0.464","0.464","602","686","0.878","0","0","392","447","0","0","0","160","1892",1967
"122","Lenny Wilkens*","PG","29","STL","78","0","2974","448","1036","0.432","0","0","0","448","1036","0.432","0.432","459","583","0.787","0","0","412","442","0","0","0","280","1355",1967
"123","George Wilson","C","24","TOT","55","0","573","85","234","0.363","0","0","0","85","234","0.363","0.363","58","86","0.674","0","0","206","15","0","0","0","92","228",1967
