"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr"
"58","Andrew Levane","SG","32","MLH","7","0","68","3","24","0.125","0","0","0","3","24","0.125","0.125","2","3","0.667","0","0","9","9","0","0","0","15","8",1953
"59","Earl Lloyd*","SF","24","SYR","64","0","1806","156","453","0.344","0","0","0","156","453","0.344","0.344","160","231","0.693","0","0","444","64","0","0","0","241","472",1953
"60","Bob Lochmueller","SF","25","SYR","62","0","802","79","245","0.322","0","0","0","79","245","0.322","0.322","74","122","0.607","0","0","162","47","0","0","0","143","232",1953
"61","Don Lofgran","SF","23","PHW","64","0","1788","173","525","0.33","0","0","0","173","525","0.33","0.33","126","173","0.728","0","0","339","106","0","0","0","178","472",1953
"62","Ray Lumpp","PG","29","TOT","55","0","1422","188","506","0.372","0","0","0","188","506","0.372","0.372","153","206","0.743","0","0","141","168","0","0","0","178","529",1953
"63","Ed Macauley*","C","24","BOS","69","0","2902","451","997","0.452","0","0","0","451","997","0.452","0.452","500","667","0.75","0","0","629","280","0","0","0","188","1402",1953
"64","John Mahnken","C","30","BOS","69","0","771","76","252","0.302","0","0","0","76","252","0.302","0.302","39","56","0.696","0","0","182","75","0","0","0","110","191",1953
"65","Mo Mahoney","F","25","BOS","6","0","34","4","10","0.4","0","0","0","4","10","0.4","0.4","4","5","0.8","0","0","7","1","0","0","0","7","12",1953
"66","Slater Martin*","PG","27","MNL","70","0","2556","260","634","0.41","0","0","0","260","634","0.41","0.41","224","287","0.78","0","0","186","250","0","0","0","246","744",1953
"67","Al Masino","PG","24","MLH","72","0","1773","134","400","0.335","0","0","0","134","400","0.335","0.335","128","204","0.627","0","0","177","160","0","0","0","252","396",1953
"68","Jack McCloskey","SG","27","PHW","1","0","16","3","9","0.333","0","0","0","3","9","0.333","0.333","0","0","0","0","0","3","1","0","0","0","2","6",1953
"69","Bucky McConnell","PG","24","MLH","14","0","297","27","71","0.38","0","0","0","27","71","0.38","0.38","14","29","0.483","0","0","34","41","0","0","0","39","68",1953
"70","Alfred McGuire*","PG","24","NYK","58","0","1231","112","287","0.39","0","0","0","112","287","0.39","0.39","128","201","0.637","0","0","167","145","0","0","0","206","352",1953
"71","Dick McGuire*","PG","27","NYK","61","0","1783","142","373","0.381","0","0","0","142","373","0.381","0.381","153","269","0.569","0","0","280","296","0","0","0","172","437",1953
"72","George McLeod","F","22","BLB","10","0","85","2","16","0.125","0","0","0","2","16","0.125","0.125","8","15","0.533","0","0","21","4","0","0","0","16","12",1953
"73","Jack McMahon","PG","24","ROC","70","0","1665","176","534","0.33","0","0","0","176","534","0.33","0.33","155","236","0.657","0","0","183","186","0","0","0","253","507",1953
"74","Monk Meineke","PF","22","FTW","68","0","2250","240","630","0.381","0","0","0","240","630","0.381","0.381","245","313","0.783","0","0","466","148","0","0","0","334","725",1953
"75","Stan Miasek","SF","29","TOT","65","0","1584","178","488","0.365","0","0","0","178","488","0.365","0.365","156","248","0.629","0","0","360","122","0","0","0","229","512",1953
"76","Ed Mikan","C","27","TOT","62","0","927","78","292","0.267","0","0","0","78","292","0.267","0.267","79","98","0.806","0","0","237","39","0","0","0","124","235",1953
"77","George Mikan*","C","28","MNL","70","0","2651","500","1252","0.399","0","0","0","500","1252","0.399","0.399","442","567","0.78","0","0","1007","201","0","0","0","290","1442",1953
"78","Vern Mikkelsen*","PF","24","MNL","70","0","2465","378","868","0.435","0","0","0","378","868","0.435","0.435","291","387","0.752","0","0","654","148","0","0","0","289","1047",1953
"79","Eddie Miller","C","21","TOT","70","0","2018","273","781","0.35","0","0","0","273","781","0.35","0.35","187","287","0.652","0","0","669","115","0","0","0","250","733",1953
"80","Dave Minor","PG","30","TOT","59","0","1610","154","420","0.367","0","0","0","154","420","0.367","0.367","98","132","0.742","0","0","252","128","0","0","0","211","406",1953
"81","Bill Mlkvy","SF","22","PHW","31","0","608","75","246","0.305","0","0","0","75","246","0.305","0.305","31","48","0.646","0","0","101","62","0","0","0","54","181",1953
"82","Jim Mooney","SF","22","PHW","18","0","529","54","148","0.365","0","0","0","54","148","0.365","0.365","27","40","0.675","0","0","70","35","0","0","0","50","135",1953
"83","Bob Naber","F","23","INO","4","0","11","0","4","0","0","0","0","0","4","0","0","1","2","0.5","0","0","5","1","0","0","0","6","1",1953
"84","Jack Nichols","PF","26","MLH","69","0","2626","425","1170","0.363","0","0","0","425","1170","0.363","0.363","240","339","0.708","0","0","533","196","0","0","0","237","1090",1953
"85","John O'Boyle","SG","24","MLH","5","0","97","8","26","0.308","0","0","0","8","26","0.308","0.308","5","7","0.714","0","0","10","5","0","0","0","20","21",1953
"86","Ralph O'Brien","PG","24","TOT","55","0","758","96","286","0.336","0","0","0","96","286","0.336","0.336","78","92","0.848","0","0","70","56","0","0","0","74","270",1953
"87","Mike O'Neill","SF","24","MLH","4","0","50","4","17","0.235","0","0","0","4","17","0.235","0.235","4","4","1","0","0","9","3","0","0","0","10","12",1953
"88","Kevin O'Shea","SG","27","BLB","46","0","643","71","189","0.376","0","0","0","71","189","0.376","0.376","48","81","0.593","0","0","76","87","0","0","0","82","190",1953
"89","Wally Osterkorn","SF","24","SYR","49","0","1016","85","262","0.324","0","0","0","85","262","0.324","0.324","106","168","0.631","0","0","217","61","0","0","0","129","276",1953
"90","Don Otten","C","31","MLH","24","0","384","34","87","0.391","0","0","0","34","87","0.391","0.391","64","91","0.703","0","0","89","21","0","0","0","68","132",1953
"91","Claude Overton","SG","25","PHW","15","0","182","19","75","0.253","0","0","0","19","75","0.253","0.253","20","30","0.667","0","0","25","15","0","0","0","25","58",1953
"92","Johnny Payak","SG","26","MLH","68","0","1470","128","373","0.343","0","0","0","128","373","0.343","0.343","180","248","0.726","0","0","114","140","0","0","0","194","436",1953
"93","Mel Payton","SF","26","INO","66","0","1424","173","485","0.357","0","0","0","173","485","0.357","0.357","120","161","0.745","0","0","313","81","0","0","0","118","466",1953
"94","Andy Phillip*","G-F","30","TOT","70","0","2690","250","629","0.397","0","0","0","250","629","0.397","0.397","222","301","0.738","0","0","364","397","0","0","0","229","722",1953
"95","Jim Pollard*","SF","30","MNL","66","0","2403","333","933","0.357","0","0","0","333","933","0.357","0.357","193","251","0.769","0","0","452","231","0","0","0","194","859",1953
"96","Ralph Polson","PF","23","TOT","49","0","810","65","179","0.363","0","0","0","65","179","0.363","0.363","61","96","0.635","0","0","211","24","0","0","0","102","191",1953
"97","Bob Priddy","F","22","BLB","16","0","149","14","38","0.368","0","0","0","14","38","0.368","0.368","8","14","0.571","0","0","36","7","0","0","0","36","36",1953
"98","Moe Radovich","PG","23","PHW","4","0","33","5","13","0.385","0","0","0","5","13","0.385","0.385","4","4","1","0","0","1","8","0","0","0","5","14",1953
"99","Sherwin Raiken","G","24","NYK","6","0","63","3","21","0.143","0","0","0","3","21","0.143","0.143","3","8","0.375","0","0","8","6","0","0","0","10","9",1953
"100","George Ratkovicz","PF","30","TOT","71","0","2235","208","619","0.336","0","0","0","208","619","0.336","0.336","262","373","0.702","0","0","522","217","0","0","0","287","678",1953
"101","Gene Rhodes","SG","25","INO","65","0","1162","109","342","0.319","0","0","0","109","342","0.319","0.319","119","169","0.704","0","0","98","91","0","0","0","78","337",1953
"102","Arnie Risen*","C","28","ROC","68","0","2288","295","802","0.368","0","0","0","295","802","0.368","0.368","294","429","0.685","0","0","745","135","0","0","0","274","884",1953
"103","Red Rocha","C","29","SYR","69","0","2454","268","690","0.388","0","0","0","268","690","0.388","0.388","234","310","0.755","0","0","510","137","0","0","0","257","770",1953
"104","Kenny Rollins","PG","29","BOS","43","0","426","38","115","0.33","0","0","0","38","115","0.33","0.33","22","27","0.815","0","0","45","46","0","0","0","63","98",1953
"105","Pep Saul","SG","28","MNL","70","0","1796","187","471","0.397","0","0","0","187","471","0.397","0.397","142","200","0.71","0","0","141","110","0","0","0","174","516",1953
"106","Fred Schaus","SF","27","FTW","69","0","2541","240","719","0.334","0","0","0","240","719","0.334","0.334","243","296","0.821","0","0","413","245","0","0","0","261","723",1953
"107","Dolph Schayes*","PF","24","SYR","71","0","2668","375","1002","0.374","0","0","0","375","1002","0.374","0.374","512","619","0.827","0","0","920","227","0","0","0","271","1262",1953
"108","Howie Schultz","PF","30","MNL","40","0","474","24","90","0.267","0","0","0","24","90","0.267","0.267","43","62","0.694","0","0","80","29","0","0","0","73","91",1953
"109","Fred Scolari","PG","30","TOT","62","0","2123","277","809","0.342","0","0","0","277","809","0.342","0.342","276","327","0.844","0","0","209","233","0","0","0","212","830",1953
"110","George Senesky","PG","30","PHW","69","0","2336","160","485","0.33","0","0","0","160","485","0.33","0.33","93","146","0.637","0","0","254","264","0","0","0","166","413",1953
"111","Paul Seymour","SG","25","SYR","67","0","2684","306","798","0.383","0","0","0","306","798","0.383","0.383","340","416","0.817","0","0","246","294","0","0","0","210","952",1953
"112","Chuck Share","C","25","FTW","67","0","1044","91","254","0.358","0","0","0","91","254","0.358","0.358","172","234","0.735","0","0","373","74","0","0","0","213","354",1953
"113","Bill Sharman*","SG","26","BOS","71","0","2333","403","925","0.436","0","0","0","403","925","0.436","0.436","341","401","0.85","0","0","288","191","0","0","0","240","1147",1953
"114","Connie Simmons","C","27","NYK","65","0","1707","240","637","0.377","0","0","0","240","637","0.377","0.377","249","340","0.732","0","0","458","127","0","0","0","252","729",1953
"115","Whitey Skoog","SG","26","MNL","68","0","996","102","264","0.386","0","0","0","102","264","0.386","0.386","46","61","0.754","0","0","121","82","0","0","0","137","250",1953
"116","Odie Spears","SF","28","ROC","62","0","1414","198","494","0.401","0","0","0","198","494","0.401","0.401","199","243","0.819","0","0","251","113","0","0","0","227","595",1953
"117","Dick Surhoff","SF","23","NYK","26","0","187","13","61","0.213","0","0","0","13","61","0.213","0.213","19","30","0.633","0","0","25","9","0","0","0","36","45",1953
"118","Bill Tosheff","PG","26","INO","67","0","2459","253","783","0.323","0","0","0","253","783","0.323","0.323","253","314","0.806","0","0","229","243","0","0","0","243","759",1953
"119","Ernie Vandeweghe","SG","24","NYK","61","0","1745","272","625","0.435","0","0","0","272","625","0.435","0.435","187","244","0.766","0","0","342","144","0","0","0","242","731",1953
"120","Paul Walther","SG","25","INO","67","0","2468","227","645","0.352","0","0","0","227","645","0.352","0.352","264","354","0.746","0","0","284","205","0","0","0","260","718",1953
"121","Bobby Wanzer*","SG","31","ROC","70","0","2577","318","866","0.367","0","0","0","318","866","0.367","0.367","384","473","0.812","0","0","351","252","0","0","0","206","1020",1953
"122","Mark Workman","PF","22","TOT","65","0","1030","130","408","0.319","0","0","0","130","408","0.319","0.319","70","113","0.619","0","0","193","37","0","0","0","166","330",1953
"123","Max Zaslofsky","SG","27","NYK","29","0","722","123","320","0.384","0","0","0","123","320","0.384","0.384","98","142","0.69","0","0","75","55","0","0","0","81","344",1953
"124","Zeke Zawoluk","PF","22","INO","41","0","622","55","150","0.367","0","0","0","55","150","0.367","0.367","77","116","0.664","0","0","146","31","0","0","0","83","187",1953
