"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr"
"168","Fred Hoiberg","SG","26","IND","12","0","87","6","21","0.286","1","9","0.111","5","12","0.417","0.31","6","6","1","2","9","11","4","0","0","3","11","19",1999
"169","Jerald Honeycutt","PF","24","TOT","16","0","102","9","32","0.281","5","17","0.294","4","15","0.267","0.359","7","10","0.7","3","9","12","3","5","2","9","16","30",1999
"170","Jeff Hornacek","SG","35","UTA","48","48","1435","214","449","0.477","34","81","0.42","180","368","0.489","0.514","125","140","0.893","33","127","160","192","52","14","82","95","587",1999
"171","Robert Horry","PF","28","LAL","38","5","744","67","146","0.459","20","45","0.444","47","101","0.465","0.527","34","46","0.739","56","96","152","56","36","39","49","103","188",1999
"172","Allan Houston","SG","27","NYK","50","50","1815","294","703","0.418","57","140","0.407","237","563","0.421","0.459","168","195","0.862","20","132","152","137","35","9","130","115","813",1999
"173","Juwan Howard","SF","25","WAS","36","36","1430","286","604","0.474","0","3","0","286","601","0.476","0.474","110","146","0.753","90","203","293","107","42","14","95","130","682",1999
"174","Troy Hudson","PG","22","LAC","25","6","524","60","150","0.4","15","47","0.319","45","103","0.437","0.45","34","38","0.895","15","40","55","92","11","2","38","28","169",1999
"175","Larry Hughes","PG","20","PHI","50","1","988","170","414","0.411","8","52","0.154","162","362","0.448","0.42","107","151","0.709","83","106","189","77","44","14","68","97","455",1999
"176","Lindsey Hunter","PG","28","DET","49","49","1755","228","524","0.435","59","153","0.386","169","371","0.456","0.491","67","89","0.753","26","142","168","193","86","8","92","126","582",1999
"177","Zydrunas Ilgauskas","C","23","CLE","5","5","171","29","57","0.509","0","0","0","29","57","0.509","0.509","18","30","0.6","17","27","44","4","4","7","9","24","76",1999
"178","Allen Iverson*","SG","23","PHI","48","48","1990","435","1056","0.412","58","199","0.291","377","857","0.44","0.439","356","474","0.751","66","170","236","223","110","7","167","98","1284",1999
"179","Bobby Jackson","PG","25","MIN","50","12","941","141","348","0.405","10","27","0.37","131","321","0.408","0.42","61","79","0.772","43","92","135","167","39","3","75","75","353",1999
"180","Jaren Jackson","SG","31","SAS","47","13","861","108","284","0.38","53","147","0.361","55","137","0.401","0.474","32","39","0.821","21","78","99","49","41","9","37","63","301",1999
"181","Jim Jackson","SG","28","POR","49","9","1175","152","370","0.411","25","90","0.278","127","280","0.454","0.445","85","101","0.842","36","123","159","128","43","6","82","80","414",1999
"182","Mark Jackson","PG","33","IND","49","49","1382","138","329","0.419","32","103","0.311","106","226","0.469","0.468","65","79","0.823","33","151","184","386","42","3","99","58","373",1999
"183","Randell Jackson","PF","23","WAS","27","8","271","46","108","0.426","1","7","0.143","45","101","0.446","0.431","21","32","0.656","30","24","54","8","3","11","26","29","114",1999
"184","Sam Jacobson","PG","23","LAL","2","0","12","3","5","0.6","0","1","0","3","4","0.75","0.6","2","2","1","0","3","3","0","0","0","1","2","8",1999
"185","Jerome James","C","23","SAC","16","0","42","9","24","0.375","0","0","0","9","24","0.375","0.375","6","12","0.5","6","11","17","1","2","6","9","11","24",1999
"186","Antawn Jamison","SF","22","GSW","47","24","1058","178","394","0.452","3","10","0.3","175","384","0.456","0.456","90","153","0.588","131","170","301","34","38","16","68","102","449",1999
"187","Anthony Johnson","PG","24","ATL","49","2","885","91","225","0.404","5","19","0.263","86","206","0.417","0.416","57","82","0.695","16","59","75","107","35","7","65","67","244",1999
"188","Avery Johnson","PG","33","SAS","50","50","1672","218","461","0.473","1","12","0.083","217","449","0.483","0.474","50","88","0.568","22","96","118","369","51","11","112","101","487",1999
"189","Eddie Johnson","SF","39","HOU","3","0","18","6","13","0.462","0","1","0","6","12","0.5","0.462","0","0","0","0","2","2","1","0","0","2","3","12",1999
"190","Ervin Johnson","C","31","MIL","50","7","1027","96","189","0.508","0","0","0","96","189","0.508","0.508","64","105","0.61","120","200","320","19","29","57","47","151","256",1999
"191","Larry Johnson","PF","29","NYK","49","48","1639","210","458","0.459","33","92","0.359","177","366","0.484","0.495","134","164","0.817","91","193","284","119","34","10","89","147","587",1999
"192","Charles Jones","SG","23","CHI","29","5","476","39","123","0.317","19","61","0.311","20","62","0.323","0.394","11","22","0.5","9","33","42","41","18","5","29","30","108",1999
"193","Damon Jones","PG","22","TOT","24","0","344","43","119","0.361","25","62","0.403","18","57","0.316","0.466","14","17","0.824","6","38","44","42","13","0","17","23","125",1999
"194","Eddie Jones","SF-SG","27","TOT","50","50","1881","260","595","0.437","48","142","0.338","212","453","0.468","0.477","212","271","0.782","50","144","194","186","125","58","93","128","780",1999
"195","Popeye Jones","PF","28","BOS","18","2","206","20","51","0.392","0","1","0","20","50","0.4","0.392","14","17","0.824","28","24","52","15","5","0","7","31","54",1999
"196","Adonis Jordan","PG","28","MIL","4","0","18","2","4","0.5","0","2","0","2","2","1","0.5","2","4","0.5","0","0","0","3","3","0","2","0","6",1999
"197","Reggie Jordan","SG","31","MIN","27","1","296","15","54","0.278","0","0","0","15","54","0.278","0.278","21","38","0.553","27","32","59","41","12","5","14","38","51",1999
"198","Adam Keefe","PF","28","UTA","44","0","642","56","124","0.452","0","4","0","56","120","0.467","0.452","62","89","0.697","51","91","142","28","16","12","33","63","174",1999
"199","Shawn Kemp","PF","29","CLE","42","42","1475","277","575","0.482","1","2","0.5","276","573","0.482","0.483","307","389","0.789","131","257","388","101","48","45","127","159","862",1999
"200","Jonathan Kerner","C","24","ORL","1","0","5","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0",1999
"201","Steve Kerr","PG","33","SAS","44","0","734","68","174","0.391","25","80","0.313","43","94","0.457","0.463","31","35","0.886","6","38","44","49","23","3","22","28","192",1999
"202","Jerome Kersey","SF","36","SAS","45","0","699","68","200","0.34","3","14","0.214","65","186","0.349","0.348","6","14","0.429","42","88","130","41","37","14","30","92","145",1999
"203","Jason Kidd*","PG","25","PHO","50","50","2060","310","698","0.444","45","123","0.366","265","575","0.461","0.476","181","239","0.757","87","252","339","539","114","19","150","108","846",1999
"204","Chris King","SF","29","UTA","8","0","42","2","7","0.286","0","0","0","2","7","0.286","0.286","0","4","0","1","10","11","1","2","1","4","8","4",1999
"205","Gerard King","SF","26","SAS","19","0","63","6","14","0.429","0","0","0","6","14","0.429","0.429","11","18","0.611","6","8","14","4","2","1","4","12","23",1999
"206","Kerry Kittles","SG","24","NJN","46","40","1570","227","613","0.37","50","158","0.316","177","455","0.389","0.411","88","114","0.772","52","139","191","116","79","26","66","82","592",1999
"207","Joe Kleine","C","37","PHO","31","5","374","30","74","0.405","0","2","0","30","72","0.417","0.405","8","12","0.667","27","40","67","12","8","1","10","46","68",1999
"208","Brevin Knight","PG","23","CLE","39","38","1186","134","315","0.425","0","5","0","134","310","0.432","0.425","105","141","0.745","16","115","131","302","70","7","105","115","373",1999
"209","Negele Knight","PG","31","TOR","6","0","56","3","8","0.375","0","1","0","3","7","0.429","0.375","2","4","0.5","1","5","6","8","1","0","7","5","8",1999
"210","Travis Knight","C","24","LAL","37","23","525","67","130","0.515","0","1","0","67","129","0.519","0.515","22","29","0.759","34","94","128","31","21","27","35","108","156",1999
"211","Toni Kukoc","SF","30","CHI","44","44","1654","315","750","0.42","39","137","0.285","276","613","0.45","0.446","159","215","0.74","65","245","310","235","49","11","121","82","828",1999
"212","Christian Laettner","PF","29","DET","16","0","337","38","106","0.358","1","3","0.333","37","103","0.359","0.363","44","57","0.772","21","33","54","24","15","12","19","30","121",1999
"213","Raef LaFrentz","C","22","DEN","12","12","387","59","129","0.457","12","31","0.387","47","98","0.48","0.504","36","48","0.75","33","58","91","8","9","17","9","38","166",1999
"214","Andrew Lang","C","32","CHI","21","13","386","32","99","0.323","0","0","0","32","99","0.323","0.323","16","23","0.696","33","60","93","13","5","12","17","43","80",1999
"215","Antonio Lang","PF","26","CLE","10","0","65","4","6","0.667","0","0","0","4","6","0.667","0.667","5","9","0.556","6","10","16","1","2","1","4","13","13",1999
"216","Rusty LaRue","PG","25","CHI","43","6","732","78","217","0.359","30","89","0.337","48","128","0.375","0.429","17","17","1","9","47","56","63","33","3","34","66","203",1999
"217","Tim Legler","SG","32","WAS","30","0","377","51","115","0.443","14","35","0.4","37","80","0.463","0.504","3","6","0.5","8","32","40","21","4","3","14","42","119",1999
"218","Voshon Lenard","SG","25","MIA","12","2","190","31","79","0.392","12","35","0.343","19","44","0.432","0.468","8","11","0.727","4","12","16","10","3","1","7","18","82",1999
"219","Rashard Lewis","SF","19","SEA","20","7","145","19","52","0.365","1","6","0.167","18","46","0.391","0.375","8","14","0.571","13","12","25","4","8","1","20","19","47",1999
"220","Randy Livingston","PG","23","PHO","1","0","22","5","8","0.625","0","0","0","5","8","0.625","0.625","2","2","1","0","2","2","3","2","0","1","1","12",1999
"221","Grant Long","PF","32","ATL","50","13","1380","151","359","0.421","3","18","0.167","148","341","0.434","0.425","184","235","0.783","100","196","296","53","57","16","74","143","489",1999
"222","Luc Longley","C","30","PHO","39","39","933","140","290","0.483","0","0","0","140","290","0.483","0.483","59","76","0.776","59","162","221","45","23","21","53","119","339",1999
"223","Felipe López","SG","24","VAN","47","32","1218","169","379","0.446","12","44","0.273","157","335","0.469","0.462","87","135","0.644","69","97","166","62","49","14","82","128","437",1999
"224","Tyronn Lue","PG","21","LAL","15","0","188","28","65","0.431","7","16","0.438","21","49","0.429","0.485","12","21","0.571","2","4","6","25","5","0","11","28","75",1999
"225","George Lynch","SF","28","PHI","43","43","1315","147","349","0.421","9","23","0.391","138","326","0.423","0.434","53","84","0.631","110","169","279","76","85","22","79","142","356",1999
"226","Sam Mack","SF","28","TOT","44","15","1083","167","384","0.435","87","219","0.397","80","165","0.485","0.548","51","58","0.879","14","81","95","55","35","4","33","94","472",1999
"227","Don MacLean","PF","29","SEA","17","10","365","63","159","0.396","9","33","0.273","54","126","0.429","0.425","50","80","0.625","18","47","65","16","5","5","25","34","185",1999
"228","Mark Macon","SG","29","DET","7","3","69","4","20","0.2","1","3","0.333","3","17","0.176","0.225","0","0","0","3","2","5","4","5","1","6","6","9",1999
"229","Rick Mahorn","PF","40","PHI","16","0","127","5","18","0.278","0","0","0","5","18","0.278","0.278","3","8","0.375","7","16","23","2","5","1","6","22","13",1999
"230","Dan Majerle","SG","33","MIA","48","48","1624","118","298","0.396","68","203","0.335","50","95","0.526","0.51","33","46","0.717","21","187","208","150","38","7","55","100","337",1999
"231","Karl Malone*","PF","35","UTA","49","49","1832","393","797","0.493","0","1","0","393","796","0.494","0.493","378","480","0.788","107","356","463","201","62","28","162","134","1164",1999
"232","Matt Maloney","PG","27","HOU","15","7","186","5","28","0.179","1","15","0.067","4","13","0.308","0.196","10","11","0.909","2","8","10","21","4","0","14","7","21",1999
"233","Danny Manning","PF","32","PHO","50","5","1184","187","386","0.484","1","9","0.111","186","377","0.493","0.486","78","112","0.696","62","157","219","113","36","38","69","129","453",1999
"234","Stephon Marbury","PG","21","TOT","49","49","1895","378","883","0.428","66","197","0.335","312","686","0.455","0.465","222","278","0.799","37","105","142","437","59","8","164","125","1044",1999
"235","Sean Marks","PF","23","TOR","8","0","28","5","8","0.625","0","0","0","5","8","0.625","0.625","1","2","0.5","0","1","1","0","1","0","3","3","11",1999
"236","Donyell Marshall","SF","25","GSW","48","20","1250","208","494","0.421","26","72","0.361","182","422","0.431","0.447","88","121","0.727","115","227","342","66","47","37","80","123","530",1999
"237","Darrick Martin","PG","27","LAC","37","25","941","102","278","0.367","31","106","0.292","71","172","0.413","0.423","61","76","0.803","5","43","48","144","43","4","67","82","296",1999
"238","Jamal Mashburn","SF","26","MIA","24","23","855","134","297","0.451","13","30","0.433","121","267","0.453","0.473","75","104","0.721","24","122","146","75","20","3","60","58","356",1999
"239","Tony Massenburg","PF","31","VAN","43","35","1143","189","388","0.487","0","2","0","189","386","0.49","0.487","103","155","0.665","83","174","257","23","26","39","64","108","481",1999
"240","Vernon Maxwell","SG","33","SAC","46","1","1007","164","421","0.39","80","231","0.346","84","190","0.442","0.485","84","114","0.737","13","72","85","76","30","3","67","111","492",1999
"241","Lee Mayberry","PG","28","VAN","9","0","126","7","19","0.368","2","10","0.2","5","9","0.556","0.421","4","5","0.8","0","3","3","23","7","0","11","13","20",1999
"242","Kelly McCarty","SG","23","DEN","2","0","4","2","3","0.667","0","0","0","2","3","0.667","0.667","0","0","0","2","1","3","0","0","0","2","0","4",1999
"243","Walter McCarty","PF","24","BOS","32","4","659","64","177","0.362","13","50","0.26","51","127","0.402","0.398","40","57","0.702","36","79","115","40","24","13","40","88","181",1999
"244","George McCloud","SF","31","PHO","48","16","1245","142","324","0.438","69","166","0.416","73","158","0.462","0.545","75","87","0.862","34","128","162","79","45","14","49","128","428",1999
"245","Jelani McCoy","C","21","SEA","26","0","331","56","76","0.737","0","0","0","56","76","0.737","0.737","21","42","0.5","27","52","79","4","11","20","10","42","133",1999
"246","Antonio McDyess","C","24","DEN","50","50","1937","415","882","0.471","1","9","0.111","414","873","0.474","0.471","230","338","0.68","168","369","537","82","73","115","138","175","1061",1999
"247","Tracy McGrady*","SF","19","TOR","49","2","1106","168","385","0.436","8","35","0.229","160","350","0.457","0.447","114","157","0.726","120","158","278","113","52","66","80","94","458",1999
"248","Jim McIlvaine","C","26","NJN","22","1","269","22","51","0.431","0","0","0","22","51","0.431","0.431","4","6","0.667","31","23","54","2","9","32","13","59","48",1999
"249","Jeff McInnis","PG","24","WAS","35","6","427","50","134","0.373","9","35","0.257","41","99","0.414","0.407","21","28","0.75","9","12","21","73","19","1","30","36","130",1999
"250","Derrick McKey","SF","32","IND","13","0","244","23","52","0.442","0","1","0","23","51","0.451","0.442","14","17","0.824","18","23","41","13","12","4","12","24","60",1999
"251","Aaron McKie","SG","26","PHI","50","4","959","95","237","0.401","6","31","0.194","89","206","0.432","0.414","44","62","0.71","27","113","140","100","63","3","57","90","240",1999
"252","Roshown McLeod","SF","23","ATL","34","0","348","62","163","0.38","1","10","0.1","61","153","0.399","0.383","37","45","0.822","12","38","50","14","2","1","23","24","162",1999
"253","Ron Mercer","SG","22","BOS","41","40","1551","305","707","0.431","5","30","0.167","300","677","0.443","0.435","83","105","0.79","37","118","155","104","67","12","89","81","698",1999
"254","Loren Meyer","C","26","DEN","14","0","70","7","28","0.25","1","5","0.2","6","23","0.261","0.268","1","2","0.5","4","12","16","1","0","3","4","22","16",1999
"255","Marko Milic","SG","21","PHO","11","0","53","8","20","0.4","0","1","0","8","19","0.421","0.4","0","0","0","3","2","5","2","3","1","6","7","16",1999
"256","Anthony Miller","PF","27","HOU","29","0","249","28","60","0.467","0","1","0","28","59","0.475","0.467","14","22","0.636","26","41","67","7","7","5","9","34","70",1999
"257","Brad Miller","C","22","CHH","38","0","469","78","138","0.565","1","2","0.5","77","136","0.566","0.569","81","102","0.794","35","82","117","22","9","18","32","65","238",1999
"258","Oliver Miller","C","28","SAC","4","0","35","5","11","0.455","0","0","0","5","11","0.455","0.455","0","0","0","7","1","8","0","0","2","4","3","10",1999
"259","Reggie Miller*","SG","33","IND","50","50","1787","294","671","0.438","106","275","0.385","188","396","0.475","0.517","226","247","0.915","25","110","135","112","37","9","76","101","920",1999
"260","Chris Mills","SF","29","GSW","47","24","1395","186","453","0.411","32","115","0.278","154","338","0.456","0.446","79","96","0.823","49","188","237","103","39","14","58","125","483",1999
"261","Terry Mills","PF","31","MIA","1","0","29","3","8","0.375","2","4","0.5","1","4","0.25","0.5","1","2","0.5","3","1","4","0","1","0","3","3","9",1999
"262","Greg Minor","SG","27","BOS","44","7","765","85","204","0.417","8","28","0.286","77","176","0.438","0.436","36","48","0.75","31","86","117","50","20","6","38","69","214",1999
"263","Sam Mitchell","SF","35","MIN","50","20","1344","213","522","0.408","9","38","0.237","204","484","0.421","0.417","126","165","0.764","55","127","182","98","35","16","34","111","561",1999
"264","Cuttino Mobley","PG","23","HOU","49","37","1456","172","405","0.425","53","148","0.358","119","257","0.463","0.49","90","110","0.818","22","89","111","121","44","23","79","98","487",1999
"265","Nazr Mohammed","C","21","PHI","26","0","121","15","42","0.357","0","0","0","15","42","0.357","0.357","12","21","0.571","18","19","37","2","5","4","12","22","42",1999
"266","Eric Montross","C","27","DET","46","2","577","42","80","0.525","0","1","0","42","79","0.532","0.525","11","32","0.344","45","94","139","14","12","27","16","107","95",1999
"267","Mikki Moore","C","23","DET","2","0","6","1","1","1","0","0","0","1","1","1","1","2","2","1","0","1","1","0","0","0","0","0","4",1999
"268","Chris Morris","SF","33","PHO","44","2","535","64","149","0.43","16","56","0.286","48","93","0.516","0.483","40","46","0.87","54","67","121","23","16","11","21","54","184",1999
"269","Alonzo Mourning*","C","28","MIA","46","46","1753","324","634","0.511","0","2","0","324","632","0.513","0.511","276","423","0.652","166","341","507","74","34","180","139","161","924",1999
"270","Chris Mullin*","SF","35","IND","50","50","1179","177","371","0.477","73","157","0.465","104","214","0.486","0.575","80","92","0.87","25","135","160","81","47","13","60","101","507",1999
"271","Eric Murdock","PG","30","NJN","15","8","401","45","114","0.395","8","22","0.364","37","92","0.402","0.43","21","26","0.808","3","32","35","66","22","2","29","35","119",1999
"272","Gheorghe Mure<U+0219>an","C","27","NJN","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0",1999
"273","Lamond Murray","SF","25","LAC","50","13","1317","226","578","0.391","34","103","0.33","192","475","0.404","0.42","126","157","0.803","59","136","195","61","58","20","99","107","612",1999
"274","Tracy Murray","SF","27","WAS","36","0","653","83","237","0.35","33","103","0.32","50","134","0.373","0.42","34","42","0.81","18","63","81","27","21","6","29","65","233",1999
"275","Dikembe Mutombo*","C","32","ATL","50","50","1829","173","338","0.512","0","0","0","173","338","0.512","0.512","195","285","0.684","192","418","610","57","16","147","94","145","541",1999
"276","Makhtar N'Diaye","PF","25","VAN","4","0","27","1","4","0.25","0","0","0","1","4","0.25","0.25","3","4","0.75","3","2","5","1","0","1","1","9","5",1999
"277","Steve Nash*","PG","24","DAL","40","40","1269","114","314","0.363","49","131","0.374","65","183","0.355","0.441","38","46","0.826","32","82","114","219","37","2","83","98","315",1999
"278","Tyrone Nesby","SF","23","LAC","50","36","1288","182","405","0.449","35","96","0.365","147","309","0.476","0.493","104","133","0.782","57","118","175","82","77","20","53","143","503",1999
"279","Rasho Nesterovic","C","22","MIN","2","0","30","3","12","0.25","0","0","0","3","12","0.25","0.25","2","2","1","3","5","8","1","0","0","1","5","8",1999
"280","Johnny Newman","SF","35","CLE","50","2","949","106","251","0.422","23","61","0.377","83","190","0.437","0.468","68","84","0.81","15","60","75","41","28","12","41","126","303",1999
"281","Moochie Norris","PG","25","SEA","12","0","140","13","40","0.325","6","15","0.4","7","25","0.28","0.4","6","16","0.375","4","16","20","24","7","0","16","17","38",1999
"282","Dirk Nowitzki","PF","20","DAL","47","24","958","136","336","0.405","14","68","0.206","122","268","0.455","0.426","99","128","0.773","41","121","162","47","29","27","73","105","385",1999
"283","Charles O'Bannon","SG","23","DET","18","1","165","24","56","0.429","0","1","0","24","55","0.436","0.429","8","8","1","18","16","34","12","2","3","8","22","56",1999
"284","Jermaine O'Neal","PF","20","POR","36","1","311","36","83","0.434","0","1","0","36","82","0.439","0.434","18","35","0.514","42","55","97","13","4","14","14","41","90",1999
"285","Shaquille O'Neal*","C","26","LAL","49","49","1705","510","885","0.576","0","1","0","510","884","0.577","0.576","269","498","0.54","187","338","525","114","36","82","122","155","1289",1999
"286","Charles Oakley","PF","35","TOR","50","50","1633","140","327","0.428","1","5","0.2","139","322","0.432","0.43","67","83","0.807","96","278","374","168","46","21","96","182","348",1999
"287","Hakeem Olajuwon*","C","36","HOU","50","50","1784","373","725","0.514","4","13","0.308","369","712","0.518","0.517","195","272","0.717","106","372","478","88","82","123","139","160","945",1999
"288","Jimmy Oliver","SG","29","PHO","2","0","11","1","3","0.333","1","1","1","0","2","0","0.5","0","0","0","0","0","0","0","0","0","0","2","3",1999
"289","Kevin Ollie","PG","26","TOT","8","0","72","4","14","0.286","0","0","0","4","14","0.286","0.286","5","7","0.714","0","7","7","3","3","1","3","9","13",1999
"290","Michael Olowokandi","C","23","LAC","45","36","1279","172","399","0.431","0","0","0","172","399","0.431","0.431","57","118","0.483","120","237","357","25","27","55","85","137","401",1999
"291","Greg Ostertag","C","25","UTA","48","48","1340","99","208","0.476","0","0","0","99","208","0.476","0.476","75","121","0.62","105","243","348","23","12","131","45","140","273",1999
"292","Bo Outlaw","PF","27","ORL","31","22","851","84","154","0.545","0","3","0","84","151","0.556","0.545","35","81","0.432","54","113","167","56","40","43","58","79","203",1999
"293","Doug Overton","PG","29","TOT","24","1","244","36","84","0.429","2","7","0.286","34","77","0.442","0.44","18","20","0.9","7","14","21","23","5","1","20","18","92",1999
"294","Billy Owens","SF","29","SEA","21","19","451","65","165","0.394","5","11","0.455","60","154","0.39","0.409","28","35","0.8","35","45","80","38","12","4","33","37","163",1999
"295","Robert Pack","PG","29","DAL","25","0","468","75","174","0.431","0","4","0","75","170","0.441","0.431","72","88","0.818","9","27","36","81","20","1","49","41","222",1999
"296","Anthony Parker","SG","23","PHI","2","0","3","1","1","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","2",1999
"297","Cherokee Parks","C","26","VAN","48","41","1118","118","275","0.429","0","1","0","118","274","0.431","0.429","30","55","0.545","75","168","243","36","28","28","49","114","266",1999
"298","Andrae Patterson","PF","23","MIN","35","0","284","43","97","0.443","0","5","0","43","92","0.467","0.443","28","36","0.778","30","35","65","15","19","7","22","62","114",1999
"299","Ruben Patterson","SF","23","LAL","24","2","144","21","51","0.412","1","6","0.167","20","45","0.444","0.422","22","31","0.71","17","13","30","2","5","3","12","16","65",1999
"300","Gary Payton*","PG","30","SEA","50","50","2008","401","923","0.434","83","281","0.295","318","642","0.495","0.479","199","276","0.721","62","182","244","436","109","12","154","115","1084",1999
"301","Anthony Peeler","SG","29","MIN","28","28","810","103","272","0.379","34","114","0.298","69","158","0.437","0.441","30","41","0.732","30","54","84","78","35","6","38","60","270",1999
"302","Will Perdue","C","33","SAS","37","1","445","38","60","0.633","0","0","0","38","60","0.633","0.633","14","26","0.538","33","105","138","18","9","10","22","63","90",1999
"303","Sam Perkins","PF","37","IND","48","0","789","80","200","0.4","35","90","0.389","45","110","0.409","0.488","43","60","0.717","36","102","138","25","15","14","22","74","238",1999
"304","Elliot Perry","PG","29","TOT","35","0","290","39","103","0.379","10","24","0.417","29","79","0.367","0.427","10","14","0.714","7","27","34","47","20","0","34","25","98",1999
"305","Chuck Person","SF","34","CHH","50","21","990","112","289","0.388","55","157","0.35","57","132","0.432","0.483","24","32","0.75","17","115","132","60","20","8","41","90","303",1999
"306","Wesley Person","SG","27","CLE","45","42","1342","198","437","0.453","75","200","0.375","123","237","0.519","0.539","32","53","0.604","19","123","142","80","37","16","41","52","503",1999
"307","Bobby Phills","SG","29","CHH","43","43","1574","215","497","0.433","68","172","0.395","147","325","0.452","0.501","115","168","0.685","39","135","174","149","60","25","92","124","613",1999
"308","Eric Piatkowski","SG","28","LAC","49","38","1242","180","417","0.432","65","165","0.394","115","252","0.456","0.51","88","102","0.863","39","101","140","53","44","6","53","86","513",1999
"309","Paul Pierce","SF","21","BOS","48","47","1632","284","647","0.439","84","204","0.412","200","443","0.451","0.504","139","195","0.713","117","192","309","115","82","50","113","139","791",1999
"310","Scottie Pippen*","SF","33","HOU","50","50","2011","261","604","0.432","72","212","0.34","189","392","0.482","0.492","132","183","0.721","63","260","323","293","98","37","159","118","726",1999
"311","Scot Pollard","C","23","SAC","16","5","259","33","61","0.541","0","0","0","33","61","0.541","0.541","16","23","0.696","38","44","82","4","8","18","5","41","82",1999
"312","Olden Polynice","C","34","SEA","48","47","1481","169","358","0.472","1","1","1","168","357","0.471","0.473","29","94","0.309","184","241","425","43","20","30","49","150","368",1999
"313","Mark Pope","SF","26","IND","4","0","26","1","7","0.143","0","4","0","1","3","0.333","0.143","0","1","0","2","2","4","0","0","0","1","6","2",1999
"314","Terry Porter","PG","35","MIA","50","1","1365","172","370","0.465","58","141","0.411","114","229","0.498","0.543","123","148","0.831","13","127","140","146","48","11","74","97","525",1999
"315","Vitaly Potapenko","C","23","TOT","50","44","1394","204","412","0.495","0","1","0","204","411","0.496","0.495","91","155","0.587","114","218","332","75","35","36","100","169","499",1999
"316","Brent Price","PG","30","HOU","40","6","806","100","207","0.483","46","112","0.411","54","95","0.568","0.594","46","61","0.754","18","60","78","113","33","1","65","90","292",1999
"317","Theo Ratliff","PF","25","PHI","50","50","1627","197","419","0.47","0","0","0","197","419","0.47","0.47","166","229","0.725","139","268","407","30","45","149","92","180","560",1999
"318","Eldridge Recasner","PG","31","CHH","44","2","708","82","184","0.446","24","60","0.4","58","124","0.468","0.511","34","39","0.872","20","57","77","91","17","1","58","66","222",1999
"319","Bryant Reeves","C","25","VAN","25","14","702","102","251","0.406","0","1","0","102","250","0.408","0.406","67","116","0.578","50","88","138","37","13","8","47","103","271",1999
"320","Khalid Reeves","PG","26","DET","11","0","112","8","21","0.381","1","3","0.333","7","18","0.389","0.405","8","14","0.571","3","4","7","11","4","0","7","13","25",1999
"321","Don Reid","PF","25","DET","47","30","935","97","174","0.557","0","0","0","97","174","0.557","0.557","48","79","0.608","66","104","170","33","27","43","36","156","242",1999
"322","J.R. Reid","PF","30","TOT","41","26","1029","132","277","0.477","0","1","0","132","276","0.478","0.477","105","137","0.766","45","167","212","48","37","10","51","135","369",1999
"323","Shawn Respert","SG","26","PHO","12","1","99","13","36","0.361","4","13","0.308","9","23","0.391","0.417","7","10","0.7","2","11","13","8","5","0","5","10","37",1999
"324","Rodrick Rhodes","SG-SF","25","TOT","13","1","156","13","52","0.25","1","7","0.143","12","45","0.267","0.26","16","25","0.64","9","8","17","11","5","2","20","21","43",1999
"325","Glen Rice","SF","31","LAL","27","25","985","171","396","0.432","53","135","0.393","118","261","0.452","0.499","77","90","0.856","9","90","99","71","17","6","45","67","472",1999
"326","Pooh Richardson","PG","32","LAC","11","0","130","12","36","0.333","0","6","0","12","30","0.4","0.333","4","4","1","1","12","13","30","4","0","9","5","28",1999
"327","Mitch Richmond*","SG","33","WAS","50","50","1912","331","803","0.412","70","221","0.317","261","582","0.448","0.456","251","293","0.857","30","142","172","122","64","10","136","121","983",1999
"328","Isaiah Rider","SG","27","POR","47","41","1385","249","605","0.412","42","111","0.378","207","494","0.419","0.446","111","147","0.755","59","137","196","104","25","9","95","100","651",1999
"329","Eric Riley","C","28","BOS","35","11","337","28","54","0.519","0","0","0","28","54","0.519","0.519","22","31","0.71","36","63","99","13","9","26","26","73","78",1999
"330","Stanley Roberts","C","28","HOU","6","0","33","5","13","0.385","0","0","0","5","13","0.385","0.385","4","8","0.5","4","7","11","0","0","1","4","2","14",1999
"331","Clifford Robinson","SF","32","PHO","50","35","1740","299","629","0.475","58","139","0.417","241","490","0.492","0.521","163","234","0.697","69","158","227","128","75","59","88","153","819",1999
"332","David Robinson*","C","33","SAS","49","49","1554","268","527","0.509","0","1","0","268","526","0.51","0.509","239","363","0.658","148","344","492","103","69","119","108","143","775",1999
"333","Glenn Robinson","SF","26","MIL","47","47","1579","347","756","0.459","31","79","0.392","316","677","0.467","0.479","140","161","0.87","73","203","276","100","46","41","106","114","865",1999
"334","James Robinson","PG","28","TOT","31","0","506","67","185","0.362","21","74","0.284","46","111","0.414","0.419","28","41","0.683","18","44","62","56","22","8","44","60","183",1999
"335","Dennis Rodman*","PF","37","LAL","23","11","657","16","46","0.348","0","2","0","16","44","0.364","0.348","17","39","0.436","62","196","258","30","10","12","31","71","49",1999
