"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr"
"41","Gene Guarilia","SF","25","BOS","11","0","83","11","38","0.289","0","0","0","11","38","0.289","0.289","4","11","0.364","0","0","14","2","0","0","0","5","26",1963
"42","Richie Guerin*","SG","30","NYK","79","0","2712","596","1380","0.432","0","0","0","596","1380","0.432","0.432","509","600","0.848","0","0","331","348","0","0","0","228","1701",1963
"43","Dave Gunther","F","25","SFW","1","0","5","1","2","0.5","0","0","0","1","2","0.5","0.5","0","0","0","0","0","3","3","0","0","0","1","2",1963
"44","Cliff Hagan*","SF","31","STL","79","0","1716","491","1055","0.465","0","0","0","491","1055","0.465","0.465","244","305","0.8","0","0","341","193","0","0","0","211","1226",1963
"45","Charlie Hardnett","PF","24","CHZ","78","0","1657","301","683","0.441","0","0","0","301","683","0.441","0.441","225","349","0.645","0","0","602","74","0","0","0","225","827",1963
"46","John Havlicek*","SF","22","BOS","80","0","2200","483","1085","0.445","0","0","0","483","1085","0.445","0.445","174","239","0.728","0","0","534","179","0","0","0","189","1140",1963
"47","Tom Hawkins","SF","26","CIN","79","0","1721","299","635","0.471","0","0","0","299","635","0.471","0.471","147","241","0.61","0","0","543","100","0","0","0","197","745",1963
"48","Tom Heinsohn*","PF","28","BOS","76","0","2004","550","1300","0.423","0","0","0","550","1300","0.423","0.423","340","407","0.835","0","0","569","95","0","0","0","270","1440",1963
"49","Wayne Hightower","PF","23","SFW","66","0","1387","192","548","0.35","0","0","0","192","548","0.35","0.35","105","157","0.669","0","0","354","51","0","0","0","181","489",1963
"50","Paul Hogue","C","22","NYK","50","0","1340","152","419","0.363","0","0","0","152","419","0.363","0.363","79","174","0.454","0","0","430","42","0","0","0","220","383",1963
"51","Ron Horn","SF","24","LAL","28","0","289","27","82","0.329","0","0","0","27","82","0.329","0.329","20","29","0.69","0","0","71","10","0","0","0","46","74",1963
"52","Bailey Howell*","SF","26","DET","79","0","2971","637","1235","0.516","0","0","0","637","1235","0.516","0.516","519","650","0.798","0","0","910","232","0","0","0","300","1793",1963
"53","Hot Rod Hundley","SG","28","LAL","65","0","785","88","262","0.336","0","0","0","88","262","0.336","0.336","84","119","0.706","0","0","106","151","0","0","0","81","260",1963
"54","Darrall Imhoff","C","24","DET","45","0","458","48","153","0.314","0","0","0","48","153","0.314","0.314","24","50","0.48","0","0","155","28","0","0","0","66","120",1963
"55","Howie Jolliff","PF","24","LAL","28","0","293","15","55","0.273","0","0","0","15","55","0.273","0.273","6","9","0.667","0","0","62","20","0","0","0","49","36",1963
"56","K.C. Jones*","PG","30","BOS","79","0","1945","230","591","0.389","0","0","0","230","591","0.389","0.389","112","177","0.633","0","0","263","317","0","0","0","221","572",1963
"57","Sam Jones*","SG","29","BOS","76","0","2323","621","1305","0.476","0","0","0","621","1305","0.476","0.476","257","324","0.793","0","0","396","241","0","0","0","162","1499",1963
"58","Willie Jones","PG","26","DET","79","0","1470","305","730","0.418","0","0","0","305","730","0.418","0.418","118","164","0.72","0","0","233","188","0","0","0","207","728",1963
"59","Phil Jordon","C","29","STL","73","0","1420","211","527","0.4","0","0","0","211","527","0.4","0.4","56","101","0.554","0","0","319","103","0","0","0","172","478",1963
"60","Red Kerr","C","30","SYR","80","0","2561","507","1069","0.474","0","0","0","507","1069","0.474","0.474","241","320","0.753","0","0","1039","214","0","0","0","208","1255",1963
"61","Maurice King","PG","27","CHZ","37","0","954","94","241","0.39","0","0","0","94","241","0.39","0.39","28","34","0.824","0","0","102","142","0","0","0","87","216",1963
"62","Jim Krebs","C","27","LAL","79","0","1913","272","627","0.434","0","0","0","272","627","0.434","0.434","115","154","0.747","0","0","502","87","0","0","0","256","659",1963
"63","Fred LaCour","G-F","24","SFW","16","0","171","28","73","0.384","0","0","0","28","73","0.384","0.384","9","16","0.563","0","0","24","19","0","0","0","27","65",1963
"64","Rudy LaRusso","PF","25","LAL","75","0","2505","321","761","0.422","0","0","0","321","761","0.422","0.422","282","393","0.718","0","0","747","187","0","0","0","255","924",1963
"65","George Lee","SG","26","SFW","64","0","1192","149","394","0.378","0","0","0","149","394","0.378","0.378","152","193","0.788","0","0","217","64","0","0","0","113","450",1963
"66","Slick Leonard*","PG","30","CHZ","32","0","879","84","245","0.343","0","0","0","84","245","0.343","0.343","59","85","0.694","0","0","68","143","0","0","0","84","227",1963
"67","Jim Loscutoff","SF","32","BOS","63","0","607","94","251","0.375","0","0","0","94","251","0.375","0.375","22","42","0.524","0","0","157","25","0","0","0","126","210",1963
"68","Kevin Loughery","SG","22","DET","57","0","845","146","397","0.368","0","0","0","146","397","0.368","0.368","71","100","0.71","0","0","109","104","0","0","0","135","363",1963
"69","Clyde Lovellette*","C","33","BOS","61","0","568","161","376","0.428","0","0","0","161","376","0.428","0.428","73","98","0.745","0","0","177","27","0","0","0","137","395",1963
"70","Ted Luckenbill","PF","23","SFW","20","0","201","26","68","0.382","0","0","0","26","68","0.382","0.382","9","20","0.45","0","0","56","8","0","0","0","34","61",1963
"71","Nick Mantis","SG","27","TOT","42","0","684","94","244","0.385","0","0","0","94","244","0.385","0.385","27","49","0.551","0","0","85","83","0","0","0","94","215",1963
"72","Bill McGill","C","23","CHZ","60","0","590","181","353","0.513","0","0","0","181","353","0.513","0.513","80","119","0.672","0","0","161","38","0","0","0","118","442",1963
"73","Porter Meriwether","PG","22","SYR","31","0","268","48","122","0.393","0","0","0","48","122","0.393","0.393","23","33","0.697","0","0","29","43","0","0","0","19","119",1963
"74","Tom Meschery","PF","24","SFW","64","0","2245","397","935","0.425","0","0","0","397","935","0.425","0.425","228","313","0.728","0","0","624","104","0","0","0","249","1022",1963
"75","Howie Montgomery","SF","22","SFW","20","0","364","65","153","0.425","0","0","0","65","153","0.425","0.425","14","23","0.609","0","0","69","21","0","0","0","35","144",1963
"76","Jackie Moreland","PF","24","DET","78","0","1516","271","622","0.436","0","0","0","271","622","0.436","0.436","145","214","0.678","0","0","449","114","0","0","0","226","687",1963
"77","Willie Naulls","SF","28","TOT","70","0","1901","370","887","0.417","0","0","0","370","887","0.417","0.417","166","207","0.802","0","0","515","102","0","0","0","205","906",1963
"78","Don Nelson*","SF","22","CHZ","62","0","1071","129","293","0.44","0","0","0","129","293","0.44","0.44","161","221","0.729","0","0","279","72","0","0","0","136","419",1963
"79","Paul Neumann","PG","25","SYR","80","0","1581","237","503","0.471","0","0","0","237","503","0.471","0.471","181","222","0.815","0","0","200","227","0","0","0","221","655",1963
"80","Bevo Nordmann","C","23","TOT","53","0","1000","156","319","0.489","0","0","0","156","319","0.489","0.489","59","122","0.484","0","0","316","47","0","0","0","156","371",1963
"81","Mel Nowell","SG","23","CHZ","39","0","589","92","237","0.388","0","0","0","92","237","0.388","0.388","48","66","0.727","0","0","67","84","0","0","0","86","232",1963
"82","Don Ohl","SG","26","DET","80","0","2961","636","1450","0.439","0","0","0","636","1450","0.439","0.439","275","380","0.724","0","0","239","325","0","0","0","234","1547",1963
"83","Bud Olsen","PF","22","CIN","52","0","373","43","133","0.323","0","0","0","43","133","0.323","0.323","27","39","0.692","0","0","105","42","0","0","0","78","113",1963
"84","Bob Pettit*","PF","30","STL","79","0","3090","778","1746","0.446","0","0","0","778","1746","0.446","0.446","685","885","0.774","0","0","1191","245","0","0","0","282","2241",1963
"85","Gary Phillips","SG","23","SFW","75","0","1801","256","643","0.398","0","0","0","256","643","0.398","0.398","97","152","0.638","0","0","225","137","0","0","0","185","609",1963
"86","Dave Piontek","SF","28","CIN","48","0","457","60","158","0.38","0","0","0","60","158","0.38","0.38","10","16","0.625","0","0","96","26","0","0","0","67","130",1963
"87","Frank Ramsey*","SG","31","BOS","77","0","1541","284","743","0.382","0","0","0","284","743","0.382","0.382","271","332","0.816","0","0","288","95","0","0","0","259","839",1963
"88","Hub Reed","C","26","CIN","80","0","1299","199","427","0.466","0","0","0","199","427","0.466","0.466","74","98","0.755","0","0","398","83","0","0","0","261","472",1963
"89","Joe Roberts","PF","26","SYR","33","0","466","73","196","0.372","0","0","0","73","196","0.372","0.372","35","51","0.686","0","0","155","16","0","0","0","66","181",1963
"90","Oscar Robertson*","PG","24","CIN","80","0","3521","825","1593","0.518","0","0","0","825","1593","0.518","0.518","614","758","0.81","0","0","835","758","0","0","0","293","2264",1963
"91","Guy Rodgers*","PG","27","SFW","79","0","3249","445","1150","0.387","0","0","0","445","1150","0.387","0.387","208","286","0.727","0","0","394","825","0","0","0","296","1098",1963
"92","John Rudometkin","SF","22","NYK","56","0","572","108","307","0.352","0","0","0","108","307","0.352","0.352","73","95","0.768","0","0","149","30","0","0","0","58","289",1963
"93","Bill Russell*","C","28","BOS","78","0","3500","511","1182","0.432","0","0","0","511","1182","0.432","0.432","287","517","0.555","0","0","1843","348","0","0","0","189","1309",1963
"94","Tom Sanders*","SF","24","BOS","80","0","2148","339","744","0.456","0","0","0","339","744","0.456","0.456","186","252","0.738","0","0","576","95","0","0","0","262","864",1963
"95","Woody Sauldsberry","PF","28","TOT","77","0","2034","366","966","0.379","0","0","0","366","966","0.379","0.379","107","163","0.656","0","0","447","78","0","0","0","230","839",1963
"96","Dolph Schayes*","PF","34","SYR","66","0","1438","223","575","0.388","0","0","0","223","575","0.388","0.388","181","206","0.879","0","0","375","175","0","0","0","177","627",1963
"97","Ray Scott","PF","24","DET","76","0","2538","460","1110","0.414","0","0","0","460","1110","0.414","0.414","308","457","0.674","0","0","772","191","0","0","0","263","1228",1963
"98","Kenny Sears","SF","29","TOT","77","0","1141","161","304","0.53","0","0","0","161","304","0.53","0.53","131","168","0.78","0","0","206","95","0","0","0","128","453",1963
"99","Frank Selvy","SG","30","LAL","80","0","2369","317","747","0.424","0","0","0","317","747","0.424","0.424","192","269","0.714","0","0","289","281","0","0","0","149","826",1963
"100","Lee Shaffer","SF","23","SYR","80","0","2392","597","1393","0.429","0","0","0","597","1393","0.429","0.429","294","375","0.784","0","0","524","97","0","0","0","249","1488",1963
"101","Gene Shue","PG","31","NYK","78","0","2288","354","894","0.396","0","0","0","354","894","0.396","0.396","208","302","0.689","0","0","191","259","0","0","0","171","916",1963
"102","Jeff Slade","F","21","CHZ","3","0","20","2","5","0.4","0","0","0","2","5","0.4","0.4","0","1","0","0","0","7","0","0","0","0","3","4",1963
"103","Adrian Smith","SG","26","CIN","79","0","1522","241","544","0.443","0","0","0","241","544","0.443","0.443","223","275","0.811","0","0","174","141","0","0","0","157","705",1963
"104","Larry Staverman","PF","26","CHZ","33","0","602","94","194","0.485","0","0","0","94","194","0.485","0.485","49","62","0.79","0","0","158","43","0","0","0","94","237",1963
"105","Tom Stith","SF","24","NYK","25","0","209","37","110","0.336","0","0","0","37","110","0.336","0.336","3","10","0.3","0","0","39","18","0","0","0","23","77",1963
"106","Dan Swartz","SF","28","BOS","39","0","335","57","150","0.38","0","0","0","57","150","0.38","0.38","61","72","0.847","0","0","88","21","0","0","0","92","175",1963
"107","Dan Tieman","PG","22","CIN","29","0","176","15","57","0.263","0","0","0","15","57","0.263","0.263","4","10","0.4","0","0","22","27","0","0","0","18","34",1963
"108","Gene Tormohlen","C","25","STL","7","0","47","5","10","0.5","0","0","0","5","10","0.5","0.5","2","10","0.2","0","0","15","5","0","0","0","11","12",1963
"109","Jack Twyman*","SF","28","CIN","80","0","2623","641","1335","0.48","0","0","0","641","1335","0.48","0.48","304","375","0.811","0","0","598","214","0","0","0","286","1586",1963
"110","Chico Vaughn","SG","22","STL","77","0","1845","295","708","0.417","0","0","0","295","708","0.417","0.417","188","261","0.72","0","0","258","252","0","0","0","201","778",1963
"111","Chet Walker*","SF","22","SYR","78","0","1992","352","751","0.469","0","0","0","352","751","0.469","0.469","253","362","0.699","0","0","561","83","0","0","0","220","957",1963
"112","Ben Warley","PF","26","SYR","26","0","206","50","111","0.45","0","0","0","50","111","0.45","0.45","25","35","0.714","0","0","86","4","0","0","0","42","125",1963
"113","Ralph Wells","G","22","CHZ","3","0","48","1","7","0.143","0","0","0","1","7","0.143","0.143","0","7","0","0","0","6","7","0","0","0","6","2",1963
"114","Jerry West*","PG","24","LAL","55","0","2163","559","1213","0.461","0","0","0","559","1213","0.461","0.461","371","477","0.778","0","0","384","307","0","0","0","150","1489",1963
"115","Hubie White","SG","23","SFW","29","0","271","40","111","0.36","0","0","0","40","111","0.36","0.36","12","18","0.667","0","0","35","28","0","0","0","47","92",1963
"116","Gene Wiley","C","25","LAL","75","0","1488","109","236","0.462","0","0","0","109","236","0.462","0.462","23","68","0.338","0","0","504","40","0","0","0","180","241",1963
"117","Lenny Wilkens*","PG","25","STL","75","0","2569","333","834","0.399","0","0","0","333","834","0.399","0.399","222","319","0.696","0","0","403","381","0","0","0","256","888",1963
