"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr"
"1","Kareem Abdul-Jabbar*","C","31","LAL","80","0","3157","777","1347","0.577","0","0","0","777","1347","0.577","0.577","349","474","0.736","207","818","1025","431","76","316","282","230","1903",1979
"2","Tom Abernethy","PF","24","GSW","70","0","1219","176","342","0.515","0","0","0","176","342","0.515","0.515","70","94","0.745","74","142","216","79","39","13","32","133","422",1979
"3","Alvan Adams","C","24","PHO","77","0","2364","569","1073","0.53","0","0","0","569","1073","0.53","0.53","231","289","0.799","220","485","705","360","110","63","279","246","1369",1979
"4","Lucius Allen","PG","31","KCK","31","0","413","69","174","0.397","0","0","0","69","174","0.397","0.397","19","33","0.576","14","32","46","44","21","6","30","52","157",1979
"5","Kim Anderson","SF","23","POR","21","0","224","24","77","0.312","0","0","0","24","77","0.312","0.312","15","28","0.536","17","28","45","15","4","5","22","42","63",1979
"6","Tiny Archibald*","PG","30","BOS","69","0","1662","259","573","0.452","0","0","0","259","573","0.452","0.452","242","307","0.788","25","78","103","324","55","6","197","132","760",1979
"7","Tate Armstrong","SG","23","CHI","26","0","259","28","70","0.4","0","0","0","28","70","0.4","0.4","10","13","0.769","7","13","20","31","10","0","21","22","66",1979
"8","Dennis Awtrey","C","30","TOT","63","0","746","44","107","0.411","0","0","0","44","107","0.411","0.411","41","56","0.732","42","109","151","69","16","13","52","106","129",1979
"9","Gus Bailey","SG","27","NOJ","2","0","9","2","7","0.286","0","0","0","2","7","0.286","0.286","0","0","0","2","0","2","2","0","0","1","1","4",1979
"10","Greg Ballard","SF","24","WSB","82","0","1552","260","559","0.465","0","0","0","260","559","0.465","0.465","119","172","0.692","143","307","450","116","58","30","97","167","639",1979
"11","Mike Bantom","PF","27","IND","81","0","2528","482","1036","0.465","0","0","0","482","1036","0.465","0.465","227","338","0.672","225","425","650","223","99","62","193","316","1191",1979
"12","Tom Barker","C","23","TOT","39","0","476","68","156","0.436","0","0","0","68","156","0.436","0.436","27","37","0.73","45","74","119","15","10","11","34","76","163",1979
"13","Marvin Barnes","PF","26","BOS","38","0","796","133","271","0.491","0","0","0","133","271","0.491","0.491","43","66","0.652","57","120","177","53","38","39","68","144","309",1979
"14","Rick Barry*","SF","34","HOU","80","0","2566","461","1000","0.461","0","0","0","461","1000","0.461","0.461","160","169","0.947","40","237","277","502","95","38","198","195","1082",1979
"15","Tim Bassett","PF","27","NJN","82","0","1508","116","313","0.371","0","0","0","116","313","0.371","0.371","89","131","0.679","174","244","418","99","44","29","103","219","321",1979
"16","Butch Beard","PG","31","NYK","7","0","85","11","26","0.423","0","0","0","11","26","0.423","0.423","0","0","0","1","9","10","19","7","0","10","13","22",1979
"17","Ron Behagen","PF","28","TOT","15","0","165","28","62","0.452","0","0","0","28","62","0.452","0.452","10","13","0.769","13","29","42","7","4","1","11","36","66",1979
"18","Kent Benson","C","24","MIL","82","0","2132","413","798","0.518","0","0","0","413","798","0.518","0.518","180","245","0.735","187","397","584","204","89","81","156","280","1006",1979
"19","Del Beshore","PG","22","MIL","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1979
"20","Henry Bibby","PG","29","PHI","82","0","2538","368","869","0.423","0","0","0","368","869","0.423","0.423","266","335","0.794","72","172","244","371","72","7","197","199","1002",1979
"21","Bob Bigelow","SF","25","SDC","29","0","413","36","90","0.4","0","0","0","36","90","0.4","0.4","13","21","0.619","15","31","46","25","12","2","18","37","85",1979
"22","Otis Birdsong","SG","23","KCK","82","0","2839","741","1456","0.509","0","0","0","741","1456","0.509","0.509","296","408","0.725","176","178","354","281","125","17","200","255","1778",1979
"23","Ron Boone","SG","32","LAL","82","0","1583","259","569","0.455","0","0","0","259","569","0.455","0.455","90","104","0.865","53","92","145","154","66","11","147","171","608",1979
"24","Tom Boswell","PF","25","DEN","79","0","2201","321","603","0.532","0","0","0","321","603","0.532","0.532","198","284","0.697","248","290","538","242","50","51","185","263","840",1979
"25","Dennis Boyd","PG","24","DET","5","0","40","3","12","0.25","0","0","0","3","12","0.25","0.25","0","0","0","0","2","2","7","0","0","6","5","6",1979
"26","Winford Boynes","SG","21","NJN","69","0","1176","256","595","0.43","0","0","0","256","595","0.43","0.43","133","169","0.787","60","95","155","75","43","7","119","117","645",1979
"27","Alonzo Bradley","SF","25","HOU","34","0","245","37","88","0.42","0","0","0","37","88","0.42","0.42","22","33","0.667","13","33","46","17","5","1","17","33","96",1979
"28","Mike Bratz","PG","23","PHO","77","0","1297","242","533","0.454","0","0","0","242","533","0.454","0.454","139","170","0.818","55","86","141","179","64","7","135","151","623",1979
"29","Jim Brewer","PF","27","TOT","80","0","1611","141","319","0.442","0","0","0","141","319","0.442","0.442","26","63","0.413","159","316","475","87","61","66","97","174","308",1979
