"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr"
"41","Billy Cunningham*","SF","27","PHI","81","0","3090","702","1519","0.462","0","0","0","702","1519","0.462","0.462","455","620","0.734","0","0","946","395","0","0","0","328","1859",1971
"42","Dick Cunningham","C","24","MIL","76","0","675","81","195","0.415","0","0","0","81","195","0.415","0.415","39","59","0.661","0","0","257","43","0","0","0","90","201",1971
"43","Bob Dandridge","SF","23","MIL","79","0","2862","594","1167","0.509","0","0","0","594","1167","0.509","0.509","264","376","0.702","0","0","632","277","0","0","0","287","1452",1971
"44","Jim Davis","C","29","ATL","82","0","1864","241","503","0.479","0","0","0","241","503","0.479","0.479","195","288","0.677","0","0","546","108","0","0","0","253","677",1971
"45","Mike Davis","SG","24","BUF","73","0","1617","317","774","0.41","0","0","0","317","774","0.41","0.41","199","262","0.76","0","0","187","153","0","0","0","220","833",1971
"46","Dave DeBusschere*","PF","30","NYK","81","0","2891","523","1243","0.421","0","0","0","523","1243","0.421","0.421","217","312","0.696","0","0","901","220","0","0","0","237","1263",1971
"47","Connie Dierking","C","34","TOT","54","0","737","125","322","0.388","0","0","0","125","322","0.388","0.388","61","89","0.685","0","0","234","60","0","0","0","114","311",1971
"48","Bill Dinwiddie","PF","27","BOS","61","0","717","123","328","0.375","0","0","0","123","328","0.375","0.375","54","74","0.73","0","0","209","34","0","0","0","90","300",1971
"49","Terry Dischinger","SF","30","DET","65","0","1855","304","568","0.535","0","0","0","304","568","0.535","0.535","161","211","0.763","0","0","339","113","0","0","0","189","769",1971
"50","Terry Driscoll","PF","23","DET","69","0","1255","132","318","0.415","0","0","0","132","318","0.415","0.415","108","154","0.701","0","0","402","54","0","0","0","212","372",1971
"51","Johnny Egan","PG","32","TOT","62","0","824","67","178","0.376","0","0","0","67","178","0.376","0.376","42","51","0.824","0","0","63","112","0","0","0","71","176",1971
"52","Joe Ellis","SF","26","SFW","80","0","2275","356","898","0.396","0","0","0","356","898","0.396","0.396","151","203","0.744","0","0","511","161","0","0","0","287","863",1971
"53","Leroy Ellis","C","30","POR","74","0","2581","485","1095","0.443","0","0","0","485","1095","0.443","0.443","209","261","0.801","0","0","907","235","0","0","0","258","1179",1971
"54","Claude English","F","24","POR","18","0","70","11","42","0.262","0","0","0","11","42","0.262","0.262","5","7","0.714","0","0","20","6","0","0","0","15","27",1971
"55","Keith Erickson","SF","26","LAL","73","0","2272","369","783","0.471","0","0","0","369","783","0.471","0.471","85","112","0.759","0","0","404","223","0","0","0","241","823",1971
"56","Greg Fillmore","C","23","NYK","39","0","271","45","102","0.441","0","0","0","45","102","0.441","0.441","13","27","0.481","0","0","93","17","0","0","0","80","103",1971
"57","Hank Finkel","C","28","BOS","80","0","1234","214","489","0.438","0","0","0","214","489","0.438","0.438","93","127","0.732","0","0","343","79","0","0","0","196","521",1971
"58","Levi Fontaine","SG","22","SFW","35","0","210","53","145","0.366","0","0","0","53","145","0.366","0.366","28","37","0.757","0","0","15","22","0","0","0","27","134",1971
"59","Jake Ford","G","24","SEA","5","0","68","9","25","0.36","0","0","0","9","25","0.36","0.36","16","22","0.727","0","0","9","9","0","0","0","11","34",1971
"60","Fred Foster","SF","24","TOT","67","0","909","148","368","0.402","0","0","0","148","368","0.402","0.402","73","106","0.689","0","0","151","61","0","0","0","115","369",1971
"61","Jim Fox","C","27","CHI","82","0","1628","280","611","0.458","0","0","0","280","611","0.458","0.458","239","321","0.745","0","0","598","196","0","0","0","213","799",1971
"62","Walt Frazier*","PG","25","NYK","80","0","3455","651","1317","0.494","0","0","0","651","1317","0.494","0.494","434","557","0.779","0","0","544","536","0","0","0","240","1736",1971
"63","Gary Freeman","SF","22","TOT","52","0","382","69","134","0.515","0","0","0","69","134","0.515","0.515","29","40","0.725","0","0","106","35","0","0","0","67","167",1971
"64","Dick Garrett","PG","24","BUF","75","0","2375","373","902","0.414","0","0","0","373","902","0.414","0.414","218","251","0.869","0","0","295","264","0","0","0","290","964",1971
"65","Herm Gilliam","SG","24","BUF","80","0","2082","378","896","0.422","0","0","0","378","896","0.422","0.422","142","189","0.751","0","0","334","291","0","0","0","246","898",1971
"66","Walt Gilmore","PF","23","POR","27","0","261","23","54","0.426","0","0","0","23","54","0.426","0.426","12","26","0.462","0","0","73","12","0","0","0","49","58",1971
"67","Gail Goodrich*","SG","27","LAL","79","0","2808","558","1174","0.475","0","0","0","558","1174","0.475","0.475","264","343","0.77","0","0","260","380","0","0","0","258","1380",1971
"68","Bob Greacen","SF","23","MIL","2","0","43","1","12","0.083","0","0","0","1","12","0.083","0.083","3","7","0.429","0","0","6","13","0","0","0","7","5",1971
"69","Johnny Green","PF","37","CIN","75","0","2147","502","855","0.587","0","0","0","502","855","0.587","0.587","248","402","0.617","0","0","656","89","0","0","0","233","1252",1971
"70","Lamar Green","PF","23","PHO","68","0","1326","167","369","0.453","0","0","0","167","369","0.453","0.453","64","106","0.604","0","0","466","53","0","0","0","202","398",1971
"71","Hal Greer*","SG","34","PHI","81","0","3060","591","1371","0.431","0","0","0","591","1371","0.431","0.431","326","405","0.805","0","0","364","369","0","0","0","289","1508",1971
"72","Gary Gregor","PF","25","POR","44","0","1153","181","421","0.43","0","0","0","181","421","0.43","0.43","59","89","0.663","0","0","334","81","0","0","0","120","421",1971
"73","Matt Guokas","SG","26","TOT","79","0","2213","206","418","0.493","0","0","0","206","418","0.493","0.493","101","138","0.732","0","0","158","342","0","0","0","189","513",1971
"74","Happy Hairston","PF","28","LAL","80","0","2921","574","1233","0.466","0","0","0","574","1233","0.466","0.466","337","431","0.782","0","0","797","168","0","0","0","256","1485",1971
"75","Shaler Halimon","SF-SG","25","TOT","81","0","1652","301","783","0.384","0","0","0","301","783","0.384","0.384","107","162","0.66","0","0","417","215","0","0","0","183","709",1971
"76","Art Harris","PG","24","PHO","56","0","952","199","484","0.411","0","0","0","199","484","0.411","0.411","69","113","0.611","0","0","100","132","0","0","0","137","467",1971
"77","Clem Haskins","PG","27","PHO","82","0","2764","562","1277","0.44","0","0","0","562","1277","0.44","0.44","338","431","0.784","0","0","324","383","0","0","0","207","1462",1971
"78","John Havlicek*","SF","30","BOS","81","0","3678","892","1982","0.45","0","0","0","892","1982","0.45","0.45","554","677","0.818","0","0","730","607","0","0","0","200","2338",1971
"79","Connie Hawkins*","SF","28","PHO","71","0","2662","512","1181","0.434","0","0","0","512","1181","0.434","0.434","457","560","0.816","0","0","643","322","0","0","0","197","1481",1971
"80","Elvin Hayes*","C","25","SDR","82","0","3633","948","2215","0.428","0","0","0","948","2215","0.428","0.428","454","676","0.672","0","0","1362","186","0","0","0","225","2350",1971
"81","Spencer Haywood*","PF","21","SEA","33","0","1162","260","579","0.449","0","0","0","260","579","0.449","0.449","160","218","0.734","0","0","396","48","0","0","0","84","680",1971
"82","Walt Hazzard","PG","28","ATL","82","0","2877","517","1126","0.459","0","0","0","517","1126","0.459","0.459","315","415","0.759","0","0","300","514","0","0","0","276","1349",1971
"83","Gar Heard","PF","22","SEA","65","0","1027","152","399","0.381","0","0","0","152","399","0.381","0.381","82","125","0.656","0","0","328","45","0","0","0","126","386",1971
"84","Al Henry","C","21","PHI","6","0","26","1","6","0.167","0","0","0","1","6","0.167","0.167","5","7","0.714","0","0","11","0","0","0","0","1","7",1971
"85","Fred Hetzel","SF","28","LAL","59","0","613","111","256","0.434","0","0","0","111","256","0.434","0.434","60","77","0.779","0","0","149","37","0","0","0","99","282",1971
"86","Bill Hewitt","PF","26","DET","62","0","1725","203","435","0.467","0","0","0","203","435","0.467","0.467","69","120","0.575","0","0","454","124","0","0","0","189","475",1971
"87","A.W. Holt","SF","24","CHI","6","0","14","1","8","0.125","0","0","0","1","8","0.125","0.125","2","3","0.667","0","0","4","0","0","0","0","1","4",1971
"88","Bill Hosket","PF","24","BUF","13","0","217","47","90","0.522","0","0","0","47","90","0.522","0.522","11","17","0.647","0","0","75","20","0","0","0","27","105",1971
"89","Greg Howard","PF","23","PHO","44","0","426","68","173","0.393","0","0","0","68","173","0.393","0.393","37","58","0.638","0","0","119","26","0","0","0","67","173",1971
"90","Bailey Howell*","PF","34","PHI","82","0","1589","324","686","0.472","0","0","0","324","686","0.472","0.472","230","315","0.73","0","0","441","115","0","0","0","234","878",1971
"91","Lou Hudson","SF","26","ATL","76","0","3113","829","1713","0.484","0","0","0","829","1713","0.484","0.484","381","502","0.759","0","0","386","257","0","0","0","186","2039",1971
"92","John Hummer","C","22","BUF","81","0","2637","339","764","0.444","0","0","0","339","764","0.444","0.444","235","405","0.58","0","0","717","163","0","0","0","284","913",1971
"93","Greg Hyder","SF","22","CIN","77","0","1359","183","409","0.447","0","0","0","183","409","0.447","0.447","51","71","0.718","0","0","332","48","0","0","0","187","417",1971
"94","Darrall Imhoff","C","32","CIN","34","0","826","119","258","0.461","0","0","0","119","258","0.461","0.461","37","73","0.507","0","0","233","79","0","0","0","120","275",1971
"95","Luke Jackson","C","29","PHI","79","0","1774","199","529","0.376","0","0","0","199","529","0.376","0.376","131","189","0.693","0","0","568","148","0","0","0","211","529",1971
"96","Phil Jackson*","PF","25","NYK","71","0","771","118","263","0.449","0","0","0","118","263","0.449","0.449","95","133","0.714","0","0","238","31","0","0","0","169","331",1971
"97","George Johnson","C","23","BAL","24","0","337","41","100","0.41","0","0","0","41","100","0.41","0.41","11","30","0.367","0","0","114","10","0","0","0","63","93",1971
"98","Gus Johnson*","PF","32","BAL","66","0","2538","494","1090","0.453","0","0","0","494","1090","0.453","0.453","214","290","0.738","0","0","1128","192","0","0","0","227","1202",1971
"99","John Johnson","SF","23","CLE","67","0","2310","435","1032","0.422","0","0","0","435","1032","0.422","0.422","240","298","0.805","0","0","453","323","0","0","0","251","1110",1971
"100","Rich Johnson","C","24","BOS","1","0","13","4","5","0.8","0","0","0","4","5","0.8","0.8","0","0","0","0","0","5","0","0","0","0","3","8",1971
"101","Nick Jones","SG","25","SFW","81","0","1183","225","523","0.43","0","0","0","225","523","0.43","0.43","111","151","0.735","0","0","110","113","0","0","0","192","561",1971
"102","Wali Jones","SG","28","PHI","41","0","962","168","418","0.402","0","0","0","168","418","0.402","0.402","79","101","0.782","0","0","64","128","0","0","0","110","415",1971
"103","Bob Kauffman","PF","24","BUF","78","0","2778","616","1309","0.471","0","0","0","616","1309","0.471","0.471","359","485","0.74","0","0","837","354","0","0","0","263","1591",1971
"104","Earnie Killum","G","22","LAL","4","0","12","0","4","0","0","0","0","0","4","0","0","1","1","1","0","0","2","0","0","0","0","1","1",1971
"105","Toby Kimball","PF","28","SDR","80","0","1100","111","287","0.387","0","0","0","111","287","0.387","0.387","51","108","0.472","0","0","406","62","0","0","0","128","273",1971
"106","Jim King","PG","29","CHI","55","0","645","100","228","0.439","0","0","0","100","228","0.439","0.439","64","79","0.81","0","0","68","78","0","0","0","55","264",1971
"107","Ron Knight","PF","23","POR","52","0","662","99","230","0.43","0","0","0","99","230","0.43","0.43","19","38","0.5","0","0","167","50","0","0","0","99","217",1971
"108","Don Kojis","SF","32","SEA","79","0","2143","454","1018","0.446","0","0","0","454","1018","0.446","0.446","249","320","0.778","0","0","435","130","0","0","0","220","1157",1971
"109","Howard Komives","PG","29","DET","82","0","1932","275","715","0.385","0","0","0","275","715","0.385","0.385","121","151","0.801","0","0","152","262","0","0","0","184","671",1971
"110","Steve Kuberski","PF","23","BOS","82","0","1867","313","745","0.42","0","0","0","313","745","0.42","0.42","133","183","0.727","0","0","538","78","0","0","0","198","759",1971
"111","Sam Lacey","C","22","CIN","81","0","2648","467","1117","0.418","0","0","0","467","1117","0.418","0.418","156","227","0.687","0","0","913","117","0","0","0","270","1090",1971
"112","Bob Lanier*","C","22","DET","82","0","2017","504","1108","0.455","0","0","0","504","1108","0.455","0.455","273","376","0.726","0","0","665","146","0","0","0","272","1281",1971
"113","Stu Lantz","SG","24","SDR","82","0","3102","585","1305","0.448","0","0","0","585","1305","0.448","0.448","519","644","0.806","0","0","406","344","0","0","0","230","1689",1971
"114","Clyde Lee","C","26","SFW","82","0","1392","194","428","0.453","0","0","0","194","428","0.453","0.453","111","199","0.558","0","0","570","63","0","0","0","137","499",1971
"115","Bobby Lewis","SG","25","CLE","79","0","1852","179","484","0.37","0","0","0","179","484","0.37","0.37","109","152","0.717","0","0","206","244","0","0","0","176","467",1971
"116","Paul Long","SG","26","BUF","30","0","213","57","120","0.475","0","0","0","57","120","0.475","0.475","20","24","0.833","0","0","31","25","0","0","0","23","134",1971
"117","Kevin Loughery","SG","30","BAL","82","0","2260","481","1193","0.403","0","0","0","481","1193","0.403","0.403","275","331","0.831","0","0","219","301","0","0","0","246","1237",1971
"118","Bob Love","PF","28","CHI","81","0","3482","765","1710","0.447","0","0","0","765","1710","0.447","0.447","513","619","0.829","0","0","690","185","0","0","0","259","2043",1971
"119","Jerry Lucas*","PF","30","SFW","80","0","3251","623","1250","0.498","0","0","0","623","1250","0.498","0.498","289","367","0.787","0","0","1265","293","0","0","0","197","1535",1971
"120","Mike Lynn","SF","25","BUF","5","0","25","2","7","0.286","0","0","0","2","7","0.286","0.286","3","3","1","0","0","4","1","0","0","0","9","7",1971
"121","Ed Manning","PF","27","POR","79","0","1558","243","559","0.435","0","0","0","243","559","0.435","0.435","75","93","0.806","0","0","411","111","0","0","0","198","561",1971
"122","Pete Maravich*","SG","23","ATL","81","0","2926","738","1613","0.458","0","0","0","738","1613","0.458","0.458","404","505","0.8","0","0","298","355","0","0","0","238","1880",1971
"123","Jack Marin","SF","26","BAL","82","0","2920","626","1360","0.46","0","0","0","626","1360","0.46","0.46","290","342","0.848","0","0","513","217","0","0","0","261","1542",1971
"124","Harvey Marlatt","SG","22","DET","23","0","214","25","80","0.313","0","0","0","25","80","0.313","0.313","15","18","0.833","0","0","23","30","0","0","0","27","65",1971
"125","Eddie Mast","PF","22","NYK","30","0","164","25","66","0.379","0","0","0","25","66","0.379","0.379","11","20","0.55","0","0","56","4","0","0","0","25","61",1971
"126","Don May","SF","25","BUF","76","0","2666","629","1336","0.471","0","0","0","629","1336","0.471","0.471","277","350","0.791","0","0","567","150","0","0","0","219","1535",1971
"127","Willie McCarter","SG","24","LAL","76","0","1369","247","592","0.417","0","0","0","247","592","0.417","0.417","46","77","0.597","0","0","122","126","0","0","0","152","540",1971
"128","Jon McGlocklin","SG","27","MIL","82","0","2891","574","1073","0.535","0","0","0","574","1073","0.535","0.535","144","167","0.862","0","0","223","305","0","0","0","189","1292",1971
"129","Stan McKenzie","SF","26","POR","82","0","2290","398","902","0.441","0","0","0","398","902","0.441","0.441","331","396","0.836","0","0","309","235","0","0","0","238","1127",1971
"130","McCoy McLemore","SF","28","TOT","86","0","2254","303","787","0.385","0","0","0","303","787","0.385","0.385","204","261","0.782","0","0","568","206","0","0","0","235","810",1971
"131","Jim McMillian","SF","22","LAL","81","0","1747","289","629","0.459","0","0","0","289","629","0.459","0.459","100","130","0.769","0","0","330","133","0","0","0","122","678",1971
"132","Tom Meschery","PF","32","SEA","79","0","1822","285","615","0.463","0","0","0","285","615","0.463","0.463","162","216","0.75","0","0","485","108","0","0","0","202","732",1971
"133","Larry Mikan","SF","22","CLE","53","0","536","62","186","0.333","0","0","0","62","186","0.333","0.333","34","55","0.618","0","0","139","41","0","0","0","56","158",1971
"134","Eddie Miles","SG","30","BAL","63","0","1541","252","591","0.426","0","0","0","252","591","0.426","0.426","118","147","0.803","0","0","167","110","0","0","0","119","622",1971
"135","Steve Mix","SF","23","DET","35","0","731","111","249","0.446","0","0","0","111","249","0.446","0.446","68","89","0.764","0","0","164","34","0","0","0","72","290",1971
"136","Earl Monroe*","PG","26","BAL","81","0","2843","663","1501","0.442","0","0","0","663","1501","0.442","0.442","406","506","0.802","0","0","213","354","0","0","0","220","1732",1971
"137","Otto Moore","C","24","DET","82","0","1926","310","696","0.445","0","0","0","310","696","0.445","0.445","121","219","0.553","0","0","700","88","0","0","0","182","741",1971
"138","Rex Morgan","SG","22","BOS","34","0","266","41","102","0.402","0","0","0","41","102","0.402","0.402","35","54","0.648","0","0","61","22","0","0","0","58","117",1971
"139","Erwin Mueller","PF","26","DET","52","0","1224","126","309","0.408","0","0","0","126","309","0.408","0.408","60","108","0.556","0","0","223","113","0","0","0","99","312",1971
"140","Jeff Mullins","SG","28","SFW","75","0","2909","630","1308","0.482","0","0","0","630","1308","0.482","0.482","302","358","0.844","0","0","341","332","0","0","0","246","1562",1971
"141","Calvin Murphy*","PG","22","SDR","82","0","2020","471","1029","0.458","0","0","0","471","1029","0.458","0.458","356","434","0.82","0","0","245","329","0","0","0","263","1298",1971
"142","Dorie Murrey","PF","27","TOT","71","0","716","78","178","0.438","0","0","0","78","178","0.438","0.438","75","112","0.67","0","0","221","32","0","0","0","149","231",1971
"143","Don Nelson*","SF","30","BOS","82","0","2254","412","881","0.468","0","0","0","412","881","0.468","0.468","317","426","0.744","0","0","565","153","0","0","0","232","1141",1971
"144","Bud Ogden","SF","24","PHI","27","0","133","24","66","0.364","0","0","0","24","66","0.364","0.364","18","26","0.692","0","0","20","17","0","0","0","21","66",1971
"145","Ralph Ogden","F","23","SFW","32","0","162","17","71","0.239","0","0","0","17","71","0.239","0.239","8","12","0.667","0","0","32","9","0","0","0","17","42",1971
"146","Charlie Paulk","PF","24","CIN","68","0","1213","274","637","0.43","0","0","0","274","637","0.43","0.43","79","131","0.603","0","0","320","27","0","0","0","186","627",1971
"147","Curtis Perry","C","22","SDR","18","0","100","21","48","0.438","0","0","0","21","48","0.438","0.438","11","20","0.55","0","0","30","5","0","0","0","22","53",1971
"148","Geoff Petrie","SG","22","POR","82","0","3032","784","1770","0.443","0","0","0","784","1770","0.443","0.443","463","600","0.772","0","0","280","390","0","0","0","196","2031",1971
"149","Bob Portman","SG","23","SFW","68","0","1395","221","483","0.458","0","0","0","221","483","0.458","0.458","77","106","0.726","0","0","321","67","0","0","0","130","519",1971
"150","Mike Price","SG","22","NYK","56","0","251","30","81","0.37","0","0","0","30","81","0.37","0.37","24","34","0.706","0","0","29","12","0","0","0","57","84",1971
"151","Bob Quick","SF","24","DET","56","0","1146","155","341","0.455","0","0","0","155","341","0.455","0.455","138","176","0.784","0","0","230","56","0","0","0","142","448",1971
"152","Luther Rackley","C","24","CLE","74","0","1434","219","470","0.466","0","0","0","219","470","0.466","0.466","121","190","0.637","0","0","394","66","0","0","0","186","559",1971
"153","Willis Reed*","C","28","NYK","73","0","2855","614","1330","0.462","0","0","0","614","1330","0.462","0.462","299","381","0.785","0","0","1003","148","0","0","0","228","1527",1971
"154","Bob Riley","F","22","ATL","7","0","39","4","9","0.444","0","0","0","4","9","0.444","0.444","5","9","0.556","0","0","12","1","0","0","0","5","13",1971
"155","Pat Riley*","SG","25","LAL","54","0","506","105","254","0.413","0","0","0","105","254","0.413","0.413","56","87","0.644","0","0","54","72","0","0","0","84","266",1971
"156","Mike Riordan","SF","25","NYK","82","0","1320","162","388","0.418","0","0","0","162","388","0.418","0.418","67","108","0.62","0","0","169","121","0","0","0","151","391",1971
"157","Rick Roberson","C","23","LAL","65","0","909","125","301","0.415","0","0","0","125","301","0.415","0.415","88","143","0.615","0","0","304","47","0","0","0","125","338",1971
"158","Oscar Robertson*","PG","32","MIL","81","0","3194","592","1193","0.496","0","0","0","592","1193","0.496","0.496","385","453","0.85","0","0","462","668","0","0","0","203","1569",1971
"159","Flynn Robinson","SG","29","CIN","71","0","1368","374","817","0.458","0","0","0","374","817","0.458","0.458","195","228","0.855","0","0","143","138","0","0","0","161","943",1971
"160","Paul Ruffner","C","22","CHI","10","0","60","15","35","0.429","0","0","0","15","35","0.429","0.429","4","8","0.5","0","0","16","2","0","0","0","10","34",1971
"161","Bob Rule","C","26","SEA","4","0","142","47","98","0.48","0","0","0","47","98","0.48","0.48","25","30","0.833","0","0","46","7","0","0","0","14","119",1971
"162","Cazzie Russell","SF","26","NYK","57","0","1056","216","504","0.429","0","0","0","216","504","0.429","0.429","92","119","0.773","0","0","192","77","0","0","0","74","524",1971
"163","Tom Sanders*","SF","32","BOS","17","0","121","16","44","0.364","0","0","0","16","44","0.364","0.364","7","8","0.875","0","0","17","11","0","0","0","25","39",1971
"164","Dale Schlueter","C","25","POR","80","0","1823","257","527","0.488","0","0","0","257","527","0.488","0.488","143","218","0.656","0","0","629","192","0","0","0","265","657",1971
"165","Larry Siegfried","PG","31","SDR","53","0","1673","146","378","0.386","0","0","0","146","378","0.386","0.386","130","153","0.85","0","0","207","346","0","0","0","146","422",1971
"166","Paul Silas","PF","27","PHO","81","0","2944","338","789","0.428","0","0","0","338","789","0.428","0.428","285","416","0.685","0","0","1015","247","0","0","0","227","961",1971
"167","Mike Silliman","SF","26","BUF","36","0","366","36","79","0.456","0","0","0","36","79","0.456","0.456","19","39","0.487","0","0","62","23","0","0","0","37","91",1971
