"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","ORtg","DRtg","Yr"
"1","Tariq Abdul-Wahad","SG","24","SAC","49","49","1205","7.3","16.9","0.435","0.2","0.9","0.286","7.1","16","0.443","3.9","5.6","0.691","3","4.7","7.7","2.1","2.1","0.7","2.9","5","18.8","98","104",1999
"2","Shareef Abdur-Rahim","SF","22","VAN","50","50","2021","10.3","23.8","0.432","0.3","1","0.306","10","22.9","0.438","9.8","11.7","0.841","3","6.9","10","4.6","1.8","1.5","5","3.7","30.7","104","107",1999
"3","Cory Alexander","PG","25","DEN","36","4","778","6.6","17.7","0.373","2","7.2","0.286","4.6","10.6","0.432","2.5","3","0.841","0.5","4.6","5","8.1","2.4","0.3","4.7","5.3","17.8","92","111",1999
"4","Ray Allen*","SG","23","MIL","50","50","1719","9.7","21.6","0.45","2.4","6.7","0.356","7.3","14.9","0.492","5.6","6.3","0.903","1.8","5","6.8","5.7","1.7","0.2","3.9","3.8","27.5","110","106",1999
"5","Peter Aluma","C","25","SAC","2","0","5","10","20","0.5","0","0","0","10","20","0.5","0","0","0","10","10","20","0","10","10","20","40","20","55","73",1999
"6","Derek Anderson","SG","24","CLE","38","13","978","7.1","17.8","0.398","1.2","3.9","0.304","5.9","13.9","0.424","7.8","9.4","0.836","1.1","5.1","6.2","8.2","2.7","0.2","4.7","4.1","23.2","101","102",1999
"7","Kenny Anderson","PG","28","BOS","34","33","1010","8.4","18.5","0.451","0.3","1.2","0.25","8.1","17.3","0.465","4.4","5.2","0.832","1.2","4.1","5.4","10","1.7","0.1","3.7","4.1","21.4","107","106",1999
"8","Nick Anderson","SF","31","ORL","47","39","1581","8.6","21.9","0.395","3.3","9.5","0.347","5.4","12.4","0.433","3.4","5.5","0.611","1.7","7.7","9.5","3.1","2.2","0.5","2.8","2.5","24","100","97",1999
"9","Shandon Anderson","SG","25","UTA","50","2","1072","8.3","18.7","0.446","0.7","2.1","0.341","7.6","16.6","0.46","4.6","6.4","0.712","2.5","4.3","6.8","2.9","2","0.5","3.4","4.6","22","99","101",1999
"10","Chris Anstey","C","24","DAL","41","4","470","5.7","15.9","0.36","0","0.8","0","5.7","15.1","0.379","3.9","5.5","0.708","4","7.1","11.1","3.1","2.1","1.5","3","11.2","15.4","91","103",1999
"11","Greg Anthony","PG","31","POR","50","0","806","6.9","16.8","0.414","3.3","8.3","0.392","3.7","8.4","0.437","4.1","5.9","0.697","0.9","3.3","4.2","6.7","4.4","0.2","3.7","5","21.3","107","96",1999
"12","B.J. Armstrong","PG","31","TOT","32","1","358","6","13.2","0.455","1.1","2.3","0.467","5","11","0.452","2.7","3.2","0.857","0.3","5.6","5.9","9.2","1.8","0","3.8","4.7","15.8","104","102",1999
"13","Darrell Armstrong","PG","30","ORL","50","15","1502","8.3","18.8","0.441","2.5","6.8","0.365","5.8","12","0.483","5.8","6.4","0.904","1.9","4.6","6.5","12.1","3.9","0.1","5.7","3.2","24.8","110","96",1999
"14","Keith Askins","SF","31","MIA","33","13","415","2.7","8.5","0.323","1.1","4","0.276","1.6","4.5","0.364","0.7","1.1","0.625","1.4","4.6","6","1.4","2.3","0.4","1.8","7.9","7.2","82","100",1999
"15","Stacey Augmon","SF","30","POR","48","21","874","4.8","10.7","0.448","0","0.1","0","4.8","10.6","0.453","3.2","4.7","0.684","2.9","4.8","7.7","3.6","3.5","1.1","1.8","5","12.8","108","96",1999
"16","Isaac Austin","C","29","ORL","49","49","1259","7.9","19.4","0.408","0.1","0.3","0.286","7.9","19.1","0.41","4.5","6.7","0.669","3.6","6.6","10.2","3.8","2","1.5","4.9","5.4","20.5","89","97",1999
"17","Anthony Avent","PF","29","UTA","5","0","44","5","16.3","0.308","0","0","0","5","16.3","0.308","1.3","2.5","0.5","10","5","15.1","1.3","2.5","0","8.8","7.5","11.3","65","99",1999
"18","Thurl Bailey","PF","37","UTA","43","0","543","7.9","17.8","0.446","0","0.2","0","7.9","17.6","0.451","2.5","3.5","0.735","3.7","5.9","9.6","2.6","0.9","2.8","2.7","7.9","18.4","97","100",1999
"19","Toby Bailey","SG","23","PHO","27","10","249","7.3","18.4","0.395","0.2","1.1","0.2","7.1","17.3","0.407","1.9","2.8","0.692","5.1","6.4","11.6","2.8","1.9","0.4","2.4","5.1","16.7","94","104",1999
"20","Mark Baker","PG","29","TOR","1","0","2","0","27","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","27","0","0","0","114",1999
"21","Vin Baker","PF","27","SEA","34","31","1162","9.1","20.1","0.453","0","0.1","0","9.1","20","0.456","3.3","7.4","0.45","4","5.8","9.7","2.6","1.5","1.6","3.5","5.6","21.6","93","107",1999
"22","Charles Barkley*","PF","35","HOU","42","40","1526","8.5","17.8","0.478","0.1","0.9","0.16","8.4","16.9","0.495","6.8","9.5","0.719","5.9","12.4","18.3","6.8","1.5","0.5","3.5","3.2","23.9","115","100",1999
"23","Dana Barros","PG","31","BOS","50","16","1156","7.6","16.8","0.453","2.9","7.3","0.4","4.7","9.6","0.493","2.9","3.3","0.877","0.7","4","4.8","9.4","2.4","0.2","4","2.9","21.1","111","104",1999
"24","Brent Barry","SG","27","CHI","37","30","1181","6.5","16.4","0.396","2.4","7.9","0.302","4.1","8.5","0.484","3.6","4.7","0.772","1.8","4.8","6.6","5.3","1.9","0.5","3.3","4.5","19","99","104",1999
"25","Drew Barry","SG","25","SEA","17","0","183","2.9","9.4","0.313","2.3","7","0.333","0.6","2.3","0.25","2.6","3.8","0.692","0.9","5","5.9","8.5","2","0.3","3.5","7","10.8","101","107",1999
"26","Jon Barry","SG","29","SAC","43","0","736","4","9.4","0.428","1.6","5.4","0.304","2.4","4","0.593","4.8","5.7","0.845","1.7","4.8","6.5","7.6","3.6","0.3","3.2","4.1","14.5","117","101",1999
"27","Tony Battie","C","22","BOS","50","15","1121","6.9","13.2","0.519","0","0.1","0","6.9","13.1","0.525","1.9","2.9","0.672","4.5","9.5","14","2.5","1.4","3.3","2.1","7.4","15.7","110","99",1999
"28","Corey Beck","PG","27","TOT","24","0","180","5.4","11.7","0.462","0.3","0.3","1","5.1","11.4","0.447","2.4","4.5","0.533","1.8","6.6","8.4","6","2.7","0.6","3.9","7.8","13.5","92","101",1999
"29","Benoit Benjamin","C","34","PHI","6","0","33","3.3","11.5","0.286","0","0","0","3.3","11.5","0.286","0","0","0","4.9","8.2","13.1","1.6","0","0","4.9","9.8","6.6","60","102",1999
"30","Corey Benjamin","PG","20","CHI","31","1","320","7.5","19.9","0.376","0.5","2.4","0.214","7","17.5","0.398","4.6","6.8","0.675","2.6","4.3","6.8","1.7","1.9","1.4","3.6","7.8","20.1","85","104",1999
"31","Mario Bennett","PF","25","CHI","3","0","19","5.7","17.2","0.333","0","0","0","5.7","17.2","0.333","8.6","11.5","0.75","5.7","8.6","14.3","0","2.9","0","2.9","11.5","20.1","94","100",1999
"32","Travis Best","PG","26","IND","49","0","1043","6.8","16.2","0.416","1.2","3.1","0.373","5.6","13.1","0.427","3.7","4.4","0.843","1","3.2","4.3","9","2.2","0.2","3.3","5.9","18.4","106","106",1999
"33","Mike Bibby","PG","20","VAN","50","50","1758","8","18.6","0.43","0.5","2.3","0.203","7.5","16.3","0.461","3.9","5.2","0.751","0.9","3.3","4.2","10","2.4","0.2","4.5","3.7","20.3","99","110",1999
"34","Chauncey Billups","SG","22","DEN","45","41","1488","6.8","17.7","0.386","3","8.4","0.362","3.8","9.3","0.408","5.6","6.1","0.913","0.9","2.6","3.4","6.2","2.1","0.5","3.5","4.1","22.3","109","113",1999
"35","Mookie Blaylock","PG","31","ATL","48","48","1763","7.9","20.8","0.379","2.5","8","0.307","5.4","12.8","0.425","2.2","2.9","0.758","1.4","5.7","7.1","8.9","3.2","0.3","3.7","1.9","20.4","100","96",1999
"36","Corie Blount","PF","30","TOT","34","3","530","3.7","10.3","0.36","0","0.1","0","3.7","10.2","0.364","2.9","5.6","0.519","6","9.6","15.5","1.2","2","1.6","2.2","7.6","10.3","92","99",1999
"37","Muggsy Bogues","PG","34","GSW","36","5","714","5.7","11.6","0.494","0","0.5","0","5.7","11.2","0.514","2.3","2.7","0.861","1.2","4.3","5.5","10.1","3.3","0.1","3.6","3.3","13.8","107","101",1999
"38","Etdrick Bohannon","SF","25","WAS","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","113",1999
"39","Keith Booth","SF","24","CHI","39","4","432","6.2","19","0.325","0.1","1.3","0.1","6.1","17.8","0.34","2.6","5.3","0.5","3.2","8.6","11.7","4.8","2.8","1.4","4.9","7.6","15.1","72","99",1999
"40","Bruce Bowen","SF","27","BOS","30","1","494","2.8","9.9","0.28","0.7","2.8","0.269","2","7.1","0.284","1.2","2.5","0.458","1.6","3.9","5.5","3","2.2","1","1.4","5.4","7.4","82","104",1999
"41","Earl Boykins","PG","22","TOT","22","0","221","7.4","19.6","0.38","0.7","4.5","0.167","6.7","15.1","0.443","0.5","0.7","0.667","1.7","2.5","4.2","8.2","1.5","0","5","5","16.1","81","107",1999
"42","Shawn Bradley","C","26","DAL","49","33","1294","7","14.5","0.48","0","0.2","0","7","14.3","0.485","3.6","4.8","0.748","5.4","10.9","16.3","1.7","1.5","6.6","2.3","6.4","17.5","109","97",1999
"43","Terrell Brandon","PG","28","TOT","36","34","1217","9.4","22.4","0.418","0.5","2.1","0.255","8.8","20.3","0.435","2.9","3.4","0.833","1.2","4.7","5.9","13.6","2.8","0.4","3.3","3.6","22.1","105","102",1999
"44","Chucky Brown","PF","30","CHH","48","21","1192","7.9","16.7","0.472","0.7","1.8","0.375","7.2","14.9","0.483","1.8","2.6","0.678","1.6","6.2","7.8","2.6","0.7","0.9","1.7","4.8","18.3","101","106",1999
"45","Dee Brown","PG","30","TOR","49","0","1377","7.3","19.4","0.378","5.3","13.7","0.387","2","5.7","0.356","1.6","2.2","0.727","0.6","3.5","4","5.6","2.2","0.3","3.1","2.9","21.6","105","107",1999
"46","Gerald Brown","SG","23","PHO","33","0","236","7.5","20.1","0.371","0.7","2.3","0.3","6.8","17.9","0.38","2.5","3.2","0.786","1.1","3.8","5","7","1.1","0.2","5","4.7","18.1","83","107",1999
