"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","ORtg","DRtg","Yr"
"1","Kareem Abdul-Jabbar*","C","33","LAL","80","0","2976","13.1","22.9","0.574","0","0","0","13.1","22.9","0.574","6.6","8.7","0.766","3.1","9.8","12.9","4.3","0.9","3.6","3.9","3.8","32.9","118","101",1981
"2","Tom Abernethy","SF","26","TOT","39","0","298","4","9.4","0.424","0","0.2","0","4","9.3","0.431","2.1","3.5","0.591","3.2","4.5","7.7","3","1.1","0.5","1.3","5.4","10.1","107","109",1981
"3","Alvan Adams","C","26","PHO","75","0","2054","10.2","19.4","0.526","0","0","0","10.2","19.4","0.526","4.4","5.8","0.768","3.5","8.7","12.2","7.7","2.4","1.5","5","5","24.9","108","96",1981
"4","Darrell Allums","PF","22","DAL","22","0","276","4.1","11.8","0.343","0","0.2","0","4.1","11.6","0.348","2.3","3.9","0.591","3.3","8.1","11.5","4.4","0.9","1.4","4.1","9","10.4","79","109",1981
"5","Tiny Archibald*","PG","32","BOS","80","72","2820","6.5","12.9","0.499","0","0.2","0","6.5","12.8","0.505","5.8","7.1","0.816","0.6","2.4","3","10.4","1.3","0.3","4.5","3.4","18.7","111","107",1981
"6","Dennis Awtrey","C","32","SEA","47","0","607","3.5","7.3","0.473","0","0","0","3.5","7.3","0.473","1.1","1.6","0.7","2.6","5.9","8.5","4.3","0.9","0.6","2.6","6.7","8","98","106",1981
"7","James Bailey","PF","23","SEA","82","0","2539","8.4","16.8","0.499","0","0","0.5","8.4","16.7","0.499","4.8","6.8","0.709","3.6","7.8","11.4","1.8","1.4","2.7","4.1","6.3","21.6","101","102",1981
"8","Greg Ballard","SF","26","WSB","82","0","2610","9.9","21.3","0.463","0.1","0.6","0.219","9.7","20.7","0.47","3","3.5","0.847","3","7.4","10.4","3.5","2.1","0.7","2.1","3.5","22.8","105","101",1981
"9","Mike Bantom","SF","29","IND","76","0","2375","8.6","17.7","0.489","0","0.1","0","8.6","17.5","0.492","4","5.6","0.708","3","5.5","8.5","4.8","1.6","1.7","3.9","5.7","21.2","103","105",1981
"10","Billy Ray Bates","SG","24","POR","77","0","1560","13.1","26.9","0.487","0.4","1.6","0.259","12.7","25.3","0.501","5.1","5.9","0.854","2.1","2.6","4.7","5.9","2.4","0.2","4.5","3.6","31.7","106","107",1981
"11","Mel Bennett","PF","26","UTA","28","0","313","4.1","9.4","0.433","0","0.3","0","4.1","9.1","0.448","8.3","12.7","0.654","5.2","9.4","14.6","2.4","0.5","1.7","4.9","8.8","16.5","99","108",1981
"12","Kent Benson","C","26","DET","59","0","1956","8.8","18.7","0.473","0","0.1","0","8.8","18.6","0.475","4.8","6.2","0.772","3","6.7","9.7","4.2","1.7","1.6","4.6","4.5","22.4","99","104",1981
"13","Henry Bibby","PG","31","SDC","73","0","1112","5.1","13.2","0.386","1.4","4.1","0.337","3.7","9.1","0.408","2.9","4.2","0.684","1.1","2.1","3.2","8.6","2","0.1","3.3","3.7","14.4","101","110",1981
"14","Larry Bird*","PF","24","BOS","82","82","3239","10.6","22.1","0.478","0.3","1.1","0.27","10.3","21","0.489","4.2","4.8","0.863","2.8","10.4","13.2","6.6","2.4","0.9","4.2","3.5","25.6","107","99",1981
"15","Otis Birdsong","SG","25","KCK","71","0","2593","13","23.9","0.544","0.2","0.6","0.286","12.8","23.2","0.551","5.8","8.3","0.697","2.2","2.5","4.7","4.3","1.7","0.3","3.2","3.1","31.9","113","108",1981
"16","Norman Black","SG","23","DET","3","0","28","5.1","16.9","0.3","0","0","0","5.1","16.9","0.3","3.4","13.5","0.25","0","3.4","3.4","3.4","1.7","0","1.7","3.4","13.5","68","107",1981
