"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","ORtg","DRtg","Yr"
"27","Bill Bradley*","SF","32","NYK","82","0","2709","6.7","15.4","0.433","0","0","0","6.7","15.4","0.433","2.2","2.5","0.878","0.8","3.2","4","4.2","1.2","0.3","0","4.4","15.6","0","102",1976
"28","Jim Brewer","PF","24","CLE","82","0","2913","6.5","14.2","0.458","0","0","0","6.5","14.2","0.458","2.3","3.5","0.654","4.8","9.6","14.4","3.4","1.5","1.4","0","3.5","15.2","0","94",1976
"29","Junior Bridgeman","SF","22","MIL","81","0","1646","8","18.3","0.439","0","0","0","8","18.3","0.439","3.6","4.5","0.795","3.2","5.1","8.3","4.4","1.5","0.6","0","6.6","19.7","0","100",1976
"30","Gary Brokaw","SG","22","MIL","75","0","1468","7.5","16.3","0.457","0","0","0","7.5","16.3","0.457","5","7.1","0.7","0.8","3.1","3.9","7.7","1.2","0.5","0","4.3","19.9","0","103",1976
"31","Fred Brown","SG","27","SEA","76","0","2516","13.1","27","0.488","0","0","0","13.1","27","0.488","4.8","5.6","0.869","2","3.6","5.6","3.7","2.5","0.3","0","3.3","31.1","0","99",1976
"32","John Brown","PF","24","ATL","75","0","1758","5.7","12.8","0.442","0","0","0","5.7","12.8","0.442","4.3","5.5","0.775","3.8","6.8","10.6","3.3","1.2","0.4","0","6.2","15.6","0","102",1976
"33","Roger Brown","C","25","DET","29","0","454","2.9","7.2","0.403","0","0","0","2.9","7.2","0.403","1.4","1.8","0.778","4.7","8.3","13.1","1.2","0.6","2.5","0","7.6","7.2","0","99",1976
"34","Joe Bryant","PF","21","PHI","75","0","1203","8.6","20.5","0.422","0","0","0","8.6","20.5","0.422","3.4","5.5","0.626","3.6","6.7","10.3","2.3","1.6","0.9","0","6.1","20.7","0","98",1976
"35","Tom Burleson","C","23","SEA","82","0","2647","8.4","17.4","0.481","0","0","0","8.4","17.4","0.481","4.9","6.5","0.75","4.3","8.2","12.5","3","1.2","2.5","0","4.6","21.6","0","97",1976
"36","Corky Calhoun","SF","25","LAL","76","0","1816","4.2","9","0.467","0","0","0","4.2","9","0.467","1.6","2","0.783","2.9","5.5","8.3","2.1","1.5","0.9","0","5.3","10","0","100",1976
"37","Al Carlson","C","24","SEA","28","0","279","4.3","12.6","0.342","0","0","0","4.3","12.6","0.342","2.9","4.6","0.621","4.8","6.9","11.7","2.1","1.1","1.8","0","6.2","11.5","0","99",1976
"38","Austin Carr","SG","27","CLE","65","0","1282","10.2","23","0.442","0","0","0","10.2","23","0.442","3.9","4.9","0.791","2.5","2.4","4.9","4.5","1.4","0.1","0","3.4","24.2","0","101",1976
"39","Fred Carter","PG","30","PHI","82","0","2992","9.9","23.8","0.417","0","0","0","9.9","23.8","0.417","3.3","4.7","0.702","1.7","2.8","4.5","5.6","2","0.2","0","4.3","23.1","0","101",1976
"40","Harvey Catchings","C","24","PHI","75","0","1731","2.7","6.2","0.426","0","0","0","2.7","6.2","0.426","1.5","2.5","0.604","4.9","8.5","13.4","1.6","0.5","4.2","0","6.8","6.8","0","96",1976
"41","Ken Charles","SG","24","BUF","81","0","2247","6.5","14.2","0.456","0","0","0","6.5","14.2","0.456","3.2","4","0.785","1.1","3.2","4.3","4","2.4","0.9","0","5.1","16.1","0","99",1976
"42","Phil Chenier","SG","25","WSB","80","0","2952","10.2","21.1","0.483","0","0","0","10.2","21.1","0.483","4.4","5.3","0.827","1.3","3.7","5","4","2.5","0.7","0","2.9","24.8","0","96",1976
"43","Jim Chones","C","26","CLE","82","0","2741","9.7","21.7","0.448","0","0","0","9.7","21.7","0.448","3","4.5","0.662","3.4","9.3","12.7","2.8","0.7","1.6","0","4.2","22.4","0","96",1976
"44","Archie Clark","SG","34","DET","79","0","1589","7.2","16.6","0.433","0","0","0","7.2","16.6","0.433","2.9","3.3","0.862","0.8","3.2","3.9","6.3","1.8","0.1","0","4.5","17.2","0","103",1976
"45","Jim Cleamons","PG","26","CLE","82","0","2835","6.9","14.8","0.466","0","0","0","6.9","14.8","0.466","2.9","3.6","0.798","2.1","3.8","5.9","7.1","2.1","0.3","0","3.6","16.7","0","98",1976
"46","Barry Clemens","SF","32","POR","49","0","443","7","14.4","0.49","0","0","0","7","14.4","0.49","3.1","3.5","0.886","2.7","4.3","7","3.3","2.7","0.7","0","5.7","17.2","0","97",1976
"47","E.C. Coleman","PF","25","NOJ","67","0","1850","5.3","11.6","0.451","0","0","0","5.3","11.6","0.451","1.4","2.2","0.663","3","7.2","10.2","2.1","1.4","0.7","0","5.5","11.9","0","97",1976
"48","Doug Collins","SG","24","PHI","77","0","2995","9.2","17.8","0.513","0","0","0","9.2","17.8","0.513","5.5","6.6","0.836","1.9","2.7","4.6","2.8","1.6","0.4","0","3.7","23.8","0","101",1976
"49","Mel Counts","C","34","NOJ","30","0","319","5.2","12.8","0.407","0","0","0","5.2","12.8","0.407","2.3","3","0.762","3.8","10.3","14.1","5.4","2.3","1.1","0","10.4","12.7","0","93",1976
"50","Dave Cowens*","C","27","BOS","78","0","3101","8.8","18.9","0.468","0","0","0","8.8","18.9","0.468","3.7","4.9","0.756","4.8","13.2","18","4.7","1.4","1","0","4.5","21.4","0","92",1976
"51","Jim Creighton","SF","25","ATL","32","0","172","3.2","11.6","0.279","0","0","0","3.2","11.6","0.279","1.9","4.3","0.438","3.5","8.6","12.1","1.1","0.5","2.4","0","6.2","8.4","0","100",1976
"52","Billy Cunningham*","SF","32","PHI","20","0","640","7.2","17.5","0.41","0","0","0","7.2","17.5","0.41","4.7","6.1","0.773","2","8.2","10.3","7.5","1.7","0.7","0","4","19.1","0","97",1976
"53","Mike D'Antoni","SG","24","KCK","9","0","101","3.1","12.1","0.259","0","0","0","3.1","12.1","0.259","0.9","0.9","1","1.8","4.5","6.3","7.2","4.5","0","0","8.1","7.2","0","96",1976
"54","Bob Dandridge","SF","28","MIL","73","0","2735","11","21.9","0.502","0","0","0","11","21.9","0.502","4.6","5.6","0.824","2.9","6.2","9.1","3.5","1.9","0.6","0","4.4","26.5","0","99",1976
"55","Dwight Davis","PF","26","GSW","72","0","866","5.7","13.8","0.413","0","0","0","5.7","13.8","0.413","4","5.8","0.69","4.4","7.1","11.5","2.4","1","1.4","0","7.2","15.4","0","96",1976
"56","Mel Davis","PF","25","NYK","42","0","408","8.6","21.8","0.394","0","0","0","8.6","21.8","0.394","2.5","3.3","0.759","4.9","11.9","16.7","3.5","1.8","0.6","0","6.3","19.7","0","95",1976
"57","Mickey Davis","SF","25","MIL","45","0","411","6.2","17.1","0.362","0","0","0","6.2","17.1","0.362","5.6","7.1","0.794","2.8","6.6","9.4","4.2","1.5","0.2","0","4","18","0","100",1976
"58","Darryl Dawkins","C","19","PHI","37","0","165","11.1","22.2","0.5","0","0","0","11.1","22.2","0.5","2.2","6.5","0.333","4.1","9.2","13.3","0.8","0.5","2.4","0","10.8","24.3","0","97",1976
"59","Rod Derline","SG","23","SEA","49","0","339","9.6","23.8","0.403","0","0","0","9.6","23.8","0.403","5.9","7.4","0.804","1.1","2.5","3.6","3.4","1.4","0.1","0","2.9","25.1","0","103",1976
"60","Henry Dickerson","SG","24","DET","17","0","112","3.7","11.8","0.31","0","0","0","3.7","11.8","0.31","4.1","6.5","0.625","1.2","0","1.2","3.3","0.8","0.4","0","6.9","11.4","0","107",1976
"61","Derrek Dickey","PF","24","GSW","79","0","1207","8.1","17.4","0.465","0","0","0","8.1","17.4","0.465","2.3","2.9","0.785","4.2","8.6","12.8","3","1","0.4","0","5.2","18.4","0","96",1976
"62","Ernie DiGregorio","PG","25","BUF","67","0","1364","5.9","15.4","0.384","0","0","0","5.9","15.4","0.384","2.8","3.1","0.915","0.5","3.2","3.6","8.6","1.2","0","0","5.1","14.6","0","102",1976
"63","John Drew","SF","21","ATL","77","0","2351","11.5","23","0.502","0","0","0","11.5","23","0.502","9.6","12.9","0.744","5.6","7.4","13","3","2.7","0.6","0","5.1","32.7","0","98",1976
"64","Charles Dudley","PG","25","GSW","82","0","1456","5.5","10.5","0.528","0","0","0","5.5","10.5","0.528","4.8","7.5","0.641","3.4","4.8","8.2","7.3","2.3","0.1","0","5.2","15.9","0","96",1976
"65","Dennis DuVal","PG","23","ATL","13","0","130","5.3","15.3","0.349","0","0","0","5.3","15.3","0.349","2.1","3.2","0.667","0.4","2.5","2.9","7.1","2.1","0.7","0","5.3","12.8","0","103",1976
"66","Al Eberhard","SF","23","DET","81","0","2066","6.2","15.1","0.414","0","0","0","6.2","15.1","0.414","4.2","5.1","0.834","3.1","5.5","8.6","1.8","1.9","0.3","0","5.5","16.7","0","101",1976
"67","Leroy Ellis","C","35","PHI","29","0","489","5.6","12","0.462","0","0","0","5.6","12","0.462","1.6","2.6","0.607","4.3","6.8","11.1","1.9","1.5","0.8","0","5.7","12.7","0","98",1976
"68","Keith Erickson","SF","31","PHO","74","0","1850","7.5","15.9","0.47","0","0","0","7.5","15.9","0.47","3.3","3.9","0.854","2.6","5.6","8.2","4.5","1.9","0.1","0","4.8","18.3","0","99",1976
"69","Eric Fernsten","C","22","TOT","37","0","268","5.9","15.4","0.384","0","0","0","5.9","15.4","0.384","4.6","6.6","0.703","4.5","8","12.5","3.4","1.3","2.5","0","3.8","16.4","0","96",1976
"70","Larry Fogle","SG","22","NYK","2","0","14","3.3","16.5","0.2","0","0","0","3.3","16.5","0.2","0","0","0","3.3","6.6","9.9","0","3.3","0","0","13.2","6.6","0","95",1976
"71","Chris Ford","SG","27","DET","82","0","2198","6.2","14.7","0.426","0","0","0","6.2","14.7","0.426","1.7","2.4","0.722","1.7","4.4","6","5.6","3.7","0.5","0","4.6","14.2","0","98",1976
"72","Don Ford","SF","23","LAL","76","0","1838","7.5","17.2","0.438","0","0","0","7.5","17.2","0.438","2.5","3.4","0.748","2.9","5.2","8.1","2.7","1.2","0.3","0","4.5","17.6","0","101",1976
"73","Jim Fox","C","32","MIL","70","0","918","5.3","10.2","0.517","0","0","0","5.3","10.2","0.517","3.1","4","0.785","4.1","7.7","11.8","2.1","1.4","0.8","0","6.5","13.7","0","99",1976
"74","Walt Frazier*","PG","30","NYK","59","0","2427","8.9","18.4","0.485","0","0","0","8.9","18.4","0.485","3.5","4.3","0.823","1.5","6.1","7.6","6.7","2","0.2","0","3.1","21.4","0","99",1976
"75","World B. Free","SG","22","PHI","71","0","1121","9.5","21.2","0.448","0","0","0","9.5","21.2","0.448","4.5","7.4","0.602","2.5","2.4","5","4.1","1.5","0.2","0","4.3","23.5","0","102",1976
"76","Donnie Freeman","SG","31","LAL","64","0","1480","7.9","18.2","0.434","0","0","0","7.9","18.2","0.434","4.9","6","0.819","2.2","3.2","5.4","5.1","1.7","0.3","0","4.8","20.7","0","101",1976
"77","Rowland Garrett","SF","25","TOT","55","0","540","9.5","22.8","0.419","0","0","0","9.5","22.8","0.419","4.7","5.7","0.815","4","6.3","10.3","1.5","2.2","0.6","0","6","23.7","0","96",1976
"78","John Gianelli","C","25","NYK","82","0","2332","6.4","13.6","0.473","0","0","0","6.4","13.6","0.473","2.3","3.2","0.713","3.7","7.2","10.9","2.3","0.5","1.2","0","3.8","15.1","0","100",1976
"79","Dick Gibbs","SF","27","BUF","72","0","866","6.6","15.4","0.429","0","0","0","6.6","15.4","0.429","3.9","4.8","0.828","2.2","3.3","5.4","2.5","0.8","0.7","0","6.8","17.2","0","102",1976
"80","Herm Gilliam","SG","29","SEA","81","0","1644","8.1","18.3","0.442","0","0","0","8.1","18.3","0.442","2.4","3.1","0.776","1.5","4.4","6","5.5","2.2","0.3","0","3.8","18.7","0","99",1976
"81","Gail Goodrich*","SG","32","LAL","75","0","2646","9.8","22.2","0.441","0","0","0","9.8","22.2","0.441","4.9","5.8","0.847","1.6","2","3.6","7.1","2.1","0.3","0","4","24.5","0","102",1976
"82","Leonard Gray","PF","24","SEA","66","0","2139","8.2","17.3","0.474","0","0","0","8.2","17.3","0.474","2.6","3.5","0.746","2.3","6","8.3","4.2","1.6","0.8","0","5.4","19","0","99",1976
"83","Kevin Grevey","SF","22","WSB","56","0","504","7.2","19.5","0.371","0","0","0","7.2","19.5","0.371","4.8","5.3","0.897","2.2","3.3","5.5","2.5","1.2","0.3","0","5.9","19.2","0","99",1976
"84","Bob Gross","SF","22","POR","76","0","1474","6.3","12.1","0.523","0","0","0","6.3","12.1","0.523","2.9","4.3","0.683","4.2","5.1","9.3","4.9","2.8","1.3","0","5.6","15.6","0","96",1976
"85","Matt Guokas","SG","31","TOT","56","0","793","4.3","10.1","0.422","0","0","0","4.3","10.1","0.422","1","1.6","0.667","1.3","2.4","3.7","4.1","1","0.2","0","4.4","9.6","0","103",1976
"86","Lindsay Hairston","SF","24","DET","47","0","651","7.3","16","0.456","0","0","0","7.3","16","0.456","4.6","7.8","0.58","4.6","8","12.5","1.5","1.5","2.2","0","5.9","19.1","0","98",1976
"87","Glenn Hansen","SG","23","KCK","66","0","1145","6.9","16.7","0.412","0","0","0","6.9","16.7","0.412","3.4","4.6","0.726","3.1","4.4","7.4","2.7","1.9","0.5","0","5.7","17.1","0","101",1976
"88","Clem Haskins","SG","32","WSB","55","0","737","9.2","16.8","0.55","0","0","0","9.2","16.8","0.55","3.4","4.1","0.831","0.7","2.6","3.4","4.6","1.4","0.5","0","4.9","21.9","0","99",1976
"89","John Havlicek*","SF","35","BOS","76","0","2598","8.7","19.4","0.45","0","0","0","8.7","19.4","0.45","4.9","5.8","0.844","2","3.4","5.4","4.8","1.7","0.5","0","3.5","22.3","0","98",1976
"90","Steve Hawes","C","25","TOT","72","0","1411","6.3","12.7","0.494","0","0","0","6.3","12.7","0.494","2.8","3.8","0.725","5.4","10.3","15.7","3.6","1.4","0.8","0","5.3","15.3","0","96",1976
"91","Bubbles Hawkins","SG","21","GSW","32","0","153","15.4","30.1","0.51","0","0","0","15.4","30.1","0.51","5.8","9","0.645","4.6","4.1","8.7","4.6","2.9","2.3","0","9","36.5","0","93",1976
"92","Connie Hawkins*","PF","33","ATL","74","0","1907","5.8","12.9","0.447","0","0","0","5.8","12.9","0.447","3.3","4.6","0.712","2.5","8.3","10.8","5.2","1.9","1.1","0","4.2","14.8","0","99",1976
"93","Nate Hawthorne","SG","26","PHO","79","0","1144","7.2","16.8","0.43","0","0","0","7.2","16.8","0.43","4.6","6.8","0.676","3.4","4.9","8.3","1.8","1.3","0.6","0","5.8","19","0","100",1976
"94","Elvin Hayes*","PF","30","WSB","80","0","2975","10","21.4","0.47","0","0","0","10","21.4","0.47","4.4","7.1","0.628","3.3","10.3","13.6","1.9","1.6","3.1","0","4.5","24.5","0","91",1976
"95","Spencer Haywood*","PF","26","NYK","78","0","2892","9.6","21.7","0.445","0","0","0","9.6","21.7","0.445","5.4","7.1","0.757","3.7","10.3","14","1.5","0.8","1.3","0","4.1","24.7","0","97",1976
"96","Gar Heard","PF","27","TOT","86","0","2747","6.4","14.7","0.435","0","0","0","6.4","14.7","0.435","2.6","4","0.637","4","10.2","14.2","3.1","1.9","1.6","0","4.9","15.4","0","94",1976
"97","Tom Henderson","PG","24","ATL","81","0","2900","7.5","18.2","0.413","0","0","0","7.5","18.2","0.413","3.5","4.9","0.708","0.9","3.3","4.2","6","2.2","0.2","0","3.1","18.4","0","103",1976
"98","Wilbur Holland","SG","24","ATL","33","0","351","11.2","28.1","0.399","0","0","0","11.2","28.1","0.399","2.9","4.5","0.647","2","3.4","5.4","3.4","2.6","0.3","0","6.3","25.3","0","102",1976
"99","Lionel Hollins","PG","22","POR","74","0","1891","7.3","17.4","0.421","0","0","0","7.3","17.4","0.421","4.2","5.8","0.721","0.9","3.2","4.1","7.2","3.1","0.7","0","5.5","18.9","0","97",1976
"100","Lou Hudson","SG","31","ATL","81","0","2558","10.3","21.8","0.472","0","0","0","10.3","21.8","0.472","4.3","5.3","0.814","1.9","3.6","5.4","3.9","2.2","0.3","0","4.4","24.9","0","102",1976
"101","John Hummer","PF","27","SEA","29","0","364","3.9","8.2","0.478","0","0","0","3.9","8.2","0.478","2.1","5","0.415","2.6","6.9","9.4","3.1","0.7","1.1","0","8.7","9.9","0","100",1976
"102","Phil Jackson*","PF","30","NYK","80","0","1461","5.8","12.2","0.478","0","0","0","5.8","12.2","0.478","3.5","4.7","0.733","2.5","8.3","10.8","3.3","1.3","0.6","0","8.7","15.1","0","98",1976
"103","Aaron James","SF","23","NOJ","75","0","1346","8.8","19.9","0.441","0","0","0","8.8","19.9","0.441","5.1","6.8","0.75","3.1","5.2","8.3","2","1.1","0.2","0","5.7","22.6","0","100",1976
"104","Charles Johnson","PG","26","GSW","81","0","1549","9.8","21","0.467","0","0","0","9.8","21","0.467","1.7","2.3","0.759","2.2","3.6","5.8","3.5","2.9","0.2","0","5.1","21.3","0","96",1976
"105","George Johnson","C","27","GSW","82","0","1745","4.2","8.7","0.484","0","0","0","4.2","8.7","0.484","1.8","2.6","0.673","5.1","10.8","15.9","2.1","1.3","4.4","0","7","10.2","0","90",1976
"106","John Johnson","SF","28","TOT","76","0","1697","8.5","18.8","0.453","0","0","0","8.5","18.8","0.453","3.2","4.2","0.774","2.5","6.4","8.9","5.8","1.5","1","0","5.2","20.3","0","101",1976
"107","Mickey Johnson","PF","23","CHI","81","0","2390","9.6","20.7","0.463","0","0","0","9.6","20.7","0.463","5.7","7.2","0.786","5.6","9.6","15.2","2.6","1.9","1.3","0","5.8","24.8","0","95",1976
"108","Ollie Johnson","SF","26","KCK","81","0","2150","7.4","14.3","0.513","0","0","0","7.4","14.3","0.513","2.6","3.1","0.839","2.5","5.1","7.5","3.1","1.4","0.9","0","4.6","17.3","0","101",1976
"109","Dwight Jones","C","23","ATL","66","0","1762","6.6","14.3","0.463","0","0","0","6.6","14.3","0.463","4.3","5.8","0.744","4.5","9.3","13.8","2.2","1.4","1.6","0","5.6","17.5","0","99",1976
"110","Jimmy Jones","PG","31","WSB","64","0","1133","6.2","12.5","0.497","0","0","0","6.2","12.5","0.497","2.9","3.8","0.766","1.3","4","5.3","4.9","1.3","0.2","0","5.2","15.4","0","99",1976
"111","Steve Jones","SG","33","POR","64","0","819","9.1","20.7","0.442","0","0","0","9.1","20.7","0.442","4.2","5.1","0.83","0.7","3.4","4.1","3.4","0.9","0.3","0","5.2","22.5","0","102",1976
"112","Wali Jones","PG","33","TOT","17","0","176","5.8","12.5","0.469","0","0","0","5.8","12.5","0.469","2.3","3.3","0.692","0","2.3","2.3","8.4","1.5","0","0","6.9","14","0","102",1976
"113","Rich Kelley","C","22","NOJ","75","0","1346","6.2","12.7","0.485","0","0","0","6.2","12.7","0.485","5.3","6.9","0.776","6.5","11.2","17.6","5.2","1.7","2","0","7","17.6","0","93",1976
"114","Len Kosmalski","C","24","KCK","9","0","93","3.9","9.8","0.4","0","0","0","3.9","9.8","0.4","2","3.4","0.571","4.4","7.8","12.2","5.9","1.5","2","0","5.4","9.8","0","98",1976
"115","Tom Kozelko","PF","24","WSB","67","0","584","3.8","7.8","0.485","0","0","0","3.8","7.8","0.485","1.5","2.4","0.633","1.5","5","6.5","2.6","1.5","0.3","0","5.8","9.1","0","97",1976
"116","Tom Kropp","SG","22","WSB","25","0","72","4.5","19.2","0.233","0","0","0","4.5","19.2","0.233","3.2","3.8","0.833","3.2","6.4","9.6","5.1","1.3","0","0","12.8","12.2","0","97",1976
"117","Steve Kuberski","C-SF","28","TOT","70","0","967","6.3","13.5","0.464","0","0","0","6.3","13.5","0.464","3.3","3.7","0.899","4.2","7.8","12","2.2","0.6","0.6","0","6.2","15.8","0","98",1976
"118","Kevin Kunnert","C","24","HOU","80","0","2335","9.1","18.7","0.487","0","0","0","9.1","18.7","0.487","2","3.1","0.654","5.2","10.2","15.5","3","1.1","2.1","0","6.2","20.3","0","99",1976
"119","C.J. Kupec","SF","23","LAL","16","0","55","8.1","32.3","0.25","0","0","0","8.1","32.3","0.25","5.7","8.9","0.636","3.2","15.4","18.6","4","2.4","0","0","5.7","21.8","0","91",1976
"120","Sam Lacey","C","27","KCK","81","0","3083","6","15","0.401","0","0","0","6","15","0.401","3.2","4.2","0.759","3.2","11.9","15.1","5.6","1.9","2","0","4.2","15.2","0","95",1976
"121","John Lambert","PF","23","CLE","54","0","333","7","15.6","0.445","0","0","0","7","15.6","0.445","3.5","5.2","0.676","5.2","9.2","14.5","2.3","1.1","1.7","0","7.7","17.4","0","95",1976
"122","Bob Lanier*","C","27","DET","64","0","2363","10.4","19.6","0.532","0","0","0","10.4","19.6","0.532","5.5","7.1","0.768","4.2","10.2","14.4","4.2","1.5","1.7","0","3.9","26.4","0","97",1976
"123","Stu Lantz","PG","29","LAL","53","0","853","4.4","10.6","0.417","0","0","0","4.4","10.6","0.417","4.2","4.6","0.899","1.5","3.7","5.2","4","1.4","0.2","0","5.5","13","0","102",1976
"124","John Laskowski","SG","22","CHI","71","0","1570","8.7","21","0.412","0","0","0","8.7","21","0.412","2.7","3.7","0.725","1.6","5.1","6.7","1.7","1.7","0.3","0","2.7","20","0","99",1976
"125","Clyde Lee","C","31","PHI","79","0","1421","3.9","8.9","0.436","0","0","0","3.9","8.9","0.436","2","3","0.663","5.2","9.1","14.2","1.9","0.7","0.8","0","5.9","9.7","0","98",1976
"126","Greg Lee","PG","24","POR","5","0","35","2.5","5.1","0.5","0","0","0","2.5","5.1","0.5","2.5","2.5","1","0","2.5","2.5","14","2.5","0","0","7.6","7.6","0","99",1976
"127","Bob Love","SF","33","CHI","76","0","2823","9.2","23.6","0.39","0","0","0","9.2","23.6","0.39","6.1","7.7","0.801","3.2","5.4","8.6","2.5","1.1","0.2","0","4","24.6","0","100",1976
"128","Phil Lumpkin","PG","24","PHO","34","0","370","2.7","8","0.338","0","0","0","2.7","8","0.338","3.2","3.7","0.867","0.9","2","2.8","5.9","1.8","0","0","3.2","8.6","0","102",1976
