"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","ORtg","DRtg","Yr"
"1","Mahmoud Abdul-Rauf","PG","31","VAN","41","0","486","12.9","26.5","0.488","0.4","1.5","0.286","12.5","25","0.5","2.4","3.1","0.759","0.5","2.2","2.7","8.2","1","0.1","2.8","5.4","28.7","104","111",2001
"2","Tariq Abdul-Wahad","SG","26","DEN","29","12","420","5.3","13.7","0.387","0.5","1.2","0.4","4.8","12.5","0.386","2.6","4.4","0.583","1.7","5.6","7.3","2.7","1.7","1.6","4.2","6.7","13.7","79","106",2001
"3","Shareef Abdur-Rahim","SF","24","VAN","81","81","3241","9.8","20.7","0.472","0.2","1","0.188","9.6","19.6","0.487","7.2","8.6","0.834","2.8","9","11.9","4","1.5","1.2","3.7","3.8","26.9","106","104",2001
"4","Cory Alexander","PG","27","ORL","26","0","227","4.1","12.7","0.321","0.9","3.6","0.25","3.2","9.1","0.35","2.7","4.1","0.667","0","5.7","5.7","8.2","3.6","0","5.7","6.6","11.8","77","100",2001
"5","Courtney Alexander","PG","23","TOT","65","24","1382","8.9","21.4","0.417","0.6","1.7","0.37","8.3","19.7","0.421","4.6","5.6","0.82","1.6","3.8","5.3","2.3","1.7","0.2","2.8","5.2","23.1","96","109",2001
"6","Ray Allen*","SG","25","MIL","82","82","3129","10.5","21.8","0.48","3.4","7.8","0.433","7.1","14","0.506","5.8","6.5","0.888","1.7","5.4","7.1","6.2","2.1","0.3","3.4","3.2","30.1","119","106",2001
"7","Rafer Alston","PG","24","MIL","37","2","288","5.4","15.2","0.357","1.4","5.4","0.267","4","9.8","0.407","1.6","2.4","0.692","0.7","4.9","5.6","12.3","2.4","0","3.6","4.9","13.9","98","106",2001
"8","John Amaechi","C","30","ORL","82","36","1710","7.1","17.8","0.4","0","0.2","0","7.1","17.6","0.405","5.3","8.4","0.631","2.3","5.8","8.1","2.2","0.8","0.9","3.7","5.3","19.6","89","105",2001
"9","Derek Anderson","SG","26","SAS","82","82","2859","7.7","18.6","0.416","1.9","4.7","0.399","5.8","13.9","0.422","6.4","7.5","0.851","1.4","5.4","6.8","5.6","2.2","0.3","3.1","3.5","23.8","109","99",2001
"10","Kenny Anderson","PG","30","BOS","33","28","849","5.4","13.9","0.388","0.7","2","0.333","4.7","11.8","0.397","3.6","4.3","0.831","1","3.5","4.5","8.2","2.7","0.1","3.2","3.8","15","100","105",2001
"11","Nick Anderson","SG","33","SAC","21","0","169","4.2","17.2","0.246","3","11.7","0.256","1.2","5.4","0.222","0","0","0","0.9","6.6","7.5","3.9","3","1.2","2.1","3.9","11.4","76","98",2001
"12","Shandon Anderson","SG","27","HOU","82","82","2396","5.8","13.1","0.446","1","3.8","0.271","4.8","9.3","0.517","3.1","4.2","0.734","1.6","5.8","7.4","4.2","1.8","0.9","2.9","4.5","15.7","103","105",2001
"13","Greg Anthony","PG","33","POR","58","0","856","6.1","15.9","0.383","4.1","10","0.409","2","5.9","0.34","1.4","2.2","0.657","1.3","2.5","3.8","5.2","2.5","0.2","2.7","4","17.7","105","104",2001
"14","Darrell Armstrong","PG","32","ORL","75","75","2767","7.7","18.7","0.412","2.7","7.5","0.355","5","11.2","0.451","4.1","4.6","0.884","1.8","4.6","6.4","9.8","2.5","0.2","3.7","2.9","22.1","110","103",2001
"15","Chucky Atkins","PG","26","DET","81","75","2363","8.1","20.4","0.399","2.6","7.3","0.357","5.6","13.1","0.423","1.9","2.8","0.692","0.6","3.1","3.7","7.1","1.4","0.1","3.2","3.9","20.8","99","106",2001
"16","Stacey Augmon","SG","32","POR","66","23","1182","5.8","12.1","0.477","0","0.2","0","5.8","11.9","0.485","2.6","4","0.655","2.7","4.5","7.2","4.5","2.2","1","2.2","4.8","14.2","107","103",2001
"17","Isaac Austin","C","31","VAN","52","16","845","5.9","16.7","0.356","0.4","1.5","0.25","5.6","15.2","0.366","1.7","2.5","0.7","3.1","10.7","13.8","3.6","1.2","1.4","3.3","5.8","14","81","103",2001
"18","William Avery","PG","21","MIN","55","0","463","6.2","16.3","0.382","1.8","6.7","0.271","4.4","9.6","0.459","3.2","4.1","0.778","0.6","2.7","3.3","8.5","1.5","0.5","5.1","5.4","17.4","91","108",2001
"19","Dalibor Bagaric","C","20","CHI","35","0","259","3.5","13.5","0.262","0","0.2","0","3.5","13.3","0.266","2.7","5.8","0.464","4.6","7.1","11.6","2.1","1.9","3.3","4.4","9.1","9.8","65","104",2001
"20","Vin Baker","PF","29","SEA","76","27","2129","8.5","20.2","0.422","0","0.4","0.063","8.5","19.8","0.429","5.7","7.9","0.723","4.4","6.2","10.6","2.2","0.9","1.8","3.9","6.5","22.8","97","107",2001
