"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","ORtg","DRtg","Yr"
"1","Alaa Abdelnaby","PF","24","TOT","75","52","1311","9.4","18.2","0.518","0","0","0","9.4","18.2","0.519","3.4","4.5","0.759","4.9","8.1","13","1","1","1","3.7","7.3","22.3","104","108",1993
"2","Mahmoud Abdul-Rauf","PG","23","DEN","81","81","2710","11.2","25","0.45","1.2","3.5","0.355","10","21.5","0.465","3.9","4.1","0.935","0.9","3.1","4","6.1","1.5","0.1","3.3","3.2","27.6","107","110",1993
"3","Mark Acres","C","30","TOT","18","7","269","4.8","9","0.531","0.2","0.4","0.5","4.6","8.6","0.532","2","2.9","0.688","4.8","7.5","12.3","0.9","0.5","1.1","2.4","6.2","11.7","107","111",1993
"4","Michael Adams","PG","30","WSB","70","70","2499","7.2","16.3","0.439","1.3","4.2","0.321","5.8","12.2","0.48","4.7","5.4","0.856","1","3.7","4.7","10.3","2","0.1","3.4","2.9","20.4","110","113",1993
"5","Rafael Addison","SF","28","NJN","68","15","1164","7.8","17.6","0.443","0.3","1.5","0.206","7.5","16.2","0.464","2.4","3","0.814","1.9","3.7","5.7","2.3","1","0.5","2.7","5.4","18.4","98","109",1993
"6","Mark Aguirre","SF","33","DET","51","15","1056","9.1","20.6","0.443","1.5","4","0.361","7.7","16.5","0.463","4.8","6.3","0.767","2.1","5.3","7.4","5.1","0.8","0.3","3.3","4.9","24.5","108","111",1993
"7","Danny Ainge","SG","33","PHO","80","0","2163","7.5","16.2","0.462","3.3","8.3","0.403","4.2","8","0.522","2.7","3.2","0.848","1.1","3.7","4.8","5.8","1.5","0.2","2.5","3.9","21.1","120","110",1993
"8","Victor Alexander","C","23","GSW","72","59","1753","9.5","18.4","0.516","0.3","0.6","0.455","9.2","17.7","0.518","3.1","4.5","0.685","3.6","7.9","11.6","2.6","0.9","1.5","3.3","6","22.3","107","110",1993
"9","Eric Anderson","PF","22","NYK","16","0","44","5.8","20.8","0.278","0","0","0","5.8","20.8","0.278","12.7","15","0.846","6.9","9.2","16.2","3.5","3.5","1.2","5.8","16.2","24.2","94","93",1993
"10","Kenny Anderson","PG","22","NJN","55","55","2010","9.2","21.1","0.435","0.2","0.6","0.28","9","20.5","0.44","4.5","5.8","0.776","1.3","4.4","5.6","11.2","2.4","0.3","3.8","3.5","23.1","106","106",1993
