"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","ORtg","DRtg","Yr"
"1","Zaid Abdul-Aziz","C","28","HOU","65","0","1450","7.6","17.3","0.437","0","0","0","7.6","17.3","0.437","5.1","6.5","0.783","5","10.7","15.7","2.7","1.2","2.4","0","4.1","20.2","0","96",1975
"2","Kareem Abdul-Jabbar*","C","27","MIL","65","0","2747","13.9","27.1","0.513","0","0","0","13.9","27.1","0.513","5.6","7.3","0.763","3.3","12.3","15.6","4.5","1.1","3.6","0","3.5","33.4","0","92",1975
"3","Don Adams","SF","27","DET","51","0","1376","4.4","10.9","0.403","0","0","0","4.4","10.9","0.403","1.6","2.7","0.577","2.2","6.3","8.5","2.6","2.4","0.7","0","6.2","10.4","0","98",1975
"4","Rick Adelman","PG","28","TOT","58","0","1074","5.2","12.3","0.423","0","0","0","5.2","12.3","0.423","3.1","4.4","0.709","1.1","3","4","4.7","3","0.3","0","4.3","13.5","0","97",1975
"5","Lucius Allen","PG","27","TOT","66","0","2353","9.9","22.6","0.437","0","0","0","9.9","22.6","0.437","4.6","5.9","0.778","1.7","3.6","5.4","7.2","2.6","0.6","0","4.2","24.3","0","100",1975
"6","Dan Anderson","SG","24","POR","43","0","453","4.8","10.6","0.448","0","0","0","4.8","10.6","0.448","2.6","3","0.867","0.8","2.1","2.9","8.2","1.6","0.1","0","4.5","12.1","0","102",1975
"7","Tiny Archibald*","PG","26","KCO","82","0","3244","10.8","23.6","0.456","0","0","0","10.8","23.6","0.456","9.2","10.6","0.872","0.7","2.5","3.1","7.9","1.7","0.1","0","2.7","30.8","0","100",1975
"8","Jim Ard","C","26","BOS","59","0","719","5.6","16.7","0.335","0","0","0","5.6","16.7","0.335","3","4.1","0.738","3.7","8.8","12.5","2.5","0.8","2","0","6","14.2","0","94",1975
"9","Dennis Awtrey","C","26","PHO","82","0","2837","5.5","11.7","0.47","0","0","0","5.5","11.7","0.47","2.1","3.2","0.677","3.9","7.5","11.4","5.5","1","0.8","0","3.7","13.1","0","99",1975
"10","Gus Bailey","SG","23","HOU","47","0","446","5.3","13.2","0.405","0","0","0","5.3","13.2","0.405","2.1","4.3","0.488","2.4","6.2","8.6","6.2","1.8","1.7","0","5.4","12.8","0","98",1975
"11","Mike Bantom","SF","23","PHO","82","0","2239","8.6","18.6","0.461","0","0","0","8.6","18.6","0.461","3.8","5.3","0.714","4.3","7","11.4","3.3","1.3","1","0","5.6","21","0","98",1975
"12","Jim Barnett","SG","30","TOT","73","0","1776","7.2","16.4","0.437","0","0","0","7.2","16.4","0.437","5","6","0.836","1.5","3","4.5","4.4","1.2","0.4","0","4","19.3","0","102",1975
"13","Rick Barry*","SF","30","GSW","80","0","3235","14.2","30.6","0.464","0","0","0","14.2","30.6","0.464","5.4","6","0.904","1.3","5","6.3","6.8","3.1","0.5","0","3.1","33.8","0","97",1975
"14","Butch Beard","PG","27","GSW","82","0","2521","7.2","13.7","0.528","0","0","0","7.2","13.7","0.528","4.1","4.9","0.832","2.1","3.5","5.6","6.1","2.3","0.2","0","5.3","18.6","0","100",1975
"15","Zelmo Beaty*","C","35","LAL","69","0","1213","5.1","11.5","0.439","0","0","0","5.1","11.5","0.439","4","5","0.8","3.5","8.7","12.2","2.8","1.7","1.1","0","4.8","14.1","0","98",1975
"16","Ron Behagen","PF","24","KCO","81","0","2205","6.9","17.4","0.399","0","0","0","6.9","17.4","0.399","4.1","5.5","0.754","3","9.3","12.3","3.2","1.3","0.9","0","6.3","18","0","96",1975
"17","Dennis Bell","SF","23","NYK","52","0","465","6.8","18.1","0.376","0","0","0","6.8","18.1","0.376","2","3.6","0.556","4.8","5.7","10.5","2.5","2.2","0.9","0","5.4","15.6","0","97",1975
