"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","ORtg","DRtg","Yr"
"1","Zaid Abdul-Aziz","PF-C","31","TOT","16","0","158","6.8","17.9","0.383","0","0","0","6.8","17.9","0.383","5.1","6.8","0.739","5.7","9.2","14.9","3","0.9","0.9","4.2","8.6","18.8","93","104",1978
"2","Kareem Abdul-Jabbar*","C","30","LAL","62","0","2265","13.2","24.1","0.55","0","0","0","13.2","24.1","0.55","5.5","7","0.783","3.7","12.3","16","5.4","2.1","3.7","4.2","3.6","32","113","94",1978
"3","Tom Abernethy","SF","23","LAL","73","0","1317","6.9","13.9","0.498","0","0","0","6.9","13.9","0.498","3.1","3.8","0.82","3.6","5.5","9.1","3.5","1.9","0.8","1.7","4.2","16.9","115","101",1978
"4","Alvan Adams","C","23","PHO","70","0","1914","9.8","20.1","0.485","0","0","0","9.8","20.1","0.485","4.8","6.6","0.73","3.6","9.2","12.7","5.1","1.9","1.4","5.3","5.4","24.4","98","95",1978
"5","Lucius Allen","PG","30","KCK","77","0","2147","7.7","17.5","0.441","0","0","0","7.7","17.5","0.441","3.6","4.5","0.791","1.4","3.4","4.7","7.4","1.9","0.6","4.5","3.7","19","95","104",1978
"6","Jim Ard","C","29","TOT","15","0","125","3","6.4","0.471","0","0","0","3","6.4","0.471","1.1","1.9","0.6","3.4","10.2","13.6","3","0","0","5.3","7.2","7.2","74","104",1978
"7","Tate Armstrong","SG","22","CHI","66","0","716","8.7","18.5","0.468","0","0","0","8.7","18.5","0.468","1.5","1.8","0.815","1.6","2.9","4.5","4.9","1.5","0","3.8","2.8","18.8","94","106",1978
"8","Bird Averitt","SG","25","TOT","55","0","1085","8.2","20","0.409","0","0","0","8.2","20","0.409","4.1","5.8","0.709","0.7","2.7","3.4","8.1","1.6","0.4","5.9","5.1","20.5","86","105",1978
"9","Dennis Awtrey","C","29","PHO","81","0","1623","3","7","0.424","0","0","0","3","7","0.424","1.8","2.9","0.633","2.6","5.4","8","4.3","0.5","0.7","3.4","4.1","7.8","88","101",1978
"10","Gus Bailey","SG","26","NOJ","48","0","449","5.8","13.7","0.424","0","0","0","5.8","13.7","0.424","3.7","6.6","0.552","4.3","3.8","8.1","3.9","1.8","1.5","3.3","4.5","15.3","95","102",1978
"11","Greg Ballard","SF","23","WSB","76","0","936","6.7","15.8","0.425","0","0","0","6.7","15.8","0.425","4.2","5.4","0.772","4.8","7.8","12.6","2.9","1.4","0.6","3","4.3","17.7","102","100",1978
"12","Mike Bantom","SF","26","IND","82","0","2775","8","16.7","0.479","0","0","0","8","16.7","0.479","4.1","5.5","0.743","2.9","6.8","9.8","3.8","1.6","0.8","3.5","5.3","20.1","103","102",1978
"13","Marvin Barnes","PF","25","TOT","60","0","1646","7.8","18.4","0.422","0","0","0","7.8","18.4","0.422","3.6","5.1","0.703","3.8","8.5","12.2","3.8","1.8","2.3","3.8","6.7","19.1","93","100",1978
"14","Rick Barry*","SF","33","GSW","82","0","3024","11.4","25.3","0.451","0","0","0","11.4","25.3","0.451","5.7","6.1","0.924","1.1","5.6","6.7","6.7","2.4","0.7","3.4","2.8","28.4","104","99",1978
"15","Tim Bassett","PF","26","NJN","65","0","1474","4.4","11.3","0.388","0","0","0","4.4","11.3","0.388","1.5","2.8","0.515","4.2","7.7","11.9","1.8","1.8","1","2.3","5.3","10.2","87","99",1978
"16","Butch Beard","PG","30","NYK","79","0","1979","6.8","13.6","0.502","0","0","0","6.8","13.6","0.502","2.9","3.5","0.806","1.7","4.2","5.8","7.5","2.6","0.1","3.4","4.4","16.5","106","103",1978
"17","Ron Behagen","PF","27","TOT","80","0","1735","9","20.9","0.43","0","0","0","9","20.9","0.43","4.7","6.4","0.725","5.2","8.1","13.3","2.6","1.6","0.8","4.5","6.8","22.6","94","100",1978
"18","Mel Bennett","PF","23","IND","31","0","285","3.6","12.6","0.284","0","0","0","3.6","12.6","0.284","4.4","7","0.622","7.6","6.9","14.5","3.4","1.7","1.1","4.7","8.4","11.5","82","101",1978
"19","Kent Benson","C","23","MIL","69","0","1288","7.5","16.2","0.465","0","0","0","7.5","16.2","0.465","3.2","4.8","0.652","3.1","7.1","10.1","3.4","2.4","1.9","4.1","6.1","18.2","94","100",1978
"20","Henry Bibby","PG","28","PHI","82","0","2518","5","11.6","0.434","0","0","0","5","11.6","0.434","3","3.9","0.781","1.1","3.3","4.4","8.2","1.6","0.1","2.7","3.6","13.1","105","104",1978
"21","Bob Bigelow","SF","24","TOT","5","0","24","7.5","24.4","0.308","0","0","0","7.5","24.4","0.308","0","0","0","5.6","11.3","16.9","0","0","0","0","5.6","15","81","102",1978
"22","Dave Bing*","PG","34","BOS","80","0","2256","8.5","18.9","0.449","0","0","0","8.5","18.9","0.449","4.9","5.9","0.824","1.5","2.7","4.3","6","1.6","0.4","4.3","5","21.9","99","103",1978
"23","Otis Birdsong","SG","22","KCK","73","0","1878","11.1","22.6","0.492","0","0","0","11.1","22.6","0.492","5.1","7.3","0.697","1.7","2.5","4.1","4.1","1.7","0.3","3.4","4.2","27.3","104","105",1978
"24","Tom Boerwinkle","C","32","CHI","22","0","227","4.8","10.4","0.46","0","0","0","4.8","10.4","0.46","2.1","2.7","0.769","2.9","9.4","12.3","9.2","0.6","0.8","5.4","7.5","11.7","92","103",1978
"25","Phil Bond","SG","23","HOU","7","0","21","4.5","13.5","0.333","0","0","0","4.5","13.5","0.333","0","0","0","2.3","6.8","9","4.5","2.3","0","4.5","2.3","9","69","105",1978
"26","Ron Boone","SG","31","KCK","82","0","2653","9.4","21.3","0.443","0","0","0","9.4","21.3","0.443","5.4","6.3","0.854","1.9","2.6","4.5","5.2","1.8","0.2","5.1","3.9","24.2","96","105",1978
"27","Jim Bostic","PF","25","DET","4","0","48","11.1","20.4","0.545","0","0","0","11.1","20.4","0.545","1.9","4.6","0.4","7.4","7.4","14.9","2.8","0","0","2.8","4.6","24.1","111","105",1978
