"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","ORtg","DRtg","Yr"
"1","Álex Abrines","SG","25","OKC","31","2","588","4.4","12.5","0.357","3.3","10.1","0.323","1.2","2.4","0.5","1","1","0.923","0.4","3.4","3.8","1.6","1.3","0.5","1.1","4.2","13.1","103","111",2019
"2","Quincy Acy","PF","28","PHO","10","0","123","1.6","7","0.222","0.8","5.8","0.133","0.8","1.2","0.667","2.7","3.9","0.7","1.2","8.5","9.7","3.1","0.4","1.6","1.6","9.3","6.6","87","116",2019
"3","Jaylen Adams","PG","22","ATL","34","1","428","4.1","11.9","0.345","2.7","8","0.338","1.4","3.9","0.361","0.8","1","0.778","1.2","5.3","6.5","7","1.5","0.5","3","4.9","11.7","99","115",2019
"4","Steven Adams","C","25","OKC","80","80","2669","8.4","14.1","0.595","0","0","0","8.4","14.1","0.596","2.6","5.1","0.5","6.8","6.5","13.3","2.2","2","1.3","2.4","3.6","19.4","120","106",2019
"5","Bam Adebayo","C","21","MIA","82","28","1913","7.2","12.4","0.576","0.1","0.4","0.2","7.1","12","0.588","4.2","5.8","0.735","4.2","11","15.2","4.7","1.8","1.7","3.1","5.2","18.6","120","104",2019
"6","Deng Adel","SF","21","CLE","19","3","194","2.8","9.2","0.306","1.5","5.9","0.261","1.3","3.3","0.385","1","1","1","0.8","4.1","4.9","1.3","0.3","1","1.5","3.3","8.2","85","121",2019
"7","DeVaughn Akoon-Purcell","SG","25","DEN","7","0","22","6.7","22.3","0.3","0","8.9","0","6.7","13.4","0.5","2.2","4.5","0.5","2.2","6.7","8.9","13.4","4.5","0","4.5","8.9","15.6","84","104",2019
"8","LaMarcus Aldridge","C","33","SAS","81","81","2687","12.4","24","0.519","0.2","0.8","0.238","12.3","23.2","0.528","6.3","7.5","0.847","4.6","9","13.5","3.5","0.8","1.9","2.6","3.3","31.4","117","110",2019
"9","Rawle Alkins","SG","21","CHI","10","1","120","5.3","15.8","0.333","1.2","4.8","0.25","4","10.9","0.37","3.2","4.8","0.667","4.4","6.1","10.5","5.3","0.4","0","3.2","2.8","15","93","117",2019
"10","Grayson Allen","SG","23","UTA","38","2","416","7.7","20.5","0.376","3.7","11.4","0.323","4","9.1","0.443","5.2","6.9","0.75","0.3","2.3","2.6","2.9","0.7","0.7","3.8","5.4","24.3","95","111",2019
"11","Jarrett Allen","C","20","BRK","80","80","2096","7.6","12.9","0.59","0.1","1","0.133","7.5","11.9","0.629","4.5","6.3","0.709","4.3","10.9","15.3","2.5","1","2.7","2.3","4.2","19.8","123","106",2019
"12","Kadeem Allen","SG","26","NYK","19","1","416","7.5","16.3","0.461","2","4.2","0.472","5.6","12.2","0.457","4.9","6.3","0.778","0.9","5","5.9","8.8","1.9","0.5","3","5.3","21.9","116","114",2019
"13","Al-Farouq Aminu","PF","28","POR","81","81","2292","5.4","12.5","0.433","2","5.9","0.343","3.4","6.6","0.514","3.2","3.7","0.867","2.4","10.5","12.9","2.2","1.4","0.7","1.5","3","16.1","118","109",2019
"14","Justin Anderson","SF","25","ATL","48","4","463","6.4","15.7","0.408","2.4","7.7","0.312","4","8","0.5","2.6","3.5","0.743","2.4","6","8.4","2.3","2.2","1.3","2.3","4.8","17.8","103","113",2019
"15","Kyle Anderson","SF","25","MEM","43","40","1281","5.8","10.7","0.543","0.3","1.3","0.265","5.5","9.4","0.583","1.4","2.5","0.578","1.9","7.9","9.7","5","2.1","1.4","2.3","4.3","13.4","110","107",2019
