"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","ORtg","DRtg","Yr"
"1","Kareem Abdul-Jabbar*","C","31","LAL","80","0","3157","11.2","19.3","0.577","0","0","0","11.2","19.3","0.577","5","6.8","0.736","3","11.7","14.7","6.2","1.1","4.5","4","3.3","27.3","115","98",1979
"2","Tom Abernethy","PF","24","GSW","70","0","1219","6.8","13.2","0.515","0","0","0","6.8","13.2","0.515","2.7","3.6","0.745","2.9","5.5","8.3","3","1.5","0.5","1.2","5.1","16.3","118","103",1979
"3","Alvan Adams","C","24","PHO","77","0","2364","10.6","20.1","0.53","0","0","0","10.6","20.1","0.53","4.3","5.4","0.799","4.1","9.1","13.2","6.7","2.1","1.2","5.2","4.6","25.6","106","100",1979
"4","Lucius Allen","PG","31","KCK","31","0","413","7.5","18.9","0.397","0","0","0","7.5","18.9","0.397","2.1","3.6","0.576","1.5","3.5","5","4.8","2.3","0.7","3.3","5.6","17","87","103",1979
"5","Kim Anderson","SF","23","POR","21","0","224","5","16","0.312","0","0","0","5","16","0.312","3.1","5.8","0.536","3.5","5.8","9.3","3.1","0.8","1","4.6","8.7","13.1","75","105",1979
"6","Tiny Archibald*","PG","30","BOS","69","0","1662","7","15.5","0.452","0","0","0","7","15.5","0.452","6.6","8.3","0.788","0.7","2.1","2.8","8.8","1.5","0.2","5.3","3.6","20.6","100","109",1979
"7","Tate Armstrong","SG","23","CHI","26","0","259","5","12.6","0.4","0","0","0","5","12.6","0.4","1.8","2.3","0.769","1.3","2.3","3.6","5.6","1.8","0","3.8","4","11.9","86","107",1979
"8","Dennis Awtrey","C","30","TOT","63","0","746","2.7","6.6","0.411","0","0","0","2.7","6.6","0.411","2.5","3.5","0.732","2.6","6.7","9.3","4.3","1","0.8","3.2","6.5","7.9","93","103",1979
"9","Gus Bailey","SG","27","NOJ","2","0","9","9.8","34.4","0.286","0","0","0","9.8","34.4","0.286","0","0","0","9.8","0","9.8","9.8","0","0","4.9","4.9","19.6","77","114",1979
"10","Greg Ballard","SF","24","WSB","82","0","1552","7.6","16.2","0.465","0","0","0","7.6","16.2","0.465","3.5","5","0.692","4.2","8.9","13.1","3.4","1.7","0.9","2.8","4.9","18.6","105","101",1979
