"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","ORtg","DRtg","Yr"
"1","Kareem Abdul-Jabbar*","C","32","LAL","82","0","3143","12.3","20.3","0.604","0","0","0","12.3","20.3","0.604","5.3","7","0.765","2.8","10.2","13","5.4","1.2","4.1","4.4","3.2","29.8","118","100",1980
"2","Tom Abernethy","PF","25","GSW","67","0","1222","6","12.4","0.481","0","0","0","6","12.4","0.483","2.2","3.2","0.683","2.4","5","7.5","3.4","1.4","0.5","1.5","4.6","14.1","109","108",1980
"3","Alvan Adams","C","25","PHO","75","0","2168","9.8","18.5","0.531","0","0","0","9.8","18.4","0.533","4","5","0.797","3.3","9.5","12.9","6.8","2.3","1.2","4.6","5","23.6","107","99",1980
"4","Tiny Archibald*","PG","31","BOS","80","80","2864","6.3","13","0.482","0.1","0.3","0.222","6.2","12.7","0.488","5.9","7.1","0.83","1","2.3","3.2","11","1.7","0.2","4","3.6","18.5","115","105",1980
"5","Dennis Awtrey","C","31","CHI","26","0","560","2.3","5","0.45","0","0","0","2.3","5","0.45","2.7","4.2","0.64","2.4","7.2","9.7","3.4","1","1.3","2.3","5.6","7.2","102","107",1980
"6","Gus Bailey","SG","28","WSB","20","0","180","4.2","9.1","0.457","0.3","0.3","1","3.9","8.8","0.441","1.3","3.4","0.385","1.6","5.7","7.3","6.8","1.8","1","2.9","4.7","9.9","95","105",1980
"7","James Bailey","PF","22","SEA","67","0","726","7.9","17.6","0.45","0","0","0","7.9","17.6","0.45","4.4","6.6","0.673","4.6","8.2","12.8","1.8","1.4","3.5","5.1","7.5","20.3","93","98",1980
"8","Greg Ballard","SF","25","WSB","82","0","2438","10.5","21.1","0.495","0.3","0.9","0.34","10.1","20.2","0.502","3.3","4.4","0.753","4.6","7.6","12.2","3.1","1.7","0.7","2.6","3.8","24.5","110","104",1980
"9","Mike Bantom","SF","28","IND","77","0","2330","7.6","15","0.505","0","0.1","0.333","7.6","14.9","0.506","2.7","4.1","0.665","3.8","5.2","9","5.5","1.7","1","3.7","5.3","17.9","105","107",1980
"10","Marvin Barnes","PF","27","SDC","20","0","287","4","9.9","0.4","0","0","0","4","9.9","0.4","2.6","5.3","0.5","5.6","7.1","12.7","3","0.8","2","3","8.6","10.6","95","109",1980
"11","Rick Barry*","SF","35","HOU","72","0","1816","8.5","20.1","0.422","1.9","5.8","0.33","6.6","14.4","0.458","3.7","4","0.935","1.4","4.8","6.2","7","2.1","0.7","4","4.8","22.6","106","108",1980
"12","Tim Bassett","PF","28","TOT","12","0","164","3.3","9.3","0.353","0","0","0","3.3","9.3","0.353","2.7","4.1","0.667","3","6","9","3.8","2.2","0","2.4","7.3","9.3","92","105",1980
"13","Billy Ray Bates","SG","23","POR","16","0","235","14.9","30.3","0.493","1.7","3.9","0.421","13.3","26.3","0.504","5.8","8.1","0.718","2.7","3.3","6","6.4","2.9","0.4","4.1","5.4","37.3","112","104",1980
"14","Ron Behagen","PF","29","WSB","6","0","64","6.6","16.8","0.391","0","0","0","6.6","16.8","0.391","3.7","4.4","0.833","4.4","5.8","10.2","5.1","0","2.9","2.9","10.2","16.8","99","107",1980
"15","Kent Benson","C","25","TOT","73","0","1891","7.3","15.1","0.484","0","0.1","0.2","7.3","15","0.486","2.4","3.5","0.702","3.1","8","11.1","4.4","1.8","2.3","3.8","6","17.1","99","102",1980
