"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","ORtg","DRtg","Yr"
"1","Tariq Abdul-Wahad","SG","28","DAL","14","0","204","6.9","14.7","0.466","0","0.3","0","6.9","14.5","0.474","0.8","1.5","0.5","3.6","6.6","10.2","5.3","1.5","0.8","1.8","6.6","14.5","106","103",2003
"2","Shareef Abdur-Rahim","PF","26","ATL","81","81","3087","9.7","20.2","0.478","0.4","1","0.35","9.3","19.2","0.485","7.8","9.2","0.841","3","8.6","11.6","4.1","1.5","0.6","3.6","4.1","27.5","111","106",2003
"3","Courtney Alexander","PG","25","NOH","66","7","1360","7.6","19.9","0.382","0.8","2.3","0.333","6.9","17.7","0.388","4.7","5.8","0.808","1.5","3.1","4.7","3.1","1.2","0.2","2.7","4.9","20.7","96","106",2003
"4","Malik Allen","PF","24","MIA","80","73","2318","7.9","18.6","0.424","0","0.1","0","7.9","18.5","0.426","2.3","2.9","0.802","3.2","6.9","10","1.3","0.9","1.8","3","5.5","18.1","89","103",2003
"5","Ray Allen*","SG","27","TOT","76","75","2880","11.1","25.4","0.439","3.7","9.9","0.377","7.4","15.5","0.478","5.9","6.4","0.916","1.8","5.3","7.1","6.2","1.9","0.3","3.7","4.1","31.9","111","108",2003
"6","Rafer Alston","PG","26","TOR","47","4","980","7.6","18.3","0.415","2.8","7.1","0.392","4.8","11.2","0.429","2","2.9","0.685","1.1","4.7","5.8","10.5","2.1","0.8","4.7","6.5","19.9","100","108",2003
"7","John Amaechi","C","32","UTA","50","1","474","4.2","13.4","0.314","0","0","0","4.2","13.4","0.314","2.8","5.9","0.481","2.9","5.8","8.7","2.4","1.6","0.8","3.9","5.7","11.2","73","105",2003
"8","Chris Andersen","C","24","DEN","59","3","907","6.6","16.6","0.4","0","0.1","0","6.6","16.5","0.401","4.5","8.1","0.55","6.3","9.6","15.9","1.9","1.7","3.5","3.5","5.2","17.7","91","97",2003
"9","Derek Anderson","PG","28","POR","76","76","2556","7.5","17.5","0.427","2.4","7","0.35","5","10.5","0.477","4.9","5.7","0.859","1.1","4.4","5.5","6.8","1.9","0.3","2.7","3","22.2","115","105",2003
"10","Kenny Anderson","PG","32","TOT","61","2","1135","7.8","18.2","0.427","0","0.3","0.143","7.7","17.9","0.432","2.1","2.7","0.789","1.5","4.8","6.3","9.5","2.8","0.2","3.6","5.1","17.8","98","103",2003
