"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","ORtg","DRtg","Yr"
"1","Shareef Abdur-Rahim","PF","27","TOT","85","56","2684","10","21","0.475","0.2","0.7","0.265","9.8","20.4","0.482","7.4","8.6","0.869","3.8","9","12.8","3.5","1.4","0.7","3.7","4.4","27.6","110","105",2004
"2","Malik Allen","PF","25","MIA","45","6","616","7.4","17.5","0.419","0","0","0","7.4","17.5","0.419","2.2","2.9","0.758","3.7","6.8","10.5","1.4","1.1","2.5","2.4","7.2","16.9","93","101",2004
"3","Ray Allen*","SG","28","SEA","56","56","2152","11.1","25.2","0.44","3.7","9.4","0.392","7.4","15.8","0.468","6.1","6.7","0.904","1.7","5.4","7.1","6.6","1.8","0.3","3.9","3.3","31.9","112","110",2004
"4","Rafer Alston","PG","27","MIA","82","28","2581","6.1","16.2","0.376","3.4","9.2","0.371","2.7","7","0.382","2.2","2.8","0.769","0.5","4.2","4.8","7.9","2.4","0.4","2.7","4.5","17.7","105","102",2004
"5","Chris Andersen","PF","25","DEN","71","0","1029","4.5","10.1","0.443","0","0","0","4.5","10.1","0.446","3.1","5.3","0.589","4.4","10.4","14.9","1.7","1.7","5.7","2.4","5.9","12.1","100","96",2004
"6","Derek Anderson","SG","29","POR","51","46","1810","7.1","18.8","0.376","2.4","8","0.305","4.6","10.9","0.428","4.8","5.8","0.824","0.8","4.8","5.6","7","2","0.1","2.8","2.4","21.3","107","107",2004
"7","Kenny Anderson","PG","33","IND","44","31","905","6.8","15.5","0.441","0.1","0.2","0.25","6.8","15.3","0.444","2.1","2.9","0.729","1.2","3.8","4.9","7.6","1.6","0.3","3","4.4","15.9","98","101",2004
"8","Shandon Anderson","SG","30","NYK","80","37","1974","6.5","15.3","0.422","1","3.5","0.281","5.5","11.8","0.463","3.3","4.4","0.764","1.4","4.6","6","3.3","1.8","0.5","3.2","4.9","17.2","96","105",2004
"9","Carmelo Anthony","SF","19","DEN","82","82","2995","10.7","25.2","0.426","1.2","3.7","0.322","9.5","21.5","0.444","7","9","0.777","3.1","5.4","8.6","3.9","1.7","0.7","4.2","3.9","29.6","102","105",2004
"10","Robert Archibald","C-PF","23","TOT","32","3","256","1.9","7.1","0.273","0","0","0","1.9","7.1","0.273","3","6.7","0.452","4.5","6.7","11.2","2.8","3","0.6","2.2","10.8","6.9","84","98",2004
"11","Gilbert Arenas","PG","22","WAS","55","52","2066","9","23","0.392","3.1","8.4","0.375","5.9","14.6","0.401","6","8","0.748","1.4","5","6.4","6.9","2.6","0.3","5.7","4.4","27.1","98","105",2004
"12","Brandon Armstrong","SG","23","NJN","56","0","434","8","21.6","0.371","2.3","6.4","0.365","5.7","15.2","0.374","0.2","0.5","0.5","1.5","3.8","5.3","1.7","1.5","0.2","3","6.1","18.7","80","102",2004
"13","Darrell Armstrong","PG","35","NOH","79","22","2247","7","17.6","0.395","3.2","10.3","0.315","3.7","7.4","0.508","2.9","3.5","0.854","1.5","3.9","5.4","7.5","3.2","0.4","3.7","3.5","20.1","105","102",2004
"14","Carlos Arroyo","PG","24","UTA","71","71","2008","9.4","21.2","0.441","1","3.2","0.325","8.3","18","0.462","5","6.2","0.804","1.1","4","5.1","9.8","1.7","0.1","4.3","4.6","24.8","106","106",2004
"15","Chucky Atkins","PG","29","TOT","64","24","1544","6.6","16.6","0.397","2.8","8.3","0.336","3.8","8.3","0.457","2.5","3.3","0.753","0.3","2.9","3.2","7.7","1.5","0.1","3.2","3.5","18.5","103","105",2004
"16","Stacey Augmon","SF","35","NOH","69","24","1416","5.4","13.2","0.412","0","0.3","0.143","5.4","12.9","0.418","4.2","5.3","0.791","2","4.6","6.6","3.2","2.1","0.6","2.9","4.3","15.1","97","104",2004
"17","Vin Baker","PF","32","TOT","54","33","1313","8.2","17.1","0.481","0","0.1","0.333","8.2","17","0.483","4.5","6.2","0.726","4.4","6.7","11.1","2.6","1.1","1.3","3","6.3","21","105","105",2004
"18","Marcus Banks","PG","22","BOS","81","2","1385","6.6","16.4","0.4","1","3.2","0.314","5.6","13.2","0.421","3.7","4.9","0.756","1.1","3.8","4.9","6.5","3.3","0.5","4.6","6.4","17.9","91","103",2004
"19","Leandro Barbosa","PG","21","PHO","70","46","1500","7.3","16.2","0.447","2.9","7.3","0.395","4.4","9","0.488","1.6","2.1","0.77","0.8","3.5","4.2","5.7","3.2","0.2","4.1","6.4","19","100","106",2004
"20","Matt Barnes","SF","23","LAC","38","9","724","4.6","10.1","0.457","0.1","0.9","0.154","4.4","9.1","0.488","3.1","4.4","0.705","3.9","7.1","11","3.5","2","0.2","3.2","5.5","12.5","101","108",2004
"21","Dana Barros","SG","36","BOS","1","0","11","9.4","14.1","0.667","0","0","0","9.4","14.1","0.667","9.4","9.4","1","0","0","0","0","0","0","0","9.4","28.1","162","113",2004
"22","Brent Barry","SG","32","SEA","59","53","1803","6.4","12.6","0.504","3.4","7.5","0.452","3","5.2","0.577","2.7","3.3","0.827","0.6","5.4","6","10.1","2.5","0.5","4.1","3.6","18.8","120","108",2004
"23","Jon Barry","SG","34","DEN","57","9","1101","5.6","13.9","0.404","2.4","6.4","0.37","3.2","7.4","0.434","2.8","3.3","0.845","1.2","4.6","5.7","6.9","2.7","0.4","2.5","3.1","16.4","111","104",2004
"24","Mengke Bateer","C","28","TOR","7","0","40","5.5","9.7","0.571","0","0","0","5.5","9.7","0.571","0","0","0","6.9","4.1","11.1","1.4","1.4","0","2.8","13.8","11.1","107","104",2004
"25","Tony Battie","C","27","TOT","73","7","1478","6","13.6","0.443","0.1","0.3","0.222","6","13.3","0.448","2.3","3.2","0.742","4.2","8.5","12.7","2.1","0.9","2.4","2.2","5.6","14.5","101","103",2004
"26","Shane Battier","SF","25","MEM","79","1","1947","6.5","14.7","0.446","1.8","5","0.349","4.8","9.6","0.496","3.2","4.4","0.732","2.8","5.4","8.2","2.7","2.7","1.6","1.5","5","18.1","114","102",2004
"27","Lonny Baxter","C-PF","25","TOT","62","5","766","7.3","14.8","0.493","0.1","0.2","0.333","7.2","14.5","0.495","3.1","5.4","0.579","4.5","8.7","13.2","1.4","1.2","2","2.7","8.7","17.7","100","100",2004
"28","Jerome Beasley","PF","23","MIA","2","0","5","10.9","32.7","0.333","0","0","0","10.9","32.7","0.333","0","0","0","0","10.9","10.9","0","0","0","0","0","21.8","72","104",2004
"29","Raja Bell","SG","27","UTA","82","4","2020","9","22.1","0.409","1.7","4.6","0.373","7.3","17.5","0.418","5.4","6.8","0.786","1.6","5","6.6","2.9","1.7","0.4","3","7.2","25.1","103","105",2004
"30","Troy Bell","PG","23","MEM","6","0","34","6.2","27.8","0.222","0","6.2","0","6.2","21.6","0.286","4.6","4.6","1","4.6","1.5","6.2","6.2","1.5","0","9.3","9.3","17","61","108",2004
"31","Jonathan Bender","SF","23","IND","21","0","271","10.1","21.5","0.472","1.8","4.5","0.409","8.3","17","0.488","7.9","9.5","0.83","1.8","6.3","8.1","1.8","1","2.2","6.7","4.7","30","96","99",2004
"32","Travis Best","PG","31","DAL","61","1","762","4.3","11.6","0.372","0.2","1.4","0.15","4.1","10.3","0.401","2.7","3.1","0.87","1.1","3.4","4.6","7.6","2.1","0.3","2.2","4.5","11.6","103","110",2004
"33","Mike Bibby","PG","25","SAC","82","82","2980","9.1","20.3","0.45","2.6","6.6","0.392","6.6","13.7","0.479","5.3","6.5","0.815","1.2","3.6","4.8","7.7","1.9","0.3","3","2.5","26.1","113","108",2004
"34","Chauncey Billups","PG","27","DET","78","78","2758","7.8","19.7","0.394","2.6","6.6","0.388","5.2","13.1","0.396","8","9.1","0.878","0.7","4.8","5.5","8.8","1.7","0.2","3.7","3.5","26.1","112","99",2004
"35","Steve Blake","PG","23","WAS","75","14","1392","5.9","15.2","0.386","2.8","7.6","0.371","3.1","7.7","0.4","2.1","2.5","0.821","0.7","3.7","4.4","7.8","2.1","0.3","4.8","3.7","16.6","95","107",2004
