"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","ORtg","DRtg","Yr"
"27","Matt Barnes","PF","26","GSW","76","23","1813","7.3","16.8","0.438","2.8","7.7","0.366","4.5","9","0.5","2.4","3.3","0.732","2.4","6.9","9.3","4.2","1.9","1.1","2.8","5","19.9","107","107",2007
"28","Andre Barrett","PG","24","CHI","6","0","29","7.1","14.1","0.5","0","0","0","7.1","14.1","0.5","0","0","0","1.8","7.1","8.8","12.4","0","0","7.1","7.1","14.1","90","104",2007
"29","Earl Barron","C","25","MIA","28","0","203","6.3","21.8","0.289","0","0.3","0","6.3","21.6","0.293","4.5","4.7","0.944","5","5.8","10.8","1.3","1.6","1.1","2.9","5.5","17.1","81","106",2007
"30","Brent Barry","SG","35","SAS","75","28","1631","6.6","13.9","0.475","4.2","9.4","0.446","2.4","4.5","0.536","3.4","3.8","0.88","0.6","4.7","5.2","4.5","1.8","0.4","2","2.9","20.8","126","102",2007
"31","Brandon Bass","PF","21","NOK","21","3","162","4.9","14.4","0.341","0","0.3","0","4.9","14.1","0.349","3.9","5.3","0.75","4.3","9.9","14.1","1","0.7","1","3.3","5.3","13.8","86","106",2007
"32","Maceo Baston","PF","31","IND","47","2","405","6.3","9.7","0.645","0.4","0.9","0.429","5.9","8.8","0.667","4.7","6","0.787","2.7","6.8","9.5","2.1","1.5","2.3","4.1","8.3","17.7","113","104",2007
"33","Esteban Batista","PF","23","ATL","13","0","81","5.3","10.5","0.5","0","0","0","5.3","10.5","0.5","2.6","4.6","0.571","4.6","15.1","19.8","2.6","2","0","2.6","8.6","13.2","105","102",2007
"34","Tony Battie","PF","30","ORL","66","66","1575","6","12.2","0.489","0","0","0","6","12.2","0.49","1.8","2.6","0.675","3.1","8.5","11.7","1.2","1","1","2.1","6.3","13.7","103","104",2007
"35","Shane Battier","SF","28","HOU","82","82","2988","5.2","11.6","0.446","2.8","6.6","0.421","2.4","5","0.48","1.6","2","0.779","1.2","4.8","6","3.1","1.4","1.1","1.3","3.4","14.7","119","102",2007
"36","Charlie Bell","SG","27","MIL","82","64","2848","7.8","17.8","0.437","2.3","6.6","0.352","5.5","11.2","0.488","2.4","3.1","0.78","1","3.3","4.3","4.5","1.8","0.1","1.9","3.9","20.3","110","114",2007
"37","Raja Bell","SG","30","PHO","78","78","2917","7.1","16.3","0.432","3.5","8.5","0.413","3.5","7.8","0.452","2","2.6","0.776","0.8","3.5","4.3","3.4","0.9","0.4","1.4","4","19.7","113","110",2007
"38","Mike Bibby","PG","28","SAC","82","82","2784","8.6","21.2","0.404","3.1","8.7","0.36","5.4","12.5","0.435","5.2","6.3","0.83","0.7","4.1","4.8","7.1","1.6","0.1","3.6","2.5","25.5","105","110",2007
"39","Andris Biedrinš","C","20","GSW","82","63","2382","7.1","11.8","0.599","0","0","0","7.1","11.8","0.599","1.8","3.4","0.521","5.1","10.4","15.5","1.8","1.4","2.8","2.4","6.2","15.9","115","104",2007
"40","Chauncey Billups","PG","30","DET","70","70","2533","7.6","17.7","0.427","2.4","6.9","0.345","5.2","10.8","0.479","8.4","9.5","0.883","0.5","4.6","5.1","10.9","1.8","0.4","3","3.5","25.9","123","106",2007
"41","Steve Blake","PG","26","TOT","82","42","2225","4.7","11.4","0.411","1.5","4.7","0.322","3.2","6.8","0.472","1","1.4","0.672","0.5","3.3","3.8","9.2","1.4","0.2","2.9","2.7","11.9","103","111",2007
"42","Will Blalock","PG","23","DET","14","0","166","3","9.9","0.3","0.3","1.7","0.2","2.7","8.3","0.32","2","2","1","2","3","5","5.6","1.7","0","4","3","8.3","80","108",2007
"43","Andray Blatche","PF","20","WAS","56","13","682","6.4","14.7","0.437","0.3","2","0.148","6.1","12.7","0.482","2.2","3.7","0.612","5.8","8.5","14.3","2.9","1.3","2.4","3.7","7","15.4","97","108",2007
"44","Mark Blount","C","31","MIN","82","81","2544","8.9","17.4","0.509","0.2","0.6","0.29","8.7","16.8","0.517","3","4","0.754","2.8","7.7","10.5","1.4","0.9","1.2","3.3","5","21","100","108",2007
"45","Keith Bogans","SG","26","ORL","59","18","990","5.3","13.2","0.404","2.9","7.4","0.387","2.5","5.8","0.426","2.5","3.4","0.746","0.9","4.2","5","3.2","1.5","0.1","2.5","5.3","16.1","106","107",2007
"46","Andrew Bogut","C","22","MIL","66","66","2258","8","14.5","0.553","0","0.1","0.2","8","14.4","0.556","2.6","4.5","0.577","3.9","9.6","13.4","4.6","1.1","0.8","3.5","5","18.6","108","110",2007
"47","Matt Bonner","PF","26","SAS","56","0","653","8.7","19.4","0.447","2.9","7.7","0.383","5.7","11.7","0.49","2.2","3.1","0.711","5.2","7.5","12.8","1.8","1.4","0.9","2","5.5","22.5","111","100",2007
"48","Josh Boone","PF","22","NJN","61","0","669","7.8","13.4","0.579","0","0","0","7.8","13.4","0.579","4.4","8.1","0.544","5","8.8","13.8","0.8","0.9","1.6","2.6","7.4","19.9","111","105",2007
"49","Calvin Booth","C","30","WAS","44","1","380","4.2","8.9","0.47","0.1","0.3","0.5","4","8.6","0.469","0.8","1.3","0.6","3.6","7.3","10.9","2.4","0.5","3.9","1.2","9.5","9.3","111","109",2007
"50","Carlos Boozer","PF","25","UTA","74","74","2557","13.3","23.6","0.561","0","0","0","13.3","23.6","0.561","5.2","7.6","0.685","4.8","13","17.8","4.5","1.4","0.4","4","4.4","31.7","114","104",2007
"51","Chris Bosh","C","22","TOR","69","69","2658","10.6","21.3","0.496","0.2","0.7","0.343","10.4","20.7","0.501","9","11.5","0.785","3.6","10.8","14.5","3.4","0.8","1.8","3.5","3.2","30.5","112","104",2007
"52","Bruce Bowen","SF","35","SAS","82","82","2464","4.1","10.1","0.405","1.9","5","0.384","2.2","5.1","0.426","0.9","1.6","0.589","0.5","4.3","4.8","2.5","1.3","0.5","1.4","3.8","11.1","101","103",2007
"53","Earl Boykins","PG","30","TOT","66","23","2031","8.1","19.2","0.42","2.4","6","0.397","5.7","13.2","0.43","5.5","6.1","0.898","1.2","2.2","3.5","7.3","1.4","0","3","2.3","24","113","113",2007
"54","Cedric Bozeman","SG","23","ATL","23","5","199","2.9","10.5","0.282","0.5","3.5","0.154","2.4","7","0.346","0.5","1.6","0.333","0.8","5.4","6.2","2.4","1.3","0.5","2.4","8.6","7","66","110",2007
"55","Elton Brand","PF","27","LAC","80","80","3077","11.1","20.8","0.533","0","0","1","11.1","20.8","0.532","6","7.9","0.761","4.6","8.2","12.8","4","1.3","3.1","3.5","4.1","28.2","114","103",2007
"56","Ronnie Brewer","SG","21","UTA","56","14","675","7.9","15","0.528","0","0.7","0","7.9","14.3","0.554","4.3","6.4","0.675","2.9","3","5.8","1.9","2.9","0.5","1.9","3.4","20.2","115","107",2007
"57","Primož Brezec","C","27","CHA","58","40","838","7.6","17.1","0.445","0.1","0.2","0.333","7.5","16.9","0.446","2.7","4.2","0.632","5","6.5","11.5","1.4","0.7","1.4","2.4","10","17.9","98","109",2007
"58","Andre Brown","PF","25","SEA","38","0","271","8.1","14.3","0.568","0","0.2","0","8.1","14.1","0.575","1.7","2.9","0.6","5","9.3","14.3","0.4","1.2","0.8","5.6","5","17.9","92","109",2007
"59","Dee Brown","PG","22","UTA","49","0","450","3.7","11.4","0.327","0.7","3.3","0.214","3","8.2","0.371","2.8","4.3","0.649","0.9","3.7","4.7","9.7","2.6","0.8","3.6","5.9","10.9","93","107",2007
"60","Devin Brown","SG","28","NOK","58","49","1662","7.5","17.8","0.42","2.6","7.3","0.357","4.9","10.5","0.463","3.9","5","0.794","1.8","6.3","8","4.8","1.4","0.3","2.9","4.4","21.4","109","108",2007
"61","Kwame Brown","C","24","LAL","41","28","1132","6.5","11","0.591","0","0","0","6.5","10.9","0.593","2.7","6.1","0.44","3.7","7.4","11.1","3.4","1.8","2.2","3.4","5.6","15.6","104","106",2007
"62","P.J. Brown","PF","37","CHI","72","49","1456","6","14.7","0.407","0","0.1","0","6","14.6","0.409","3.4","4.3","0.787","4.5","7.7","12.2","1.7","0.8","1.8","3","6.6","15.3","95","100",2007
"63","Shannon Brown","SG","21","CLE","23","5","202","7.3","19.4","0.378","1.8","6.5","0.28","5.5","12.8","0.429","2.6","3.7","0.714","1.6","3.9","5.5","2.6","1.8","0.8","3.7","6.3","19.1","88","103",2007
"64","Kobe Bryant*","SG","28","LAL","77","77","3140","13.3","28.7","0.463","2.2","6.5","0.344","11","22.2","0.497","10.9","12.6","0.868","1.2","5.9","7.2","6.7","1.8","0.6","4.2","3.4","39.7","115","109",2007
"65","Greg Buckner","SG","30","DAL","76","11","1372","4.8","11.7","0.411","1.3","4","0.311","3.6","7.7","0.464","1.1","1.3","0.794","1.4","4.8","6.2","2.7","1.8","0.3","1.6","5.9","11.9","102","105",2007
"66","Pat Burke","C","33","PHO","23","0","164","7","19.9","0.354","1.8","6.7","0.273","5.2","13.2","0.395","2.4","4","0.615","3.7","10.7","14.4","1.5","0.9","0.6","2.1","5.8","18.4","91","105",2007
"67","Caron Butler","SF","26","WAS","63","63","2474","9.3","20.1","0.463","0.4","1.5","0.25","8.9","18.6","0.48","5.8","6.8","0.863","3","6.6","9.6","4.8","2.8","0.4","3.7","3.9","24.8","108","109",2007
"68","Jackie Butler","C","21","SAS","11","2","103","8.3","18.2","0.457","0","0","0","8.3","18.2","0.457","4.7","5.2","0.9","3.1","8.3","11.4","2.6","1","0","5.2","8.3","21.3","93","101",2007
"69","Rasual Butler","SF","27","NOK","81","38","2223","7.5","18.9","0.398","3.2","8.7","0.369","4.3","10.2","0.424","1.3","2.1","0.644","1","5.1","6.1","1.5","1","1.3","1.6","3.5","19.6","102","108",2007
"70","Andrew Bynum","C","19","LAL","82","53","1793","7.1","12.7","0.558","0","0.1","0","7.1","12.6","0.561","4.1","6.1","0.668","4","9.9","13.9","2.7","0.3","3.7","3.3","7.1","18.2","110","106",2007
"71","José Calderón","PG","25","TOR","77","11","1614","8.4","16.2","0.521","0.8","2.4","0.333","7.6","13.8","0.553","3.8","4.6","0.818","0.7","3.6","4.3","12.4","2","0.2","3.5","4.4","21.5","117","108",2007
"72","Marcus Camby","C","32","DEN","70","70","2369","6.5","13.7","0.473","0","0","0","6.5","13.7","0.475","3.3","4.6","0.729","3.4","13.6","17","4.6","1.8","4.8","2.5","3.8","16.3","109","97",2007
"73","Brian Cardinal","PF","29","MEM","28","1","313","6.9","13.9","0.494","2.9","7.2","0.409","3.9","6.7","0.585","4.1","4.4","0.926","2.1","7.5","9.7","5.1","3.6","0.2","3.8","6.9","20.8","118","108",2007
"74","Rodney Carney","SF","22","PHI","67","35","1169","8.2","17.7","0.464","1.1","3.3","0.347","7.1","14.5","0.491","2.4","3.9","0.609","1.8","4","5.8","1.2","1.7","1","1.9","5.3","20","101","108",2007
"75","Matt Carroll","SG","26","CHA","72","47","1878","7.9","18.3","0.433","3.1","7.4","0.416","4.8","10.9","0.445","5.2","5.8","0.904","1","4.8","5.7","2.5","1.5","0.2","2","4.9","24.1","114","110",2007
"76","Anthony Carter","PG","31","DEN","2","0","37","4","10.7","0.375","0","2.7","0","4","8","0.5","0","0","0","0","4","4","14.6","0","1.3","8","5.3","8","74","111",2007
"77","Vince Carter","SG","30","NJN","82","82","3126","12.2","26.9","0.454","2.6","7.3","0.357","9.6","19.5","0.491","7.8","9.7","0.802","1.9","6.4","8.3","6.6","1.4","0.5","3.6","4.5","34.8","111","107",2007
"78","Sam Cassell","PG","37","LAC","58","30","1407","9.8","23.5","0.418","1.2","4.1","0.294","8.6","19.4","0.444","6","6.8","0.879","1","5.3","6.3","10.1","1.1","0.3","3.8","4.7","26.8","106","109",2007
"79","Kelvin Cato","C","32","NYK","18","0","95","3.9","12.2","0.318","0","0","0","3.9","12.2","0.318","4.5","6.7","0.667","6.7","10.6","17.3","0","1.7","5.6","3.3","5.6","12.2","88","100",2007
"80","Tyson Chandler","C","24","NOK","73","73","2525","6.2","9.9","0.624","0","0","0","6.2","9.8","0.625","2.2","4.2","0.527","6.7","12.3","19","1.4","0.8","2.7","2.7","5.1","14.5","117","103",2007
"81","Josh Childress","SG","23","ATL","55","13","2024","6.9","13.6","0.504","0.7","2","0.338","6.2","11.6","0.533","4.4","5.5","0.795","3.2","5.7","9","3.3","1.5","0.9","2.1","3.1","18.8","119","109",2007
"82","Doug Christie","SG","36","LAC","7","0","82","3.2","11","0.294","0.6","3.9","0.167","2.6","7.1","0.364","1.3","1.9","0.667","1.9","5.2","7.1","5.2","1.9","0.6","3.2","7.1","8.4","78","106",2007
"83","Speedy Claxton","PG","28","ATL","42","31","1054","4.6","14.1","0.327","0.3","1.4","0.214","4.3","12.7","0.34","1.7","3","0.55","0.6","3.5","4.1","9.4","3.6","0.2","3.8","6.6","11.2","82","107",2007
"84","Jarron Collins","C","28","UTA","82","9","913","4.3","9.8","0.441","0","0","0","4.3","9.8","0.441","3.1","4.8","0.651","4.1","5.7","9.8","3.4","0.7","0.5","2.1","8.4","11.7","107","110",2007
"85","Jason Collins","PF","28","NJN","80","78","1844","1.6","4.3","0.364","0","0.1","0","1.6","4.2","0.369","1.7","3.6","0.465","2.6","6.4","9","1.3","1.1","1.1","2.1","7.8","4.8","83","107",2007
"86","Mardy Collins","SF","22","NYK","52","9","777","5.9","15.5","0.382","0.9","3.2","0.277","5","12.3","0.409","3.3","5.6","0.585","1.9","5.2","7.1","5.6","2.2","0.2","3.9","5.1","16","92","109",2007
"87","Nick Collison","C","26","SEA","82","56","2378","7","14","0.5","0","0","0","7","13.9","0.502","3.4","4.4","0.774","5","9.6","14.6","1.8","1.1","1.5","2.7","6.4","17.4","110","109",2007
"88","Will Conroy","PG-SG","24","TOT","7","0","52","0","3","0","0","0","0","0","3","0","0","4","0","3","4","7","9.1","0","0","2","7","0","72","114",2007
"89","Brian Cook","PF","26","LAL","65","24","1018","9.3","20.6","0.453","2.3","5.8","0.4","7","14.8","0.474","1.7","2.4","0.723","3.1","7.8","10.8","3.3","1.3","1.4","2.6","6.8","22.7","105","108",2007
"90","Jamal Crawford","SG","26","NYK","59","36","2198","8.5","21.3","0.4","2.5","7.7","0.32","6","13.6","0.445","5.5","6.5","0.838","1.1","3.5","4.5","6.2","1.4","0.2","3.9","2.7","25","105","112",2007
"91","Austin Croshere","PF","31","DAL","61","2","727","5.8","16.4","0.351","1.9","6.7","0.286","3.8","9.7","0.397","3.3","3.8","0.865","2.4","11.3","13.7","3.2","1","0.4","2.4","5","16.7","100","102",2007
"92","Eddy Curry","C","24","NYK","81","81","2849","10.9","18.9","0.576","0","0","1","10.8","18.8","0.575","7.5","12.2","0.615","3.6","7","10.6","1.3","0.6","0.7","5.5","4.9","29.3","105","110",2007
"93","Samuel Dalembert","C","25","PHI","82","82","2535","7.4","13.7","0.541","0","0","0","7.4","13.7","0.543","3.5","4.7","0.746","5","10.3","15.3","1.3","1","3.3","3.4","6","18.4","108","103",2007
"94","Erick Dampier","C","31","DAL","76","73","1915","5.9","9.4","0.626","0","0","0","5.9","9.4","0.626","3.3","5.3","0.623","6.1","9.8","15.8","1.2","0.7","2.3","3","6.7","15","118","102",2007
"95","Antonio Daniels","SG","31","WAS","80","8","1761","5","11.3","0.442","0.6","1.8","0.302","4.4","9.4","0.469","6","7.2","0.832","0.5","3.9","4.4","8.4","1.1","0.3","2","2.3","16.5","123","114",2007
"96","Marquis Daniels","SG","26","IND","45","4","800","8.4","18.2","0.459","0.4","1.7","0.231","8","16.5","0.482","3.6","5.2","0.7","1.7","3.6","5.3","3.7","1.8","0.5","3.6","3.6","20.8","97","108",2007
"97","Baron Davis","PG","27","GSW","63","62","2221","9.9","22.4","0.439","1.9","6.1","0.304","8","16.3","0.489","6","8","0.745","1.1","4.9","6","11.1","2.9","0.6","4.2","3.9","27.5","109","106",2007
"98","Dale Davis","C","37","DET","46","6","464","3.9","8.8","0.446","0","0","0","3.9","8.8","0.446","2","3.1","0.654","7","9.2","16.2","1.4","1.2","4","1.8","7","9.8","112","100",2007
"99","Paul Davis","C","22","LAC","31","0","180","6.5","15.3","0.423","0","0","0","6.5","15.3","0.423","2.1","2.9","0.7","6.2","6.8","12.9","2.1","1.8","1.5","2.4","8.2","15","99","105",2007
"100","Ricky Davis","SF","27","MIN","81","81","3021","8.8","19","0.465","2.1","5.4","0.397","6.7","13.6","0.492","4.2","5","0.839","0.9","4.6","5.5","6.7","1.4","0.4","3.7","3.3","24","108","110",2007
"101","Carlos Delfino","SG","24","DET","82","1","1372","6.3","15.1","0.415","1.8","5.5","0.333","4.4","9.5","0.462","2.8","3.6","0.787","2.7","8","10.7","3.5","1.8","0.3","2.4","3.9","17.2","105","104",2007
"102","Luol Deng","SF","21","CHI","82","82","3071","10.5","20.3","0.517","0","0.1","0.143","10.5","20.2","0.519","4.7","6","0.777","2.5","7.2","9.7","3.4","1.6","0.8","2.6","2.8","25.7","112","100",2007
"103","Boris Diaw","PF","24","PHO","73","59","2268","6.8","12.6","0.538","0.3","1","0.333","6.4","11.6","0.555","1.8","2.7","0.683","2","5","7","7.8","0.6","0.8","3.4","3.9","15.7","111","109",2007
"104","Yakhouba Diawara","SG","24","DEN","64","19","1177","4.2","12.2","0.342","2.1","7.1","0.288","2.1","5.1","0.418","1.5","2.2","0.66","1.1","3.5","4.6","2.3","1.3","0.3","1.5","5.5","11.9","95","110",2007
"105","Dan Dickau","PG","28","POR","50","3","444","6.6","18.5","0.358","2","7.5","0.262","4.7","11","0.422","5.1","6.5","0.792","0.9","4.4","5.3","8.6","1.7","0.1","3.3","6.7","20.3","103","112",2007
"106","Travis Diener","PG","24","ORL","26","0","288","6.3","14.8","0.425","3.3","9.3","0.36","3","5.6","0.533","2.2","2.8","0.8","0.6","2.8","3.3","6.5","0.7","0","2.4","5","18.2","115","110",2007
"107","Ike Diogu","PF","23","TOT","59","2","760","8.5","17.8","0.477","0","0","0","8.5","17.8","0.477","7.5","9.4","0.8","5","8.6","13.6","1.7","0.5","1.7","4.5","8.2","24.5","105","106",2007
"108","DeSagana Diop","C","25","DAL","81","9","1480","2.6","5.5","0.47","0","0","0","2.6","5.4","0.473","1.7","3.1","0.558","6","9.9","15.9","1.1","1.4","4.1","2.3","8.8","6.9","107","98",2007
"109","Juan Dixon","SG","28","TOT","81","6","1926","8.3","19.5","0.425","2.2","6.3","0.35","6.1","13.2","0.461","2.8","3.2","0.871","0.7","3.6","4.4","3.4","2.1","0.2","2.8","4.9","21.6","100","110",2007
"110","Michael Doleac","C","29","MIA","56","0","698","6.3","13.4","0.469","0","0.1","0","6.3","13.3","0.471","2.8","3.1","0.878","3.4","8.5","11.9","1.7","1.4","1.1","2.3","7.3","15.3","103","104",2007
"111","Keyon Dooling","SG","26","ORL","66","2","1435","7","17","0.41","1.2","3.6","0.323","5.8","13.5","0.434","4.2","5.2","0.809","0.8","2.4","3.2","4.2","1.9","0.6","2.7","4.7","19.4","102","107",2007
"112","Quincy Douby","PG","22","SAC","42","0","359","6.8","17.8","0.381","1.7","7.1","0.24","5.1","10.7","0.474","1.6","2.1","0.733","1.6","3.7","5.2","2.1","2.1","0.6","2.1","3","16.8","90","109",2007
"113","Chris Duhon","PG","24","CHI","78","30","1906","5.3","13","0.408","2.4","6.6","0.359","2.9","6.4","0.458","2","2.7","0.752","0.6","3.9","4.5","8.3","1.9","0.2","2.8","4","15","108","102",2007
"114","Tim Duncan*","C","30","SAS","80","80","2726","12.1","22.2","0.546","0","0.2","0.111","12.1","22","0.55","7.1","11.1","0.637","4.2","12.4","16.6","5.4","1.3","3.7","4.4","4","31.4","111","94",2007
"115","Mike Dunleavy","SG-PF","26","TOT","82","49","2580","7.5","16.6","0.452","1.4","4.4","0.313","6.1","12.2","0.502","4.1","5.3","0.784","1.6","6.8","8.4","4.5","1.6","0.4","2.9","4","20.5","107","107",2007
"116","Ronald Dupree","SF","26","DET","19","0","94","6.4","18.1","0.355","0","0","0","6.4","18.1","0.355","1.8","5.3","0.333","2.9","7","9.9","2.9","2.9","0.6","1.8","7","14.6","82","102",2007
"117","Monta Ellis","SG","21","GSW","77","53","2638","8.8","18.5","0.475","0.7","2.6","0.273","8.1","15.9","0.509","5","6.6","0.763","1.1","3.3","4.5","5.9","2.4","0.4","4.1","3.9","23.3","104","109",2007
"118","Francisco Elson","C","30","SAS","70","41","1332","5.8","11.3","0.511","0","0.1","0","5.8","11.2","0.514","2.5","3.2","0.775","3.3","10.2","13.5","2.2","1.2","2.4","3.5","7.4","14.1","100","97",2007
"119","Melvin Ely","PF-C","28","TOT","30","0","309","4.9","13.6","0.363","0","0","0","4.9","13.6","0.363","5.3","8","0.66","2.5","6.4","9","3.1","1","1.4","4.8","8.7","15.1","83","107",2007
"120","Maurice Evans","SG","28","LAL","76","10","1732","6.9","16.1","0.432","1.4","3.9","0.361","5.5","12.1","0.455","3.6","4.6","0.787","2.8","3.8","6.5","2.2","1.1","0.4","1.7","3.7","18.9","109","112",2007
"121","Reggie Evans","PF","26","DEN","66","11","1127","5.1","9.4","0.544","0","0","0","5.1","9.4","0.544","4","8","0.497","6.8","13.3","20.1","2","1.8","0.7","4.2","6.3","14.2","101","101",2007
"122","Daniel Ewing","PG","23","LAC","61","3","712","4.8","12","0.404","1","3.3","0.318","3.8","8.7","0.436","2.6","3.3","0.778","0.7","4.8","5.4","6.7","2.4","0.3","3.7","4.6","13.3","94","106",2007
"123","Jordan Farmar","PG","20","LAL","72","2","1090","5.8","13.8","0.422","2.1","6.4","0.328","3.7","7.4","0.503","1.3","1.8","0.711","1","4.6","5.6","6.4","2.1","0.3","3.4","3.6","15.1","99","110",2007
