"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","ORtg","DRtg","Yr"
"11","Tony Allen","SG","33","MEM","63","41","1648","7.1","14.4","0.495","0.3","0.9","0.345","6.8","13.5","0.505","2.5","4","0.627","3.3","5.6","8.9","2.7","4.1","1","2.7","5.3","17.1","103","98",2015
"12","Al-Farouq Aminu","SF","24","DAL","74","3","1366","5.4","13.2","0.412","1.3","4.6","0.274","4.2","8.6","0.485","3.1","4.4","0.712","4.2","8.4","12.6","2.2","2.6","2.3","2","5.1","15.2","107","102",2015
"13","Lou Amundson","PF","32","TOT","53","35","937","6.1","14.3","0.427","0","0.1","0","6.1","14.3","0.429","2.3","4.9","0.471","5.3","9.8","15","3.9","1.2","2.9","3.5","7.1","14.5","92","106",2015
"14","Chris Andersen","C","36","MIA","60","20","1132","5.6","9.7","0.58","0.2","0.6","0.308","5.4","9","0.598","3.5","5.3","0.667","3.5","10.4","13.9","2","1.2","2.8","1.9","4.1","14.9","121","103",2015
"15","Alan Anderson","SG","32","BRK","74","19","1744","5.8","13.1","0.443","2.2","6.2","0.348","3.6","6.8","0.53","2.4","3","0.812","0.9","5.1","6.1","2.5","1.7","0.1","1.8","4.4","16.2","109","109",2015
"16","Kyle Anderson","SF","21","SAS","33","8","358","4.4","12.7","0.348","0.4","1.6","0.273","4","11.2","0.359","1.3","2","0.643","0.7","9.6","10.3","4","2.1","1","1.4","4","10.6","87","100",2015
"17","Ryan Anderson","PF","26","NOP","61","5","1675","9.1","22.9","0.399","3.8","11.3","0.34","5.3","11.6","0.457","4","4.7","0.854","3.4","5.9","9.3","1.7","1","0.6","1.9","3.5","26.1","109","110",2015
"18","Giannis Antetokounmpo","SG","20","MIL","81","71","2541","7.7","15.7","0.491","0.1","0.9","0.159","7.5","14.8","0.511","5.2","7","0.741","2","8.9","10.9","4.2","1.5","1.7","3.5","5.1","20.7","105","101",2015
"19","Carmelo Anthony","SF","30","NYK","40","40","1428","13.2","29.7","0.444","2.2","6.6","0.341","10.9","23.1","0.474","7","8.7","0.797","2.7","7.1","9.7","4.5","1.5","0.6","3.3","3.2","35.6","106","110",2015
"20","Joel Anthony","C","32","DET","49","0","406","4.6","7.9","0.581","0","0","0","4.6","7.9","0.581","1.9","2.8","0.682","4.1","7.8","11.8","0.6","1.5","6.2","1.5","7","11.1","119","100",2015
"21","Pero Antic","C","32","ATL","63","3","1037","5.3","14.6","0.365","2.6","8.5","0.301","2.8","6.1","0.455","4.3","6.1","0.715","2.9","6.5","9.3","2.4","0.9","0.7","2.4","6.5","17.5","102","106",2015
"22","Trevor Ariza","SF","29","HOU","82","82","2930","6.2","15.4","0.402","3.3","9.4","0.35","2.9","6","0.485","2.1","2.4","0.853","1.3","6.5","7.8","3.5","2.6","0.3","2.4","3.2","17.8","107","103",2015
"23","Darrell Arthur","PF","26","DEN","58","4","988","7.8","19.4","0.404","1.3","5.6","0.236","6.5","13.9","0.471","2.3","3","0.78","2.7","6","8.6","2.9","2.4","1.3","2.4","7.4","19.3","97","106",2015
"24","Ömer Asik","C","28","NOP","76","76","1982","5.6","10.9","0.517","0","0","0","5.6","10.9","0.517","3.5","6","0.582","6.5","13.4","19.8","1.9","0.8","1.4","2.5","3.8","14.8","112","105",2015
"25","D.J. Augustin","PG","27","TOT","82","14","1964","6.7","16.9","0.399","2.2","6.4","0.337","4.6","10.4","0.436","4.6","5.3","0.868","0.5","3.7","4.2","9.2","1.3","0.1","3.8","2.4","20.2","107","110",2015
"26","Jeff Ayres","PF","27","SAS","51","0","383","7.4","12.7","0.579","0","0","0","7.4","12.7","0.579","3.6","4.8","0.75","4.9","10.7","15.6","1.9","1.1","1.1","3.5","8","18.3","112","101",2015
"27","Luke Babbitt","SF","25","NOP","63","19","830","5.8","12.2","0.479","3.7","7.3","0.513","2.1","4.9","0.429","0.8","1.2","0.684","0.8","6.3","7","1.5","1.1","0.7","1.6","4","16.2","117","110",2015
"28","Cameron Bairstow","PF","24","CHI","18","1","64","2.4","11.3","0.214","0","0","0","2.4","11.3","0.214","3.2","4","0.8","4.9","1.6","6.5","0.8","1.6","0.8","2.4","6.5","8.1","77","108",2015
"29","Leandro Barbosa","SG","32","GSW","66","1","982","9.1","19.2","0.474","2.1","5.6","0.384","7","13.6","0.511","2.9","3.7","0.784","1.1","3.4","4.5","4.9","2","0.4","2.2","4.3","23.2","111","104",2015
"30","J.J. Barea","PG","30","DAL","77","10","1362","8.3","19.8","0.42","2","6.2","0.323","6.3","13.7","0.463","2.8","3.5","0.809","0.9","4.1","5","9.7","1.2","0","2.6","3.9","21.5","109","110",2015
"31","Andrea Bargnani","C","29","NYK","29","22","785","11","24.2","0.454","1","2.7","0.366","10","21.5","0.466","5.8","7.2","0.813","2.1","6.4","8.5","3.1","0.1","1.8","2.8","3.6","28.8","104","113",2015
"32","Harrison Barnes","SF","22","GSW","82","82","2318","6.7","13.8","0.482","1.8","4.5","0.405","4.8","9.3","0.519","2.3","3.2","0.72","2.5","7.1","9.5","2.4","1.3","0.4","1.5","3.1","17.4","116","104",2015
"33","Matt Barnes","SF","34","LAC","76","74","2271","6.2","13.9","0.444","3","8.4","0.362","3.1","5.5","0.569","1.7","2.1","0.779","1.1","5.6","6.7","2.5","1.5","1.1","1.9","5.4","17.1","108","107",2015
"34","Earl Barron","C","33","PHO","16","1","143","4.2","13.6","0.308","0.7","1.4","0.5","3.5","12.2","0.286","2.1","4.2","0.5","4.9","4.9","9.8","1.7","1.4","0.7","1.7","9.1","11.2","87","108",2015
"35","Will Barton","SG","24","TOT","58","0","983","7.7","18","0.425","1.2","4.3","0.271","6.5","13.7","0.474","3.8","4.8","0.787","1.3","7","8.3","4.1","2.5","1","3.1","3.6","20.3","99","105",2015
"36","Brandon Bass","PF","29","BOS","82","43","1929","8.9","17.7","0.504","0.2","0.8","0.281","8.7","16.9","0.515","4.4","5.6","0.79","3.6","6.7","10.3","2.7","1.1","0.8","2.2","3.6","22.5","112","106",2015
"37","Nicolas Batum","SF","26","POR","71","71","2380","5.1","12.8","0.4","2.1","6.6","0.324","3","6.2","0.481","1.8","2.1","0.857","1.3","7.6","8.9","7.3","1.7","0.9","2.8","2.3","14.2","106","103",2015
"38","Jerryd Bayless","PG","26","MIL","77","4","1717","6.5","15.3","0.426","1.1","3.6","0.308","5.4","11.8","0.462","3.6","4.1","0.883","0.7","5.6","6.3","6.9","1.8","0.4","4","4.8","17.8","99","104",2015
"39","Aron Baynes","C","28","SAS","70","17","1122","8.4","14.9","0.566","0","0.2","0.25","8.4","14.7","0.57","4.1","4.7","0.865","5","9.5","14.5","1.6","0.7","1","3","7.4","21","116","103",2015
"40","Kent Bazemore","SG","25","ATL","75","10","1324","5.4","12.8","0.426","1.9","5.1","0.364","3.6","7.7","0.467","2.3","3.9","0.6","0.8","7.8","8.6","3","2","1.3","2.8","4.9","15.1","94","102",2015
"41","Bradley Beal","SG","21","WAS","63","59","2107","8.8","20.7","0.427","2.6","6.3","0.409","6.2","14.4","0.434","3.2","4","0.783","1.4","4.5","5.9","4.7","1.8","0.4","3","3.3","23.4","102","105",2015
"42","Michael Beasley","PF","26","MIA","24","1","505","9.6","22.2","0.434","0.8","3.6","0.235","8.8","18.6","0.472","2.1","2.7","0.769","1.3","8.1","9.3","3.3","1.6","1.4","3.9","6.9","22.2","89","106",2015
"43","Marco Belinelli","SG","28","SAS","62","9","1388","7.3","17.3","0.423","3.2","8.5","0.374","4.2","8.9","0.471","3.1","3.7","0.848","1","4.8","5.8","3.5","1.1","0.1","2.2","3.1","20.9","107","106",2015
"44","Jerrelle Benimon","PF","23","UTA","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","17.7","35.4","53.1","0","0","0","17.7","0","0","46","93",2015
"45","Anthony Bennett","PF","21","MIN","57","3","894","7.1","16.9","0.421","0.4","1.3","0.304","6.7","15.6","0.431","2.3","3.6","0.641","3","9.3","12.3","2.7","1.5","0.9","2","4.9","16.9","96","111",2015
"46","Patrick Beverley","PG","26","HOU","56","55","1727","5.9","15.3","0.383","3.3","9.3","0.356","2.6","6","0.426","1.3","1.7","0.75","1.9","4.9","6.8","5.5","1.7","0.7","2.4","5.2","16.4","107","106",2015
"47","Sim Bhullar","C","22","SAC","3","0","3","16.8","33.6","0.5","0","0","0","16.8","33.6","0.5","0","0","0","0","16.8","16.8","16.8","0","16.8","0","0","33.6","124","88",2015
"48","Bismack Biyombo","C","22","CHO","64","21","1243","4.2","7.7","0.543","0","0","0","4.2","7.7","0.543","4.2","7.3","0.583","6.6","10.3","16.9","0.7","0.7","4.1","2.2","5.8","12.6","115","99",2015
"49","Tarik Black","C","23","TOT","63","39","1196","6.6","11.6","0.575","0","0","0","6.6","11.5","0.577","2.8","5","0.551","6","9.6","15.6","1.8","0.8","1","2","6.7","16","118","108",2015
"50","DeJuan Blair","PF","25","WAS","29","0","180","7.4","16.2","0.456","0","0","0","7.4","16.2","0.456","1.1","1.7","0.667","4.6","11.4","15.9","0.9","2","0.3","3.7","11.7","15.9","88","100",2015
"51","Steve Blake","PG","34","POR","81","0","1529","4.1","10.9","0.373","2.6","7.3","0.352","1.5","3.6","0.417","1","1.4","0.707","0.5","4","4.6","9.6","1.4","0.2","3.5","3.9","11.7","103","107",2015
"52","Eric Bledsoe","PG","25","PHO","81","81","2800","8.3","18.6","0.447","1.6","4.8","0.324","6.8","13.8","0.491","6.3","7.9","0.8","1.3","6.2","7.5","8.8","2.3","0.8","4.9","3.4","24.5","107","106",2015
"53","Vander Blue","SG","22","LAL","2","1","74","6.2","20.7","0.3","1.4","6.9","0.2","4.8","13.8","0.35","1.4","3.5","0.4","1.4","4.8","6.2","5.5","2.1","0","4.1","2.8","15.2","72","112",2015
"54","Bojan Bogdanovic","SF","25","BRK","78","28","1854","7.3","16.1","0.453","2.5","7.1","0.355","4.7","8.9","0.531","2.4","3","0.821","1.4","4.6","5.9","1.9","0.9","0.3","2.2","2.9","19.5","106","111",2015
"55","Andrew Bogut","C","30","GSW","67","65","1583","6.2","11","0.563","0","0","0","6.2","11","0.563","0.7","1.3","0.524","4.4","12.4","16.8","5.6","1.2","3.5","3.3","5.8","13","110","97",2015
"56","Matt Bonner","PF","34","SAS","72","19","935","5.1","12.6","0.409","2.5","6.9","0.365","2.6","5.7","0.462","1.6","2","0.811","1.6","4.7","6.3","2.6","0.5","0.7","0.6","3.6","14.5","116","107",2015
"57","Trevor Booker","PF","27","UTA","79","5","1564","7.7","15.8","0.487","1","2.9","0.345","6.7","12.9","0.518","2.9","5","0.581","4.7","8.8","13.5","2.8","1.5","1.4","3","4.9","19.3","107","104",2015
"58","Carlos Boozer","PF","33","LAL","71","26","1692","11.2","22.4","0.499","0","0","0","11.2","22.4","0.499","2.8","4.5","0.627","3.4","11.2","14.5","2.9","1.2","0.4","2.8","5.6","25.2","102","109",2015
"59","Chris Bosh","C","30","MIA","44","44","1556","11.6","25.3","0.46","2.1","5.7","0.375","9.5","19.6","0.485","6.1","7.9","0.772","1.6","9","10.5","3.2","1.4","0.8","3.2","2.3","31.5","106","106",2015
"60","Avery Bradley","SG","24","BOS","77","77","2428","9","20.9","0.429","2.6","7.3","0.352","6.4","13.6","0.47","1.6","2.1","0.79","0.9","4","5","2.8","1.7","0.3","2.2","3.7","22.1","99","107",2015
"61","Elton Brand","C","35","ATL","36","4","486","4.4","10","0.442","0","0.1","0","4.4","9.9","0.447","1.3","2.4","0.522","2.9","7.6","10.5","2.3","1.8","2.6","1.9","5.7","10.1","96","101",2015
"62","Corey Brewer","SF","28","TOT","80","17","2087","8.2","19.3","0.426","1.5","5.6","0.268","6.7","13.7","0.491","4","5.4","0.743","1.9","5.2","7.1","4.2","2.7","0.5","3.1","4.2","22","101","106",2015
"63","Aaron Brooks","PG","30","CHI","82","21","1885","9.4","22.4","0.421","3.3","8.6","0.387","6.1","13.8","0.442","4","4.8","0.833","0.9","3.7","4.6","7.2","1.5","0.4","4.3","5.2","26.2","103","107",2015
"64","Jabari Brown","SG","22","LAL","19","5","568","6.3","15.3","0.412","2.1","5.6","0.371","4.2","9.7","0.435","5.8","7.6","0.753","0.3","3","3.2","3.6","1.1","0.2","2.9","3","20.4","104","115",2015
"65","Lorenzo Brown","PG","24","MIN","29","7","549","4.8","11.3","0.426","0.6","2.6","0.214","4.3","8.7","0.489","1.1","1.8","0.632","1.3","5.2","6.5","8.3","2.6","0.6","2.8","4.5","11.3","99","111",2015
"66","Markel Brown","SG","23","BRK","47","29","781","5","13.9","0.362","1.1","4.2","0.266","3.9","9.7","0.404","3.1","3.8","0.825","1.1","6","7.1","2.6","2.1","0.8","1.8","3.8","14.3","95","107",2015
"67","Shannon Brown","SG","29","MIA","5","2","89","4.2","11.3","0.368","1.8","4.2","0.429","2.4","7.1","0.333","1.8","2.4","0.75","0","0.6","0.6","1.8","2.4","0","2.4","4.7","11.9","87","110",2015
"68","Kobe Bryant*","SG","36","LAL","35","35","1207","11.3","30.2","0.373","2.3","7.8","0.293","9","22.4","0.401","8.3","10.2","0.813","1.1","7.3","8.4","8.3","2","0.3","5.4","2.8","33.1","96","110",2015
"69","Chase Budinger","SF","26","MIN","67","4","1286","6.7","15.4","0.433","2.1","5.7","0.364","4.6","9.8","0.474","2.6","3.2","0.827","1.3","6.5","7.8","2.5","1.7","0.4","1.9","2.8","18.1","106","113",2015
"70","Reggie Bullock","SF","23","TOT","36","2","338","3.6","10.5","0.343","2.2","6.9","0.326","1.3","3.6","0.375","0.9","1.3","0.667","0.1","7.3","7.5","1.2","1.5","0.6","1.2","2.8","10.3","88","106",2015
"71","Trey Burke","PG","22","UTA","76","43","2288","8.6","23.3","0.368","2.9","9.1","0.318","5.7","14.3","0.4","2.5","3.4","0.752","0.7","4","4.7","7.6","1.5","0.3","2.9","2.8","22.6","100","108",2015
"72","Alec Burks","SG","23","UTA","27","27","899","7.1","17.7","0.403","1.5","4","0.382","5.6","13.7","0.409","6.3","7.6","0.822","1.1","5.6","6.7","4.8","1","0.3","3.1","3.8","22.1","107","109",2015
"73","Caron Butler","SF","34","DET","78","21","1623","5.1","12.6","0.407","2.6","7","0.379","2.5","5.6","0.441","1.8","1.9","0.902","0.7","5.6","6.2","2.5","1.4","0.1","1.6","3.8","14.7","108","109",2015
"74","Jimmy Butler","SG","25","CHI","65","65","2513","8.7","18.8","0.462","1.5","4","0.378","7.2","14.8","0.484","7.9","9.5","0.834","2.3","5.5","7.8","4.4","2.3","0.7","1.9","2.2","26.8","122","104",2015
"75","Rasual Butler","SF","35","WAS","75","1","1505","7.4","17.6","0.422","3.1","8","0.387","4.3","9.6","0.45","1.8","2.3","0.791","0.9","5.8","6.7","2.1","1","0.7","1.6","3.3","19.7","104","105",2015
"76","Dwight Buycks","PG","25","LAL","6","0","123","7.5","16.6","0.45","2.9","4.6","0.636","4.6","12","0.379","3.7","4.2","0.9","0.8","4.2","5","5.8","1.2","0","5","1.2","21.6","102","114",2015
"77","Will Bynum","SG","32","WAS","7","0","67","7.6","23.7","0.323","0","6.9","0","7.6","16.8","0.455","1.5","3.1","0.5","1.5","3.1","4.6","13.8","0.8","0.8","6.1","6.9","16.8","77","107",2015
"78","Bruno Caboclo","SF","19","TOR","8","0","23","9","27","0.333","4.5","6.7","0.667","4.5","20.2","0.222","0","0","0","2.2","2.2","4.5","0","0","2.2","9","6.7","22.5","65","113",2015
"79","Nick Calathes","SG","25","MEM","58","0","838","6.5","15.4","0.421","0.7","2.7","0.256","5.8","12.7","0.456","1.5","2.8","0.533","1.2","5.4","6.6","9.1","3.9","0.3","3.8","6.2","15.1","93","99",2015
"80","José Calderón","PG","33","NYK","42","42","1270","6.1","14.7","0.415","2.4","5.9","0.415","3.6","8.8","0.415","1.2","1.3","0.906","0.8","4.4","5.1","8.2","1.3","0","3.1","3.2","15.8","103","113",2015
"81","Kentavious Caldwell-Pope","SG","21","DET","82","82","2587","7.8","19.4","0.401","3.1","8.9","0.345","4.7","10.6","0.449","2.2","3.2","0.696","0.9","4.2","5.1","2.2","1.9","0.4","1.9","3.2","20.9","101","109",2015
"82","Isaiah Canaan","PG","23","TOT","47","21","938","7.8","20.1","0.386","4.8","13.1","0.37","2.9","7","0.417","2.6","3.2","0.817","1","3.7","4.6","5.2","1.5","0.2","3.3","4.4","23","103","108",2015
"83","Clint Capela","C","20","HOU","12","0","90","7.7","16","0.483","0","0","0","7.7","16","0.483","2.2","12.7","0.174","5.5","14.4","19.9","1.1","0.6","5","2.8","7.7","17.7","84","97",2015
"84","DeMarre Carroll","SF","28","ATL","70","69","2189","7.4","15.2","0.487","2.8","7.1","0.395","4.6","8.1","0.567","3","4.2","0.702","2.3","6.4","8.7","2.8","2.2","0.4","1.8","3.6","20.6","117","104",2015
"85","Vince Carter","SG","38","MEM","66","1","1091","6.5","19.4","0.333","3.3","11.1","0.297","3.2","8.3","0.379","2.2","2.7","0.789","1.3","5.1","6.4","3.8","2.1","0.7","2.1","4.9","18.4","94","103",2015
"86","Michael Carter-Williams","PG","23","TOT","66","63","2149","8.5","21.6","0.396","0.8","3.6","0.235","7.7","18","0.428","4.7","6.8","0.694","1.5","6.8","8.3","10.4","2.6","0.7","5.9","3.9","22.7","91","103",2015
"87","Omri Casspi","SF","26","SAC","67","19","1416","7.4","15.2","0.489","1.2","3.1","0.402","6.2","12.1","0.512","5","6.8","0.733","1.9","7.3","9.2","3.6","1.1","0.3","3.1","3.8","21.1","110","110",2015
"88","Mario Chalmers","PG","28","MIA","80","37","2368","6","14.8","0.403","1.6","5.5","0.294","4.3","9.3","0.467","4.6","5.9","0.774","0.5","4.1","4.6","6.8","2.7","0.2","3.9","5.6","18.1","100","107",2015
"89","Tyson Chandler","C","32","DAL","75","75","2286","6.5","9.7","0.666","0","0","0","6.5","9.7","0.666","4.1","5.7","0.72","6.5","12.6","19.1","1.9","0.9","2","2.3","3.7","17","133","103",2015
"90","Wilson Chandler","SF","27","DEN","78","75","2471","8.4","19.7","0.429","2.8","8.2","0.342","5.6","11.5","0.49","2.2","2.9","0.775","1.9","7.7","9.6","2.7","1.2","0.6","2.2","4.7","21.9","104","109",2015
"91","Will Cherry","PG","23","CLE","8","0","69","3.8","14.3","0.263","1.5","6.8","0.222","2.3","7.5","0.3","2.3","4.5","0.5","0.8","3","3.8","6","4.5","0.8","3","7.5","11.3","80","103",2015
"92","Patrick Christopher","SG","26","UTA","4","1","29","5.5","22","0.25","0","7.3","0","5.5","14.6","0.375","0","0","0","3.7","7.3","11","0","1.8","0","1.8","11","11","61","106",2015
"93","Earl Clark","PF","27","BRK","10","0","93","6.1","16.7","0.367","2.2","7.8","0.286","3.9","8.9","0.438","0.6","2.2","0.25","0.6","12.2","12.8","1.7","1.7","2.2","3.3","6.7","15","76","102",2015
"94","Ian Clark","SG","23","TOT","30","0","192","5.2","15.1","0.345","2.7","8.2","0.333","2.5","6.8","0.36","2.5","2.5","1","1.1","3.3","4.4","3.3","2.5","0.8","2.5","5.5","15.6","99","106",2015
"95","Jordan Clarkson","PG","22","LAL","59","38","1476","9.2","20.6","0.448","1.3","4.2","0.314","7.9","16.4","0.482","4.5","5.5","0.829","1.9","4.7","6.6","7.1","1.8","0.4","3.3","3.8","24.3","107","112",2015
"96","Victor Claver","SF","26","POR","10","0","76","6","13.4","0.45","4","7.4","0.545","2","6","0.333","0","0","0","2","11.4","13.4","0.7","0.7","0.7","2.7","8","16.1","102","103",2015
"97","Norris Cole","PG","26","TOT","75","25","1831","6.6","16.1","0.412","1.6","5.1","0.313","5","11","0.458","1.7","2.3","0.716","0.4","4.2","4.6","7.3","1.6","0.4","2.8","3.6","16.5","99","109",2015
"98","Darren Collison","PG","27","SAC","45","45","1565","8.4","17.7","0.473","1.9","5.2","0.373","6.4","12.5","0.514","4.7","5.9","0.788","0.6","4","4.6","8.1","2.2","0.5","3.6","3.1","23.3","112","110",2015
"99","Nick Collison","PF","34","OKC","66","2","1101","4.8","11.5","0.419","0.7","2.7","0.267","4.1","8.8","0.466","2","3","0.692","4.1","7.3","11.4","4.1","1.6","1.1","2","7.1","12.4","108","105",2015
"100","Mike Conley","PG","27","MEM","70","70","2225","9.2","20.7","0.446","2.5","6.5","0.386","6.7","14.2","0.473","5","5.8","0.859","0.7","4.2","4.9","8.8","2.1","0.3","3.7","3.3","26","110","104",2015
"101","Jack Cooley","C","23","UTA","16","0","87","5.5","13.4","0.409","0","0","0","5.5","13.4","0.409","5.5","12.8","0.429","6.1","9.2","15.3","0.6","3.7","1.8","1.8","14","16.5","97","98",2015
"102","Chris Copeland","SF","30","IND","50","12","828","7","19.3","0.361","3.2","10.4","0.311","3.7","8.9","0.42","2.1","2.8","0.733","1.4","5.5","6.9","3.2","0.7","0.7","3.7","4.9","19.2","88","106",2015
"103","Bryce Cotton","PG","22","UTA","15","0","159","9.7","23","0.42","2.3","6.7","0.35","7.3","16.4","0.449","5","6","0.833","1","5","6","5","1.3","0","4","2","26.7","102","109",2015
"104","DeMarcus Cousins","C","24","SAC","59","59","2013","12.5","26.7","0.467","0.1","0.2","0.25","12.4","26.5","0.469","10.6","13.5","0.782","4.6","14.1","18.7","5.3","2.3","2.6","6.4","6","35.5","104","101",2015
"105","Robert Covington","SF","24","PHI","70","49","1956","7.7","19.4","0.396","4.3","11.4","0.374","3.4","7.9","0.426","4.6","5.6","0.82","1.7","6.4","8.1","2.7","2.5","0.8","3.3","4.8","24.2","104","104",2015
"106","Allen Crabbe","SG","22","POR","51","9","683","4.7","11.4","0.412","2.2","6.3","0.353","2.5","5.1","0.485","0.9","1.2","0.75","0.5","4.9","5.4","2.9","1.4","1.1","1.1","5.5","12.5","108","105",2015
"107","Jamal Crawford","SG","34","LAC","64","4","1703","9.9","25","0.396","3.5","10.8","0.327","6.3","14.1","0.448","6.8","7.5","0.901","0.5","3.2","3.7","4.7","1.8","0.4","2.7","3.2","30.1","106","109",2015
"108","Jae Crowder","SF","24","TOT","82","17","1647","7","16.6","0.42","1.9","6.3","0.293","5.1","10.3","0.499","3.3","4.3","0.773","2.2","6.7","8.9","2.9","2.2","0.8","1.5","4.2","19.1","108","104",2015
"109","Dante Cunningham","PF","27","NOP","66","27","1652","4.9","10.8","0.457","0","0.3","0.1","4.9","10.5","0.468","0.9","1.5","0.617","2.2","5.9","8.1","1.6","1.5","1.2","1.1","3.2","10.8","102","108",2015
"110","Jared Cunningham","SG","23","LAC","19","0","89","6.8","18.8","0.364","2.3","7.4","0.308","4.6","11.4","0.4","4","7.4","0.538","0.6","4.6","5.1","5.7","1.7","0","4","6.8","19.9","88","108",2015
"111","Seth Curry","PG","24","PHO","2","0","8","0","18.7","0","0","6.2","0","0","12.5","0","0","0","0","0","12.5","12.5","6.2","0","0","0","12.5","0","21","107",2015
"112","Stephen Curry","PG","26","GSW","80","80","2613","12.2","25.1","0.487","5.3","12.1","0.443","6.9","13","0.528","5.8","6.3","0.914","1","5.3","6.4","11.6","3","0.3","4.7","3","35.5","122","101",2015
"113","Samuel Dalembert","C","33","NYK","32","21","544","5.5","12.6","0.438","0","0","0","5.5","12.6","0.438","1.4","1.9","0.7","5.1","11.1","16.3","2.8","1.4","4","3.8","6.8","12.4","90","104",2015
"114","Troy Daniels","SG","23","TOT","47","0","397","7.8","21.1","0.37","5.5","15.1","0.364","2.3","6","0.383","1.4","1.7","0.846","1","3.2","4.2","2.8","0.8","0.1","2.6","5.1","22.5","99","112",2015
"115","Gigi Datome","SF","27","TOT","21","1","209","10.3","21.4","0.483","4.3","9.6","0.45","6","11.8","0.51","0.2","0.2","1","0.7","6.2","7","2.2","0.5","1.7","2.2","3.6","25.2","107","107",2015
"116","Brandon Davies","PF","23","TOT","27","6","423","6.5","16.3","0.401","1","4","0.235","5.6","12.2","0.456","2.9","4.4","0.649","4.5","5.4","9.9","3.6","2.1","0.8","3.4","7","16.9","94","106",2015
"117","Anthony Davis","PF","21","NOP","68","68","2455","13.7","25.7","0.535","0","0.3","0.083","13.7","25.4","0.54","7.9","9.9","0.805","3.7","11.2","14.9","3.2","2.1","4.3","2","3","35.4","122","100",2015
"118","Ed Davis","PF","25","LAL","79","24","1840","7.8","13","0.601","0","0","0","7.8","13","0.601","2.6","5.2","0.487","6.4","10.3","16.7","2.6","1.4","2.7","1.6","5.6","18.2","124","107",2015
"119","Glen Davis","PF","29","LAC","74","0","904","6.6","14.3","0.459","0","0.2","0","6.6","14.1","0.466","3.4","5.3","0.632","2.4","7.1","9.5","2.2","2.3","1.2","2.2","7.4","16.5","100","104",2015
"120","Andre Dawkins","SG","23","MIA","4","0","22","2.4","14.4","0.167","2.4","14.4","0.167","0","0","0","0","0","0","0","4.8","4.8","2.4","0","0","2.4","7.2","7.2","53","113",2015
"121","Austin Daye","SF","26","TOT","34","4","344","7.4","21","0.355","3.6","10.6","0.338","3.9","10.4","0.371","0.7","0.9","0.833","1.5","9.7","11.2","2.5","1.8","0.7","3.4","5.8","19.2","85","101",2015
"122","Dewayne Dedmon","C","25","ORL","59","15","845","5.5","9.8","0.562","0","0.1","0","5.5","9.7","0.565","2.1","3.9","0.531","7.1","10.7","17.9","0.5","1","3","3.1","8.5","13.1","107","104",2015
