"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","ORtg","DRtg","Yr"
"12","Gene Banks","PF","23","SAS","81","81","2722","8.6","15.7","0.55","0","0.1","0","8.6","15.6","0.553","3.3","4.7","0.705","3.8","6.7","10.4","4.8","1.3","0.4","2.9","3.9","20.6","116","107",1983
"13","Billy Ray Bates","SG","26","TOT","19","3","304","8.7","22.9","0.379","0.3","0.8","0.4","8.4","22.1","0.379","1.7","3.5","0.5","1.7","1.3","3","2.2","2.2","0.5","1.9","3","19.5","86","103",1983
"14","Dave Batton","C","26","WSB","54","5","558","7.4","16.5","0.445","0","0.3","0","7.4","16.3","0.452","0.7","1.5","0.471","3.9","6.4","10.3","2.5","1.3","1.1","2.4","4.8","15.4","93","100",1983
"15","Kent Benson","C","28","DET","21","15","599","6.4","13.8","0.467","0","0.1","0","6.4","13.7","0.47","2.9","3.8","0.76","4","7.7","11.7","3.7","1.1","1.3","2.6","4.6","15.7","106","105",1983
"16","Larry Bird*","PF","26","BOS","79","79","2982","11.6","22.9","0.504","0.3","1.2","0.286","11.2","21.7","0.516","5.4","6.5","0.84","3","10.5","13.5","7.1","2.3","1.1","3.7","3","28.9","115","98",1983
"17","Otis Birdsong","SG","27","NJN","62","54","1885","10.4","20.4","0.511","0","0.1","0.333","10.4","20.3","0.512","2","3.6","0.566","1.3","2.4","3.7","5.9","2.1","0.4","2.8","3.8","22.9","108","102",1983
"18","Rolando Blackman","SG","23","DAL","75","62","2349","10.2","20.7","0.492","0.1","0.3","0.2","10.1","20.4","0.497","5.9","7.6","0.78","2.1","3.7","5.8","3.7","0.7","0.6","2.3","2.3","26.4","114","113",1983
"19","Charles Bradley","SG","23","BOS","51","5","532","6","15.3","0.392","0","0.3","0","6","15","0.399","4","7.8","0.511","2.6","4.2","6.8","2.4","2.8","2.3","3.6","7.3","16","86","100",1983
"20","Dudley Bradley","SG","25","CHI","58","11","683","5.4","10.5","0.516","0.1","0.3","0.2","5.4","10.2","0.526","2.4","3","0.8","1.8","5.2","7","7","3.2","0.7","3.9","6","13.3","103","105",1983
"21","Brad Branson","PF","24","IND","62","2","680","8.9","20.9","0.425","0","0.1","0","8.9","20.9","0.427","5.2","7.3","0.704","5","6.8","11.8","3.1","1.8","1.8","3.1","5.5","23","102","107",1983
"22","Mike Bratz","PG","27","CHI","15","0","140","4.5","13.6","0.333","0.3","2.6","0.125","4.2","11","0.382","3.2","4.2","0.769","1","5.2","6.1","7.4","2.3","0","4.5","6.5","12.6","84","108",1983
"23","Ron Brewer","SG","27","TOT","74","52","1964","8.2","19.3","0.426","0.2","0.4","0.389","8.1","18.9","0.427","3.4","4.1","0.835","1.4","2","3.4","2.3","2.2","0.6","2.3","2.9","20","99","109",1983
"24","Junior Bridgeman","SF","29","MIL","70","5","1855","10.9","22.1","0.492","0","0.3","0.077","10.9","21.8","0.498","4.2","5.1","0.837","1.1","5.2","6.4","5.4","1","0.2","3.2","4","26.1","107","104",1983
"25","Allan Bristow","SF","31","DAL","37","0","371","5.5","12.5","0.444","0.8","1.6","0.462","4.8","10.8","0.442","1.3","1.8","0.714","3","4.4","7.4","8.8","0.8","0.1","3.9","5.8","13.1","102","112",1983
"26","Jim Brogan","SG","24","SDC","58","0","466","9.1","21.3","0.427","0.3","1.3","0.231","8.8","20","0.44","3.4","4.3","0.791","3.3","2.9","6.2","6.6","2.6","0.9","4.3","7.9","21.9","99","109",1983
"27","Michael Brooks","SF","24","SDC","82","26","2457","7.6","15.7","0.484","0.1","0.3","0.333","7.5","15.5","0.487","3.7","5.3","0.697","4.5","5.4","9.9","5","2.1","0.7","3.4","5.6","19","108","109",1983
"28","Fred Brown","PG","34","SEA","80","1","1432","12.1","23.2","0.52","0.5","1","0.438","11.6","22.2","0.523","1.9","2.3","0.806","1","2.1","3.2","7.9","1.9","0.4","3.6","3.2","26.4","108","106",1983
"29","Rickey Brown","C","24","TOT","76","7","1048","7.5","15.6","0.479","0","0.1","0","7.5","15.5","0.483","2.9","4.7","0.619","4.1","7.8","11.9","1.1","0.6","1.2","3.7","7.7","17.8","96","107",1983
"30","Joe Bryant","SF","28","HOU","81","56","2055","7.9","17.6","0.448","0.2","0.8","0.222","7.7","16.7","0.459","2.7","3.8","0.703","2","4.3","6.3","4.3","1.9","0.7","4","5.9","18.6","92","109",1983
"31","Quinn Buckner","SG","28","BOS","72","56","1565","7.3","16.5","0.442","0","0.1","0","7.3","16.4","0.445","2.2","3.4","0.632","1.8","3.7","5.5","8.1","3.2","0.1","4.7","5.7","16.8","93","102",1983
"32","Don Buse","PG","32","POR","41","1","643","5.3","13.5","0.396","0.7","2.6","0.257","4.7","10.9","0.429","3","3.4","0.891","1.4","2.6","4","8.5","3.3","0.1","1.8","4.4","14.3","112","104",1983
"33","Marty Byrnes","SF","26","IND","80","12","1436","5","12","0.42","0.2","0.8","0.231","4.9","11.2","0.434","2.3","3.1","0.747","2.4","3.7","6.1","5.8","1.3","0.2","2.3","4.8","12.6","103","112",1983
"34","Kenny Carr","PF","27","POR","82","26","2331","7.4","14.6","0.505","0","0.1","0.333","7.3","14.5","0.506","5.2","7.5","0.697","3.7","8.3","12","2.4","1.3","0.9","3.8","6.2","20","105","103",1983
"35","M.L. Carr","SF","32","BOS","77","0","883","7.1","16.5","0.429","0.2","1","0.158","6.9","15.5","0.446","3.1","4.2","0.741","2.7","4.5","7.2","3.7","2.5","0.5","4.1","7.3","17.4","93","102",1983
"36","Joe Barry Carroll","C","24","GSW","79","79","2988","12.1","23.6","0.513","0","0","0","12.1","23.6","0.514","5.2","7.2","0.719","3.4","7.2","10.6","2.6","1.7","2.4","4.4","4","29.4","105","106",1983
"37","Butch Carter","SG","24","IND","81","28","1716","9.5","19","0.501","0.5","1.4","0.333","9.1","17.6","0.515","3.3","4.1","0.805","1.7","2.4","4","5.2","2.1","0.3","3.2","5.6","22.9","109","111",1983
"38","Bill Cartwright","C","25","NYK","82","82","2468","9.1","16.1","0.566","0","0","0","9.1","16.1","0.566","7.6","10.2","0.744","3.7","8.1","11.8","2.7","0.8","2.5","4.1","6.3","25.9","114","99",1983
"39","Harvey Catchings","C","31","MIL","74","33","1554","2.8","6.1","0.457","0","0","0","2.8","6.1","0.457","1.9","2.8","0.674","4.1","8.5","12.6","2.4","0.8","4.6","2.6","6.9","7.5","99","98",1983
"40","Tom Chambers","PF","23","SDC","79","79","2665","9.1","19.2","0.472","0","0.1","0","9.1","19.1","0.476","6.2","8.5","0.723","3.8","5.3","9.1","3.4","1.4","1","4.1","5.8","24.3","105","110",1983
"41","Maurice Cheeks*","PG","26","PHI","79","79","2465","7.7","14.1","0.542","0","0.1","0.167","7.6","14","0.545","3.4","4.6","0.754","1","3","4","10.3","3.5","0.6","3.4","3.5","18.8","117","101",1983
"42","Don Collins","SF","24","WSB","65","21","1575","10.2","19.5","0.523","0","0.2","0","10.2","19.3","0.528","3.1","4.2","0.743","3.6","2.9","6.4","4","2.7","0.9","4.5","5.1","23.4","101","100",1983
"43","Lester Conner","PG","23","GSW","75","10","1416","4.7","9.9","0.479","0","0.1","0","4.7","9.7","0.485","2.6","3.7","0.699","2.2","5","7.2","8.2","3.8","0.2","3.2","4.6","12","106","105",1983
"44","Darwin Cook","PG","24","NJN","82","47","2625","7.8","17.3","0.449","0.1","0.7","0.211","7.7","16.7","0.459","3.3","4.3","0.769","1.3","2.9","4.2","7.9","3.4","0.8","4.2","3.7","19","100","99",1983
"45","Jeff Cook","PF","26","TOT","75","22","1333","5.4","11","0.487","0","0.1","0","5.4","10.9","0.492","2.9","3.8","0.76","4.3","7.8","12.2","3.7","1.4","1.1","3.8","6.6","13.6","100","103",1983
"46","Joe Cooper","C","25","TOT","20","4","333","5.2","10.1","0.514","0","0","0","5.2","10.1","0.514","2.3","4.1","0.552","5.9","6.2","12.1","2.4","1.3","2.8","4.5","6.9","12.7","94","107",1983
"47","Michael Cooper","SG","26","LAL","82","3","2148","5.7","10.7","0.535","0.1","0.5","0.238","5.6","10.2","0.548","2.2","2.8","0.785","1.8","4.1","5.9","6.8","2.5","1.1","2.8","4.5","13.8","114","105",1983
"48","Wayne Cooper","C","26","POR","80","60","2099","7.2","16.4","0.443","0","0.1","0","7.2","16.3","0.446","3.1","4.5","0.685","4.8","9","13.8","2.6","0.6","3.1","3.7","7.2","17.6","97","102",1983
"49","Dave Corzine","C","26","CHI","82","71","2496","8.3","16.7","0.497","0","0","0","8.3","16.6","0.498","4.2","5.8","0.72","4.4","8.6","13","2.8","0.9","2","4.1","4.4","20.8","103","107",1983
"50","Dave Cowens*","PF","34","MIL","40","34","1014","6.4","14.5","0.444","0","0.1","0","6.4","14.4","0.447","2.5","3","0.825","3.5","9.5","13","3.9","1.4","0.7","2.1","6.5","15.3","105","99",1983
"51","Chubby Cox","SG","27","WSB","7","0","78","8","22.9","0.351","0","1.2","0","8","21.7","0.371","1.9","3.7","0.5","4.3","1.9","6.2","3.7","0","0.6","5.6","9.9","17.9","74","106",1983
"52","Charlie Criss","PG","34","MIL","66","0","922","8.8","19.5","0.451","0.3","1.6","0.194","8.5","17.9","0.474","3.5","4","0.895","0.7","3.4","4.1","6.6","1.4","0","2.3","2.3","21.4","108","105",1983
"53","Geoff Crompton","C","27","SAS","14","0","148","4.4","10.7","0.412","0","0","0","4.4","10.7","0.412","0.9","1.6","0.6","5.6","9.4","15.1","2.2","0.9","1.6","1.6","7.8","9.7","105","105",1983
"54","Pat Cummings","C","26","DAL","81","71","2317","8.7","17.7","0.493","0","0","0","8.7","17.7","0.494","3","4","0.755","4.5","8.9","13.5","2.9","1.1","0.7","3.3","6","20.4","106","108",1983
"55","Terry Cummings","PF","21","SDC","70","69","2531","12.6","24.1","0.523","0","0","0","12.6","24.1","0.523","5.4","7.6","0.709","5.6","8.1","13.7","3.3","2.4","1.1","3.8","5.4","30.6","113","106",1983
"56","Earl Cureton","C","25","PHI","73","3","987","5.1","12.2","0.419","0","0","0","5.1","12.2","0.419","1.6","3.2","0.493","4","8.8","12.7","2","1.8","1.1","3.6","6.8","11.8","87","99",1983
"57","Quintin Dailey","SG","22","CHI","76","32","2081","10.2","21.9","0.466","0.1","0.5","0.2","10.1","21.4","0.473","4.5","6.1","0.73","1.9","3.8","5.7","6.1","1.6","0.2","4.5","5.4","25","100","110",1983
"58","Adrian Dantley*","SF","27","UTA","22","22","887","11.7","20.3","0.58","0","0","0","11.7","20.3","0.58","10.6","12.5","0.847","2.9","4.1","7.1","5.3","1","0","4.1","3.1","34.1","124","109",1983
"59","Brad Davis","PG","27","DAL","79","78","2323","7.2","12.6","0.572","0.2","0.9","0.256","7","11.8","0.595","3.7","4.4","0.845","0.7","3.3","4","11.4","1.6","0.2","2.9","3.5","18.4","125","111",1983
"60","Charles Davis","SF","24","WSB","74","10","1161","10.4","22.2","0.47","0.1","0.4","0.2","10.4","21.8","0.475","2.3","3.7","0.629","3.5","5.4","8.9","3","1.3","0.9","3.8","5.1","23.3","95","101",1983
"61","Johnny Davis","SG","27","ATL","53","33","1465","8.5","18.8","0.455","0.2","0.6","0.278","8.4","18.2","0.461","5.4","6.8","0.796","1.2","3","4.2","10.4","1.4","0.2","3.8","3.3","22.7","107","107",1983
"62","Mike Davis","PF","26","NYK","8","0","28","7.1","17.7","0.4","0","0","0","7.1","17.7","0.4","10.6","17.7","0.6","5.3","12.4","17.7","0","0","7.1","0","7.1","24.7","116","93",1983
"63","Walter Davis","SG","28","PHO","80","79","2491","12.6","24.5","0.516","0.1","0.4","0.304","12.5","24","0.52","3.5","4.3","0.818","1.2","2.5","3.7","7.5","2.2","0.2","3.6","3.5","28.9","109","103",1983
"64","Darryl Dawkins","C","26","NJN","81","81","2093","8.8","14.8","0.599","0","0","0","8.8","14.8","0.599","3.7","5.7","0.646","2.8","6.5","9.3","2.5","1.5","3.4","6.2","8.4","21.4","96","98",1983
"65","Kenny Dennard","PF","24","KCK","22","0","224","2.2","6.8","0.324","0","0","0","2.2","6.8","0.324","1.2","1.8","0.667","4","6.4","10.5","1.2","3.2","0.2","1","5.4","5.6","97","102",1983
"66","Coby Dietrick","C","34","SAS","8","0","34","1.4","6.8","0.2","0","0","0","1.4","6.8","0.2","0","2.7","0","2.7","8.2","10.9","8.2","1.4","0","1.4","8.2","2.7","81","106",1983
"67","James Donaldson","C","25","SEA","82","11","1789","7.5","12.9","0.583","0","0","0","7.5","12.9","0.583","3.9","5.7","0.688","3.4","9.6","13","2.5","0.5","2.6","3.4","4.4","18.9","110","101",1983
"68","John Douglas","SG","26","SDC","3","1","12","3.9","23.3","0.167","3.9","7.8","0.5","0","15.5","0","7.8","7.8","1","0","3.9","3.9","3.9","0","0","0","0","19.4","101","115",1983
"69","Leon Douglas","C","28","KCK","5","0","46","2","2.9","0.667","0","0","0","2","2.9","0.667","0","2","0","2.9","3.9","6.9","0","0","2.9","1","12.7","3.9","98","107",1983
"70","John Drew","SF","28","UTA","44","33","1206","11.8","24.9","0.474","0","0.2","0","11.8","24.7","0.477","11","14.5","0.755","3.6","5.1","8.7","3.6","1.3","0.3","5","5.6","34.6","106","107",1983
"71","Larry Drew","PG","24","KCK","75","74","2690","10","20.4","0.492","0","0.3","0.125","10","20.1","0.497","5.2","6.3","0.82","0.7","2.7","3.5","10.2","2.1","0.2","4.6","3.5","25.3","109","107",1983
"72","Terry Duerod","SG","26","GSW","5","0","49","8.5","17.9","0.474","0","0","0","8.5","17.9","0.474","0","0","0","0","2.8","2.8","4.7","1.9","0.9","8.5","4.7","17","70","109",1983
"73","Mike Dunleavy","PG","28","SAS","79","9","1619","6.1","14.6","0.418","1.9","5.6","0.345","4.2","9.1","0.462","3.4","4.4","0.779","0.5","3.3","3.8","12.5","2.1","0.1","4.6","6","17.6","107","108",1983
"74","T.R. Dunn","SG","27","DEN","82","80","2640","4.1","8.5","0.482","0","0","0","4.1","8.5","0.483","1.9","2.6","0.73","3.7","6.2","10","3.1","2.4","0.4","1.8","3.5","10.2","111","108",1983
"75","John Duren","PG","24","IND","82","24","1433","5.3","11.6","0.453","0","0.4","0","5.3","11.2","0.47","1.4","1.7","0.796","1.2","2.2","3.4","6.4","2.1","0.2","3.1","6.5","11.9","97","111",1983
"76","Mark Eaton","C","26","UTA","81","32","1528","4.3","10.3","0.414","0","0","0","4.3","10.3","0.415","1.7","2.6","0.656","2.5","11","13.5","3.3","0.7","8.1","4.1","7.5","10.3","81","98",1983
"77","Jerry Eaves","PG","23","UTA","82","7","1588","7.9","16.2","0.487","0","0.2","0.125","7.9","16","0.492","5.6","7","0.81","1","2.5","3.4","5.9","1.4","0.1","4.3","3.3","21.4","103","109",1983
"78","Keith Edmonson","SG","22","ATL","32","2","309","7.5","21.8","0.345","0","0.3","0","7.5","21.5","0.35","2.5","4.2","0.593","3.1","3","6.1","3.5","1.7","0.9","3.1","6.4","17.6","81","105",1983
"79","Franklin Edwards","PG","23","PHI","81","3","1266","8.4","17.8","0.472","0","0.3","0","8.4","17.5","0.48","3.2","4.2","0.761","0.8","2.3","3.1","8.2","3","0.2","4.1","4.4","20","103","102",1983
"80","James Edwards","C","27","TOT","31","9","667","9.3","19.1","0.487","0","0","0","9.3","19.1","0.487","5","7.8","0.639","4.1","7.2","11.2","2.9","0.9","1.4","3.6","8","23.6","103","104",1983
"81","Len Elmore","C","30","NJN","74","0","975","4.6","11.6","0.398","0","0","0","4.6","11.5","0.399","2.6","4","0.643","3.8","7.4","11.3","1.8","2.1","1.8","3.9","5.9","11.7","85","97",1983
"82","Chris Engler","C","23","GSW","54","1","369","4.8","11.8","0.404","0","0","0","4.8","11.8","0.404","0.6","2","0.313","5.4","7.6","13","1.4","0.9","2.1","3","11.9","10.1","86","107",1983
"83","Alex English*","SF","29","DEN","82","82","2988","13.7","26.6","0.516","0","0.2","0.167","13.7","26.4","0.519","5.8","7","0.829","3.8","4.8","8.6","5.7","1.7","1.8","3.8","3.4","33.3","113","109",1983
"84","Julius Erving*","SF","32","PHI","72","72","2421","11.7","22.6","0.517","0","0.1","0.286","11.6","22.5","0.518","6.4","8.4","0.759","3.3","6.1","9.5","5.1","2.2","2.5","3.8","3.9","29.8","115","99",1983
"85","Mike Evans","SG","27","DEN","42","5","695","7.1","15","0.473","0","0.6","0","7.1","14.4","0.491","2","2.5","0.805","0.2","3.3","3.6","7","1.4","0.2","4.4","5.8","16.2","93","112",1983
"86","Bruce Flowers","PF","25","CLE","53","5","699","7.7","14.5","0.534","0","0.1","0","7.7","14.4","0.539","2.9","3.7","0.774","5","7.7","12.7","3.3","1.3","0.8","3","7","18.4","112","106",1983
"87","Sleepy Floyd","PG","22","TOT","76","17","1248","8.4","19.5","0.429","0.4","0.9","0.4","8","18.6","0.43","5.5","6.7","0.833","2.1","3","5.1","5.1","2.1","0.6","3.9","5","22.6","103","106",1983
"88","Phil Ford","PG","26","TOT","77","63","1610","6.3","13.2","0.479","0","0.3","0.111","6.3","12.9","0.486","2.9","3.7","0.789","0.5","2.5","3.1","8.6","1.5","0.1","4","5.6","15.6","101","105",1983
"89","World B. Free","SG","29","TOT","73","69","2638","11.9","26.1","0.456","0.3","0.8","0.333","11.6","25.3","0.46","7.9","10.7","0.738","1.7","2","3.7","5.3","1.8","0.3","3.8","4.4","31.9","106","110",1983
"90","Bill Garnett","C","22","DAL","75","13","1411","5.6","10.6","0.533","0","0.1","0","5.6","10.5","0.538","4.3","5.8","0.741","4.7","8.8","13.4","3.4","1.6","2.3","2.7","8.1","15.5","117","106",1983
"91","Calvin Garrett","SF","26","HOU","4","0","34","5.5","15.2","0.364","0","1.4","0","5.5","13.8","0.4","2.8","2.8","1","4.1","5.5","9.7","4.1","0","0","4.1","5.5","13.8","86","112",1983
"92","George Gervin*","SG","30","SAS","78","78","2830","12.4","25.5","0.487","0.2","0.5","0.364","12.2","24.9","0.49","8.5","9.9","0.853","1.8","4","5.9","4.3","1.4","1.1","4.1","4","33.5","112","108",1983
"93","Artis Gilmore*","C","33","SAS","82","82","2797","9.2","14.7","0.626","0","0.1","0","9.2","14.6","0.63","6.1","8.2","0.74","5","11.4","16.3","2.1","0.7","3.2","4.2","4.5","24.6","119","103",1983
"94","Mike Glenn","SG","27","ATL","73","4","1124","9.9","19.2","0.518","0","0","0","9.9","19.1","0.519","3.2","3.8","0.831","0.7","3.2","3.9","5.4","1.3","0.4","2.2","5.7","23.1","112","106",1983
"95","Mike Gminski","C","23","NJN","80","1","1255","7.8","15.7","0.5","0","0","0","7.8","15.6","0.501","6.4","8.3","0.778","5.7","8.4","14.1","2.2","1.3","4.3","4.6","4.3","22.1","107","96",1983
"96","Glen Gondrezick","PF","27","DEN","76","2","1130","5.1","11.1","0.456","0","0.1","0","5.1","11","0.46","3.1","4.3","0.719","4.1","7.3","11.4","3.8","3","0.3","1.9","6.1","13.3","112","105",1983
"97","Rickey Green","PG","28","UTA","78","78","2783","7.5","15.1","0.493","0","0.2","0.154","7.4","14.9","0.497","3","3.7","0.797","1","2.6","3.6","11.2","3.5","0.1","3.6","2.5","17.9","108","105",1983
"98","Dave Greenwood","PF","25","CHI","79","61","2355","6","13.2","0.455","0","0.1","0","6","13.1","0.457","3.2","4.5","0.708","4.2","10.5","14.7","2.9","1","1.7","3","5","15.2","102","105",1983
"99","John Greig","SF","21","SEA","9","0","26","12.5","23.3","0.538","0","0","0","12.5","23.3","0.538","8.9","10.7","0.833","3.6","7.2","10.7","0","0","1.8","3.6","7.2","34","115","105",1983
"100","Kevin Grevey","SF","29","WSB","41","11","756","7.3","18.8","0.388","1","2.4","0.395","6.3","16.3","0.387","3.4","4.4","0.783","1.1","2","3.1","3.1","1.1","0.4","1.7","3.9","19","98","104",1983
"101","Paul Griffin","PF","29","SAS","53","0","956","2.9","5.6","0.517","0","0","0","2.9","5.6","0.517","2.6","3.7","0.697","3.7","6.8","10.5","4.2","1.6","1.2","3.3","7.4","8.4","104","106",1983
"102","Darrell Griffith","SG","24","UTA","77","76","2787","12.1","24.9","0.484","0.6","2.1","0.288","11.5","22.8","0.502","2.7","3.9","0.679","1.6","3.3","4.9","4.3","2.2","0.5","4","3","27.4","98","107",1983
"103","Bob Gross","SF","29","SDC","27","3","373","4.4","10.2","0.427","0.1","0.4","0.333","4.2","9.9","0.43","1.5","2.4","0.632","4","4.2","8.2","4.2","2.7","0.9","3","8.6","10.4","97","108",1983
"104","Ernie Grunfeld","SF","27","NYK","77","0","1422","5.8","13.1","0.443","0","0.1","0","5.8","13","0.448","2.8","3.4","0.827","1.5","4.2","5.7","4.7","1.4","0.3","2.9","6","14.4","98","102",1983
"105","Bill Hanzlik","SF","25","DEN","82","8","1547","5.2","12.1","0.428","0","0.2","0.143","5.1","11.9","0.433","3.5","4.4","0.781","2.2","4.3","6.5","7.4","2.1","0.4","4","6.1","13.8","98","109",1983
"106","Joe Hassett","SG","27","GSW","6","2","139","6.3","14.6","0.432","0.3","3","0.111","6","11.6","0.514","0","0","0","1","2.7","3.7","7","0.7","0","3","4.6","12.9","94","113",1983
"107","Scott Hastings","C-PF","22","TOT","31","0","140","4.6","13.4","0.342","0","1.1","0","4.6","12.3","0.371","3.9","7","0.55","5.3","9.1","14.4","1.1","2.1","0.4","3.2","11.9","13","85","98",1983
"108","Steve Hawes","PF","32","TOT","77","4","1416","5.5","13.1","0.418","0.2","0.7","0.238","5.3","12.4","0.428","2.3","3.2","0.734","2.7","9.4","12.2","3.2","1.3","0.5","3.6","6.4","13.5","89","102",1983
"109","Elvin Hayes*","PF","37","HOU","81","43","2302","8.7","18.2","0.476","0","0.1","0.5","8.6","18.1","0.476","4","5.9","0.683","4.1","8.5","12.6","3.2","1","1.7","4.1","4.7","21.3","98","107",1983
"110","Steve Hayes","C","27","CLE","65","3","1058","4.8","10.1","0.479","0","0","0","4.8","10","0.481","1.3","2.4","0.569","4.7","6.2","11","1.7","0.8","1.9","2.3","10","11","101","107",1983
"111","Spencer Haywood*","PF","33","WSB","38","25","775","7.8","19.4","0.401","0","0.1","0","7.8","19.4","0.402","3.9","5.4","0.724","4.8","6.6","11.4","1.9","0.7","1.7","4.2","5.9","19.5","89","100",1983
"112","Gerald Henderson","PG","27","BOS","82","9","1551","8.5","18.4","0.463","0.1","0.5","0.188","8.4","17.9","0.47","2.9","4","0.722","1.7","2","3.7","5.8","2.8","0.1","3.8","5.7","20","99","104",1983
"113","Tom Henderson","SG","31","HOU","51","2","789","6.4","15.7","0.407","0","0.1","0","6.4","15.5","0.41","2.7","3.4","0.789","1.1","3","4.1","8.2","2.2","0.1","3","3.4","15.4","96","110",1983
"114","Rod Higgins","SF","23","CHI","82","42","2196","6.4","14.4","0.448","0.3","0.8","0.317","6.2","13.5","0.457","4.3","5.4","0.792","3.3","4.3","7.5","3.6","1.4","1.3","2.6","5.1","17.5","108","109",1983
"115","Johnny High","SG","25","PHO","82","2","1155","4.1","8.9","0.461","0","0.2","0.2","4.1","8.7","0.467","2.6","5.6","0.463","1.8","4.3","6.1","6.3","3.5","1.4","4.3","8.4","10.8","87","98",1983
"116","Armond Hill","PG","29","MIL","14","3","169","4","7.4","0.538","0","0","0","4","7.4","0.538","5.1","6.2","0.818","1.4","4.3","5.7","7.7","2.6","0","3.7","5.7","13.1","114","102",1983
"117","Craig Hodges","SG","22","SDC","76","48","2022","7.3","16.2","0.452","0.5","2.1","0.222","6.9","14.2","0.485","2.2","3","0.723","1.2","1.6","2.8","6.3","1.9","0.1","3.7","4.4","17.3","99","112",1983
"118","Lionel Hollins","PG","29","SDC","56","54","1844","7.9","18.1","0.437","0.1","0.5","0.143","7.8","17.6","0.445","3.3","4.5","0.721","0.8","2.5","3.2","9.4","2.8","0.4","5","3.9","19.2","96","110",1983
"119","Phil Hubbard","SF","26","CLE","82","38","1953","7.3","15","0.482","0","0.1","0","7.3","15","0.484","5.1","7.5","0.689","5.6","6.3","11.9","2.2","2.2","0.2","4","6.8","19.6","103","106",1983
"120","Geoff Huston","PG","25","CLE","80","79","2716","7.3","15.1","0.482","0.1","0.2","0.333","7.2","14.9","0.484","3","4.4","0.686","0.7","2.1","2.9","8.8","1.3","0.1","3.5","3.9","17.6","104","110",1983
"121","Marc Iavaroni","PF","26","PHI","80","77","1612","4.7","10.2","0.462","0","0.1","0","4.7","10.2","0.464","2.3","3.3","0.69","3.4","6.1","9.5","2.4","0.9","1.3","3.9","6.9","11.7","92","103",1983
"122","Dan Issel*","C","34","DEN","80","80","2431","11.6","22.8","0.51","0.1","0.3","0.211","11.6","22.5","0.514","7","8.4","0.835","2.7","7.8","10.5","3.9","1.5","0.8","3.1","4","30.4","115","108",1983
"123","Tracy Jackson","SG","23","CHI","78","3","1309","6.9","14.7","0.467","0.1","0.4","0.154","6.8","14.3","0.477","3.2","4.4","0.73","3","3.2","6.2","3.6","2.2","0.4","2.9","4.6","17","104","109",1983
