"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","ORtg","DRtg","Yr"
"1","Kareem Abdul-Jabbar*","C","41","LAL","74","74","1695","8.9","18.6","0.475","0","0.1","0","8.9","18.6","0.477","3.5","4.7","0.739","2.9","6.5","9.4","2.1","1.1","2.4","2.7","5.5","21.2","104","107",1989
"2","Mark Acres","C","26","BOS","62","0","632","4.3","8.8","0.482","0.1","0.1","1","4.2","8.7","0.478","2","3.7","0.542","4.6","6.7","11.3","1.5","1.5","0.5","1.8","7.3","10.6","108","110",1989
"3","Michael Adams","PG","26","DEN","77","77","2787","7.5","17.3","0.433","2.7","7.5","0.356","4.8","9.9","0.49","5.2","6.3","0.819","1.1","3.4","4.5","7.8","2.7","0.2","2.9","2.4","22.8","115","108",1989
"4","Mark Aguirre","SF","29","TOT","80","76","2597","11.3","24.5","0.461","1","3.4","0.293","10.3","21.2","0.488","5.6","7.6","0.733","2.8","4.6","7.5","5.4","0.9","0.7","4","4.4","29.2","105","110",1989
"5","Danny Ainge","PG","29","TOT","73","54","2377","9.8","21.4","0.457","2.4","6.2","0.38","7.4","15.2","0.488","4.2","4.9","0.854","1.4","3.7","5.2","8.2","1.9","0.2","3","3.8","26.1","116","111",1989
"6","Mark Alarie","PF","25","WSB","74","5","1141","8.6","18","0.478","0.5","1.6","0.342","8.1","16.4","0.491","3","3.6","0.839","4.3","6.3","10.6","2.6","1","0.9","2.6","6.7","20.8","109","109",1989
"7","Steve Alford","PG","24","TOT","66","3","906","7.3","16.1","0.457","1","2.7","0.364","6.3","13.3","0.476","2.5","3","0.82","0.5","3.1","3.6","4.6","2.2","0.1","2.2","2.8","18.2","107","110",1989
"8","Randy Allen","SG","24","SAC","7","0","43","8.9","21.1","0.421","0","1.1","0","8.9","20","0.444","1.1","2.2","0.5","3.3","4.4","7.8","0","1.1","1.1","2.2","7.8","18.9","88","112",1989
"9","Greg Anderson","PF","24","SAS","82","56","2401","8.8","17.5","0.503","0","0.1","0","8.8","17.5","0.505","4","7.7","0.514","4.9","8.1","13","1.2","2","2","3.5","4.2","21.6","100","106",1989
"10","Michael Anderson","PG","22","SAS","36","12","730","4.6","11","0.417","0.1","0.4","0.143","4.5","10.6","0.429","3.6","5.2","0.695","2.8","2.8","5.6","9.7","2.8","0.2","5.3","4","12.9","93","109",1989
