"","Year","Player","Pos","Age","Tm","G","GS","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","all.nba","mvp","Pos2"
"408",1992,"Chris Mullin","SF",28,"GSW",81,81,3346,19.9,0.586,0.11,0.265,4.2,10.4,7.4,12.2,2.4,1.1,10.2,23.6,8.1,2.7,10.8,0.155,3.5,0,3.5,4.6,830,1584,0.524,64,175,0.366,766,1409,0.544,0.544,350,420,0.833,127,323,450,286,173,62,202,171,2074,1,0,"Wing"
"409",1992,"Clyde Drexler","SG",29,"POR",76,76,2751,23.6,0.56,0.229,0.342,6.6,13.2,9.9,29.9,2.4,1.6,12.4,28.7,8.3,4.5,12.8,0.223,6.6,1.7,8.4,7.2,694,1476,0.47,114,338,0.337,580,1138,0.51,0.509,401,505,0.794,166,334,500,512,138,70,240,229,1903,1,0,"Wing"
"410",1992,"David Robinson","C",26,"SAS",68,68,2564,27.5,0.597,0.007,0.522,11.2,24,17.7,11.3,3.1,7.4,12.1,24.7,7,6.9,13.9,0.26,3.8,6.1,10,7.8,592,1074,0.551,1,8,0.125,591,1066,0.554,0.552,393,561,0.701,261,568,829,181,158,305,182,219,1578,1,0,"Big"
"411",1992,"Patrick Ewing","C",29,"NYK",82,82,3150,22.8,0.563,0.004,0.335,8.4,24.9,16.8,8.5,1.4,5,10.7,27.2,6.1,6.9,13,0.198,1.1,3,4,4.8,796,1525,0.522,1,6,0.167,795,1519,0.523,0.522,377,511,0.738,228,693,921,156,88,245,209,277,1970,0.5,0,"Big"
"412",1992,"Tim Hardaway","PG",25,"GSW",81,81,3332,19.1,0.537,0.236,0.244,2.7,7.4,5.1,33.3,2.3,0.2,13.2,24.4,7.2,2,9.2,0.132,4.1,-1.5,2.6,3.9,734,1592,0.461,127,376,0.338,607,1216,0.499,0.501,298,389,0.766,81,229,310,807,164,13,267,208,1893,0.5,0,"Guard"
"413",1992,"Charles Barkley","SF",28,"PHI",75,75,2881,24.5,0.612,0.122,0.58,10.9,22,16.5,18.1,2.4,0.9,14.3,25.1,8.6,3.7,12.3,0.205,5.9,1.5,7.4,6.9,622,1126,0.552,32,137,0.234,590,989,0.597,0.567,454,653,0.695,271,559,830,308,136,44,235,196,1730,0.5,0,"Wing"
"414",1992,"Scottie Pippen","SF",26,"CHI",82,82,3164,21.5,0.555,0.059,0.319,6.9,15.8,11.5,25.8,2.5,1.8,14,24.6,7.1,5.5,12.7,0.192,3.9,2.6,6.5,6.8,687,1359,0.506,16,80,0.2,671,1279,0.525,0.511,330,434,0.76,185,445,630,572,155,93,253,242,1720,0.5,0,"Wing"
"415",1992,"Brad Daugherty","C",26,"CLE",73,73,2643,23,0.629,0.002,0.528,8.4,23.1,16,15.3,1.2,1.7,12.9,23.6,8.2,3.5,11.7,0.213,3.9,1.1,5,4.7,576,1010,0.57,0,2,0,576,1008,0.571,0.57,414,533,0.777,191,569,760,262,65,78,185,190,1566,0.5,0,"Big"
"416",1992,"Kevin Johnson","PG",25,"PHO",78,78,2899,19.9,0.561,0.041,0.493,2.4,8.4,5.5,40.6,1.9,0.5,16.6,23.6,7,2.9,10,0.165,3.2,-0.9,2.2,3.1,539,1125,0.479,10,46,0.217,529,1079,0.49,0.484,448,555,0.807,61,231,292,836,116,23,272,180,1536,0.5,0,"Guard"
"417",1992,"Kevin Willis","PF",29,"ATL",81,80,2962,19.7,0.535,0.03,0.297,14.7,30.9,22.6,8.6,1.2,1.1,12.5,22,4.7,4.1,8.8,0.143,0.6,0.4,1,2.2,591,1224,0.483,6,37,0.162,585,1187,0.493,0.485,292,363,0.804,418,840,1258,173,72,54,197,223,1480,0.5,0,"Big"
"418",1992,"John Stockton","PG",29,"UTA",82,82,3002,22.8,0.59,0.217,0.39,2.7,7.3,5.1,53.7,4.1,0.4,20.6,19.9,8.8,4.6,13.4,0.215,5.4,-0.3,5.1,5.3,453,939,0.482,83,204,0.407,370,735,0.503,0.527,308,366,0.842,68,202,270,1126,244,22,286,234,1297,0.5,0,"Guard"
"419",1992,"Mark Price","PG",27,"CLE",72,72,2138,22.7,0.61,0.291,0.318,2.1,6.8,4.5,37.9,2.2,0.3,13.5,24.1,7.5,1.6,9.1,0.205,6.3,-2.6,3.8,3.1,438,897,0.488,101,261,0.387,337,636,0.53,0.545,270,285,0.947,38,135,173,535,94,12,159,113,1247,0.5,0,"Guard"
"420",1992,"Dennis Rodman","PF",30,"DET",82,80,3301,17,0.574,0.159,0.22,18.1,34.1,26.2,8.2,1.1,1.3,16.7,11.1,5.6,7,12.6,0.183,1.3,3.7,4.9,5.8,342,635,0.539,32,101,0.317,310,534,0.581,0.564,84,140,0.6,523,1007,1530,191,68,70,140,248,800,0.5,0,"Big"
"421",1991,"Michael Jordan","SG",27,"CHI",82,82,3034,31.6,0.605,0.051,0.365,4.6,14.3,9.5,25.2,3.7,1.7,8.7,32.9,14.9,5.4,20.3,0.321,8.9,1.8,10.8,9.8,990,1837,0.539,29,93,0.312,961,1744,0.551,0.547,571,671,0.851,118,374,492,453,223,83,202,229,2580,1,1,"Wing"
"422",1991,"Karl Malone","PF",27,"UTA",82,82,3302,24.8,0.596,0.009,0.552,9,24.5,17.2,14.7,1.4,1.5,10.9,30.1,9.9,5.6,15.5,0.225,4.3,1.5,5.8,6.5,847,1608,0.527,4,14,0.286,843,1594,0.529,0.528,684,888,0.77,236,731,967,270,89,79,244,268,2382,1,0,"Big"
"423",1991,"David Robinson","C",25,"SAS",82,81,3095,27.4,0.615,0.005,0.569,12.6,24.7,19,10.9,2,6.2,13.7,26.6,9.4,7.6,17,0.264,4,4.4,8.4,8.1,754,1366,0.552,1,7,0.143,753,1359,0.554,0.552,592,777,0.762,335,728,1063,208,127,320,270,264,2101,1,0,"Big"
"424",1991,"Charles Barkley","SF",27,"PHI",67,67,2498,28.9,0.635,0.133,0.564,11.8,18.6,15.3,20.6,2.2,0.8,12.6,29.1,10.3,3.1,13.4,0.258,9,0.9,9.9,7.4,665,1167,0.57,44,155,0.284,621,1012,0.614,0.589,475,658,0.722,258,422,680,284,110,33,210,173,1849,1,0,"Wing"
"425",1991,"Magic Johnson","PG",31,"LAL",79,79,2933,25.1,0.623,0.256,0.587,4.3,16.9,10.9,49.3,1.8,0.3,20.4,22.9,11.2,4.2,15.4,0.251,7.1,1.2,8.3,7.6,466,976,0.477,80,250,0.32,386,726,0.532,0.518,519,573,0.906,105,446,551,989,102,17,314,150,1531,1,0,"Guard"
"426",1991,"Patrick Ewing","C",28,"NYK",81,81,3104,23.7,0.561,0.004,0.379,7.4,25.7,16.8,14.1,1.3,5,13.2,31.1,4.4,5.6,10,0.155,1.3,2.6,3.9,4.6,845,1645,0.514,0,6,0,845,1639,0.516,0.514,464,623,0.745,194,711,905,244,80,258,291,287,2154,0.5,0,"Big"
"427",1991,"Chris Mullin","SF",27,"GSW",82,82,3315,21.4,0.618,0.092,0.4,4.7,10,7.4,14.9,2.4,1.1,12.6,23.5,9.7,2.4,12.2,0.176,4.4,0.1,4.5,5.4,777,1449,0.536,40,133,0.301,737,1316,0.56,0.55,513,580,0.884,141,302,443,329,173,63,245,176,2107,0.5,0,"Wing"
"428",1991,"Dominique Wilkins","SF",31,"ATL",81,81,3078,23.5,0.555,0.152,0.35,9,17.3,13,14.4,1.9,1.3,9.6,28.1,8.6,2.8,11.4,0.177,4.8,-0.1,4.7,5.2,770,1640,0.47,85,249,0.341,685,1391,0.492,0.495,476,574,0.829,261,471,732,265,123,65,201,156,2101,0.5,0,"Wing"
"429",1991,"Bernard King","SF",34,"WSB",64,64,2401,19.1,0.527,0.024,0.321,5.2,9.4,7.3,21.8,1.1,0.4,12.9,34.4,1.9,1.6,3.5,0.07,2.4,-2.2,0.1,1.3,713,1511,0.472,8,37,0.216,705,1474,0.478,0.475,383,485,0.79,114,205,319,292,56,16,255,187,1817,0.5,0,"Wing"
"430",1991,"Clyde Drexler","SG",28,"POR",82,82,2852,22.1,0.563,0.143,0.392,8.3,12.8,10.6,25.7,2.4,1.3,12.9,25.7,8,4.5,12.4,0.209,5.3,2.1,7.3,6.7,645,1338,0.482,61,191,0.319,584,1147,0.509,0.505,416,524,0.794,212,334,546,493,144,60,232,226,1767,0.5,0,"Wing"
"431",1991,"Kevin Johnson","PG",24,"PHO",77,76,2772,23.7,0.604,0.038,0.538,2.2,8.1,5.3,40.7,2.8,0.2,16,24.8,9.5,3.3,12.7,0.22,5.6,-0.4,5.2,5.1,591,1145,0.516,9,44,0.205,582,1101,0.529,0.52,519,616,0.843,54,217,271,781,163,11,269,174,1710,0.5,0,"Guard"
"432",1991,"James Worthy","SF",29,"LAL",78,74,3008,18.1,0.531,0.062,0.183,4.3,9.2,6.9,15.1,1.8,0.7,7.5,24.6,5.5,3.5,9,0.143,2,0.3,2.3,3.2,716,1455,0.492,26,90,0.289,690,1365,0.505,0.501,212,266,0.797,107,249,356,275,104,35,127,117,1670,0.5,0,"Wing"
"433",1991,"Joe Dumars","SG",27,"DET",80,80,3046,18,0.552,0.035,0.323,2.3,4.7,3.5,24.2,1.5,0.1,11.4,24,6.8,3.1,9.9,0.155,2.7,-0.9,1.8,2.9,622,1292,0.481,14,45,0.311,608,1247,0.488,0.487,371,417,0.89,62,125,187,443,89,7,189,135,1629,0.5,0,"Wing"
"434",1991,"John Stockton","PG",28,"UTA",82,82,3103,23.4,0.604,0.172,0.444,1.9,6.8,4.5,57.5,3.8,0.3,20.3,20.9,9.4,4.7,14,0.217,5.3,-1,4.4,5,496,978,0.507,58,168,0.345,438,810,0.541,0.537,363,434,0.836,46,191,237,1164,234,16,298,233,1413,0.5,0,"Guard"
"435",1991,"Hakeem Olajuwon","C",28,"HOU",56,50,2062,24.3,0.549,0.004,0.289,11.4,28.3,19.9,10.2,2.9,6.4,13.9,25,2.9,5.7,8.6,0.201,0.4,5.9,6.3,4.3,487,959,0.508,0,4,0,487,955,0.51,0.508,213,277,0.769,219,551,770,131,121,221,174,221,1187,0.5,0,"Big"
"436",1990,"Michael Jordan","SG",26,"CHI",82,82,3197,31.2,0.606,0.125,0.356,5.3,15.6,10.4,28.6,3.5,1.1,9.8,33.7,14.7,4.3,19,0.285,9.7,0.8,10.6,10.1,1034,1964,0.526,92,245,0.376,942,1719,0.548,0.55,593,699,0.848,143,422,565,519,227,54,247,241,2753,1,0,"Wing"
"437",1990,"Karl Malone","PF",26,"UTA",82,82,3122,27.2,0.626,0.026,0.561,9.3,24,17.1,13.2,1.9,1,13,32.6,10.5,5.4,15.9,0.245,5.6,1,6.6,6.7,914,1627,0.562,16,43,0.372,898,1584,0.567,0.567,696,913,0.762,232,679,911,226,121,50,304,259,2540,1,0,"Big"
"438",1990,"Patrick Ewing","C",27,"NYK",82,82,3165,25.8,0.599,0.002,0.387,8.5,22.4,15.7,10,1.2,5.9,12.4,29.4,8.3,5.3,13.5,0.205,2.6,1.9,4.6,5.2,922,1673,0.551,1,4,0.25,921,1669,0.552,0.551,502,648,0.775,235,658,893,182,78,327,278,325,2347,1,0,"Big"
"439",1990,"Charles Barkley","SF",26,"PHI",79,79,3085,27.1,0.661,0.078,0.632,13.4,20,16.7,15.6,2.4,1,13.9,24,13.1,4.2,17.3,0.269,8,1.7,9.8,9.2,706,1177,0.6,20,92,0.217,686,1085,0.632,0.608,557,744,0.749,361,548,909,307,148,50,243,250,1989,1,0,"Wing"
"440",1990,"Magic Johnson","PG",30,"LAL",79,79,2937,26.6,0.622,0.243,0.56,5.2,14.8,10.2,45.5,2.2,0.7,16.9,24.8,12.8,3.8,16.5,0.27,8.6,1,9.5,8.5,546,1138,0.48,106,276,0.384,440,862,0.51,0.526,567,637,0.89,128,394,522,907,132,34,289,167,1765,1,1,"Guard"
"441",1990,"Tom Chambers","PF",30,"PHO",81,81,3046,20.9,0.579,0.053,0.4,4.7,15.2,10.3,10,1.4,0.9,10.3,28.8,7.5,3.7,11.2,0.176,2.4,-0.6,1.8,2.9,810,1617,0.501,24,86,0.279,786,1531,0.513,0.508,557,647,0.861,121,450,571,190,88,47,218,260,2201,0.5,0,"Big"
"442",1990,"Hakeem Olajuwon","C",27,"HOU",82,82,3124,24.1,0.541,0.004,0.333,10.3,28.3,19.5,12.1,2.6,7,14.6,28.1,2.5,8.7,11.2,0.173,0.1,5.8,5.9,6.3,806,1609,0.501,1,6,0.167,805,1603,0.502,0.501,382,536,0.713,299,850,1149,234,174,376,316,314,1995,0.5,0,"Big"
"443",1990,"David Robinson","C",24,"SAS",82,81,3002,26.3,0.597,0.002,0.644,11.7,24.8,18.5,8.7,2.2,6.5,13.3,26.6,7.9,7.2,15.1,0.241,2.7,3.8,6.5,6.4,690,1300,0.531,0,2,0,690,1298,0.532,0.531,613,837,0.732,303,680,983,164,138,319,257,259,1993,0.5,0,"Big"
"444",1990,"Chris Mullin","SF",26,"GSW",78,78,2830,22.7,0.643,0.184,0.447,5.2,12,8.7,17.5,2,0.9,13.6,24.8,8.9,1.3,10.2,0.174,5.7,-1,4.8,4.9,682,1272,0.536,87,234,0.372,595,1038,0.573,0.57,505,568,0.889,130,333,463,319,123,45,239,142,1956,0.5,0,"Wing"
"445",1990,"Larry Bird","SF",33,"BOS",75,75,2944,21.9,0.546,0.129,0.226,3.6,22.2,13.4,28.9,1.8,1.2,12.7,27.4,5.3,4.1,9.5,0.154,3.9,2.2,6.1,6.1,718,1517,0.473,65,195,0.333,653,1322,0.494,0.495,319,343,0.93,90,622,712,562,106,61,243,173,1820,0.5,0,"Wing"
"446",1990,"Clyde Drexler","SG",27,"POR",73,73,2683,22.2,0.551,0.078,0.317,8.3,12.3,10.3,24.8,2.5,1.2,11,25.5,7.3,4.3,11.6,0.208,5.4,2.4,7.9,6.6,670,1357,0.494,30,106,0.283,640,1251,0.512,0.505,333,430,0.774,208,299,507,432,145,51,191,222,1703,0.5,0,"Wing"
"447",1990,"James Worthy","SF",28,"LAL",80,80,2960,19.8,0.586,0.038,0.244,6.4,11.9,9.3,15.6,1.7,1,10,23,7.5,3.1,10.6,0.172,3.6,0.4,4,4.5,711,1298,0.548,15,49,0.306,696,1249,0.557,0.554,248,317,0.782,160,318,478,288,99,49,160,190,1685,0.5,0,"Wing"
"448",1990,"Kevin Johnson","PG",23,"PHO",74,74,2782,22.8,0.585,0.035,0.516,1.8,8.4,5.3,44.4,1.6,0.3,15.6,25,9,2.6,11.6,0.2,4.9,-1.2,3.7,4,578,1159,0.499,8,41,0.195,570,1118,0.51,0.502,501,598,0.838,42,228,270,846,95,14,263,143,1665,0.5,0,"Guard"
"449",1990,"John Stockton","PG",27,"UTA",78,78,2915,23.9,0.607,0.123,0.471,2.5,5.6,4.1,57.4,3.5,0.4,19.7,20.6,10.4,4,14.4,0.238,5.6,-1.4,4.2,4.5,472,918,0.514,47,113,0.416,425,805,0.528,0.54,354,432,0.819,57,149,206,1134,207,18,272,233,1345,0.5,0,"Guard"
"450",1990,"Joe Dumars","SG",26,"DET",75,71,2578,17.2,0.555,0.052,0.312,2.7,6.7,4.7,22.2,1.2,0,10.8,22.5,5.8,3,8.7,0.162,2.1,-0.5,1.5,2.3,508,1058,0.48,22,55,0.4,486,1003,0.485,0.491,297,330,0.9,60,152,212,368,63,2,145,129,1335,0.5,0,"Wing"
"451",1989,"Michael Jordan","SG",25,"CHI",81,81,3255,31.1,0.614,0.055,0.442,5.5,17.3,11.6,34.7,3.6,1.2,11.9,32.1,14.6,5.2,19.8,0.292,9.8,2.7,12.6,12,966,1795,0.538,27,98,0.276,939,1697,0.553,0.546,674,793,0.85,149,503,652,650,234,65,290,247,2633,1,0,"Wing"
"452",1989,"Karl Malone","PF",25,"UTA",80,80,3126,24.4,0.592,0.01,0.589,10,19.6,15.1,12.8,2.3,1.3,12.7,30.4,8.6,6.6,15.2,0.233,4.2,1.9,6.1,6.5,809,1559,0.519,5,16,0.313,804,1543,0.521,0.521,703,918,0.766,259,594,853,219,144,70,285,286,2326,1,0,"Big"
"453",1989,"Charles Barkley","PF",25,"PHI",79,79,3088,27,0.653,0.134,0.661,14.5,21.3,17.9,16,2,1.3,14,24.4,13.2,2.9,16.1,0.25,8.5,1.3,9.8,9.2,700,1208,0.579,35,162,0.216,665,1046,0.636,0.594,602,799,0.753,403,583,986,325,126,67,254,262,2037,1,0,"Big"
"454",1989,"Hakeem Olajuwon","C",26,"HOU",82,82,3024,25.2,0.552,0.006,0.419,12.2,27.2,19.8,8.2,3.3,5.5,13,28.2,4.6,7.8,12.4,0.197,1.3,4.1,5.4,5.6,790,1556,0.508,0,10,0,790,1546,0.511,0.508,454,652,0.696,338,767,1105,149,213,282,275,329,2034,1,0,"Big"
"455",1989,"Magic Johnson","PG",29,"LAL",77,77,2886,26.9,0.625,0.165,0.495,4.6,18,11.7,48.6,2.3,0.4,18.4,24.3,12.1,4,16.1,0.267,7.9,1.4,9.3,8.2,579,1137,0.509,59,188,0.314,520,949,0.548,0.535,513,563,0.911,111,496,607,988,138,22,312,172,1730,1,1,"Guard"
"456",1989,"Dale Ellis","SG",28,"SEA",82,82,3190,19.7,0.589,0.198,0.27,5.3,6.7,6,8.1,1.6,0.4,10.2,26.6,9.2,1.6,10.8,0.163,4.6,-2.6,2.1,3.3,857,1710,0.501,162,339,0.478,695,1371,0.507,0.549,377,462,0.816,156,186,342,164,108,22,218,197,2253,0.5,0,"Wing"
"457",1989,"Chris Mullin","SF",25,"GSW",82,82,3093,21.9,0.581,0.061,0.339,4.9,10.7,7.8,20.1,2.5,0.7,13.6,26.6,7.5,3.1,10.6,0.165,4,-0.2,3.7,4.4,830,1630,0.509,23,100,0.23,807,1530,0.527,0.516,493,553,0.892,152,331,483,415,176,39,296,178,2176,0.5,0,"Wing"
"458",1989,"Clyde Drexler","SG",26,"POR",78,78,3064,23.6,0.555,0.062,0.328,9.9,11.9,10.9,22.2,3.2,1,11.6,27.2,8.8,3.8,12.6,0.197,5.9,1.5,7.3,7.2,829,1672,0.496,27,104,0.26,802,1568,0.511,0.504,438,548,0.799,289,326,615,450,213,54,250,269,2123,0.5,0,"Wing"
"459",1989,"Dominique Wilkins","SF",29,"ATL",80,80,2997,21.8,0.528,0.06,0.298,9.2,11,10,11.9,1.9,1,8.4,29.4,7.5,2.9,10.4,0.166,3.6,-0.9,2.6,3.5,814,1756,0.464,29,105,0.276,785,1651,0.475,0.472,442,524,0.844,256,297,553,211,117,52,181,138,2099,0.5,0,"Wing"
"460",1989,"Tom Chambers","PF",29,"PHO",81,81,3002,19.3,0.547,0.052,0.364,5.3,18.4,12.1,11.1,1.3,1,10.8,28.2,5.1,4.1,9.2,0.146,1.2,0,1.2,2.4,774,1643,0.471,28,86,0.326,746,1557,0.479,0.48,509,598,0.851,143,541,684,231,87,55,231,271,2085,0.5,0,"Big"
"461",1989,"Terry Cummings","SF",27,"MIL",80,78,2824,19.7,0.518,0.01,0.294,11.3,15.3,13.3,11.7,1.8,1.6,10.2,28.9,4.2,3.5,7.7,0.131,1.6,0,1.7,2.6,730,1563,0.467,7,15,0.467,723,1548,0.467,0.469,362,460,0.787,281,369,650,198,106,72,201,265,1829,0.5,0,"Wing"
"462",1989,"Patrick Ewing","C",26,"NYK",80,80,2896,22.1,0.607,0.005,0.378,8,20.7,14.2,9.5,1.9,5.6,15.1,23.6,6.2,4.7,10.9,0.181,1.5,3.2,4.7,4.9,727,1282,0.567,0,6,0,727,1276,0.57,0.567,361,484,0.746,213,527,740,188,117,281,266,311,1815,0.5,0,"Big"
"463",1989,"Robert Parish","C",35,"BOS",80,80,2840,21.6,0.607,0,0.391,14,26.1,20.1,9.1,1.4,2.4,14,20.9,6.9,3.6,10.5,0.177,3,1.2,4.2,4.5,596,1045,0.57,0,0,0,596,1045,0.57,0.57,294,409,0.719,342,654,996,175,79,116,200,209,1486,0.5,0,"Big"
"464",1989,"Mark Price","PG",24,"CLE",75,74,2728,20.6,0.623,0.21,0.29,2.1,7,4.7,33.8,2.1,0.1,15.7,21,8,3.3,11.3,0.199,4.6,-1.1,3.5,3.8,529,1006,0.526,93,211,0.441,436,795,0.548,0.572,263,292,0.901,48,178,226,631,115,7,212,98,1414,0.5,0,"Guard"
"465",1989,"John Stockton","PG",26,"UTA",82,82,3171,22.9,0.624,0.072,0.49,3.1,5.4,4.3,54.3,4.1,0.3,21.5,19.1,9.8,5.8,15.6,0.236,5,-0.2,4.8,5.5,497,923,0.538,16,66,0.242,481,857,0.561,0.547,390,452,0.863,83,165,248,1118,263,14,308,241,1400,0.5,0,"Guard"
"466",1988,"Michael Jordan","SG",24,"CHI",82,82,3311,31.7,0.603,0.027,0.43,4.8,10.7,7.8,27,3.9,2.4,9.6,34.1,15.2,6.1,21.2,0.308,9.8,2.3,12.2,11.8,1069,1998,0.535,7,53,0.132,1062,1945,0.546,0.537,723,860,0.841,139,310,449,485,259,131,252,270,2868,1,1,"Wing"
"467",1988,"Larry Bird","SF",31,"BOS",76,75,2965,27.8,0.608,0.142,0.271,4.6,22.3,14,25.7,2.1,1.1,10.2,30.2,11.2,3.8,15,0.243,7.5,1.3,8.8,8.1,881,1672,0.527,98,237,0.414,783,1435,0.546,0.556,415,453,0.916,108,595,703,467,125,57,213,157,2275,1,0,"Wing"
"468",1988,"Charles Barkley","PF",24,"PHI",80,80,3170,27.6,0.665,0.122,0.741,14,20.8,17.4,14.1,1.6,1.9,15.2,26.7,13.4,3.3,16.7,0.253,8.3,0.7,9,8.7,753,1283,0.587,44,157,0.28,709,1126,0.63,0.604,714,951,0.751,385,566,951,254,100,103,304,278,2264,1,0,"Big"
"469",1988,"Hakeem Olajuwon","C",25,"HOU",79,79,2825,23.4,0.555,0.003,0.396,11.2,24.1,17.7,9.2,2.7,4.2,13,26.5,4.4,6.3,10.7,0.182,1.7,3.3,5,5,712,1385,0.514,0,4,0,712,1381,0.516,0.514,381,548,0.695,302,657,959,163,162,214,243,324,1805,1,0,"Big"
"470",1988,"Magic Johnson","PG",28,"LAL",72,70,2637,23.1,0.581,0.056,0.491,4,14.8,9.7,45.4,2.1,0.3,18.2,23.4,7.8,3.1,10.9,0.199,4.7,0.6,5.3,4.9,490,996,0.492,11,56,0.196,479,940,0.51,0.497,417,489,0.853,88,361,449,858,114,13,269,147,1408,1,0,"Guard"
"471",1988,"Dominique Wilkins","SF",28,"ATL",78,76,2948,23.7,0.534,0.066,0.335,7.9,11,9.5,13.5,1.7,1,8.9,35.2,7,2.8,9.8,0.16,4.4,-1.5,2.9,3.7,909,1957,0.464,38,129,0.295,871,1828,0.476,0.474,541,655,0.826,211,291,502,224,103,47,218,162,2397,0.5,0,"Wing"
"472",1988,"Karl Malone","PF",24,"UTA",82,82,3198,20.7,0.568,0.003,0.478,9.7,22.8,16.6,10.1,1.7,0.9,14,29.7,4,6.1,10.1,0.152,1.5,1.1,2.5,3.7,858,1650,0.52,0,5,0,858,1645,0.522,0.52,552,789,0.7,277,709,986,199,117,50,325,296,2268,0.5,0,"Big"
"473",1988,"Clyde Drexler","SG",25,"POR",81,80,3060,24.1,0.564,0.031,0.35,9.2,9.6,9.4,23.5,3.1,1,10.9,28,9.3,3.9,13.2,0.207,6.1,1.3,7.4,7.3,849,1679,0.506,11,52,0.212,838,1627,0.515,0.509,476,587,0.811,261,272,533,467,203,52,236,250,2185,0.5,0,"Wing"
"474",1988,"Patrick Ewing","C",25,"NYK",82,82,2546,21.9,0.594,0.003,0.402,10.7,20,15.2,8.3,2,6,17.1,26.8,3.4,4.7,8.1,0.154,1.2,3.2,4.4,4.1,656,1183,0.555,0,3,0,656,1180,0.556,0.555,341,476,0.716,245,431,676,125,104,245,287,332,1653,0.5,0,"Big"
"475",1988,"John Stockton","PG",25,"UTA",82,79,2842,23.2,0.645,0.085,0.41,2.1,6.6,4.5,54.8,4,0.3,21.9,17.2,9.2,4.9,14.1,0.238,4.5,-0.5,3.9,4.3,454,791,0.574,24,67,0.358,430,724,0.594,0.589,272,324,0.84,54,183,237,1128,242,16,262,247,1204,0.5,0,"Guard"
"476",1987,"Michael Jordan","SG",23,"CHI",82,82,3281,29.8,0.562,0.029,0.427,5.6,9.3,7.4,22.2,3.6,2.3,9.1,38.3,11.9,5,16.9,0.247,8,0.6,8.6,8.8,1098,2279,0.482,12,66,0.182,1086,2213,0.491,0.484,833,972,0.857,166,264,430,377,236,125,272,237,3041,1,0,"Wing"
"477",1987,"Larry Bird","SF",30,"BOS",74,73,3005,26.4,0.612,0.15,0.304,5.1,19.2,12.8,28.6,2.2,1.3,12.4,27.5,10.4,4.8,15.2,0.243,7.1,2.1,9.2,8.5,786,1497,0.525,90,225,0.4,696,1272,0.547,0.555,414,455,0.91,124,558,682,566,135,70,240,185,2076,1,0,"Wing"
"478",1987,"Kevin McHale","PF",29,"BOS",77,77,3060,24,0.655,0.003,0.392,9.9,17.5,14,9.8,0.6,3.1,11.4,24.1,10.8,4,14.8,0.232,4.7,0.6,5.2,5.6,790,1307,0.604,0,4,0,790,1303,0.606,0.604,428,512,0.836,247,516,763,198,38,172,197,240,2008,1,0,"Big"
"479",1987,"Magic Johnson","PG",27,"LAL",80,80,2904,27,0.602,0.03,0.482,5,13.7,9.7,47.2,2.2,0.7,15.9,26.3,12.1,3.8,15.9,0.263,7.2,0.9,8.1,7.4,683,1308,0.522,8,39,0.205,675,1269,0.532,0.525,535,631,0.848,122,382,504,977,138,36,300,168,1909,1,1,"Guard"
"480",1987,"Hakeem Olajuwon","C",24,"HOU",75,75,2760,23.8,0.554,0.004,0.428,12.7,21.3,17.1,12.6,2.4,5.3,12.6,26.8,4.9,6,10.9,0.189,2.5,4,6.6,6,677,1332,0.508,1,5,0.2,676,1327,0.509,0.509,400,570,0.702,315,543,858,220,140,254,228,294,1755,1,0,"Big"
"481",1987,"Dominique Wilkins","SF",27,"ATL",79,79,2969,23.5,0.543,0.059,0.415,7.7,10.3,9,14.9,1.9,1,9.2,32.3,8.4,3.7,12.2,0.197,4.9,0,4.9,5.2,828,1787,0.463,31,106,0.292,797,1681,0.474,0.472,607,742,0.818,210,284,494,261,117,51,215,149,2294,0.5,0,"Wing"
"482",1987,"Moses Malone","C",31,"WSB",73,70,2488,23.8,0.545,0.008,0.528,14.2,21,17.6,7.9,1.1,2.1,11.1,29.3,6,3.4,9.4,0.182,2.8,-0.9,1.9,2.5,595,1311,0.454,0,11,0,595,1300,0.458,0.454,570,692,0.824,340,484,824,120,59,92,202,139,1760,0.5,0,"Big"
"483",1987,"Isiah Thomas","PG",25,"DET",81,81,3013,18.8,0.528,0.072,0.385,3,8.2,5.7,39.3,2.4,0.4,17.8,25.9,3.8,3.8,7.6,0.121,2.8,0.2,3,3.8,626,1353,0.463,19,98,0.194,607,1255,0.484,0.47,400,521,0.768,82,237,319,813,153,20,343,251,1671,0.5,0,"Guard"
"484",1987,"Charles Barkley","PF",23,"PHI",68,62,2740,25.1,0.66,0.111,0.602,16.7,24.8,20.8,19,2.1,2.2,21.4,23.1,7.7,4.3,12,0.21,6.4,2.9,9.2,7.8,557,937,0.594,21,104,0.202,536,833,0.643,0.606,429,564,0.761,390,604,994,331,119,104,322,252,1564,0.5,0,"Big"
"485",1987,"Fat Lever","PG",26,"DEN",82,82,3054,20.8,0.515,0.067,0.228,7,18.8,12.5,29.1,3,0.6,10,21.1,6,3.8,9.7,0.153,3.6,2,5.6,5.9,643,1370,0.469,22,92,0.239,621,1278,0.486,0.477,244,312,0.782,216,513,729,654,201,34,167,219,1552,0.5,0,"Guard"
