"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Zaid Abdul-Aziz","C",29,"SEA",27,0,223,35,75,0.467,0,0,0,35,75,0.467,0.467,16,29,0.552,30,46,76,16,8,15,0,29,86,1976,16.4,0.49,0,0.387,13.5,21.8,17.6,9.7,1.6,3.6,0,0,0.2,0.3,0.6,0.119,-0.8,0.5,-0.3,0.2
"2","Kareem Abdul-Jabbar*","C",28,"LAL",82,0,3379,914,1728,0.529,0,0,0,914,1728,0.529,0.529,447,636,0.703,272,1111,1383,413,119,338,0,292,2275,1976,27.2,0.567,0,0.368,8,30.5,19.6,19.4,1.6,4.9,0,0,9.8,7.2,17,0.242,5.5,3,8.5,9
"3","Alvan Adams","C",21,"PHO",80,0,2656,629,1341,0.469,0,0,0,629,1341,0.469,0.469,261,355,0.735,215,512,727,450,121,116,0,274,1519,1976,21.7,0.507,0,0.265,8.9,20.7,14.9,27.2,2.1,2.4,0,0,3.3,3.9,7.2,0.13,3,1.4,4.4,4.3
"4","Don Adams","SF",28,"BUF",56,0,704,67,170,0.394,0,0,0,67,170,0.394,0.394,40,57,0.702,38,107,145,73,30,7,0,128,174,1976,9.1,0.446,0,0.335,5.8,15.4,10.8,13.2,1.9,0.5,0,0,-0.5,0.8,0.3,0.023,-3.8,0.7,-3.1,-0.2
"5","Lucius Allen","PG",28,"LAL",76,0,2388,461,1004,0.459,0,0,0,461,1004,0.459,0.459,197,254,0.776,64,150,214,357,101,20,0,241,1119,1976,15.1,0.501,0,0.253,2.7,5.8,4.3,21.1,1.9,0.4,0,0,2.4,1.5,3.9,0.079,-0.4,-0.8,-1.2,0.5
"6","Dan Anderson","PG",25,"POR",52,0,614,88,181,0.486,0,0,0,88,181,0.486,0.486,51,61,0.836,15,47,62,85,20,2,0,58,227,1976,13.1,0.546,0,0.337,2.6,7.6,5.2,19.2,1.5,0.2,0,0,0.7,0.4,1.1,0.086,-1,-0.4,-1.4,0.1
"7","Jerome Anderson","SG",22,"BOS",22,0,126,25,45,0.556,0,0,0,25,45,0.556,0.556,11,16,0.688,4,9,13,6,3,3,0,25,61,1976,13,0.586,0,0.356,3.1,7,5.1,6.9,1.1,1.2,0,0,0.2,0.1,0.3,0.12,-2.7,0.4,-2.3,0
"8","Tiny Archibald*","PG",27,"KCK",78,0,3184,717,1583,0.453,0,0,0,717,1583,0.453,0.453,501,625,0.802,67,146,213,615,126,15,0,169,1935,1976,20.1,0.521,0,0.395,2.1,4.7,3.4,31.1,1.8,0.2,0,0,6.7,1.3,8,0.121,3.2,-1.8,1.4,2.8
"9","Jim Ard","C",27,"BOS",81,0,853,107,294,0.364,0,0,0,107,294,0.364,0.364,71,100,0.71,96,193,289,48,12,36,0,141,285,1976,11.3,0.422,0,0.34,11,22.3,16.7,7.3,0.6,2.1,0,0,-0.4,1.3,0.9,0.052,-3.4,0.2,-3.2,-0.3
"10","Dennis Awtrey","C",27,"PHO",74,0,1376,142,304,0.467,0,0,0,142,304,0.467,0.467,75,109,0.688,93,200,293,159,21,22,0,153,359,1976,11.2,0.51,0,0.359,7.4,15.6,11.6,15.3,0.7,0.9,0,0,0.7,1.1,1.8,0.062,-1.1,-0.3,-1.3,0.2
