"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Paul Arizin*","SF",30,"PHW",70,0,2799,632,1466,0.431,0,0,0,632,1466,0.431,0.431,587,722,0.813,0,0,637,119,0,0,0,264,1851,1959,21.9,0.519,0,0.492,0,0,0,0,0,0,0,0,10,3,13,0.223,0,0,0,0
"2","Elgin Baylor*","SF",24,"MNL",70,0,2855,605,1482,0.408,0,0,0,605,1482,0.408,0.408,532,685,0.777,0,0,1050,287,0,0,0,270,1742,1959,23.6,0.488,0,0.462,0,0,0,0,0,0,0,0,7,2.8,9.8,0.165,0,0,0,0
"3","Ernie Beck","SG",27,"PHW",70,0,1017,163,418,0.39,0,0,0,163,418,0.39,0.39,43,65,0.662,0,0,176,89,0,0,0,124,369,1959,10.4,0.413,0,0.156,0,0,0,0,0,0,0,0,-0.2,1.1,0.9,0.045,0,0,0,0
"4","Al Bianchi","PG",26,"SYR",72,0,1779,285,756,0.377,0,0,0,285,756,0.377,0.377,149,206,0.723,0,0,199,159,0,0,0,260,719,1959,9.5,0.425,0,0.272,0,0,0,0,0,0,0,0,0.3,1.5,1.8,0.048,0,0,0,0
"5","Jerry Bird","F",23,"NYK",11,0,45,12,32,0.375,0,0,0,12,32,0.375,0.375,1,1,1,0,0,12,4,0,0,0,7,25,1959,12.9,0.385,0,0.031,0,0,0,0,0,0,0,0,-0.1,0,0,-0.043,0,0,0,0
"6","Bucky Bockhorn","SG",25,"CIN",71,0,2251,294,771,0.381,0,0,0,294,771,0.381,0.381,138,196,0.704,0,0,460,206,0,0,0,215,726,1959,11.1,0.423,0,0.254,0,0,0,0,0,0,0,0,0.3,0.8,1.1,0.023,0,0,0,0
"7","Carl Braun*","PG",31,"NYK",72,0,1959,287,684,0.42,0,0,0,287,684,0.42,0.42,180,218,0.826,0,0,251,349,0,0,0,178,754,1959,15.2,0.483,0,0.319,0,0,0,0,0,0,0,0,3.2,1.3,4.5,0.111,0,0,0,0
"8","Pete Brennan","F",22,"NYK",16,0,136,13,43,0.302,0,0,0,13,43,0.302,0.302,14,25,0.56,0,0,31,6,0,0,0,15,40,1959,7.2,0.37,0,0.581,0,0,0,0,0,0,0,0,-0.2,0.1,-0.1,-0.03,0,0,0,0
"9","Barney Cable","PF",23,"DET",31,0,271,43,126,0.341,0,0,0,43,126,0.341,0.341,23,29,0.793,0,0,88,12,0,0,0,30,109,1959,12.3,0.393,0,0.23,0,0,0,0,0,0,0,0,-0.2,0.3,0.1,0.017,0,0,0,0
"10","Gene Conley","PF",28,"BOS",50,0,663,86,262,0.328,0,0,0,86,262,0.328,0.328,37,64,0.578,0,0,276,19,0,0,0,117,209,1959,8.8,0.36,0,0.244,0,0,0,0,0,0,0,0,-1,1.4,0.4,0.025,0,0,0,0
