"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Curly Armstrong","G-F",31,"FTW",63,0,0,144,516,0.279,0,0,0,144,516,0.279,0.279,170,241,0.705,0,0,0,176,0,0,0,217,458,1950,0,0.368,0,0.467,0,0,0,0,0,0,0,0,-0.1,3.6,3.5,0,0,0,0,0
"2","Cliff Barker","SG",29,"INO",49,0,0,102,274,0.372,0,0,0,102,274,0.372,0.372,75,106,0.708,0,0,0,109,0,0,0,99,279,1950,0,0.435,0,0.387,0,0,0,0,0,0,0,0,1.6,0.6,2.2,0,0,0,0,0
"3","Leo Barnhorst","SF",25,"CHS",67,0,0,174,499,0.349,0,0,0,174,499,0.349,0.349,90,129,0.698,0,0,0,140,0,0,0,192,438,1950,0,0.394,0,0.259,0,0,0,0,0,0,0,0,0.9,2.8,3.6,0,0,0,0,0
"4","Ed Bartels","F",24,"TOT",15,0,0,22,86,0.256,0,0,0,22,86,0.256,0.256,19,34,0.559,0,0,0,20,0,0,0,29,63,1950,0,0.312,0,0.395,0,0,0,0,0,0,0,0,-0.5,-0.1,-0.6,0,0,0,0,0
"5","Ralph Beard","G",22,"INO",60,0,0,340,936,0.363,0,0,0,340,936,0.363,0.363,215,282,0.762,0,0,0,233,0,0,0,132,895,1950,0,0.422,0,0.301,0,0,0,0,0,0,0,0,3.6,1.2,4.8,0,0,0,0,0
"6","Gene Berce","G-F",23,"TRI",3,0,0,5,16,0.313,0,0,0,5,16,0.313,0.313,0,5,0,0,0,0,2,0,0,0,6,10,1950,0,0.275,0,0.313,0,0,0,0,0,0,0,0,-0.1,0,-0.1,0,0,0,0,0
"7","Charlie Black","F-C",28,"TOT",65,0,0,226,813,0.278,0,0,0,226,813,0.278,0.278,209,321,0.651,0,0,0,163,0,0,0,273,661,1950,0,0.346,0,0.395,0,0,0,0,0,0,0,0,-2.2,5,2.8,0,0,0,0,0
"8","Nelson Bobb","PG",25,"PHW",57,0,0,80,248,0.323,0,0,0,80,248,0.323,0.323,82,131,0.626,0,0,0,46,0,0,0,97,242,1950,0,0.396,0,0.528,0,0,0,0,0,0,0,0,0.4,1.3,1.8,0,0,0,0,0
"9","Jake Bornheimer","F-C",22,"PHW",60,0,0,88,305,0.289,0,0,0,88,305,0.289,0.289,78,117,0.667,0,0,0,40,0,0,0,111,254,1950,0,0.356,0,0.384,0,0,0,0,0,0,0,0,-0.7,1.5,0.8,0,0,0,0,0
"10","Vince Boryla","SF",22,"NYK",59,0,0,204,600,0.34,0,0,0,204,600,0.34,0.34,204,267,0.764,0,0,0,95,0,0,0,203,612,1950,0,0.426,0,0.445,0,0,0,0,0,0,0,0,2.6,1.4,3.9,0,0,0,0,0
