"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Paul Arizin*","SF",29,"PHW",68,0,2377,483,1229,0.393,0,0,0,483,1229,0.393,0.393,440,544,0.809,0,0,503,135,0,0,0,235,1406,1958,18.2,0.479,0,0.443,0,0,0,0,0,0,0,0,5.5,2.3,7.7,0.156,0,0,0,0
"2","Dick Atha","SG",26,"DET",18,0,160,17,47,0.362,0,0,0,17,47,0.362,0.362,10,12,0.833,0,0,24,19,0,0,0,24,44,1958,8.9,0.421,0,0.255,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.054,0,0,0,0
"3","Ernie Beck","SG",26,"PHW",71,0,1974,272,683,0.398,0,0,0,272,683,0.398,0.398,170,203,0.837,0,0,307,190,0,0,0,173,714,1958,12.7,0.462,0,0.297,0,0,0,0,0,0,0,0,2.4,1.9,4.3,0.104,0,0,0,0
"4","Al Bianchi","SG",25,"SYR",69,0,1421,215,625,0.344,0,0,0,215,625,0.344,0.344,140,205,0.683,0,0,221,114,0,0,0,188,570,1958,9.6,0.398,0,0.328,0,0,0,0,0,0,0,0,-0.6,1.3,0.8,0.026,0,0,0,0
"5","Doug Bolstorff","G",26,"DET",3,0,21,2,5,0.4,0,0,0,2,5,0.4,0.4,0,0,0,0,0,0,0,0,0,0,1,4,1958,2.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004,0,0,0,0
"6","Carl Braun*","PG",30,"NYK",71,0,2475,426,1018,0.418,0,0,0,426,1018,0.418,0.418,321,378,0.849,0,0,330,393,0,0,0,183,1173,1958,17.5,0.495,0,0.371,0,0,0,0,0,0,0,0,5.9,1.7,7.6,0.147,0,0,0,0
"7","George Brown","F",22,"MNL",1,0,6,0,2,0,0,0,0,0,2,0,0,1,2,0.5,0,0,1,0,0,0,0,1,1,1958,-7.2,0.174,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.308,0,0,0,0
"8","Bob Burrow","C",23,"MNL",14,0,171,22,70,0.314,0,0,0,22,70,0.314,0.314,11,33,0.333,0,0,64,6,0,0,0,15,55,1958,8.6,0.325,0,0.471,0,0,0,0,0,0,0,0,-0.4,0.1,-0.4,-0.103,0,0,0,0
"9","Nat Clifton*","PF",35,"DET",68,0,1435,217,597,0.363,0,0,0,217,597,0.363,0.363,91,146,0.623,0,0,403,76,0,0,0,202,525,1958,10.4,0.397,0,0.245,0,0,0,0,0,0,0,0,-0.7,1.2,0.5,0.017,0,0,0,0
"10","Jack Coleman","PF",33,"STL",72,0,1506,231,560,0.413,0,0,0,231,560,0.413,0.413,84,131,0.641,0,0,485,117,0,0,0,169,546,1958,13.8,0.442,0,0.234,0,0,0,0,0,0,0,0,1,1.6,2.6,0.084,0,0,0,0
