"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Gary Alcorn","C",24,"LAL",20,0,174,12,40,0.3,0,0,0,12,40,0.3,0.3,7,8,0.875,0,0,50,2,0,0,0,47,31,1961,2.5,0.356,0,0.2,0,0,0,0,0,0,0,0,-0.2,0.2,0,-0.002,0,0,0,0
"2","Paul Arizin*","SF",32,"PHW",79,0,2935,650,1529,0.425,0,0,0,650,1529,0.425,0.425,532,639,0.833,0,0,681,188,0,0,0,335,1832,1961,17.1,0.506,0,0.418,0,0,0,0,0,0,0,0,6.7,3,9.7,0.159,0,0,0,0
"3","Al Attles*","PG",24,"PHW",77,0,1544,222,543,0.409,0,0,0,222,543,0.409,0.409,97,162,0.599,0,0,214,174,0,0,0,235,541,1961,8.8,0.44,0,0.298,0,0,0,0,0,0,0,0,0.4,1.5,1.9,0.058,0,0,0,0
"4","Dick Barnett","SG",24,"SYR",78,0,2070,540,1194,0.452,0,0,0,540,1194,0.452,0.452,240,337,0.712,0,0,283,218,0,0,0,169,1320,1961,17.1,0.492,0,0.282,0,0,0,0,0,0,0,0,4.1,1.7,5.8,0.135,0,0,0,0
"5","Elgin Baylor*","SF",26,"LAL",73,0,3133,931,2166,0.43,0,0,0,931,2166,0.43,0.43,676,863,0.783,0,0,1447,371,0,0,0,279,2538,1961,28.2,0.498,0,0.398,0,0,0,0,0,0,0,0,9.1,5.7,14.8,0.227,0,0,0,0
"6","Ernie Beck","SG",29,"TOT",10,0,82,10,29,0.345,0,0,0,10,29,0.345,0.345,6,7,0.857,0,0,23,15,0,0,0,10,26,1961,12.5,0.405,0,0.241,0,0,0,0,0,0,0,0,0,0.1,0.1,0.064,0,0,0,0
"7","Whitey Bell","PG",28,"NYK",5,0,45,7,18,0.389,0,0,0,7,18,0.389,0.389,1,3,0.333,0,0,7,1,0,0,0,7,15,1961,4.8,0.388,0,0.167,0,0,0,0,0,0,0,0,-0.1,0,0,-0.043,0,0,0,0
"8","Al Bianchi","PG",28,"SYR",52,0,667,118,342,0.345,0,0,0,118,342,0.345,0.345,60,87,0.69,0,0,105,93,0,0,0,137,296,1961,8.8,0.389,0,0.254,0,0,0,0,0,0,0,0,-0.8,0.6,-0.1,-0.01,0,0,0,0
"9","Bucky Bockhorn","SG",27,"CIN",79,0,2669,420,1059,0.397,0,0,0,420,1059,0.397,0.397,152,208,0.731,0,0,434,338,0,0,0,282,992,1961,10.4,0.431,0,0.196,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.005,0,0,0,0
"10","Bob Boozer","PF",23,"CIN",79,0,1573,250,603,0.415,0,0,0,250,603,0.415,0.415,166,247,0.672,0,0,488,109,0,0,0,193,666,1961,13,0.468,0,0.41,0,0,0,0,0,0,0,0,1.3,0.1,1.4,0.042,0,0,0,0
"11","Carl Braun*","PG",33,"NYK",15,0,218,37,79,0.468,0,0,0,37,79,0.468,0.468,11,14,0.786,0,0,31,48,0,0,0,29,85,1961,14.8,0.499,0,0.177,0,0,0,0,0,0,0,0,0.4,0.1,0.4,0.097,0,0,0,0
"12","Dave Budd","SF",22,"NYK",61,0,1075,156,361,0.432,0,0,0,156,361,0.432,0.432,87,134,0.649,0,0,297,45,0,0,0,171,399,1961,10.7,0.475,0,0.371,0,0,0,0,0,0,0,0,0.9,0.3,1.2,0.055,0,0,0,0
"13","Barney Cable","SF",25,"SYR",75,0,1642,266,574,0.463,0,0,0,266,574,0.463,0.463,73,108,0.676,0,0,469,85,0,0,0,246,605,1961,11.4,0.487,0,0.188,0,0,0,0,0,0,0,0,1.7,1.6,3.3,0.096,0,0,0,0
"14","Wilt Chamberlain*","C",24,"PHW",79,0,3773,1251,2457,0.509,0,0,0,1251,2457,0.509,0.509,531,1054,0.504,0,0,2149,148,0,0,0,130,3033,1961,27.8,0.519,0,0.429,0,0,0,0,0,0,0,0,12.3,6.5,18.8,0.24,0,0,0,0
"15","Gene Conley","PF",30,"BOS",75,0,1242,183,495,0.37,0,0,0,183,495,0.37,0.37,106,153,0.693,0,0,550,40,0,0,0,275,472,1961,11,0.42,0,0.309,0,0,0,0,0,0,0,0,-0.5,3.2,2.8,0.107,0,0,0,0
"16","Ed Conlin","SF",27,"PHW",77,0,1294,216,599,0.361,0,0,0,216,599,0.361,0.361,104,139,0.748,0,0,262,123,0,0,0,153,536,1961,10,0.406,0,0.232,0,0,0,0,0,0,0,0,-0.9,1.4,0.5,0.018,0,0,0,0
