"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Paul Arizin*","SF",27,"PHW",72,0,2724,617,1378,0.448,0,0,0,617,1378,0.448,0.448,507,626,0.81,0,0,539,189,0,0,0,282,1741,1956,21.3,0.526,0,0.454,0,0,0,0,0,0,0,0,10.2,2,12.2,0.214,0,0,0,0
"2","Jesse Arnelle","PF",22,"FTW",31,0,409,52,164,0.317,0,0,0,52,164,0.317,0.317,43,69,0.623,0,0,170,18,0,0,0,60,147,1956,12.6,0.378,0,0.421,0,0,0,0,0,0,0,0,-0.6,0.6,0,-0.001,0,0,0,0
"3","Dick Atha","SG",24,"NYK",25,0,288,36,88,0.409,0,0,0,36,88,0.409,0.409,21,27,0.778,0,0,42,32,0,0,0,39,93,1956,11.4,0.466,0,0.307,0,0,0,0,0,0,0,0,0.3,0.2,0.5,0.076,0,0,0,0
"4","Jim Baechtold","SF",28,"NYK",70,0,1738,268,695,0.386,0,0,0,268,695,0.386,0.386,233,291,0.801,0,0,220,163,0,0,0,156,769,1956,14.2,0.467,0,0.419,0,0,0,0,0,0,0,0,2.3,0.8,3.2,0.088,0,0,0,0
"5","Ernie Barrett","SG",26,"BOS",72,0,1451,207,533,0.388,0,0,0,207,533,0.388,0.388,93,118,0.788,0,0,243,174,0,0,0,184,507,1956,11.2,0.433,0,0.221,0,0,0,0,0,0,0,0,0.5,1,1.5,0.051,0,0,0,0
"6","Ernie Beck","SG",24,"PHW",67,0,1007,136,351,0.387,0,0,0,136,351,0.387,0.387,76,106,0.717,0,0,196,79,0,0,0,86,348,1956,11.7,0.438,0,0.302,0,0,0,0,0,0,0,0,0.4,0.8,1.1,0.053,0,0,0,0
"7","Don Bielke","C",23,"FTW",7,0,38,5,9,0.556,0,0,0,5,9,0.556,0.556,4,7,0.571,0,0,9,1,0,0,0,9,14,1956,12.2,0.579,0,0.778,0,0,0,0,0,0,0,0,0.1,0,0.2,0.198,0,0,0,0
"8","Carl Braun*","SG",28,"NYK",72,0,2316,396,1064,0.372,0,0,0,396,1064,0.372,0.372,320,382,0.838,0,0,259,298,0,0,0,215,1112,1956,15.2,0.451,0,0.359,0,0,0,0,0,0,0,0,2.4,1.2,3.6,0.075,0,0,0,0
"9","Frankie Brian","PG",32,"FTW",37,0,680,78,263,0.297,0,0,0,78,263,0.297,0.297,72,88,0.818,0,0,88,74,0,0,0,62,228,1956,9.4,0.378,0,0.335,0,0,0,0,0,0,0,0,-0.8,0.6,-0.2,-0.016,0,0,0,0
"10","Nat Clifton*","PF",33,"NYK",64,0,1537,213,541,0.394,0,0,0,213,541,0.394,0.394,135,191,0.707,0,0,386,151,0,0,0,189,561,1956,13.9,0.449,0,0.353,0,0,0,0,0,0,0,0,1.1,1,2.1,0.067,0,0,0,0
"11","Jack Coleman","PF",31,"TOT",75,0,2738,390,946,0.412,0,0,0,390,946,0.412,0.412,177,249,0.711,0,0,688,294,0,0,0,242,957,1956,15.1,0.453,0,0.263,0,0,0,0,0,0,0,0,2.2,4.1,6.4,0.112,0,0,0,0
"12","Ed Conlin","SF",22,"SYR",66,0,1423,211,574,0.368,0,0,0,211,574,0.368,0.368,121,178,0.68,0,0,326,145,0,0,0,121,543,1956,13.8,0.416,0,0.31,0,0,0,0,0,0,0,0,-0.2,2.2,2,0.068,0,0,0,0
