"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Zaid Abdul-Aziz","C",26,"HOU",48,0,900,149,375,0.397,0,0,0,149,375,0.397,0.397,119,162,0.735,0,0,304,53,0,0,0,108,417,1973,14.5,0.467,0,0.432,0,0,15.8,7.4,0,0,0,0,0.2,0.8,1,0.051,0,0,0,0
"2","Kareem Abdul-Jabbar*","C",25,"MIL",76,0,3254,982,1772,0.554,0,0,0,982,1772,0.554,0.554,328,460,0.713,0,0,1224,379,0,0,0,208,2292,1973,28.5,0.58,0,0.26,0,0,18.2,17.9,0,0,0,0,14.4,7.5,21.9,0.322,0,0,0,0
"3","Don Adams","SF",25,"TOT",74,0,1874,265,678,0.391,0,0,0,265,678,0.391,0.391,145,184,0.788,0,0,441,117,0,0,0,231,675,1973,10.6,0.445,0,0.271,0,0,11.4,7.9,0,0,0,0,-0.6,1.5,0.9,0.024,0,0,0,0
"4","Rick Adelman","PG",26,"POR",76,0,1822,214,525,0.408,0,0,0,214,525,0.408,0.408,73,102,0.716,0,0,157,294,0,0,0,155,501,1973,9.5,0.44,0,0.194,0,0,4.2,20.4,0,0,0,0,-0.4,0.5,0.1,0.003,0,0,0,0
"5","Lucius Allen","PG",25,"MIL",80,0,2693,547,1130,0.484,0,0,0,547,1130,0.484,0.484,143,200,0.715,0,0,279,426,0,0,0,188,1237,1973,16,0.508,0,0.177,0,0,5,21.1,0,0,0,0,3.8,3.8,7.6,0.135,0,0,0,0
"6","Tiny Archibald*","PG",24,"KCO",80,0,3681,1028,2106,0.488,0,0,0,1028,2106,0.488,0.488,663,783,0.847,0,0,223,910,0,0,0,207,2719,1973,25.2,0.555,0,0.372,0,0,3.2,38.9,0,0,0,0,13.9,0.3,14.2,0.186,0,0,0,0
"7","Dennis Awtrey","C",24,"TOT",82,0,1687,146,305,0.479,0,0,0,146,305,0.479,0.479,86,153,0.562,0,0,447,224,0,0,0,234,378,1973,12.1,0.508,0,0.502,0,0,13.2,16.8,0,0,0,0,1.3,3.7,5,0.141,0,0,0,0
"8","Dick Barnett","SG",36,"NYK",51,0,514,88,226,0.389,0,0,0,88,226,0.389,0.389,16,30,0.533,0,0,41,50,0,0,0,52,192,1973,8.1,0.401,0,0.133,0,0,3.9,13,0,0,0,0,-0.8,0.6,-0.2,-0.022,0,0,0,0
"9","Jim Barnett","PG",28,"GSW",82,0,2215,394,844,0.467,0,0,0,394,844,0.467,0.467,183,217,0.843,0,0,255,301,0,0,0,150,971,1973,15.2,0.517,0,0.257,0,0,5.2,17.8,0,0,0,0,3.3,2.8,6.1,0.132,0,0,0,0
"10","Rick Barry*","SF",28,"GSW",82,0,3075,737,1630,0.452,0,0,0,737,1630,0.452,0.452,358,397,0.902,0,0,728,399,0,0,0,245,1832,1973,20.4,0.508,0,0.244,0,0,10.8,18.5,0,0,0,0,5.2,5,10.2,0.159,0,0,0,0
