"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Bud Acton","SF",26,"SDR",23,0,195,29,74,0.392,0,0,0,29,74,0.392,0.392,19,29,0.655,0,0,47,11,0,0,0,35,77,1968,9.5,0.444,0,0.392,0,0,0,7.5,0,0,0,0,-0.1,0.2,0.1,0.021,0,0,0,0
"2","Henry Akin","C",23,"SEA",36,0,259,46,137,0.336,0,0,0,46,137,0.336,0.336,20,31,0.645,0,0,57,14,0,0,0,48,112,1968,6.5,0.372,0,0.226,0,0,0,7,0,0,0,0,-0.7,0.1,-0.6,-0.103,0,0,0,0
"3","Cliff Anderson","SG",23,"LAL",18,0,94,7,29,0.241,0,0,0,7,29,0.241,0.241,12,28,0.429,0,0,11,17,0,0,0,18,26,1968,4.5,0.315,0,0.966,0,0,0,20.3,0,0,0,0,-0.3,0.1,-0.2,-0.113,0,0,0,0
"4","Al Attles*","PG",31,"SFW",67,0,1992,252,540,0.467,0,0,0,252,540,0.467,0.467,150,216,0.694,0,0,276,390,0,0,0,284,654,1968,12.5,0.515,0,0.4,0,0,0,24.8,0,0,0,0,2.2,2.9,5.2,0.124,0,0,0,0
"5","Jim Barnes","PF",26,"TOT",79,0,1425,221,499,0.443,0,0,0,221,499,0.443,0.443,133,191,0.696,0,0,415,55,0,0,0,262,575,1968,11.7,0.493,0,0.383,0,0,0,5.1,0,0,0,0,1.1,1.3,2.4,0.081,0,0,0,0
"6","Dick Barnett","SG",31,"NYK",81,0,2488,559,1159,0.482,0,0,0,559,1159,0.482,0.482,343,440,0.78,0,0,238,242,0,0,0,222,1461,1968,16.4,0.54,0,0.38,0,0,0,13.9,0,0,0,0,6,1.8,7.7,0.149,0,0,0,0
"7","Jim Barnett","SG",23,"SDR",47,0,1068,179,456,0.393,0,0,0,179,456,0.393,0.393,84,118,0.712,0,0,155,134,0,0,0,101,442,1968,11.2,0.435,0,0.259,0,0,0,17.1,0,0,0,0,-0.6,0.8,0.3,0.012,0,0,0,0
"8","John Barnhill","PG",29,"SDR",75,0,1883,295,700,0.421,0,0,0,295,700,0.421,0.421,154,234,0.658,0,0,173,259,0,0,0,143,744,1968,11.4,0.463,0,0.334,0,0,0,18.4,0,0,0,0,0.3,1.4,1.7,0.044,0,0,0,0
"9","Elgin Baylor*","SF",33,"LAL",77,0,3029,757,1709,0.443,0,0,0,757,1709,0.443,0.443,488,621,0.786,0,0,941,355,0,0,0,232,2002,1968,21,0.505,0,0.363,0,0,0,16.4,0,0,0,0,4.9,3.2,8,0.127,0,0,0,0
"10","Zelmo Beaty*","C",28,"STL",82,0,3068,639,1310,0.488,0,0,0,639,1310,0.488,0.488,455,573,0.794,0,0,959,174,0,0,0,295,1733,1968,19.3,0.555,0,0.437,0,0,0,8.4,0,0,0,0,8.2,3.6,11.8,0.185,0,0,0,0
"11","Walt Bellamy*","C",28,"NYK",82,0,2695,511,944,0.541,0,0,0,511,944,0.541,0.541,350,529,0.662,0,0,961,164,0,0,0,259,1372,1968,19.1,0.583,0,0.56,0,0,0,8.3,0,0,0,0,7.9,3.3,11.1,0.198,0,0,0,0
