"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Stacey Arceneaux","F",25,"STL",7,0,110,22,56,0.393,0,0,0,22,56,0.393,0.393,6,13,0.462,0,0,32,4,0,0,0,10,50,1962,10.4,0.405,0,0.232,0,0,0,0,0,0,0,0,-0.1,0,-0.1,-0.036,0,0,0,0
"2","Paul Arizin*","SF",33,"PHW",78,0,2785,611,1490,0.41,0,0,0,611,1490,0.41,0.41,484,601,0.805,0,0,527,201,0,0,0,307,1706,1962,14.8,0.486,0,0.403,0,0,0,0,0,0,0,0,3.9,2.5,6.3,0.109,0,0,0,0
"3","Al Attles*","PG",25,"PHW",75,0,2468,343,724,0.474,0,0,0,343,724,0.474,0.474,158,267,0.592,0,0,355,333,0,0,0,279,844,1962,10.8,0.501,0,0.369,0,0,0,0,0,0,0,0,2.8,2.4,5.2,0.101,0,0,0,0
"4","Elgin Baylor*","SF",27,"LAL",48,0,2129,680,1588,0.428,0,0,0,680,1588,0.428,0.428,476,631,0.754,0,0,892,222,0,0,0,155,1836,1962,26.5,0.492,0,0.397,0,0,0,0,0,0,0,0,4.9,3,7.9,0.179,0,0,0,0
"5","Walt Bellamy*","C",22,"CHP",79,0,3344,973,1875,0.519,0,0,0,973,1875,0.519,0.519,549,853,0.644,0,0,1500,210,0,0,0,281,2495,1962,26.3,0.554,0,0.455,0,0,0,0,0,0,0,0,13.4,2.8,16.3,0.233,0,0,0,0
"6","Al Bianchi","PG",29,"SYR",80,0,1925,336,847,0.397,0,0,0,336,847,0.397,0.397,154,221,0.697,0,0,281,263,0,0,0,232,826,1962,11.4,0.437,0,0.261,0,0,0,0,0,0,0,0,0,2.4,2.4,0.059,0,0,0,0
"7","George Blaney","PG",22,"NYK",36,0,363,54,142,0.38,0,0,0,54,142,0.38,0.38,9,17,0.529,0,0,36,45,0,0,0,34,117,1962,7.8,0.391,0,0.12,0,0,0,0,0,0,0,0,-0.4,0.3,-0.1,-0.014,0,0,0,0
"8","Bucky Bockhorn","SG",28,"CIN",80,0,3062,531,1234,0.43,0,0,0,531,1234,0.43,0.43,198,251,0.789,0,0,376,366,0,0,0,280,1260,1962,11,0.469,0,0.203,0,0,0,0,0,0,0,0,2,1.1,3.1,0.049,0,0,0,0
"9","George Bon Salle","PF",26,"CHP",3,0,9,2,8,0.25,0,0,0,2,8,0.25,0.25,0,0,0,0,0,2,0,0,0,0,0,4,1962,0.1,0.25,0,0,0,0,0,0,0,0,0,0,-0.1,0,-0.1,-0.429,0,0,0,0
"10","Bob Boozer","PF",24,"CIN",79,0,2488,410,936,0.438,0,0,0,410,936,0.438,0.438,263,372,0.707,0,0,804,130,0,0,0,275,1083,1962,13.3,0.492,0,0.397,0,0,0,0,0,0,0,0,2.8,1.1,3.9,0.075,0,0,0,0
"11","Carl Braun*","PG",34,"BOS",48,0,414,78,207,0.377,0,0,0,78,207,0.377,0.377,20,27,0.741,0,0,50,71,0,0,0,49,176,1962,10.7,0.402,0,0.13,0,0,0,0,0,0,0,0,-0.4,0.9,0.5,0.053,0,0,0,0
"12","Joe Buckhalter","PF",24,"CIN",63,0,728,153,334,0.458,0,0,0,153,334,0.458,0.458,67,108,0.62,0,0,262,43,0,0,0,123,373,1962,14.5,0.489,0,0.323,0,0,0,0,0,0,0,0,0.9,0.4,1.2,0.082,0,0,0,0
"13","Cleveland Buckner","PF",23,"NYK",62,0,696,158,367,0.431,0,0,0,158,367,0.431,0.431,83,133,0.624,0,0,236,39,0,0,0,114,399,1962,15.7,0.469,0,0.362,0,0,0,0,0,0,0,0,0.6,0.7,1.3,0.087,0,0,0,0
"14","Dave Budd","SF",23,"NYK",79,0,1370,188,431,0.436,0,0,0,188,431,0.436,0.436,138,231,0.597,0,0,345,86,0,0,0,162,514,1962,11.6,0.483,0,0.536,0,0,0,0,0,0,0,0,1.2,1.1,2.3,0.081,0,0,0,0
"15","Ed Burton","F",22,"NYK",8,0,28,7,14,0.5,0,0,0,7,14,0.5,0.5,1,4,0.25,0,0,5,1,0,0,0,3,15,1962,12.6,0.476,0,0.286,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0
"16","Donnie Butcher","PG",25,"NYK",47,0,479,48,155,0.31,0,0,0,48,155,0.31,0.31,42,69,0.609,0,0,79,51,0,0,0,63,138,1962,6.8,0.372,0,0.445,0,0,0,0,0,0,0,0,-0.6,0.4,-0.3,-0.026,0,0,0,0
"17","Al Butler","PG",23,"TOT",59,0,2016,349,754,0.463,0,0,0,349,754,0.463,0.463,129,182,0.709,0,0,337,205,0,0,0,156,827,1962,13,0.496,0,0.241,0,0,0,0,0,0,0,0,2.5,1.6,4.1,0.098,0,0,0,0
"18","Barney Cable","SF",26,"TOT",67,0,1861,305,749,0.407,0,0,0,305,749,0.407,0.407,118,181,0.652,0,0,563,115,0,0,0,211,728,1962,11.3,0.439,0,0.242,0,0,0,0,0,0,0,0,-0.1,0.9,0.7,0.019,0,0,0,0
"19","Howie Carl","PG",23,"CHP",31,0,382,67,201,0.333,0,0,0,67,201,0.333,0.333,36,51,0.706,0,0,39,57,0,0,0,41,170,1962,9.4,0.38,0,0.254,0,0,0,0,0,0,0,0,-0.7,0.2,-0.5,-0.061,0,0,0,0
