"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Kareem Abdul-Jabbar*","C",32,"LAL",82,0,3143,835,1383,0.604,0,1,0,835,1382,0.604,0.604,364,476,0.765,190,696,886,371,81,280,297,216,2034,1980,25.3,0.639,0.001,0.344,7.2,22.2,15.4,16.5,1.2,4.6,15.7,24.1,9.5,5.3,14.8,0.227,4.8,2.4,7.2,7.3
"2","Tom Abernethy","PF",25,"GSW",67,0,1222,153,318,0.481,0,1,0,153,317,0.483,0.481,56,82,0.683,62,129,191,87,35,12,39,118,362,1980,11,0.511,0.003,0.258,5.4,12,8.6,9.3,1.4,0.6,9.9,13.3,1.2,0.8,2,0.08,-1,-0.2,-1.2,0.2
"3","Alvan Adams","C",25,"PHO",75,0,2168,465,875,0.531,0,2,0,465,873,0.533,0.531,188,236,0.797,158,451,609,322,108,55,218,237,1118,1980,19.2,0.571,0.002,0.27,8.2,22.4,15.4,21.6,2.3,1.4,18.2,21.9,3.1,3.9,7,0.155,1.7,1.9,3.6,3.1
"4","Tiny Archibald*","PG",31,"BOS",80,80,2864,383,794,0.482,4,18,0.222,379,776,0.488,0.485,361,435,0.83,59,138,197,671,106,10,242,218,1131,1980,15.3,0.574,0.023,0.548,2.3,5.3,3.8,30.2,1.7,0.2,19.7,17,5.9,2.9,8.9,0.148,1.4,-0.3,1.1,2.3
"5","Dennis Awtrey","C",31,"CHI",26,0,560,27,60,0.45,0,0,0,27,60,0.45,0.45,32,50,0.64,29,86,115,40,12,15,27,66,86,1980,7.4,0.524,0,0.833,6,16.9,11.5,9,1,1.5,24.8,7.9,0.1,0.5,0.6,0.053,-2.3,0.9,-1.4,0.1
"6","Gus Bailey","SG",28,"WSB",20,0,180,16,35,0.457,1,1,1,15,34,0.441,0.471,5,13,0.385,6,22,28,26,7,4,11,18,38,1980,9.3,0.467,0.029,0.371,3.3,12.4,7.8,17.8,1.8,1.2,21.3,11.3,0,0.2,0.2,0.043,-3,1.3,-1.7,0.1
"7","James Bailey","PF",22,"SEA",67,0,726,122,271,0.45,0,0,0,122,271,0.45,0.45,68,101,0.673,71,126,197,28,21,54,79,116,312,1980,12.3,0.495,0,0.373,10.2,18.3,14.3,5.3,1.4,4.1,20,21.4,-0.4,1.4,1,0.063,-4.2,0.9,-3.3,-0.2
"8","Greg Ballard","SF",25,"WSB",82,0,2438,545,1101,0.495,16,47,0.34,529,1054,0.502,0.502,171,227,0.753,240,398,638,159,90,36,133,197,1277,1980,18.1,0.532,0.043,0.206,9.8,16.6,13.1,9.7,1.7,0.8,10,21.6,4.1,2.8,6.9,0.136,1.9,0.1,2,2.5
"9","Mike Bantom","SF",28,"IND",77,0,2330,384,760,0.505,1,3,0.333,383,757,0.506,0.506,139,209,0.665,192,264,456,279,85,49,189,268,908,1980,13.7,0.533,0.004,0.275,8.3,12.1,10.1,15.9,1.7,1.1,18.2,17.3,2.1,1.9,3.9,0.081,-0.3,-0.5,-0.7,0.7
"10","Marvin Barnes","PF",27,"SDC",20,0,287,24,60,0.4,0,0,0,24,60,0.4,0.4,16,32,0.5,34,43,77,18,5,12,18,52,64,1980,8.2,0.432,0,0.533,12.4,16.8,14.5,7.8,0.8,2.3,19.5,12.8,-0.1,0.2,0.1,0.019,-3.8,-0.5,-4.3,-0.2
"11","Rick Barry*","SF",35,"HOU",72,0,1816,325,771,0.422,73,221,0.33,252,550,0.458,0.469,143,153,0.935,53,183,236,268,80,28,152,182,866,1980,14.8,0.517,0.287,0.198,3.1,11.5,7.2,20.4,2.1,0.9,15.3,21.6,2.2,1.2,3.4,0.09,1.1,0,1.1,1.4
"12","Tim Bassett","PF",28,"TOT",12,0,164,12,34,0.353,0,0,0,12,34,0.353,0.353,10,15,0.667,11,22,33,14,8,0,9,27,34,1980,6.7,0.419,0,0.441,7.1,14,10.6,9.7,2.2,0,18.1,11.6,-0.1,0.2,0.1,0.033,-3.5,0.1,-3.4,-0.1
"13","Billy Ray Bates","SG",23,"POR",16,0,235,72,146,0.493,8,19,0.421,64,127,0.504,0.521,28,39,0.718,13,16,29,31,14,2,20,26,180,1980,24.1,0.552,0.13,0.267,6,7.6,6.8,23.8,2.9,0.5,10.9,32,0.7,0.3,0.9,0.188,3.7,0.6,4.3,0.5
"14","Ron Behagen","PF",29,"WSB",6,0,64,9,23,0.391,0,0,0,9,23,0.391,0.391,5,6,0.833,6,8,14,7,0,4,4,14,23,1980,10.2,0.449,0,0.261,9.3,12.7,11,14.4,0,3.3,13.5,18.3,0,0.1,0.1,0.055,-3.7,0.3,-3.4,0
"15","Kent Benson","C",25,"TOT",73,0,1891,299,618,0.484,1,5,0.2,298,613,0.486,0.485,99,141,0.702,126,327,453,178,73,92,157,246,698,1980,13.1,0.513,0.008,0.228,7.3,18.3,12.9,12.2,1.8,2.7,18.8,17.4,0.4,2.7,3.2,0.08,-1.6,1.4,-0.3,0.8
"16","Del Beshore","PG",23,"CHI",68,0,869,88,250,0.352,10,26,0.385,78,224,0.348,0.372,58,87,0.667,16,47,63,139,58,5,104,105,244,1980,6.4,0.423,0.104,0.348,2.1,5.9,4.1,21.5,3.1,0.3,26.5,18.4,-1.7,0.8,-0.9,-0.052,-5,-0.1,-5.1,-0.7
"17","Henry Bibby","PG",30,"PHI",82,0,2035,251,626,0.401,11,52,0.212,240,574,0.418,0.41,226,286,0.79,65,143,208,307,62,6,147,161,739,1980,11.1,0.491,0.083,0.457,3.6,7.1,5.4,19.8,1.4,0.2,16.4,17.7,1.3,2.1,3.4,0.079,-1.7,-0.5,-2.2,-0.1
"18","Larry Bird*","PF",23,"BOS",82,82,2955,693,1463,0.474,58,143,0.406,635,1320,0.481,0.494,301,360,0.836,216,636,852,370,143,53,263,279,1745,1980,20.5,0.538,0.098,0.246,8.3,23.6,16,18.5,2.3,1,14,25.3,5.6,5.6,11.2,0.182,3,1.5,4.5,4.8
