"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Kenny Anderson","PG","26","POR","4","4","42.3","5.5","11.5","0.478","1.3","4.8","0.263","4.3","6.8","0.63","0.533","4.8","5","0.95","0.5","3.8","4.3","4.8","1.8","0.3","2.8","2.5","17","1",1997
"2","Nick Anderson","SG","29","ORL","5","5","26","2.4","7.2","0.333","0.8","3","0.267","1.6","4.2","0.381","0.389","0","0.4","0","0.6","5.2","5.8","0.6","0.6","1.8","1.2","1.6","5.6","2",1997
"3","Shandon Anderson","SG","23","UTA","18","0","16.4","1.6","3.7","0.439","0.3","0.7","0.417","1.3","3","0.444","0.477","1.1","1.6","0.714","1.1","1.6","2.7","0.7","0.6","0.1","0.7","1.6","4.6","13",1997
"4","Willie Anderson","SG","30","MIA","9","0","13.3","1.2","3.3","0.367","0.2","0.9","0.25","1","2.4","0.409","0.4","1","1.1","0.9","0.2","1.7","1.9","0.6","0.4","0.2","1.3","2.2","3.7","8",1997
"5","Darrell Armstrong","PG","28","ORL","5","0","28.6","4","8.4","0.476","1.2","3.6","0.333","2.8","4.8","0.583","0.548","2.2","2.6","0.846","0.6","3.6","4.2","3.4","1.6","0.2","1.4","1.2","11.4","2",1997
"6","Keith Askins","SF","29","MIA","12","0","12.2","0.8","1.9","0.435","0.5","1","0.5","0.3","0.9","0.364","0.565","0.3","0.3","1","0.9","1.4","2.3","0.6","0.3","0.2","0.3","2.2","2.5","8",1997
"7","Stacey Augmon","SG","28","POR","4","0","8.8","0.5","1.5","0.333","0","0","0","0.5","1.5","0.333","0.333","0.8","1","0.75","0.3","0","0.3","0.8","0.3","0","0.3","1.5","1.8","1",1997
"8","Isaac Austin","C","27","MIA","15","0","19.1","2.4","5.4","0.444","0.1","0.3","0.25","2.3","5.1","0.455","0.451","1.7","2.1","0.806","1.1","3.3","4.4","0.4","0.4","0.5","1.5","2.3","6.5","8",1997
"9","Charles Barkley*","PF","33","HOU","16","16","37.8","5.4","12.4","0.434","0.7","2.4","0.289","4.7","10","0.469","0.462","6.4","8.4","0.769","4","8","12","3.4","1.2","0.4","2.7","3.3","17.9","9",1997
"10","Brent Barry","SG","25","LAC","3","0","28","3.7","9","0.407","1.7","3.7","0.455","2","5.3","0.375","0.5","2.7","3","0.889","0.3","2","2.3","3.3","1.3","0","1.3","3.3","11.7","0",1997
"11","Jon Barry","SG","27","ATL","2","0","4.5","0","1.5","0","0","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4",1997
"12","Mookie Blaylock","PG","29","ATL","10","10","44.1","6.1","15.4","0.396","2.8","8.5","0.329","3.3","6.9","0.478","0.487","1.4","2.1","0.667","1.2","5.8","7","6.5","2.1","0.2","3.5","1.5","16.4","4",1997
"13","Corie Blount","PF","28","LAL","3","0","2.7","0.3","0.3","1","0","0","0","0.3","0.3","1","1","0.3","0.7","0.5","0","0.7","0.7","0.3","0","0","0","0.7","1","4",1997
"14","Muggsy Bogues","PG","32","CHH","2","2","29","5.5","9.5","0.579","3","3.5","0.857","2.5","6","0.417","0.737","2","2","1","0.5","1","1.5","2.5","0.5","0","3","1.5","16","0",1997
"15","Scott Brooks","PG","31","NYK","4","0","1.8","0.3","0.5","0.5","0","0","0","0.3","0.5","0.5","0.5","0.3","0.3","1","0","0","0","0","0","0","0","0","0.8","6",1997
"16","Mike Brown","C","33","PHO","4","0","6.8","0.5","1.3","0.4","0","0","0","0.5","1.3","0.4","0.4","1.8","2","0.875","0.5","0.5","1","0.3","0","0","0.3","1.5","2.8","2",1997
"17","P.J. Brown","PF","27","MIA","15","15","30.1","2.8","6.9","0.408","0","0","0","2.8","6.9","0.408","0.408","2.5","3.5","0.717","3.2","5.4","8.6","0.7","0.6","1.3","1.1","2.7","8.1","8",1997
"18","Randy Brown","PG","28","CHI","17","0","5.8","0.5","1.8","0.3","0","0","0","0.5","1.8","0.3","0.3","0.2","0.3","0.6","0.2","0.4","0.6","0.4","0.5","0.1","0.2","1.3","1.2","15",1997
"19","Kobe Bryant","SG","18","LAL","9","0","14.8","2.3","6.1","0.382","0.7","2.6","0.261","1.7","3.6","0.469","0.436","2.9","3.3","0.867","0.1","1.1","1.2","1.2","0.3","0.2","1.6","2.6","8.2","4",1997
"20","Mark Bryant","PF","31","PHO","4","0","9","1","2.5","0.4","0","0","0","1","2.5","0.4","0.4","0.8","0.8","1","0.3","0.8","1","0","0","0","0.5","1","2.8","2",1997
"22","Jud Buechler","SF","28","CHI","18","0","7.7","0.7","1.7","0.419","0.2","0.7","0.333","0.5","1.1","0.474","0.484","0.2","0.3","0.6","0.5","0.8","1.3","0.3","0.2","0.1","0.1","0.8","1.8","15",1997
"23","Matt Bullard","PF","29","HOU","2","0","3.5","1","1","1","1","1","1","0","0","0","1.5","0","0","0","0.5","0.5","1","0","0","0","0","0.5","3","9",1997
"24","Mitchell Butler","SG","26","POR","2","0","2","0.5","1","0.5","0","0","0","0.5","1","0.5","0.5","0","0","0","0","0.5","0.5","0","0","0","0","0","1","1",1997
"25","Jason Caffey","PF","23","CHI","17","5","9.8","0.9","1.9","0.455","0","0","0","0.9","1.9","0.455","0.455","0.6","0.8","0.786","1.5","1","2.5","0.9","0.2","0.2","0.7","1.6","2.4","15",1997
"26","Elden Campbell","PF","28","LAL","9","9","30.9","4.1","10.3","0.398","0.1","0.1","1","4","10.2","0.391","0.403","3.4","4.2","0.816","1.6","2.8","4.3","1","0.8","1.4","1.6","3.3","11.8","4",1997
"27","Antoine Carr","PF","35","UTA","20","0","14","2","4.2","0.482","0","0","0","2","4.2","0.482","0.482","0.9","1.2","0.75","0.6","1.5","2","0.5","0.3","0.5","0.9","3.2","4.9","13",1997
"28","Chris Carr","SG","22","MIN","1","0","8","0","2","0","0","2","0","0","0","0","0","0","0","0","0","2","2","1","0","0","1","0","0","0",1997
"29","Cedric Ceballos","SF","27","PHO","5","0","21.4","2.2","6.6","0.333","0.6","2.4","0.25","1.6","4.2","0.381","0.379","1.6","1.6","1","1.8","3.4","5.2","0.6","0.8","0.6","1.6","2.4","6.6","2",1997
"30","Rex Chapman","SG","29","PHO","5","5","38.2","8.2","16.6","0.494","4.4","9.6","0.458","3.8","7","0.543","0.627","3.4","5","0.68","0.4","2.8","3.2","2.6","0.4","0","3","2.8","24.2","2",1997
"31","Calbert Cheaney","SG","25","WSB","3","3","40","6","13.7","0.439","0","0.7","0","6","13","0.462","0.439","3","4","0.75","2","1.7","3.7","1.3","1","0.7","1.7","3.3","15","0",1997
"32","Chris Childs","PG","29","NYK","10","10","32.8","3.8","8.7","0.437","0.9","2.6","0.346","2.9","6.1","0.475","0.489","1.9","2.3","0.826","0.9","4","4.9","5.9","2","0","2.8","3.9","10.4","6",1997
"33","Tyrone Corbin","SF","34","ATL","10","10","36.4","4.2","9.2","0.457","1.3","3.7","0.351","2.9","5.5","0.527","0.527","0.9","0.9","1","1.2","3.1","4.3","2","0.4","0.2","1.4","2.9","10.6","4",1997
"34","John Crotty","PG","27","MIA","15","0","8.3","0.9","2.2","0.394","0.3","0.8","0.417","0.5","1.4","0.381","0.47","0.4","0.5","0.857","0.3","0.4","0.7","0.7","0.3","0","0.9","1","2.5","8",1997
"35","Terry Cummings","PF","35","SEA","12","6","24.3","3.8","7.7","0.489","0","0","0","3.8","7.7","0.489","0.489","1.3","2","0.667","2.3","3.7","6","1.2","0.9","0.5","1.2","3.3","8.8","6",1997
"36","Dell Curry","SG","32","CHH","3","1","16.7","1.7","5.7","0.294","0.3","1.3","0.25","1.3","4.3","0.308","0.324","1","1","1","0.3","0","0.3","1.7","1.3","0","0.3","1.7","4.7","0",1997
"37","Michael Curry","SG","28","DET","2","0","3.5","0.5","1","0.5","0","0","0","0.5","1","0.5","0.5","0","0.5","0","0","0.5","0.5","0","0","0","0","0.5","1","2",1997
"38","Terry Dehere","PG","25","LAC","2","0","2.5","0","0.5","0","0","0.5","0","0","0","0","0","0","0","0","0.5","0","0.5","0","0","0","0.5","0.5","0","0",1997
