"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Arron Afflalo","SG","24","DEN","6","6","20","3.3","5.3","0.625","1","2.3","0.429","2.3","3","0.778","0.719","1.5","1.8","0.818","0.2","1.8","2","1.2","0.2","0.3","0.7","3.5","9.2","2",2010
"2","LaMarcus Aldridge","PF","24","POR","6","6","38.2","6.7","15.5","0.43","0.2","0.3","0.5","6.5","15.2","0.429","0.435","5.5","7.3","0.75","1.7","4.3","6","2.2","1.2","1.8","1.8","2.7","19","2",2010
"3","Malik Allen","PF","31","DEN","4","0","2.8","0","0.3","0","0","0","0","0","0.3","0","0","0","0","0","0.5","0.3","0.8","0","0.3","0","0","0.5","0","2",2010
"4","Ray Allen*","SG","34","BOS","24","24","38.5","5.5","12.7","0.431","2.3","6","0.386","3.1","6.6","0.472","0.523","2.9","3.3","0.863","0.5","2.8","3.3","2.6","0.9","0.1","1.5","3.1","16.1","15",2010
"5","Tony Allen","SG","28","BOS","24","0","16.3","2","4.1","0.48","0","0.2","0","2","3.9","0.505","0.48","1.2","1.5","0.778","0.5","1.2","1.7","0.7","1","0.6","1","2.4","5.1","15",2010
"6","Lou Amundson","PF","27","PHO","16","0","12.1","1.2","2.3","0.528","0","0","0","1.2","2.3","0.528","0.528","0.6","1.3","0.429","1.9","1.6","3.5","0.1","0.4","0.4","0.4","1.9","2.9","10",2010
"7","Chris Andersen","PF","31","DEN","6","0","19.3","1.5","2.8","0.529","0","0","0","1.5","2.8","0.529","0.529","1.5","2.3","0.643","1.2","3.3","4.5","0.2","0.2","1","0.7","2.3","4.5","2",2010
"8","Ryan Anderson","PF","21","ORL","9","0","9.9","1","3.2","0.31","0.4","1.6","0.286","0.6","1.7","0.333","0.379","0.1","0.1","1","0.9","2.6","3.4","0.3","0.2","0.2","0.6","1.3","2.6","10",2010
"9","Carmelo Anthony","SF","25","DEN","6","6","42.3","10.7","23","0.464","1","3.2","0.316","9.7","19.8","0.487","0.486","8.3","9.5","0.877","2.3","6.2","8.5","3.3","2","0.5","3.5","4.3","30.7","2",2010
"10","Joel Anthony","C","27","MIA","5","0","15.8","1","1.4","0.714","0","0","0","1","1.4","0.714","0.714","0.6","0.8","0.75","1.2","0.6","1.8","0.2","0.4","1","0.2","1.8","2.6","1",2010
"11","Carlos Arroyo","PG","30","MIA","5","5","23","2.4","5.2","0.462","0","0.2","0","2.4","5","0.48","0.462","0.4","0.4","1","0.4","1.4","1.8","2.2","0.6","0","0.6","1.8","5.2","1",2010
"12","D.J. Augustin","PG","22","CHA","4","0","18.3","1.3","4.3","0.294","0.5","1.5","0.333","0.8","2.8","0.273","0.353","1.3","1.5","0.833","0.3","0.8","1","1.8","0.3","0.3","1","1","4.3","0",2010
"13","Jeff Ayres","C","22","POR","3","0","5.7","0.7","1.3","0.5","0","0","0","0.7","1.3","0.5","0.5","1","1.3","0.75","0.7","0","0.7","0","0.7","1","0.3","0.3","2.3","2",2010
