"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Kareem Abdul-Jabbar*","C","32","LAL","15","0","41.2","13.2","23.1","0.572","0","0","0","13.2","23.1","0.572","0.572","5.5","7","0.79","3.4","8.7","12.1","3.1","1.1","3.9","3.7","3.4","31.9","12",1980
"2","Alvan Adams","C","25","PHO","8","0","31.4","7","12.4","0.566","0","0","0","7","12.4","0.566","0.566","2.1","2.4","0.895","2.3","7.4","9.6","5.8","0.9","1.3","3","3","16.1","3",1980
"3","Tiny Archibald*","PG","31","BOS","9","0","36.9","5","9.9","0.506","0.1","0.2","0.5","4.9","9.7","0.506","0.511","4.1","4.7","0.881","0.3","0.9","1.2","7.9","1.1","0","4.2","3.1","14.2","5",1980
"4","James Bailey","PF","22","SEA","12","0","11.5","1.8","3.7","0.477","0","0","0","1.8","3.7","0.477","0.477","1.1","1.7","0.65","0.7","1.4","2.1","0.4","0.8","0.8","0.8","1.8","4.6","7",1980
"5","Greg Ballard","SF","25","WSB","2","0","36.5","4.5","14","0.321","0","0","0","4.5","14","0.321","0.321","2","3.5","0.571","1","6","7","3.5","0.5","0.5","4","4","11","0",1980
"6","Rick Barry*","SF","35","HOU","6","0","13.2","2","5.5","0.364","0.5","2","0.25","1.5","3.5","0.429","0.409","1","1","1","0","1","1","2.5","0.2","0.2","1.7","1.8","5.5","2",1980
"7","Tim Bassett","PF","28","SAS","3","0","6.3","0.3","0.7","0.5","0","0","0","0.3","0.7","0.5","0.5","0","0","0","0.3","0","0.3","0","0","0","0.3","2.3","0.7","1",1980
"8","Billy Ray Bates","SG","23","POR","3","0","34.7","10.3","19.7","0.525","0.7","2.3","0.286","9.7","17.3","0.558","0.542","3.7","4.7","0.786","0.7","2.7","3.3","4","1.7","0.3","5","4.3","25","1",1980
"9","Ron Behagen","PF","29","WSB","2","0","7","1","3.5","0.286","0","0","0","1","3.5","0.286","0.286","0","0","0","0.5","0.5","1","1.5","0","0","0.5","2","2","0",1980
"10","Henry Bibby","PG","30","PHI","18","0","22.2","2.5","6.9","0.363","0.3","0.7","0.385","2.2","6.2","0.36","0.383","2.2","2.8","0.8","0.8","1.6","2.4","2.9","0.4","0","1.5","1.9","7.5","12",1980
"11","Larry Bird*","PF","23","BOS","9","0","41.3","9.2","19.7","0.469","0.4","1.7","0.267","8.8","18","0.488","0.48","2.4","2.8","0.88","2.4","8.8","11.2","4.7","1.6","0.9","3.7","3.3","21.3","5",1980
"12","Otis Birdsong","SG","24","KCK","3","0","37.3","10","20.7","0.484","0","1","0","10","19.7","0.508","0.484","2","4.7","0.429","3.7","4","7.7","2.3","1.3","0","2","1.7","22","1",1980
"13","Alonzo Bradley","SF","26","HOU","4","0","3.8","1.5","2.3","0.667","0.3","0.3","1","1.3","2","0.625","0.722","0.8","1.3","0.6","0.3","0.5","0.8","0.3","0.3","0","0","0.5","4","2",1980
"14","Mike Bratz","PG","24","PHO","8","0","21.1","5.4","10.5","0.512","1.1","2.9","0.391","4.3","7.6","0.557","0.565","1.1","1.3","0.9","0.8","1.8","2.5","2","1.1","0","1.6","2.5","13","3",1980
"15","Jim Brewer","PF","28","POR","3","0","22.3","3.3","3.3","1","0","0","0","3.3","3.3","1","1","0.3","1","0.333","2","3.3","5.3","1","1.7","0.7","0.3","2","7","1",1980
"16","Ron Brewer","SG","24","POR","3","0","35.3","8.7","20.3","0.426","0","1","0","8.7","19.3","0.448","0.426","1.7","3","0.556","0.3","0.7","1","2","1","0.3","2.3","3.3","19","1",1980
"17","Junior Bridgeman","SF","26","MIL","5","0","24.8","4","11.2","0.357","0","0.2","0","4","11","0.364","0.357","2.2","3","0.733","0.8","3","3.8","3.4","1","0.4","2.8","3.4","10.2","3",1980
"18","Fred Brown","SG","31","SEA","15","0","20.9","5.3","12.1","0.44","0.7","2.3","0.294","4.7","9.9","0.473","0.467","1.2","1.4","0.857","1.1","1.5","2.5","2.1","0.1","0.1","1.5","1.5","12.5","7",1980
"19","John Brown","SF","28","ATL","5","0","11.6","0.8","2.6","0.308","0","0.2","0","0.8","2.4","0.333","0.308","0.4","0.4","1","0.4","1.6","2","0.2","0.2","0.2","1","1.8","2","1",1980
"20","Quinn Buckner","PG","25","MIL","7","0","23.6","2.6","7.6","0.34","0","0.1","0","2.6","7.4","0.346","0.34","1","1.6","0.636","0.9","1.4","2.3","4.4","2.1","0","1.9","2.9","6.1","3",1980
