"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Alaa Abdelnaby","PF","24","BOS","4","4","17","2.8","6","0.458","0","0","0","2.8","6","0.458","0.458","0","0","0","0.5","2.8","3.3","0.3","0","0.3","2.3","1.8","5.5","1",1993
"2","Rafael Addison","SF","28","NJN","5","0","10.6","1.4","4.2","0.333","0","0","0","1.4","4.2","0.333","0.333","0.6","0.6","1","0.6","0.6","1.2","1","0.6","0","0.6","0.6","3.4","2",1993
"3","Danny Ainge","SG","33","PHO","24","0","24.6","2.7","7.1","0.376","1.4","3.3","0.413","1.3","3.8","0.344","0.474","1.4","1.6","0.872","0.8","1.7","2.5","2.3","0.5","0.1","0.9","2.5","8.1","13",1993
"4","Eric Anderson","PF","22","NYK","2","0","3","0.5","1","0.5","0","0","0","0.5","1","0.5","0.5","0","0","0","0","0.5","0.5","0","0","0","0.5","1","1","9",1993
"5","Willie Anderson","SG","26","SAS","10","0","21.9","3.7","8.2","0.451","0.6","1.1","0.545","3.1","7.1","0.437","0.488","1.5","1.7","0.882","0.4","1.9","2.3","2.8","0.9","0.2","1.2","2.3","9.5","5",1993
"6","Greg Anthony","PG","25","NYK","15","0","16","1.6","4","0.4","0.2","0.9","0.214","1.4","3.1","0.457","0.425","0.5","0.9","0.571","0.3","1.7","2","3.5","0.9","0.1","0.7","1.7","3.9","9",1993
"7","B.J. Armstrong","PG","25","CHI","19","19","33.8","4.6","8.8","0.524","1.1","2.2","0.512","3.5","6.7","0.528","0.586","1.1","1.2","0.909","0.3","1.2","1.5","3.3","1","0.1","0.7","2.6","11.4","15",1993
"8","Vincent Askew","SG","26","SEA","12","0","8.6","1.9","3.4","0.561","0","0","0","1.9","3.4","0.561","0.561","1.3","1.9","0.696","0.8","0.8","1.6","0.8","0.1","0.1","0.6","1","5.2","10",1993
"9","Stacey Augmon","SG","24","ATL","3","3","31","4.7","10.3","0.452","0","0","0","4.7","10.3","0.452","0.452","2.7","4","0.667","1","1.7","2.7","1.7","1.3","0","1.3","2.3","12","0",1993
"10","Isaac Austin","C","23","UTA","1","0","3","1","2","0.5","0","0","0","1","2","0.5","0.5","0","0","0","0","1","1","0","0","1","0","1","2","2",1993
"11","Charles Barkley*","PF","29","PHO","24","24","42.8","9.6","20.1","0.477","0.4","1.9","0.222","9.2","18.2","0.503","0.488","7","9.1","0.771","3.9","9.7","13.6","4.3","1.6","1","2.1","3","26.6","13",1993
"12","Dana Barros","PG","25","SEA","16","0","8.5","1.4","2.9","0.468","0.3","1","0.313","1.1","1.9","0.548","0.521","0.4","0.5","0.75","0","0.8","0.8","0.8","0.3","0","0.5","0.4","3.4","10",1993
"13","John Battle","SG","30","CLE","1","0","6","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","2","2","0","3",1993
"14","Tony Bennett","PG","23","CHH","8","0","10.8","1.5","3.1","0.48","0.5","1","0.5","1","2.1","0.471","0.56","0.3","0.3","1","0.1","1","1.1","1.6","0.3","0.1","0.6","1","3.8","4",1993
"15","David Benoit","SF","24","UTA","5","5","27.2","2.6","8.2","0.317","0.4","1.8","0.222","2.2","6.4","0.344","0.341","1.8","2.6","0.692","1.4","3.4","4.8","1","0.6","1.2","0.4","3.4","7.4","2",1993
