"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Henry Akin","PF","22","NYK","2","0","8","0.5","3.5","0.143","0","0","0","0.5","3.5","0.143","0.143","0.5","1","0.5","0","0","4","0","0","0","0","1.5","1.5","1",1967
"2","Al Attles*","PG","30","SFW","15","0","15.8","1.3","3.1","0.435","0","0","0","1.3","3.1","0.435","0.435","0.4","1.1","0.375","0","0","4.1","2.5","0","0","0","3","3.1","9",1967
"3","Jim Barnes","PF","25","LAL","3","0","16.7","2.3","6.3","0.368","0","0","0","2.3","6.3","0.368","0.368","1.7","1.7","1","0","0","4","0.7","0","0","0","2.3","6.3","0",1967
"4","Jim Barnett","SG","22","BOS","5","0","5.2","1.2","4.2","0.286","0","0","0","1.2","4.2","0.286","0.286","0.4","0.4","1","0","0","0.8","0.2","0","0","0","1","2.8","4",1967
"5","Rick Barry*","SF","22","SFW","15","0","40.9","13.1","32.6","0.403","0","0","0","13.1","32.6","0.403","0.403","8.5","10.5","0.809","0","0","7.5","3.9","0","0","0","3.3","34.7","9",1967
"6","Elgin Baylor*","SF","32","LAL","3","0","40.3","9.3","25.3","0.368","0","0","0","9.3","25.3","0.368","0.368","5","6.7","0.75","0","0","13","3","0","0","0","2","23.7","0",1967
"7","Zelmo Beaty*","C","27","STL","9","0","35.3","5.1","11.6","0.442","0","0","0","5.1","11.6","0.442","0.442","5.7","7.2","0.785","0","0","9.9","1.3","0","0","0","3.8","15.9","5",1967
"8","Walt Bellamy*","C","27","NYK","4","0","39.3","7","13.5","0.519","0","0","0","7","13.5","0.519","0.519","4.3","7.3","0.586","0","0","16.5","3","0","0","0","3.8","18.3","1",1967
"9","John Block","PF","22","LAL","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1967
"10","Bob Boozer","PF","29","CHI","3","0","35","8","12.7","0.632","0","0","0","8","12.7","0.632","0.632","3.7","4.7","0.786","0","0","11.7","0.3","0","0","0","2.7","19.7","0",1967
"11","Bill Bridges","PF","27","STL","9","0","41","5.3","14.2","0.375","0","0","0","5.3","14.2","0.375","0.375","5","7.4","0.672","0","0","18.8","2.4","0","0","0","4","15.7","5",1967
"12","Em Bryant","PG","28","NYK","4","0","19","1.3","5.3","0.238","0","0","0","1.3","5.3","0.238","0.238","2.8","2.8","1","0","0","2.3","2.3","0","0","0","4","5.3","1",1967
"13","Joe Caldwell","SF","25","STL","9","0","24.1","4.7","11.7","0.4","0","0","0","4.7","11.7","0.4","0.4","2.9","4.3","0.667","0","0","4.3","1.4","0","0","0","3","12.2","5",1967
"14","Wilt Chamberlain*","C","30","PHI","15","0","47.9","8.8","15.2","0.579","0","0","0","8.8","15.2","0.579","0.579","4.1","10.7","0.388","0","0","29.1","9","0","0","0","2.5","21.7","11",1967
"15","Jerry Chambers","SF","23","LAL","3","0","14.7","4","7.7","0.522","0","0","0","4","7.7","0.522","0.522","2.3","2.3","1","0","0","2.7","0.3","0","0","0","2.3","10.3","0",1967
"16","Len Chappell","C","26","CIN","4","0","16.5","2.5","6.8","0.37","0","0","0","2.5","6.8","0.37","0.37","0.5","1","0.5","0","0","3.3","2.3","0","0","0","3.5","5.5","1",1967
"17","Archie Clark","SG","25","LAL","3","0","41.7","10.7","20.7","0.516","0","0","0","10.7","20.7","0.516","0.516","4.3","5.7","0.765","0","0","4.3","5","0","0","0","3.7","25.7","0",1967
"18","Barry Clemens","SF","23","CHI","3","0","6.7","0","1.3","0","0","0","0","0","1.3","0","0","2","2.3","0.857","0","0","1","0.7","0","0","0","1","2","0",1967
"19","Larry Costello","PG","35","PHI","2","0","12.5","3","4","0.75","0","0","0","3","4","0.75","0.75","2.5","2.5","1","0","0","2","1.5","0","0","0","1","8.5","11",1967
"20","Mel Counts","C","25","LAL","3","0","9.7","1.7","6.3","0.263","0","0","0","1.7","6.3","0.263","0.263","1.3","1.3","1","0","0","2.7","0","0","0","0","2","4.7","0",1967
"22","Freddie Crawford","SG","25","NYK","4","0","28","7.8","18.3","0.425","0","0","0","7.8","18.3","0.425","0.425","1.5","3","0.5","0","0","6","4","0","0","0","4","17","1",1967
"23","Billy Cunningham*","SF","23","PHI","15","0","22.6","5.5","14.7","0.376","0","0","0","5.5","14.7","0.376","0.376","3.9","6","0.656","0","0","6.2","2.2","0","0","0","3.5","15","11",1967
"24","Dave Deutsch","G","21","NYK","1","0","7","1","5","0.2","0","0","0","1","5","0.2","0.2","0","0","0","0","0","3","1","0","0","0","0","2","1",1967
"25","Connie Dierking","C","30","CIN","4","0","37.8","8","18.8","0.427","0","0","0","8","18.8","0.427","0.427","1.5","1.5","1","0","0","13","3.5","0","0","0","3.3","17.5","1",1967
"26","Joe Ellis","SF","22","SFW","3","0","2","0.3","1.3","0.25","0","0","0","0.3","1.3","0.25","0.25","0","0","0","0","0","0.3","0.7","0","0","0","0.7","0.7","9",1967
"27","Wayne Embry*","C","29","BOS","5","0","7.6","2.4","6.2","0.387","0","0","0","2.4","6.2","0.387","0.387","0.4","0.8","0.5","0","0","2.6","0.6","0","0","0","1.8","5.2","4",1967
"28","Keith Erickson","SF","22","CHI","3","0","22.7","4","9","0.444","0","0","0","4","9","0.444","0.444","0","0","0","0","0","3.7","1.3","0","0","0","4","8","0",1967
"29","Hank Finkel","C","24","LAL","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1967
"30","Dave Gambee","SF","29","PHI","5","0","4.8","1.2","2.2","0.545","0","0","0","1.2","2.2","0.545","0.545","1.2","1.2","1","0","0","1.2","0.4","0","0","0","1.2","3.6","11",1967
"31","Gail Goodrich*","SG","23","LAL","3","0","27","3.7","10.3","0.355","0","0","0","3.7","10.3","0.355","0.355","3.7","6","0.611","0","0","3","3.3","0","0","0","1.7","11","0",1967
"32","Hal Greer*","SG","30","PHI","15","0","45.9","10.7","25","0.429","0","0","0","10.7","25","0.429","0.429","6.3","7.9","0.797","0","0","5.9","5.3","0","0","0","3.7","27.7","11",1967
"33","Richie Guerin*","SG","34","STL","9","0","25.3","4","9.6","0.419","0","0","0","4","9.6","0.419","0.419","2.7","3.3","0.8","0","0","2.6","4.3","0","0","0","2.6","10.7","5",1967
"34","Matt Guokas","SG","22","PHI","15","0","16.8","1.7","4.3","0.406","0","0","0","1.7","4.3","0.406","0.406","0.9","1.1","0.765","0","0","2","1.5","0","0","0","2.2","4.3","11",1967
"35","Happy Hairston","SF","24","CIN","4","0","35","7","13.5","0.519","0","0","0","7","13.5","0.519","0.519","2","3.8","0.533","0","0","6.8","1.5","0","0","0","3.8","16","1",1967
"36","John Havlicek*","SF","26","BOS","9","0","36.7","10.6","23.6","0.448","0","0","0","10.6","23.6","0.448","0.448","6.3","7.9","0.803","0","0","8.1","3.1","0","0","0","3.3","27.4","4",1967
"37","Tom Hawkins","SF","30","LAL","3","0","31.7","4.3","10.3","0.419","0","0","0","4.3","10.3","0.419","0.419","1.3","2.7","0.5","0","0","6.7","3.3","0","0","0","4","10","0",1967
"38","Walt Hazzard","PG","24","LAL","3","0","28.7","2","8.3","0.24","0","0","0","2","8.3","0.24","0.24","2.7","3.3","0.8","0","0","2.7","5.3","0","0","0","3.7","6.7","0",1967
"39","Fred Hetzel","PF","24","SFW","13","0","23.7","3.9","10.2","0.383","0","0","0","3.9","10.2","0.383","0.383","1.7","2.2","0.786","0","0","7.2","1.8","0","0","0","2.8","9.5","9",1967
"40","Bailey Howell*","PF","30","BOS","9","0","26.8","6.6","13.6","0.484","0","0","0","6.6","13.6","0.484","0.484","2.2","3.3","0.667","0","0","7.3","0.6","0","0","0","3.9","15.3","4",1967
"41","Lou Hudson","SF","22","STL","9","0","35.2","8.6","19.9","0.43","0","0","0","8.6","19.9","0.43","0.43","5.4","7.6","0.721","0","0","5.3","1.7","0","0","0","3.9","22.6","5",1967
"43","Darrall Imhoff","C","28","LAL","3","0","28.7","4.3","8","0.542","0","0","0","4.3","8","0.542","0.542","1.3","1.7","0.8","0","0","12.3","1.7","0","0","0","2.7","10","0",1967
"44","Luke Jackson","PF","25","PHI","15","0","36.2","4.3","10.7","0.398","0","0","0","4.3","10.7","0.398","0.398","2.5","3.4","0.725","0","0","11.7","2","0","0","0","3.1","11","11",1967
"45","Neil Johnson","PF","23","NYK","4","0","16","2","6.8","0.296","0","0","0","2","6.8","0.296","0.296","1.8","2","0.875","0","0","5.8","1.3","0","0","0","2","5.8","1",1967
