"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Paul Arizin*","SF","31","PHW","9","0","41.2","9.3","21.7","0.431","0","0","0","9.3","21.7","0.431","0.431","7.7","8.8","0.873","0","0","9.6","3.7","0","0","0","3.2","26.3","4",1960
"2","Dick Barnett","SG","23","SYR","3","0","21.3","4","12.7","0.316","0","0","0","4","12.7","0.316","0.316","2","2.3","0.857","0","0","4.7","1.3","0","0","0","1.3","10","1",1960
"3","Elgin Baylor*","SF","25","MNL","9","0","45.3","12.3","26","0.474","0","0","0","12.3","26","0.474","0.474","8.8","10.4","0.84","0","0","14.1","3.4","0","0","0","4.2","33.4","5",1960
"4","Ernie Beck","SG","28","PHW","4","0","5.5","1","2.3","0.444","0","0","0","1","2.3","0.444","0.444","0","0.3","0","0","0","1.5","0.8","0","0","0","0.3","2","4",1960
"5","Al Bianchi","PG","27","SYR","2","0","9","0","4","0","0","0","0","0","4","0","0","0","0","0","0","0","1.5","1.5","0","0","0","1","0","1",1960
"6","Barney Cable","SF","24","SYR","3","0","21","1.7","4.7","0.357","0","0","0","1.7","4.7","0.357","0.357","1.3","2.7","0.5","0","0","9.3","0.3","0","0","0","4","4.7","1",1960
"7","Wilt Chamberlain*","C","23","PHW","9","0","46.1","13.9","28","0.496","0","0","0","13.9","28","0.496","0.496","5.4","12.2","0.445","0","0","25.8","2.1","0","0","0","1.9","33.2","4",1960
"8","Gene Conley","PF","29","BOS","13","0","20.7","2.6","6.8","0.386","0","0","0","2.6","6.8","0.386","0.386","1.2","1.7","0.727","0","0","8.9","0.2","0","0","0","4.5","6.5","8",1960
"9","Ed Conlin","SG","26","DET","2","0","10","1.5","5","0.3","0","0","0","1.5","5","0.3","0.3","1","1","1","0","0","2","0","0","0","0","1","4","0",1960
"10","Larry Costello","PG","28","SYR","3","0","40.7","6.7","15.7","0.426","0","0","0","6.7","15.7","0.426","0.426","3.3","4","0.833","0","0","4.7","6.7","0","0","0","5","16.7","1",1960
"11","Bob Cousy*","PG","31","BOS","13","0","36","6.2","20.2","0.305","0","0","0","6.2","20.2","0.305","0.305","3","3.9","0.765","0","0","3.7","8.9","0","0","0","2.1","15.3","8",1960
"12","Archie Dees","PF","23","DET","2","0","9","2","6","0.333","0","0","0","2","6","0.333","0.333","1.5","1.5","1","0","0","2","1","0","0","0","1","5.5","0",1960
