"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Zaid Abdul-Aziz","C","29","SEA","5","0","12","2.8","4","0.7","0","0","0","2.8","4","0.7","0.7","1.6","2.2","0.727","0.8","3.4","4.2","0.4","0","1","0","0.4","7.2","2",1976
"2","Alvan Adams","C","21","PHO","19","0","35.2","7.2","15.9","0.452","0","0","0","7.2","15.9","0.452","0.452","3.5","4.3","0.817","2.8","7.2","10.1","5.2","1.3","1.1","0","3.2","17.9","10",1976
"3","Don Adams","SF","28","BUF","9","0","13.6","1.7","4","0.417","0","0","0","1.7","4","0.417","0.417","0.7","0.8","0.857","0.9","2.1","3","1.4","0.2","0","0","2.6","4","4",1976
"4","Jerome Anderson","SG","22","BOS","4","0","1.3","0.3","0.8","0.333","0","0","0","0.3","0.8","0.333","0.333","0","0","0","0.3","0","0.3","0.3","0","0","0","0.3","0.5","12",1976
"5","Jim Ard","C","27","BOS","16","0","6.9","0.8","1.8","0.448","0","0","0","0.8","1.8","0.448","0.448","0.7","0.9","0.786","0.6","1","1.6","0.5","0.1","0.2","0","1.8","2.3","12",1976
"6","Dennis Awtrey","C","27","PHO","19","0","15.1","1.1","2.4","0.467","0","0","0","1.1","2.4","0.467","0.467","0.9","1.7","0.545","0.9","2.4","3.3","1.3","0.3","0.5","0","2","3.2","10",1976
"7","Mike Bantom","SF","24","SEA","6","0","19","3.7","6.3","0.579","0","0","0","3.7","6.3","0.579","0.579","2.3","3.3","0.7","1.5","2.3","3.8","1.3","0.7","0.3","0","4.5","9.7","2",1976
"8","Rick Barry*","SF","31","GSW","13","0","40.9","9.7","22.2","0.436","0","0","0","9.7","22.2","0.436","0.436","4.6","5.2","0.882","1.5","4.9","6.5","6.5","2.9","1.1","0","3.1","24","7",1976
"9","Dave Bing*","PG","32","WSB","7","0","29.9","4.9","10.9","0.447","0","0","0","4.9","10.9","0.447","0.447","4","5","0.8","0.9","1.7","2.6","4","1","0.3","0","2.6","13.7","3",1976
"10","Tom Boswell","PF","22","BOS","3","0","1","0.3","0.7","0.5","0","0","0","0.3","0.7","0.5","0.5","0","0","0","0","0.3","0.3","0","0","0","0","0.7","0.7","12",1976
"11","Jim Brewer","PF","24","CLE","13","0","37.6","3.4","7.8","0.436","0","0","0","3.4","7.8","0.436","0.436","2","3.7","0.542","3.1","7.7","10.8","2.8","1","0.9","0","2.6","8.8","6",1976
