"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Mahmoud Abdul-Rauf","PG","25","DEN","3","2","25.3","4","11","0.364","0.7","4","0.167","3.3","7","0.476","0.394","4.7","4.7","1","0.7","1","1.7","1.7","0.7","0","2.7","2.7","13.3","0",1995
"2","Michael Adams","PG","32","CHH","1","0","11","2","5","0.4","0","2","0","2","3","0.667","0.4","0","0","0","0","1","1","2","0","0","0","0","4","1",1995
"3","Danny Ainge","SG","35","PHO","10","0","13.7","1.9","3.8","0.5","1.2","2.6","0.462","0.7","1.2","0.583","0.658","1","1.1","0.909","0.2","0.8","1","1","0.5","0","0.6","1.5","6","6",1995
"4","Greg Anderson","PF","30","ATL","3","0","13","0.3","1.7","0.2","0","0","0","0.3","1.7","0.2","0.2","1","1.3","0.75","0.3","4","4.3","0.7","0.7","0.7","0","3","1.7","0",1995
"5","Nick Anderson","SG","27","ORL","21","21","38.8","5.1","11.4","0.448","2","5.1","0.383","3.1","6.3","0.5","0.533","2","3","0.683","1","3.8","4.8","3.1","1.6","0.5","1.4","2.3","14.2","11",1995
"6","Willie Anderson","SG","28","SAS","11","0","8.8","0.8","1.8","0.45","0","0.1","0","0.8","1.7","0.474","0.45","0.2","0.3","0.667","0.5","0.6","1.1","0.9","0.5","0","0.7","1.1","1.8","9",1995
"7","Greg Anthony","PG","27","NYK","11","0","12.3","1.4","3.5","0.395","0.6","2.1","0.304","0.7","1.4","0.533","0.487","0.9","1","0.909","0.2","0.7","0.9","1.4","0.2","0.2","0.5","2.5","4.3","6",1995
"8","B.J. Armstrong","PG","27","CHI","10","10","28.8","3.6","7.9","0.456","1.3","2.9","0.448","2.3","5","0.46","0.538","1.8","2.2","0.818","0.4","1.4","1.8","2.7","0.6","0","0.6","2.1","10.3","5",1995
"9","Vincent Askew","SG","28","SEA","4","0","23.3","3","7.3","0.414","1","1.3","0.8","2","6","0.333","0.483","0.5","0.8","0.667","2.8","1","3.8","2","0.8","0","0.8","3.5","7.5","1",1995
"10","Stacey Augmon","SG","26","ATL","3","1","17.3","2","4.7","0.429","0","0","0","2","4.7","0.429","0.429","3","4","0.75","1","1.3","2.3","1.7","1","0","0.7","2.7","7","0",1995
"11","Anthony Avent","PF","25","ORL","7","0","5.7","0.4","1","0.429","0","0.1","0","0.4","0.9","0.5","0.429","0.4","0.6","0.75","0.6","0.6","1.1","0","0","0.1","0.3","1.6","1.3","11",1995
"12","Charles Barkley*","PF","31","PHO","10","10","39","9.1","18.2","0.5","0.9","3.5","0.257","8.2","14.7","0.558","0.525","6.6","9","0.733","3.9","9.5","13.4","3.2","1.3","1.1","2.5","2.8","25.7","6",1995
"13","John Battle","SG","32","CLE","2","0","3.5","1","1.5","0.667","0","0.5","0","1","1","1","0.667","0","0","0","0","0","0","0.5","0","0","0","0.5","2","1",1995
"14","David Benoit","SF","26","UTA","5","5","33.4","4.2","9","0.467","2.2","5","0.44","2","4","0.5","0.589","1.2","1.8","0.667","1.4","4.2","5.6","0.8","0.4","0.8","2","2","11.8","2",1995
