"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Jim Barnes","PF","24","BAL","3","0","31","5.3","10.7","0.5","0","0","0","5.3","10.7","0.5","0.5","2.3","4.3","0.538","0","0","9.3","1","0","0","0","5","13","0",1966
"2","Elgin Baylor*","SF","31","LAL","14","0","41.9","10.4","23.4","0.442","0","0","0","10.4","23.4","0.442","0.442","6.1","7.5","0.81","0","0","14.1","3.7","0","0","0","2.7","26.8","7",1966
"3","Zelmo Beaty*","C","26","STL","10","0","41.8","7.3","14.8","0.493","0","0","0","7.3","14.8","0.493","0.493","4.4","5.8","0.759","0","0","13.1","2.2","0","0","0","3.8","19","6",1966
"4","Al Bianchi","PG","33","PHI","5","0","12.8","3.6","8.6","0.419","0","0","0","3.6","8.6","0.419","0.419","1.8","2.4","0.75","0","0","2","0.8","0","0","0","3.8","9","1",1966
"5","Ron Bonham","SG","23","BOS","5","0","3.2","1.4","2.2","0.636","0","0","0","1.4","2.2","0.636","0.636","0.6","1.8","0.333","0","0","0.6","0","0","0","0","0.4","3.4","11",1966
"6","Bob Boozer","PF","28","LAL","10","0","18.1","2.6","6.5","0.4","0","0","0","2.6","6.5","0.4","0.4","1.5","2","0.75","0","0","5","0.7","0","0","0","2","6.7","7",1966
"7","Bill Bridges","PF","26","STL","10","0","42.1","8.6","17","0.506","0","0","0","8.6","17","0.506","0.506","3.1","4.3","0.721","0","0","14.9","2.8","0","0","0","4.7","20.3","6",1966
"8","Joe Caldwell","SF","24","STL","10","0","31.5","7.8","16.9","0.462","0","0","0","7.8","16.9","0.462","0.462","3.1","4.9","0.633","0","0","5.5","1.6","0","0","0","2.9","18.7","6",1966
"9","Wilt Chamberlain*","C","29","PHI","5","0","48","11.2","22","0.509","0","0","0","11.2","22","0.509","0.509","5.6","13.6","0.412","0","0","30.2","3","0","0","0","2","28","1",1966
"10","Mel Counts","C","24","BOS","10","0","8.2","1.4","3.9","0.359","0","0","0","1.4","3.9","0.359","0.359","1.5","1.7","0.882","0","0","4","0.3","0","0","0","2.6","4.3","11",1966
"11","Billy Cunningham*","SF","22","PHI","4","0","17.3","1.3","7.8","0.161","0","0","0","1.3","7.8","0.161","0.161","2.8","3.3","0.846","0","0","4.5","2.5","0","0","0","2.8","5.3","1",1966
"12","Connie Dierking","C","29","CIN","4","0","16","2.3","4.5","0.5","0","0","0","2.3","4.5","0.5","0.5","2.3","2.5","0.9","0","0","3.8","0.3","0","0","0","2.8","6.8","2",1966
"13","Johnny Egan","PG","27","BAL","3","0","39","6.3","15.7","0.404","0","0","0","6.3","15.7","0.404","0.404","3.3","5.3","0.625","0","0","3","7.7","0","0","0","4.7","16","0",1966
"14","Leroy Ellis","C","25","LAL","14","0","30.4","4","9.9","0.406","0","0","0","4","9.9","0.406","0.406","1.8","2.8","0.641","0","0","9.5","0.6","0","0","0","3.7","9.8","7",1966
"15","Wayne Embry*","C","28","CIN","5","0","27.8","3.2","7.6","0.421","0","0","0","3.2","7.6","0.421","0.421","1.4","2.4","0.583","0","0","6.8","0.4","0","0","0","4.6","7.8","2",1966
"16","Bob Ferry","C","28","BAL","3","0","27.3","3.7","6.7","0.55","0","0","0","3.7","6.7","0.55","0.55","3","4.3","0.692","0","0","8.3","1","0","0","0","3.3","10.3","0",1966
"17","Dave Gambee","SF","28","PHI","5","0","16.4","2.2","5.8","0.379","0","0","0","2.2","5.8","0.379","0.379","1.6","2.2","0.727","0","0","2.8","0.8","0","0","0","2.8","6","1",1966
"18","Gail Goodrich*","SG","22","LAL","11","0","26.4","3.9","8.4","0.467","0","0","0","3.9","8.4","0.467","0.467","2.6","3.9","0.674","0","0","3.8","3","0","0","0","3.2","10.5","7",1966
"19","Johnny Green","PF","32","BAL","3","0","32","6.7","11.3","0.588","0","0","0","6.7","11.3","0.588","0.588","0.3","2.7","0.125","0","0","9","1.3","0","0","0","3","13.7","0",1966
"20","Hal Greer*","SG","29","PHI","5","0","45.2","6.4","18.2","0.352","0","0","0","6.4","18.2","0.352","0.352","3.6","4.6","0.783","0","0","7.2","4.2","0","0","0","4.2","16.4","1",1966
"22","Richie Guerin*","SG","33","STL","10","0","39.9","7.2","15.9","0.453","0","0","0","7.2","15.9","0.453","0.453","6.2","7.6","0.816","0","0","3.7","7.9","0","0","0","4.1","20.6","6",1966
"23","Cliff Hagan*","SF","34","STL","10","0","20","4.4","9.7","0.454","0","0","0","4.4","9.7","0.454","0.454","2.5","2.7","0.926","0","0","3.4","1.8","0","0","0","1.5","11.3","6",1966
"24","Happy Hairston","PF","23","CIN","5","0","30","5","12.4","0.403","0","0","0","5","12.4","0.403","0.403","5.4","7.6","0.711","0","0","7.4","0","0","0","0","4","15.4","2",1966
"25","John Havlicek*","SF","25","BOS","17","0","42.3","9","22","0.409","0","0","0","9","22","0.409","0.409","5.6","6.6","0.841","0","0","9.1","4.1","0","0","0","4.1","23.6","11",1966
"26","Tom Hawkins","SF","29","CIN","5","0","21.8","2.2","4.8","0.458","0","0","0","2.2","4.8","0.458","0.458","0.2","1.2","0.167","0","0","4.4","0.2","0","0","0","3.2","4.6","2",1966
