"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Paul Arizin*","SF","33","PHW","12","0","38.3","7.9","21.1","0.375","0","0","0","7.9","21.1","0.375","0.375","7.3","8.5","0.863","0","0","6.7","2.2","0","0","0","3.7","23.2","6",1962
"2","Al Attles*","PG","25","PHW","12","0","28.2","2.3","6.3","0.368","0","0","0","2.3","6.3","0.368","0.368","1.4","2.6","0.548","0","0","4.6","2.3","0","0","0","4.5","6.1","6",1962
"3","Elgin Baylor*","SF","27","LAL","13","0","43.9","14.3","32.7","0.438","0","0","0","14.3","32.7","0.438","0.438","10","12.9","0.774","0","0","17.7","3.6","0","0","0","3.5","38.6","7",1962
"4","Al Bianchi","PG","29","SYR","5","0","36.8","5.4","13.8","0.391","0","0","0","5.4","13.8","0.391","0.391","3.4","4","0.85","0","0","5.2","3.6","0","0","0","3.4","14.2","2",1962
"5","Bucky Bockhorn","SG","28","CIN","4","0","39.3","6.8","15.5","0.435","0","0","0","6.8","15.5","0.435","0.435","3.5","4","0.875","0","0","4.8","5","0","0","0","2.8","17","1",1962
"6","Bob Boozer","PF","24","CIN","4","0","35.8","8","14.3","0.561","0","0","0","8","14.3","0.561","0.561","2.3","3","0.75","0","0","10.5","0.8","0","0","0","4","18.3","1",1962
"7","Carl Braun*","PG","34","BOS","6","0","7","1.8","4.7","0.393","0","0","0","1.8","4.7","0.393","0.393","0.5","0.7","0.75","0","0","1.2","0.3","0","0","0","0.5","4.2","8",1962
"8","Joe Buckhalter","PF","24","CIN","4","0","15","4","9.5","0.421","0","0","0","4","9.5","0.421","0.421","0.5","0.8","0.667","0","0","5.5","1","0","0","0","3.5","8.5","1",1962
"9","Wilt Chamberlain*","C","25","PHW","12","0","48","13.5","28.9","0.467","0","0","0","13.5","28.9","0.467","0.467","8","12.6","0.636","0","0","26.6","3.1","0","0","0","2.3","35","6",1962
"10","Ed Conlin","SG","28","PHW","11","0","7.8","0.8","4.1","0.2","0","0","0","0.8","4.1","0.2","0.2","0.7","1.2","0.615","0","0","1.8","0.3","0","0","0","1.3","2.4","6",1962
"11","Larry Costello","PG","30","SYR","5","0","33.4","4.4","10.2","0.431","0","0","0","4.4","10.2","0.431","0.431","5.8","6.6","0.879","0","0","3.2","5.6","0","0","0","4.2","14.6","2",1962
"12","Bob Cousy*","PG","33","BOS","14","0","33.9","6.1","17.2","0.357","0","0","0","6.1","17.2","0.357","0.357","3.7","5.4","0.684","0","0","4.6","8.8","0","0","0","3.1","16","8",1962
"13","Walter Dukes","C","31","DET","10","0","34.7","3.9","9.1","0.429","0","0","0","3.9","9.1","0.429","0.429","4.6","6.1","0.754","0","0","13.8","2.4","0","0","0","5.2","12.4","5",1962
"14","Johnny Egan","PG","23","DET","5","0","19.4","5.8","12.4","0.468","0","0","0","5.8","12.4","0.468","0.468","2","2","1","0","0","1.8","3.2","0","0","0","1.6","13.6","5",1962
"15","Wayne Embry*","C","24","CIN","4","0","32","3.5","7.5","0.467","0","0","0","3.5","7.5","0.467","0.467","7","9","0.778","0","0","11.3","2","0","0","0","4.3","14","1",1962
"16","Ray Felix","C","31","LAL","13","0","18.6","2.2","4.5","0.492","0","0","0","2.2","4.5","0.492","0.492","2","2.9","0.684","0","0","5.9","0.5","0","0","0","3","6.5","7",1962
"17","Bob Ferry","C","24","DET","9","0","18.4","4.1","9","0.457","0","0","0","4.1","9","0.457","0.457","2.9","4.8","0.605","0","0","4.6","1.4","0","0","0","2.2","11.1","5",1962
"18","Dave Gambee","SF","24","SYR","5","0","34","3.4","10.8","0.315","0","0","0","3.4","10.8","0.315","0.315","4.4","5","0.88","0","0","9","0.8","0","0","0","4.4","11.2","2",1962
"19","Tom Gola*","SG","29","PHW","9","0","35.1","2.1","7.8","0.271","0","0","0","2.1","7.8","0.271","0.271","2.1","2.8","0.76","0","0","8.2","2.7","0","0","0","4.2","6.3","6",1962
"20","Joe Graboski","PF","32","SYR","4","0","6","0.3","1.8","0.143","0","0","0","0.3","1.8","0.143","0.143","0.3","0.3","1","0","0","1","0","0","0","0","0.8","0.8","2",1962
"22","Hal Greer*","SG","25","SYR","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2",1962
"23","Gene Guarilia","SF","24","BOS","5","0","5.2","0.4","1.6","0.25","0","0","0","0.4","1.6","0.25","0.25","0.4","1","0.4","0","0","0.8","0.2","0","0","0","1.2","1.2","8",1962
"24","Tom Hawkins","SF","25","LAL","13","0","15.6","1.7","4.7","0.361","0","0","0","1.7","4.7","0.361","0.361","0.8","1.8","0.417","0","0","5.1","1.5","0","0","0","2.6","4.2","7",1962
"25","Tom Heinsohn*","PF","27","BOS","14","0","31.8","8.3","20.8","0.399","0","0","0","8.3","20.8","0.399","0.399","4.1","5.4","0.763","0","0","8.2","2.4","0","0","0","4.1","20.7","8",1962
"26","Bailey Howell*","SF","25","DET","10","0","37.8","6.9","16.3","0.423","0","0","0","6.9","16.3","0.423","0.423","6.2","7.5","0.827","0","0","9.6","2.3","0","0","0","4.8","20","5",1962
"27","Hot Rod Hundley","SG","27","LAL","12","0","15.6","0.6","2.1","0.28","0","0","0","0.6","2.1","0.28","0.28","0.8","1","0.75","0","0","1.5","2.7","0","0","0","2.3","1.9","7",1962
"28","Howie Jolliff","PF","23","LAL","9","0","8.6","0.2","1","0.222","0","0","0","0.2","1","0.222","0.222","0.9","0.9","1","0","0","3.1","0.8","0","0","0","1.9","1.3","7",1962
"29","K.C. Jones*","PG","29","BOS","14","0","23.5","3.1","7.3","0.431","0","0","0","3.1","7.3","0.431","0.431","2.7","3.8","0.717","0","0","4","3.9","0","0","0","3.6","9","8",1962
"30","Sam Jones*","SG","28","BOS","14","0","36","8.8","19.8","0.444","0","0","0","8.8","19.8","0.444","0.444","3","4.3","0.7","0","0","7.1","3.1","0","0","0","2.1","20.6","8",1962
"31","Willie Jones","PG","25","DET","9","0","20","4.8","11.2","0.426","0","0","0","4.8","11.2","0.426","0.426","1.4","1.6","0.929","0","0","2.6","3.4","0","0","0","3","11","5",1962
"32","Red Kerr","C","29","SYR","5","0","38.6","8.2","21.8","0.376","0","0","0","8.2","21.8","0.376","0.376","1.2","1.6","0.75","0","0","16","2","0","0","0","3","17.6","2",1962
"33","Jim Krebs","C","26","LAL","11","0","29.7","2.7","8.2","0.333","0","0","0","2.7","8.2","0.333","0.333","2","2.4","0.846","0","0","9.3","1.9","0","0","0","4.5","7.5","7",1962
"34","York Larese","SG","23","PHW","9","0","8.7","1.2","3.9","0.314","0","0","0","1.2","3.9","0.314","0.314","0.9","1.3","0.667","0","0","2.1","0.6","0","0","0","1.6","3.3","6",1962
"35","Rudy LaRusso","PF","24","LAL","13","0","35.5","4.4","12","0.365","0","0","0","4.4","12","0.365","0.365","5.3","7","0.758","0","0","9.1","1.7","0","0","0","3.9","14.1","7",1962
"36","George Lee","SF","25","DET","6","0","8.3","1.7","3.3","0.5","0","0","0","1.7","3.3","0.5","0.5","1","1.2","0.857","0","0","1.3","0.2","0","0","0","1","4.3","5",1962
"37","Jim Loscutoff","SF","31","BOS","14","0","15.1","2.2","6.1","0.36","0","0","0","2.2","6.1","0.36","0.36","0.3","0.7","0.4","0","0","4.2","0.4","0","0","0","4.2","4.7","8",1962
"38","Ted Luckenbill","PF","22","PHW","4","0","4.3","0","1.3","0","0","0","0","0","1.3","0","0","0.5","1.3","0.4","0","0","0.8","0.3","0","0","0","0.8","0.5","6",1962
"39","Bob McNeill","PG","23","LAL","5","0","6","0.8","1.4","0.571","0","0","0","0.8","1.4","0.571","0.571","0.2","0.4","0.5","0","0","1.2","1","0","0","0","1.2","1.8","7",1962
"40","Tom Meschery","PF","23","PHW","12","0","42.3","7.4","18.7","0.397","0","0","0","7.4","18.7","0.397","0.397","5.3","6.1","0.863","0","0","11.5","2.7","0","0","0","4","20.1","6",1962
"41","Jackie Moreland","PF","23","DET","7","0","13.7","2.4","4.7","0.515","0","0","0","2.4","4.7","0.515","0.515","0.6","1","0.571","0","0","3.4","1","0","0","0","3.1","5.4","5",1962
"43","Paul Neumann","PG","24","SYR","5","0","24.8","2.4","5.8","0.414","0","0","0","2.4","5.8","0.414","0.414","0.8","1.2","0.667","0","0","3.4","2.8","0","0","0","2.6","5.6","2",1962
"44","Bevo Nordmann","C","22","CIN","2","0","2.5","0","0.5","0","0","0","0","0","0.5","0","0","0","0","0","0","0","1","0","0","0","0","0.5","0","1",1962
"45","Don Ohl","SG","25","DET","8","0","39.6","8.9","21.4","0.415","0","0","0","8.9","21.4","0.415","0.415","2.8","3.4","0.815","0","0","3.4","3.1","0","0","0","2.8","20.5","5",1962
"46","Gary Phillips","PG","22","BOS","6","0","5.3","0.2","2.7","0.063","0","0","0","0.2","2.7","0.063","0.063","1.3","1.8","0.727","0","0","0.5","0.2","0","0","0","1","1.7","8",1962
"47","Frank Radovich","F","23","PHW","2","0","6","0.5","3","0.167","0","0","0","0.5","3","0.167","0.167","1","2","0.5","0","0","1.5","0","0","0","0","1","2","6",1962
"48","Frank Ramsey*","SG","30","BOS","13","0","16.2","3","8","0.375","0","0","0","3","8","0.375","0.375","3.2","3.5","0.911","0","0","2.9","0.8","0","0","0","2.9","9.2","8",1962
"49","Hub Reed","C","25","CIN","4","0","17.3","2.3","5.3","0.429","0","0","0","2.3","5.3","0.429","0.429","0.8","1","0.75","0","0","5","1.3","0","0","0","2.3","5.3","1",1962
"50","Joe Roberts","PF","25","SYR","4","0","16","2","5.5","0.364","0","0","0","2","5.5","0.364","0.364","2.5","3.5","0.714","0","0","7","0","0","0","0","2.3","6.5","2",1962
"51","Oscar Robertson*","PG","23","CIN","4","0","46.3","10.5","20.3","0.519","0","0","0","10.5","20.3","0.519","0.519","7.8","9.8","0.795","0","0","11","11","0","0","0","4.5","28.8","1",1962
"52","Guy Rodgers*","PG","26","PHW","12","0","40.2","4.3","12.1","0.359","0","0","0","4.3","12.1","0.359","0.359","2.9","4.6","0.636","0","0","5.9","7.3","0","0","0","4.8","11.6","6",1962
"53","Joe Ruklick","PF","23","PHW","2","0","4","0.5","2","0.25","0","0","0","0.5","2","0.25","0.25","0.5","1","0.5","0","0","2","0","0","0","0","1","1.5","6",1962
"54","Bill Russell*","C","27","BOS","14","0","48","8.3","18.1","0.458","0","0","0","8.3","18.1","0.458","0.458","5.9","8.1","0.726","0","0","26.4","5","0","0","0","3.5","22.4","8",1962
"55","Tom Sanders*","SF","23","BOS","14","0","31.4","4","9.3","0.431","0","0","0","4","9.3","0.431","0.431","2.1","2.6","0.806","0","0","8.2","1","0","0","0","4.6","10.1","8",1962
"56","Dolph Schayes*","PF","33","SYR","5","0","19","4.8","13.2","0.364","0","0","0","4.8","13.2","0.364","0.364","1.8","2.6","0.692","0","0","7","1","0","0","0","4.2","11.4","2",1962
"57","Ray Scott","PF","23","DET","10","0","40","6.9","17","0.406","0","0","0","6.9","17","0.406","0.406","3.5","6.7","0.522","0","0","14.5","4.3","0","0","0","3.9","17.3","5",1962
"58","Frank Selvy","SG","29","LAL","13","0","36.8","5.1","11.7","0.434","0","0","0","5.1","11.7","0.434","0.434","2.5","3","0.846","0","0","5.6","5","0","0","0","2.6","12.7","7",1962
"59","Lee Shaffer","SF","22","SYR","5","0","34.8","7","19.8","0.354","0","0","0","7","19.8","0.354","0.354","4.8","6.2","0.774","0","0","11","1.4","0","0","0","3.4","18.8","2",1962
"60","Gene Shue","PG","30","DET","10","0","36.9","6.2","15.1","0.411","0","0","0","6.2","15.1","0.411","0.411","3.7","4.8","0.771","0","0","3","4.9","0","0","0","2.9","16.1","5",1962
