"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Malik Allen","PF","25","MIA","10","0","13.8","2.2","4.9","0.449","0","0","0","2.2","4.9","0.449","0.449","0.6","0.9","0.667","1.2","1.8","3","0.4","0.2","0.9","0.4","2.1","5","6",2004
"2","Rafer Alston","PG","27","MIA","13","0","22.7","2.2","7","0.319","0.9","4","0.231","1.3","3","0.436","0.385","1.6","1.9","0.84","0.3","1.9","2.2","1.7","0.4","0.1","0.8","1.7","7","6",2004
"3","Chris Andersen","PF","25","DEN","5","0","6.8","0.6","1.8","0.333","0","0","0","0.6","1.8","0.333","0.333","0","0","0","1.2","1.6","2.8","0.4","0.2","0.4","0.4","0.6","1.2","1",2004
"4","Kenny Anderson","PG","33","IND","4","0","4.8","0.5","1.8","0.286","0","0","0","0.5","1.8","0.286","0.286","0","0","0","0","0.3","0.3","0.3","0.3","0","1.3","0.8","1","10",2004
"5","Shandon Anderson","SG","30","NYK","4","4","29.3","1.8","6.8","0.259","0.5","1.8","0.286","1.3","5","0.25","0.296","0.3","0.5","0.5","1.3","1","2.3","2.8","1","0.3","2","4.8","4.3","0",2004
"6","Carmelo Anthony","SF","19","DEN","4","4","35.8","5.3","16","0.328","0.5","2.8","0.182","4.8","13.3","0.358","0.344","4","5","0.8","1.8","6.5","8.3","2.8","1.3","0","4.3","2.8","15","1",2004
"7","Brandon Armstrong","SG","23","NJN","8","0","4","0.4","1.5","0.25","0","0.1","0","0.4","1.4","0.273","0.25","0","0","0","0.1","0.1","0.3","0.4","0.1","0","0","0.5","0.8","7",2004
"8","Darrell Armstrong","PG","35","NOH","7","0","21.4","1.1","4.9","0.235","0.7","3.6","0.2","0.4","1.3","0.333","0.309","0.4","0.4","1","0.9","1.3","2.1","2.3","0.9","0","1.9","1.4","3.4","3",2004
"9","Chucky Atkins","PG","29","BOS","4","4","33.3","4.3","9.8","0.436","0.8","2.5","0.3","3.5","7.3","0.483","0.474","4.3","4.8","0.895","0.8","2.8","3.5","3.8","0.8","0","2.5","0.5","13.5","0",2004
"10","Stacey Augmon","SF","35","NOH","7","0","24","2.6","6.9","0.375","0","0.1","0","2.6","6.7","0.383","0.375","2.3","2.6","0.889","0.6","2.1","2.7","1","0.9","0.1","1.9","1.9","7.4","3",2004
"11","Vin Baker","PF","32","NYK","4","0","14.3","2","3.5","0.571","0","0","0","2","3.5","0.571","0.571","1.5","2.3","0.667","1.5","1.5","3","0.3","0.8","0.5","0.5","2","5.5","0",2004
"12","Marcus Banks","PG","22","BOS","4","0","15","1.8","4","0.438","0.5","1.3","0.4","1.3","2.8","0.455","0.5","1","1","1","0.3","1.5","1.8","1.8","0.5","0.3","0.8","2.3","5","0",2004
"13","Dana Barros","SG","36","BOS","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2004
"14","Jon Barry","SG","34","DEN","5","1","20","1.6","4.8","0.333","0.6","1.8","0.333","1","3","0.333","0.396","0.4","0.6","0.667","0.8","2.8","3.6","2","0.6","0","0.8","0.8","4.2","1",2004
"15","Shane Battier","SF","25","MEM","4","0","17.3","1.5","3.8","0.4","0.8","1.8","0.429","0.8","2","0.375","0.5","1","1.5","0.667","1.5","1.5","3","0.3","0","0.3","1","4.3","4.8","0",2004
"16","Jonathan Bender","SF","23","IND","16","0","12.5","1.8","4.3","0.406","0.6","1.6","0.36","1.2","2.8","0.432","0.471","0.8","1","0.75","0.6","1.1","1.8","0.4","0.1","0.9","0.8","1.2","4.8","10",2004
"17","Mike Bibby","PG","25","SAC","12","12","41.4","7","16.3","0.429","2","4.6","0.436","5","11.8","0.426","0.49","4","4.6","0.873","0.8","3.4","4.2","7","1.9","0.4","2.9","3.3","20","7",2004
"18","Chauncey Billups","PG","27","DET","23","23","38.3","4.8","12.4","0.385","1.6","4.7","0.346","3.2","7.8","0.408","0.449","5.3","5.9","0.89","0.6","2.4","3","5.9","1.3","0.1","2.6","2.5","16.4","16",2004
"19","Mark Blount","C","28","BOS","4","4","36.3","4.3","8.8","0.486","0","0","0","4.3","8.8","0.486","0.486","3.5","4.8","0.737","2.5","6.8","9.3","1","1.5","2","2.3","4.3","12","0",2004
"20","Bruce Bowen","SF","32","SAS","10","10","29.8","2.3","6.3","0.365","1.1","2.9","0.379","1.2","3.4","0.353","0.452","0.3","1.3","0.231","0.6","2.3","2.9","1","0.4","0.3","0.4","2.4","6","6",2004
"22","Ryan Bowen","PF","28","DEN","4","0","1.5","0.3","0.3","1","0","0","0","0.3","0.3","1","1","0","0","0","0","0","0","0","0","0","0","0","0.5","1",2004
"23","Earl Boykins","SG","27","DEN","5","0","24.2","5.6","12.6","0.444","1","2.8","0.357","4.6","9.8","0.469","0.484","1.2","1.4","0.857","1.2","1.2","2.4","3.8","1","0.2","1.2","1.2","13.4","1",2004
"24","Shawn Bradley","C","31","DAL","2","0","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0","1",2004
"25","Devin Brown","SG","25","SAS","9","0","14.4","2","4.1","0.486","0.7","1.1","0.6","1.3","3","0.444","0.568","1.1","1.9","0.588","0.4","1.6","2","1","0.3","0.1","0.8","2","5.8","6",2004
"26","P.J. Brown","PF","34","NOH","7","7","36.6","3.7","10.1","0.366","0","0","0","3.7","10.1","0.366","0.366","1.4","1.6","0.909","4.1","5.6","9.7","2.1","0.4","1.6","1.9","2.3","8.9","3",2004
"27","Kobe Bryant","SG","25","LAL","22","22","44.2","8.6","20.9","0.413","1.1","4.4","0.247","7.5","16.5","0.457","0.439","6.1","7.5","0.813","0.8","3.9","4.7","5.5","1.9","0.3","2.8","2.7","24.5","13",2004
"28","Rodney Buford","SF","26","SAC","5","0","6.4","1","2.4","0.417","0.2","0.6","0.333","0.8","1.8","0.444","0.458","0.2","0.4","0.5","0","1","1","0.6","0.4","0","0","0.4","2.4","7",2004
"29","Caron Butler","SF","23","MIA","13","13","39.3","4.5","11.8","0.386","0.2","0.8","0.182","4.4","10.9","0.401","0.392","3.6","4.4","0.825","1.4","7.1","8.5","2.4","2.2","0.5","1.8","3.5","12.8","6",2004
"30","Rasual Butler","SF","24","MIA","10","0","5.8","0.9","2.2","0.409","0.3","0.9","0.333","0.6","1.3","0.462","0.477","0","0","0","0","1.1","1.1","0.2","0.1","0","0.1","1.2","2.1","6",2004
"31","Marcus Camby","C","29","DEN","5","5","38.8","5.4","11","0.491","0.2","0.4","0.5","5.2","10.6","0.491","0.5","1.6","2.8","0.571","2.8","8.6","11.4","2.4","0.8","1.4","1.2","4.2","12.6","1",2004
"32","Elden Campbell","C","35","DET","14","0","8.9","0.7","2.5","0.286","0","0","0","0.7","2.5","0.286","0.286","0.7","1.3","0.556","0.7","1.1","1.8","0.7","0.4","0.6","0.6","2","2.1","16",2004
"33","Maurice Carter","SG","27","NOH","1","0","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",2004
"34","Sam Cassell","PG","34","MIN","16","15","31.1","5.9","12.6","0.465","1.6","3.8","0.417","4.3","8.9","0.486","0.527","3.3","3.8","0.852","0.2","2.3","2.5","4.4","0.8","0.2","2.7","3.3","16.6","10",2004
"35","Kelvin Cato","PF","29","HOU","5","5","29.6","2.6","4.4","0.591","0","0","0","2.6","4.4","0.591","0.591","0.6","1.4","0.429","2.8","4","6.8","0.4","1","0.8","1","3.6","5.8","1",2004
"36","Doug Christie","SG","33","SAC","12","12","38.4","4.7","11.8","0.397","1.1","2.8","0.394","3.6","9","0.398","0.443","3.4","4","0.854","1.4","4.8","6.2","3.9","1.8","0.4","1.8","2.9","13.8","7",2004
"37","Jason Collins","C","25","NJN","11","11","24.2","1.3","3.5","0.368","0","0","0","1.3","3.5","0.368","0.368","1.1","1.5","0.75","1.6","2.4","4","1.5","0.3","0.9","1.4","4.5","3.6","7",2004
"38","Brian Cook","C","23","LAL","13","0","3.5","0.4","1.2","0.333","0","0","0","0.4","1.2","0.333","0.333","0.2","0.2","1","0.2","0.7","0.9","0.1","0.1","0","0.2","0.5","0.9","13",2004
"39","Austin Croshere","PF","28","IND","13","2","16.5","1.5","4.2","0.345","0.6","1.8","0.333","0.8","2.4","0.355","0.418","1.3","1.6","0.81","1","2.1","3.1","0.9","0.3","0.2","0.5","1.3","4.8","10",2004
"40","Marquis Daniels","SG","23","DAL","5","5","36.8","6.4","15","0.427","0.2","1.4","0.143","6.2","13.6","0.456","0.433","2.8","4.4","0.636","2","4.2","6.2","3","2","0.6","3","2.8","15.8","1",2004
"41","Baron Davis","PG","24","NOH","7","7","37.1","6.1","16.3","0.377","2.3","7","0.327","3.9","9.3","0.415","0.447","3.6","4.7","0.758","0.9","3.3","4.1","7","1.6","0.7","2.7","3","18.1","3",2004
"43","Ricky Davis","SF","24","BOS","4","0","30.8","4","10","0.4","1","2.5","0.4","3","7.5","0.4","0.45","2.8","4","0.688","0.8","2.3","3","3.5","0.5","0","3","1.8","11.8","0",2004
"44","Tony Delk","SG","30","DAL","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","0","0","0","0","1",2004
"45","Vlade Divac*","C","35","SAC","12","12","19.6","2.6","5.9","0.437","0","0","0","2.6","5.9","0.437","0.437","1.4","1.9","0.739","1.8","3.1","4.9","1.8","0.3","0.4","1.2","2.6","6.6","7",2004
"46","Michael Doleac","C","26","DEN","5","0","9.8","1","2","0.5","0","0","0","1","2","0.5","0.5","0","0","0","0.4","1","1.4","0.6","0","0","0.2","1.6","2","1",2004
"47","Tim Duncan","PF","27","SAS","10","10","40.5","8.3","15.9","0.522","0","0.1","0","8.3","15.8","0.525","0.522","5.5","8.7","0.632","3.3","8","11.3","3.2","0.8","2","4.2","3.4","22.1","6",2004
