"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Rick Adelman","PG","22","SDR","6","0","31.2","4","8.8","0.453","0","0","0","4","8.8","0.453","0.453","3.7","6.2","0.595","0","0","2.5","4.8","0","0","0","3","11.7","2",1969
"2","Bob Allen","PF","22","SFW","3","0","6.3","0","1.3","0","0","0","0","0","1.3","0","0","1.3","2.3","0.571","0","0","2","0","0","0","0","0.7","1.3","2",1969
"3","Cliff Anderson","SG","24","LAL","3","0","3.3","0.7","1.7","0.4","0","0","0","0.7","1.7","0.4","0.4","0","0","0","0","0","0.3","0","0","0","0","0.3","1.3","11",1969
"4","Al Attles*","PG","32","SFW","6","0","18.2","1.2","3.5","0.333","0","0","0","1.2","3.5","0.333","0.333","0.2","0.7","0.25","0","0","3","3.5","0","0","0","2.8","2.5","2",1969
"5","Dick Barnett","SG","32","NYK","10","0","40.2","6.5","16.3","0.399","0","0","0","6.5","16.3","0.399","0.399","3.7","5.4","0.685","0","0","3.5","2.7","0","0","0","3.2","16.7","6",1969
"6","Jim Barnett","SG","24","SDR","6","0","8.5","1.5","3.8","0.391","0","0","0","1.5","3.8","0.391","0.391","1.2","1.3","0.875","0","0","0.5","1.2","0","0","0","0.8","4.2","2",1969
"7","John Barnhill","PG","30","BAL","1","0","10","1","2","0.5","0","0","0","1","2","0.5","0.5","0","0","0","0","0","2","1","0","0","0","3","2","0",1969
"8","Elgin Baylor*","SF","34","LAL","18","0","35.6","5.9","15.4","0.385","0","0","0","5.9","15.4","0.385","0.385","3.5","5.6","0.63","0","0","9.2","4.1","0","0","0","3.1","15.4","11",1969
"9","Zelmo Beaty*","C","29","ATL","11","0","43","9.3","21.5","0.432","0","0","0","9.3","21.5","0.432","0.432","3.9","5.8","0.672","0","0","12.9","2.3","0","0","0","4.3","22.5","5",1969
"10","John Block","PF","24","SDR","5","0","19.4","4.8","9","0.533","0","0","0","4.8","9","0.533","0.533","2.8","3.6","0.778","0","0","2.8","0.6","0","0","0","3.6","12.4","2",1969
"11","Nate Bowman","C","25","NYK","10","0","6.2","0.4","1.5","0.267","0","0","0","0.4","1.5","0.267","0.267","0.3","0.3","1","0","0","3.2","0.3","0","0","0","1.6","1.1","6",1969
"12","Bill Bradley*","SF","25","NYK","10","0","41.9","6.5","14.1","0.461","0","0","0","6.5","14.1","0.461","0.461","3","3.9","0.769","0","0","7.3","4","0","0","0","3.8","16","6",1969
"13","Bill Bridges","PF","29","ATL","11","0","40.2","6.3","14.2","0.442","0","0","0","6.3","14.2","0.442","0.442","3.1","4.4","0.708","0","0","16.2","3.4","0","0","0","4.4","15.6","5",1969
"14","Em Bryant","PG","30","BOS","18","0","33.7","4.4","10.7","0.409","0","0","0","4.4","10.7","0.409","0.409","2.2","2.9","0.755","0","0","4.9","3","0","0","0","4.2","11","12",1969
"15","Joe Caldwell","SG","27","ATL","11","0","36.7","5.9","12.2","0.485","0","0","0","5.9","12.2","0.485","0.485","2.9","6.3","0.464","0","0","5","3.4","0","0","0","3.6","14.7","5",1969
"16","Jay Carty","PF","27","LAL","3","0","3.3","0","0.7","0","0","0","0","0","0.7","0","0","0.3","1","0.333","0","0","0.7","0.3","0","0","0","1","0.3","11",1969
"17","Wilt Chamberlain*","C","32","LAL","18","0","46.2","5.3","9.8","0.545","0","0","0","5.3","9.8","0.545","0.545","3.2","8.2","0.392","0","0","24.7","2.6","0","0","0","3.1","13.9","11",1969
"18","Don Chaney","SG","22","BOS","7","0","3.6","0.1","0.9","0.167","0","0","0","0.1","0.9","0.167","0.167","0.4","0.6","0.75","0","0","0.6","0","0","0","0","1","0.7","12",1969
"19","Archie Clark","SG","27","PHI","5","0","37","8","15.4","0.519","0","0","0","8","15.4","0.519","0.519","3.4","3.8","0.895","0","0","3.8","4.4","0","0","0","3.4","19.4","1",1969
"20","Mel Counts","PF","27","LAL","18","0","24.6","4.1","10.7","0.385","0","0","0","4.1","10.7","0.385","0.385","3","3.9","0.761","0","0","7.9","1.4","0","0","0","3.7","11.2","11",1969
"22","Freddie Crawford","SG","27","LAL","5","0","4","0.4","0.8","0.5","0","0","0","0.4","0.8","0.5","0.5","0","0.2","0","0","0","0.6","0.6","0","0","0","0.8","0.8","11",1969
"23","Billy Cunningham*","PF","25","PHI","5","0","43.4","9.8","23.4","0.419","0","0","0","9.8","23.4","0.419","0.419","4.8","7.6","0.632","0","0","12.6","2.4","0","0","0","4.8","24.4","1",1969
"24","Jim Davis","C","27","ATL","8","0","6.5","0.5","1.9","0.267","0","0","0","0.5","1.9","0.267","0.267","0.6","1","0.625","0","0","2.1","0.1","0","0","0","0.9","1.6","5",1969
"25","Dave DeBusschere*","PF","28","NYK","10","0","41.9","6.1","17.4","0.351","0","0","0","6.1","17.4","0.351","0.351","4.1","5","0.82","0","0","14.8","3.3","0","0","0","4.3","16.3","6",1969
"26","Johnny Egan","PG","30","LAL","18","0","31.7","5.2","12.1","0.433","0","0","0","5.2","12.1","0.433","0.433","3.5","4.4","0.788","0","0","2.4","3.9","0","0","0","3.1","13.9","11",1969
"27","Joe Ellis","SF","24","SFW","6","0","26.8","3.8","13.2","0.291","0","0","0","3.8","13.2","0.291","0.291","2.7","4.2","0.64","0","0","8.5","0.5","0","0","0","3.7","10.3","2",1969
"28","Leroy Ellis","C","28","BAL","4","0","16.8","2","4","0.5","0","0","0","2","4","0.5","0.5","0.8","1.3","0.6","0","0","4.5","0.5","0","0","0","2","4.8","0",1969
"29","Keith Erickson","SG","24","LAL","18","0","24.8","3.1","7.9","0.394","0","0","0","3.1","7.9","0.394","0.394","0.8","1.4","0.6","0","0","4.8","2.2","0","0","0","3.6","7.1","11",1969
"30","Hank Finkel","C","26","SDR","2","0","6","0","1.5","0","0","0","0","0","1.5","0","0","0","0","0","0","0","3.5","0","0","0","0","1.5","0","2",1969
"31","Walt Frazier*","PG","23","NYK","10","0","41.5","8.9","17.7","0.503","0","0","0","8.9","17.7","0.503","0.503","3.4","5.7","0.596","0","0","7.4","9.1","0","0","0","3","21.2","6",1969
"32","Mal Graham","PG","23","BOS","2","0","1.5","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0.5","0","0","0","0","0","12",1969
"33","Johnny Green","PF","35","PHI","5","0","8.8","1.8","3.2","0.563","0","0","0","1.8","3.2","0.563","0.563","1","1.8","0.556","0","0","2.8","0.2","0","0","0","2.4","4.6","1",1969
"34","Hal Greer*","SG","32","PHI","5","0","40.8","5.2","16.2","0.321","0","0","0","5.2","16.2","0.321","0.321","5.6","7.2","0.778","0","0","6","4.6","0","0","0","4.6","16","1",1969
"35","Richie Guerin*","SG","36","ATL","3","0","10.7","0.3","1.3","0.25","0","0","0","0.3","1.3","0.25","0.25","0.3","0.7","0.5","0","0","1.7","2.3","0","0","0","2.7","1","5",1969
"36","Matt Guokas","SF","24","PHI","5","0","20","2.2","5.4","0.407","0","0","0","2.2","5.4","0.407","0.407","0.8","1","0.8","0","0","2.4","1.6","0","0","0","2.4","5.2","1",1969
"37","Shaler Halimon","SF","23","PHI","1","0","2","1","2","0.5","0","0","0","1","2","0.5","0.5","0","0","0","0","0","0","0","0","0","0","0","2","1",1969
"38","Skip Harlicka","PG","22","ATL","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","5",1969
"39","John Havlicek*","SG","28","BOS","18","0","47.2","9.4","21.2","0.445","0","0","0","9.4","21.2","0.445","0.445","6.6","7.7","0.855","0","0","9.9","5.6","0","0","0","3.2","25.4","12",1969
"40","Tom Hawkins","SF","32","LAL","14","0","12.9","1.7","3.6","0.48","0","0","0","1.7","3.6","0.48","0.48","0.5","1.3","0.389","0","0","2.9","0.5","0","0","0","2.3","3.9","11",1969
"41","Elvin Hayes*","C","23","SDR","6","0","46.3","10","19","0.526","0","0","0","10","19","0.526","0.526","5.8","8.8","0.66","0","0","13.8","0.8","0","0","0","3.5","25.8","2",1969
"43","Walt Hazzard","PG","26","ATL","11","0","32.7","4.8","12.3","0.393","0","0","0","4.8","12.3","0.393","0.393","4.4","5.5","0.787","0","0","3","3.9","0","0","0","3.5","14","5",1969
"44","Bill Hewitt","PF","24","LAL","15","0","27.5","4.1","10.1","0.404","0","0","0","4.1","10.1","0.404","0.404","1.2","1.9","0.621","0","0","5.2","1.1","0","0","0","2.7","9.3","11",1969
