"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"26","John Havlicek*","SG","24","BOS","12","0","33.8","7.3","20.8","0.352","0","0","0","7.3","20.8","0.352","0.352","3.8","4.6","0.836","0","0","7.3","2.4","0","0","0","3.7","18.5","8",1965
"27","Tom Hawkins","SF","28","CIN","4","0","23.8","4.3","8.3","0.515","0","0","0","4.3","8.3","0.515","0.515","1","1.3","0.8","0","0","7","0.3","0","0","0","3.3","9.5","1",1965
"28","Walt Hazzard","SG","22","LAL","7","0","16.9","2.7","8.1","0.333","0","0","0","2.7","8.1","0.333","0.333","2.1","2.9","0.75","0","0","2.6","4.3","0","0","0","2.6","7.6","5",1965
"29","Tom Heinsohn*","SF","30","BOS","12","0","23","5.5","15.1","0.365","0","0","0","5.5","15.1","0.365","0.365","1.7","2.7","0.625","0","0","7","1.9","0","0","0","3.8","12.7","8",1965
"30","Wayne Hightower","PF","25","BAL","10","0","19.6","2.7","6.4","0.422","0","0","0","2.7","6.4","0.422","0.422","1.4","2.2","0.636","0","0","5.7","0.8","0","0","0","2.5","6.8","5",1965
"31","Bailey Howell*","PF","28","BAL","9","0","38.9","7.4","14.4","0.515","0","0","0","7.4","14.4","0.515","0.515","5.9","7.8","0.757","0","0","11.7","2.1","0","0","0","4.2","20.8","5",1965
"32","Darrall Imhoff","C","26","LAL","11","0","13.7","1.2","2.2","0.542","0","0","0","1.2","2.2","0.542","0.542","0.6","1.1","0.583","0","0","3.9","1.2","0","0","0","2.4","3","5",1965
"33","Luke Jackson","PF","23","PHI","11","0","29.2","4","11.8","0.338","0","0","0","4","11.8","0.338","0.338","2.3","2.9","0.781","0","0","7.2","2.2","0","0","0","2.8","10.3","6",1965
"34","Gus Johnson*","SF","26","BAL","10","0","37.7","6.2","17.3","0.358","0","0","0","6.2","17.3","0.358","0.358","3.4","4.6","0.739","0","0","11.1","3.4","0","0","0","3.8","15.8","5",1965
"35","K.C. Jones*","PG","32","BOS","12","0","33","3.6","8.7","0.413","0","0","0","3.6","8.7","0.413","0.413","2.9","3.8","0.778","0","0","3.3","6.2","0","0","0","4.1","10.1","8",1965
"36","Larry Jones","SG","22","PHI","5","0","5","1","2.4","0.417","0","0","0","1","2.4","0.417","0.417","1.4","2.2","0.636","0","0","0.8","0.4","0","0","0","1","3.4","6",1965
"37","Sam Jones*","SG","31","BOS","12","0","41.3","11.3","24.5","0.459","0","0","0","11.3","24.5","0.459","0.459","6.1","7","0.869","0","0","4.6","2.5","0","0","0","3.3","28.6","8",1965
"38","Wali Jones","SG","22","BAL","10","0","16.2","2.9","6.3","0.46","0","0","0","2.9","6.3","0.46","0.46","1.5","2","0.75","0","0","2","1.8","0","0","0","2.8","7.3","5",1965
"39","Red Kerr","C","32","PHI","11","0","16.5","2.2","6.1","0.358","0","0","0","2.2","6.1","0.358","0.358","1.4","1.9","0.714","0","0","3.5","2.5","0","0","0","1.8","5.7","6",1965
"40","Jim King","PG","23","LAL","11","0","16.7","2.5","5.7","0.444","0","0","0","2.5","5.7","0.444","0.444","1.4","1.5","0.882","0","0","3.3","2.2","0","0","0","2.6","6.5","5",1965
"41","Rudy LaRusso","PF","27","LAL","11","0","35.9","5.1","12.5","0.409","0","0","0","5.1","12.5","0.409","0.409","4.8","6.7","0.716","0","0","8.1","2.6","0","0","0","4.7","15","5",1965
"43","Kevin Loughery","PG","24","BAL","10","0","29.7","5.3","13.7","0.387","0","0","0","5.3","13.7","0.387","0.387","3.4","3.8","0.895","0","0","3.4","3","0","0","0","3.6","14","5",1965
"44","Jerry Lucas*","PF","24","CIN","4","0","48.8","9.5","18.8","0.507","0","0","0","9.5","18.8","0.507","0.507","4.3","5.5","0.773","0","0","21","2.3","0","0","0","3","23.3","1",1965
"45","Bill McGill","C","25","LAL","5","0","6.8","1","1.8","0.556","0","0","0","1","1.8","0.556","0.556","0.2","0.2","1","0","0","1.8","0.4","0","0","0","1.8","2.2","5",1965
"46","Jeff Mullins","SG","22","STL","2","0","5.5","2","4","0.5","0","0","0","2","4","0.5","0.5","0","0","0","0","0","3","0.5","0","0","0","0","4","1",1965
"47","Willie Naulls","SF","30","BOS","12","0","15","3.3","7.9","0.411","0","0","0","3.3","7.9","0.411","0.411","0.8","1.3","0.667","0","0","4.3","0.8","0","0","0","2.3","7.3","8",1965
"48","Don Nelson*","SF","24","LAL","11","0","19.3","2.2","4.8","0.453","0","0","0","2.2","4.8","0.453","0.453","1.7","2.3","0.76","0","0","5.4","1.7","0","0","0","2.8","6.1","5",1965
"49","Don Ohl","SG","28","BAL","10","0","43.2","10","20.8","0.481","0","0","0","10","20.8","0.481","0.481","6.1","7.8","0.782","0","0","6.4","2.7","0","0","0","4.6","26.1","5",1965
"50","Bud Olsen","PF","24","CIN","4","0","9.8","1.8","4.3","0.412","0","0","0","1.8","4.3","0.412","0.412","0.8","1.3","0.6","0","0","2.3","0.3","0","0","0","2","4.3","1",1965
"51","Bob Pettit*","PF","32","STL","4","0","23.8","3.8","10.3","0.366","0","0","0","3.8","10.3","0.366","0.366","4","5","0.8","0","0","6","2","0","0","0","2.5","11.5","1",1965
"52","Oscar Robertson*","PG","26","CIN","4","0","48.8","9.5","22.3","0.427","0","0","0","9.5","22.3","0.427","0.427","9","9.8","0.923","0","0","4.8","12","0","0","0","3.5","28","1",1965
"53","Bill Russell*","C","30","BOS","12","0","46.8","6.6","12.5","0.527","0","0","0","6.6","12.5","0.527","0.527","3.3","6.3","0.526","0","0","25.2","6.3","0","0","0","3.6","16.5","8",1965
"54","Tom Sanders*","PF","26","BOS","12","0","30.4","5.3","12.7","0.421","0","0","0","5.3","12.7","0.421","0.421","2.6","3.6","0.721","0","0","8.5","1.6","0","0","0","4.8","13.3","8",1965
"55","Larry Siegfried","SG","25","BOS","12","0","13.6","2.5","6.6","0.38","0","0","0","2.5","6.6","0.38","0.38","2","2.3","0.857","0","0","2.1","1.8","0","0","0","2.1","7","8",1965
"56","Paul Silas","PF","21","STL","4","0","10.5","1","2.5","0.4","0","0","0","1","2.5","0.4","0.4","0.8","1","0.75","0","0","4.5","0.3","0","0","0","1.5","2.8","1",1965
"57","Adrian Smith","SG","28","CIN","4","0","37.5","4.5","12","0.375","0","0","0","4.5","12","0.375","0.375","5.3","5.5","0.955","0","0","2.8","5.3","0","0","0","2.8","14.3","1",1965
"58","Tom Thacker","PG","25","CIN","4","0","11.8","1.3","3.3","0.385","0","0","0","1.3","3.3","0.385","0.385","0.8","1","0.75","0","0","3","0.8","0","0","0","2","3.3","1",1965
"59","John Thompson*","PF","23","BOS","3","0","7","0.7","2.3","0.286","0","0","0","0.7","2.3","0.286","0.286","2.3","2.3","1","0","0","4","0.3","0","0","0","0.7","3.7","8",1965
"60","Jack Twyman*","SF","30","CIN","4","0","24.3","4.8","12","0.396","0","0","0","4.8","12","0.396","0.396","2.8","2.8","1","0","0","4.3","0.8","0","0","0","4","12.3","1",1965
"61","Chico Vaughn","SG","24","STL","4","0","18.8","2.3","7.3","0.31","0","0","0","2.3","7.3","0.31","0.31","1.8","2","0.875","0","0","1.5","2.5","0","0","0","3.5","6.3","1",1965
"62","Chet Walker*","SF","24","PHI","11","0","42.6","7.5","15.7","0.48","0","0","0","7.5","15.7","0.48","0.48","5.2","6.8","0.76","0","0","7.2","1.6","0","0","0","3.5","20.3","6",1965
"64","Ben Warley","SF","28","PHI","2","0","3","0","0.5","0","0","0","0","0","0.5","0","0","0","0","0","0","0","0.5","0.5","0","0","0","0.5","0","6",1965
"65","Jerry West*","PG","26","LAL","11","0","42.7","14.1","31.9","0.442","0","0","0","14.1","31.9","0.442","0.442","12.5","14","0.89","0","0","5.7","5.3","0","0","0","3.4","40.6","5",1965
"66","Gene Wiley","C","27","LAL","11","0","34.5","3","5.4","0.559","0","0","0","3","5.4","0.559","0.559","1","1.7","0.579","0","0","14.4","2.1","0","0","0","3.7","7","5",1965
"67","Lenny Wilkens*","PG","27","STL","4","0","36.8","5","14.3","0.351","0","0","0","5","14.3","0.351","0.351","6","7.3","0.828","0","0","3","3.8","0","0","0","3.5","16","1",1965
"68","George Wilson","C","22","CIN","2","0","1.5","0.5","0.5","1","0","0","0","0.5","0.5","1","1","0","0","0","0","0","1","0.5","0","0","0","0.5","1","1",1965
