"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Kareem Abdul-Jabbar*","C","35","LAL","15","0","39.2","10.9","19.1","0.568","0","0.1","0","10.9","19.1","0.57","0.568","5.3","7.1","0.755","1.7","6","7.7","2.8","1.1","3.7","3.3","4.1","27.1","8",1983
"2","Alvan Adams","C","28","PHO","3","0","28","5","10.7","0.469","0","0","0","5","10.7","0.469","0.469","1.7","2.3","0.714","1","5","6","4.7","0.7","1.7","1.7","5","11.7","1",1983
"3","Danny Ainge","SG","23","BOS","7","0","28.7","4","10.3","0.389","0.3","0.7","0.4","3.7","9.6","0.388","0.403","1.1","1.6","0.727","0.3","1.7","2","3.6","0.7","0.1","0.9","3.4","9.4","2",1983
"4","Tiny Archibald*","PG","34","BOS","7","0","23","3.1","9.7","0.324","0.1","0.9","0.167","3","8.9","0.339","0.331","3.1","4.1","0.759","0.4","1","1.4","6.3","0.3","0","1.6","1.7","9.6","2",1983
"5","Gene Banks","PF","23","SAS","11","0","36.2","6.9","13.6","0.507","0","0","0","6.9","13.6","0.507","0.507","2.1","3.2","0.657","2.5","4.5","6.9","4.5","1","0.1","1.9","2.3","15.9","6",1983
"6","Larry Bird*","PF","26","BOS","6","0","40","8.2","19.3","0.422","0.2","0.7","0.25","8","18.7","0.429","0.427","4","4.8","0.828","3.3","9.2","12.5","6.8","2.2","0.5","3.2","2.5","20.5","2",1983
"7","Otis Birdsong","SG","27","NJN","2","0","18.5","3","8","0.375","0","0.5","0","3","7.5","0.4","0.375","0.5","1","0.5","0.5","0.5","1","4.5","1.5","0","0.5","1.5","6.5","0",1983
"8","Charles Bradley","SG","23","BOS","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",1983
"9","Junior Bridgeman","SF","29","MIL","9","0","34.2","6.8","14.4","0.469","0.2","0.6","0.4","6.6","13.9","0.472","0.477","3.1","3.3","0.933","2.3","2.7","5","3.1","1.1","0.2","2.1","2.9","16.9","5",1983
"10","Fred Brown","PG","34","SEA","2","0","15","1","4.5","0.222","0","0","0","1","4.5","0.222","0.222","1","1","1","0","1.5","1.5","2.5","0.5","0","0","1.5","3","0",1983
"11","Rickey Brown","C","24","ATL","2","0","7.5","0.5","1.5","0.333","0","0","0","0.5","1.5","0.333","0.333","0.5","1","0.5","0","1.5","1.5","0","0","0","0","1.5","1.5","1",1983
"12","Quinn Buckner","SG","28","BOS","7","0","14","2.3","5.3","0.432","0","0.3","0","2.3","5","0.457","0.432","0","0.3","0","0.1","1.3","1.4","0.3","0.1","0","0.7","2.6","4.6","2",1983
"13","Don Buse","PG","32","POR","5","0","6.2","0.4","1.6","0.25","0","0","0","0.4","1.6","0.25","0.25","0.6","0.8","0.75","0","0.4","0.4","1.4","0","0","0.4","0.4","1.4","3",1983
"14","Kenny Carr","PF","27","POR","7","0","24.4","3.7","8.6","0.433","0","0","0","3.7","8.6","0.433","0.433","2.6","3.3","0.783","2.1","5.1","7.3","1.4","0.4","0.7","1.4","3.7","10","3",1983
"15","M.L. Carr","SF","32","BOS","3","0","7.3","0.7","2.7","0.25","0","0.3","0","0.7","2.3","0.286","0.25","0.7","0.7","1","0.3","0","0.3","0","0.7","0","0","1","2","2",1983
"16","Bill Cartwright","C","25","NYK","6","0","28.7","4.2","7.2","0.581","0","0","0","4.2","7.2","0.581","0.581","2.8","3.7","0.773","1.5","4.2","5.7","0.7","0.5","1.2","3.2","4.2","11.2","2",1983
"17","Harvey Catchings","C","31","MIL","9","0","15.4","1","2.1","0.474","0","0","0","1","2.1","0.474","0.474","0.3","0.3","1","1.7","2.6","4.2","0.4","0.2","1.1","0.2","2","2.3","5",1983
"18","Maurice Cheeks*","PG","26","PHI","13","0","37.2","6.4","12.7","0.503","0.1","0.2","0.5","6.3","12.5","0.503","0.506","3.5","4.9","0.703","0.8","2.2","3","7","2","0.2","2.6","1.8","16.3","12",1983
"19","Darwin Cook","PG","24","NJN","2","0","31.5","4.5","13.5","0.333","0","0.5","0","4.5","13","0.346","0.333","1","1","1","1.5","1.5","3","5","0.5","0","2","4","10","0",1983
"20","Michael Cooper","SG","26","LAL","15","0","30.2","3.5","7.6","0.465","0.1","0.5","0.143","3.5","7.1","0.486","0.469","2.3","2.7","0.829","0.8","3.1","3.9","2.9","1.7","0.4","1.3","3.6","9.4","8",1983
"22","Wayne Cooper","C","26","POR","7","0","32.6","5.1","10.6","0.486","0","0","0","5.1","10.6","0.486","0.486","2.1","2.4","0.882","3.4","4.6","8","1.3","0.3","1.1","2.4","4.7","12.4","3",1983
"23","Charlie Criss","PG","34","MIL","9","0","12.9","1.7","3.8","0.441","0","0.1","0","1.7","3.7","0.455","0.441","1.9","2","0.944","0.1","1.4","1.6","1.3","1","0","0.3","1.3","5.2","5",1983
"24","Earl Cureton","C","25","PHI","5","0","5","0.2","0.8","0.25","0","0","0","0.2","0.8","0.25","0.25","0","0","0","0","1","1","0.2","0.4","0","0.6","1","0.4","12",1983
"25","Johnny Davis","SG","27","ATL","3","0","37.7","7","17.3","0.404","0","0.3","0","7","17","0.412","0.404","3","3.3","0.9","0.3","1.3","1.7","9","0","0","1.7","2","17","1",1983
"26","Mike Davis","PF","26","NYK","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",1983
"27","Walter Davis","SG","28","PHO","3","0","37.7","10","23","0.435","0.3","0.7","0.5","9.7","22.3","0.433","0.442","5.7","7","0.81","1.7","3.3","5","4.3","2","1.7","1.7","2","26","1",1983
"28","Darryl Dawkins","C","26","NJN","2","0","29.5","8.5","11","0.773","0","0.5","0","8.5","10.5","0.81","0.773","1","1","1","1","4","5","1","2","2.5","4","3.5","18","0",1983
"29","James Donaldson","C","25","SEA","2","0","23.5","5.5","11","0.5","0","0","0","5.5","11","0.5","0.5","1","1.5","0.667","2.5","6","8.5","1","0","1.5","0","2","12","0",1983
"30","Mike Dunleavy","PG","28","SAS","11","0","15.8","2","5.9","0.338","0.7","2.7","0.267","1.3","3.2","0.4","0.4","0.8","1.2","0.692","0.3","0.9","1.2","4.5","0.8","0.1","1.3","2","5.5","6",1983
"31","T.R. Dunn","SG","27","DEN","8","0","37.5","2.3","5.1","0.439","0","0","0","2.3","5.1","0.439","0.439","0.6","1","0.625","3.4","6.4","9.8","2.5","1.5","0.4","1.8","2.6","5.1","3",1983
"32","Keith Edmonson","SG","22","ATL","1","0","2","1","1","1","0","0","0","1","1","1","1","0","0","0","1","0","1","1","0","0","0","0","2","1",1983
