"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Paul Arizin*","SF","22","PHW","2","0","0","7","13.5","0.519","0","0","0","7","13.5","0.519","0.519","6.5","8","0.813","0","0","10","1.5","0","0","0","5","20.5","0",1951
"2","Curly Armstrong","G-F","32","FTW","3","0","0","2.3","6.3","0.368","0","0","0","2.3","6.3","0.368","0.368","0.3","0.3","1","0","0","2.3","1.7","0","0","0","2.7","5","1",1951
"3","Cliff Barker","SG","30","INO","3","0","0","1.3","6.3","0.211","0","0","0","1.3","6.3","0.211","0.211","0","1","0","0","0","5","3.3","0","0","0","3.3","2.7","1",1951
"4","Leo Barnhorst","SF","26","INO","3","0","0","4.3","11.7","0.371","0","0","0","4.3","11.7","0.371","0.371","2.7","3.3","0.8","0","0","3","4","0","0","0","2.3","11.3","1",1951
"5","Ralph Beard","G","23","INO","3","0","0","9","20.3","0.443","0","0","0","9","20.3","0.443","0.443","4","5.7","0.706","0","0","4","4.3","0","0","0","2","22","1",1951
"6","Nelson Bobb","PG","26","PHW","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0",1951
"7","Vince Boryla","SF","23","NYK","14","0","0","5.9","13.8","0.43","0","0","0","5.9","13.8","0.43","0.43","3.6","4","0.911","0","0","3.7","2.6","0","0","0","3","15.5","8",1951
"8","Bill Calhoun","SG","23","ROC","14","0","0","1.4","3.4","0.417","0","0","0","1.4","3.4","0.417","0.417","1.5","2","0.75","0","0","2.9","1.4","0","0","0","1.4","4.4","9",1951
"9","Al Cervi*","PG","33","SYR","7","0","0","2.4","8","0.304","0","0","0","2.4","8","0.304","0.304","6.3","7.1","0.88","0","0","4.7","5.4","0","0","0","4.4","11.1","4",1951
"10","Leroy Chollet","F","25","SYR","7","0","0","0.6","3.3","0.174","0","0","0","0.6","3.3","0.174","0.174","0.7","1.1","0.625","0","0","2.3","1.3","0","0","0","2.3","1.9","4",1951
"11","Nat Clifton*","PF","28","NYK","14","0","0","2.9","8.4","0.347","0","0","0","2.9","8.4","0.347","0.347","1.3","3.3","0.391","0","0","9.8","3.3","0","0","0","4.4","7.1","8",1951
"12","Bill Closs","SF","29","PHW","2","0","0","1","4","0.25","0","0","0","1","4","0.25","0.25","1.5","2.5","0.6","0","0","4","2.5","0","0","0","2.5","3.5","0",1951
"13","Jack Coleman","PF","26","ROC","14","0","0","3.9","9.9","0.396","0","0","0","3.9","9.9","0.396","0.396","2.1","2.9","0.732","0","0","12.8","4.7","0","0","0","3.5","10","9",1951
"14","Chuck Cooper*","F","24","BOS","2","0","0","2","6","0.333","0","0","0","2","6","0.333","0.333","1","2.5","0.4","0","0","6.5","1.5","0","0","0","4","5","0",1951
"15","Bob Cousy*","PG","22","BOS","2","0","0","4.5","21","0.214","0","0","0","4.5","21","0.214","0.214","5","6","0.833","0","0","7.5","6","0","0","0","4","14","0",1951
"16","Bob Davies*","PG","31","ROC","14","0","0","5.6","16.7","0.338","0","0","0","5.6","16.7","0.338","0.338","4.6","5.7","0.8","0","0","3.1","5.4","0","0","0","3.2","15.9","9",1951
"17","Bob Donham","SG","24","BOS","2","0","0","2","4.5","0.444","0","0","0","2","4.5","0.444","0.444","2.5","6","0.417","0","0","4","1","0","0","0","4.5","6.5","0",1951
"18","Arnie Ferrin","F-G","25","MNL","7","0","0","1.7","5.1","0.333","0","0","0","1.7","5.1","0.333","0.333","2.4","2.6","0.944","0","0","4.7","2.3","0","0","0","3","5.9","3",1951
"19","Larry Foust","C","22","FTW","3","0","0","4.7","15","0.311","0","0","0","4.7","15","0.311","0.311","2.7","3.3","0.8","0","0","12.3","1.7","0","0","0","1.7","12","1",1951
"20","Joe Fulks*","PF","29","PHW","2","0","0","8","24.5","0.327","0","0","0","8","24.5","0.327","0.327","10","13.5","0.741","0","0","8","0.5","0","0","0","4.5","26","0",1951
"22","Bill Gabor","SG","28","SYR","7","0","0","3.9","10.3","0.375","0","0","0","3.9","10.3","0.375","0.375","1.3","2","0.643","0","0","2.9","2.6","0","0","0","3.4","9","4",1951
"23","Harry Gallatin*","F-C","23","NYK","14","0","0","3.5","10","0.35","0","0","0","3.5","10","0.35","0.35","4.8","6.2","0.77","0","0","11.6","1.9","0","0","0","4.1","11.8","8",1951
"24","Vern Gardner","SG","25","PHW","2","0","0","2","4","0.5","0","0","0","2","4","0.5","0.5","1.5","1.5","1","0","0","2","0","0","0","0","4","5.5","0",1951
