"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Arron Afflalo","SG","25","DEN","3","3","28.3","4","11.3","0.353","1","4","0.25","3","7.3","0.409","0.397","2.3","2.7","0.875","0","3","3","2.3","0","0","1","3.3","11.3","1",2011
"2","LaMarcus Aldridge","PF","25","POR","6","6","43","8.8","19.2","0.461","0","0","0","8.8","19.2","0.461","0.461","3.2","4","0.792","2.7","4.8","7.5","1.3","1.3","1.7","1.5","3.2","20.8","2",2011
"3","Malik Allen","PF","32","ORL","1","0","7","0","1","0","0","0","0","0","1","0","0","1","2","0.5","0","1","1","0","0","0","0","2","1","2",2011
"4","Ray Allen*","SG","35","BOS","9","9","40.1","6.3","12.1","0.523","3.6","6.2","0.571","2.8","5.9","0.472","0.67","2.7","2.8","0.96","0.6","3.2","3.8","2.4","1.2","0.1","1.1","2.3","18.9","5",2011
"5","Tony Allen","SG","29","MEM","13","13","26.9","3.3","7.8","0.426","0.1","0.5","0.143","3.2","7.2","0.447","0.431","2.1","3.2","0.659","1.2","1.8","2.9","1.5","1.9","0.4","1.8","3.3","8.8","7",2011
"6","Chris Andersen","C","32","DEN","5","0","14.6","1.4","2.2","0.636","0","0","0","1.4","2.2","0.636","0.636","2","2.8","0.714","1","1.8","2.8","0.6","0.6","1.4","0.6","1.6","4.8","1",2011
"7","Ryan Anderson","PF","22","ORL","6","0","24.5","1.3","5","0.267","1","3.3","0.3","0.3","1.7","0.2","0.367","1","1","1","1.7","2.8","4.5","0.5","0.8","0.2","0.2","2.7","4.7","2",2011
"8","Carmelo Anthony","SF","26","NYK","4","4","39","8.3","22","0.375","2.3","6.5","0.346","6","15.5","0.387","0.426","7.3","8.5","0.853","3.3","7","10.3","4.8","1.3","0.8","3.3","4","26","0",2011
"9","Joel Anthony","C","28","MIA","21","13","27.4","0.9","2.3","0.367","0","0","0","0.9","2.3","0.367","0.367","1","1.5","0.71","1.7","3","4.6","0.5","0.4","1.8","0.6","2.6","2.8","14",2011
"10","Gilbert Arenas","PG","29","ORL","5","0","16.2","3.6","8.4","0.429","0.6","2.4","0.25","3","6","0.5","0.464","0.8","1.2","0.667","0.8","2","2.8","2.4","0.2","0.2","1.2","2.8","8.6","2",2011
"11","Trevor Ariza","SF","25","NOH","6","6","40.2","5.8","14.2","0.412","1.2","3.5","0.333","4.7","10.7","0.438","0.453","2.7","3.7","0.727","1.2","5.3","6.5","3.3","1.3","0.5","1.2","2.7","15.5","2",2011
"12","Hilton Armstrong","C","26","ATL","8","0","4.4","0.1","0.6","0.2","0","0","0","0.1","0.6","0.2","0.2","0.4","0.8","0.5","0.5","0.8","1.3","0.1","0.4","0","0.3","0.9","0.6","6",2011
"13","Darrell Arthur","PF","22","MEM","13","0","15.5","3","6.5","0.459","0.1","0.1","1","2.9","6.5","0.452","0.465","1","1.3","0.765","1.1","1.2","2.2","0.5","0.5","0.9","0.9","2.3","7.1","7",2011
"14","Ömer Asik","C","24","CHI","15","0","9.9","0.4","0.9","0.462","0","0","0","0.4","0.9","0.462","0.462","0.2","0.7","0.3","0.7","1.4","2.1","0.1","0.1","0.5","0.5","1.4","1","9",2011
"15","J.J. Barea","PG","26","DAL","21","3","18.6","3.4","8.2","0.419","0.8","2.4","0.32","2.7","5.8","0.459","0.465","1.3","1.6","0.794","0.4","1.5","1.9","3.4","0.3","0","1.1","1.3","8.9","16",2011
"16","Matt Barnes","SF","30","LAL","10","0","13.1","1.5","3.8","0.395","0.2","1.2","0.167","1.3","2.6","0.5","0.421","0.4","0.7","0.571","1.1","1.7","2.8","0.5","0.7","0.2","0.6","2.3","3.6","4",2011
"17","Earl Barron","C","29","POR","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",2011
"18","Brandon Bass","PF","25","ORL","6","6","23.2","2.7","6.3","0.421","0","0","0","2.7","6.3","0.421","0.421","2","2.2","0.923","2","2.2","4.2","0.3","0.5","0.8","1.2","1.2","7.3","2",2011
"19","Tony Battie","C","34","PHI","5","0","7.6","0.6","1.4","0.429","0","0","0","0.6","1.4","0.429","0.429","0.2","0.4","0.5","0.4","1.6","2","0","0","0.6","0.2","1","1.4","1",2011
"20","Shane Battier","SF","32","MEM","13","0","26.1","2.2","5.1","0.439","0.6","2.2","0.276","1.6","2.8","0.568","0.5","0.5","0.7","0.667","1.3","2.7","4","1.2","0.5","0.5","0.5","2.1","5.5","7",2011
"22","Nicolas Batum","SF","22","POR","6","0","25.2","3.2","7.7","0.413","1.2","4.3","0.269","2","3.3","0.6","0.489","0.5","0.7","0.75","0.2","1.5","1.7","1.3","0.8","0.8","1.2","2.3","8","2",2011
