"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Zaid Abdul-Aziz","C","28","HOU","6","0","11.3","2","5.2","0.387","0","0","0","2","5.2","0.387","0.387","0.3","0.8","0.4","1.2","1.7","2.8","0.5","0.2","0.5","0","0.8","4.3","3",1975
"2","Rick Adelman","PG","28","KCO","6","0","5.7","0.5","1.5","0.333","0","0","0","0.5","1.5","0.333","0.333","1","1.3","0.75","0.2","0.2","0.3","0.5","0.2","0","0","1.5","2","2",1975
"3","Tiny Archibald*","PG","26","KCO","6","0","40.3","7.2","19.7","0.364","0","0","0","7.2","19.7","0.364","0.364","5.8","7.2","0.814","0.3","1.5","1.8","5.3","0.7","0","0","3","20.2","2",1975
"4","Jim Ard","C","26","BOS","5","0","2.8","0.2","1.6","0.125","0","0","0","0.2","1.6","0.125","0.125","0","0","0","0.4","0","0.4","0.2","0","0.2","0","1","0.4","6",1975
"5","Gus Bailey","SG","23","HOU","8","0","14.5","2.3","4.5","0.5","0","0","0","2.3","4.5","0.5","0.5","1.1","1.3","0.9","0.8","1.6","2.4","2","0.8","0.3","0","1.5","5.6","3",1975
"6","Jim Barnett","SG","30","NYK","3","0","19.7","4.3","7","0.619","0","0","0","4.3","7","0.619","0.619","1.7","1.7","1","1.7","1","2.7","1.7","0.3","0.3","0","2","10.3","1",1975
"7","Rick Barry*","SF","30","GSW","17","0","42.7","11.1","25.1","0.444","0","0","0","11.1","25.1","0.444","0.444","5.9","6.5","0.918","1.3","4.2","5.5","6.1","2.9","0.9","0","3","28.2","12",1975
"8","Butch Beard","PG","27","GSW","17","0","26.4","3.5","8.6","0.411","0","0","0","3.5","8.6","0.411","0.411","2","3.1","0.642","1.4","2.9","4.2","3.1","1.4","0.1","0","3.8","9.1","12",1975
"9","Ron Behagen","PF","24","KCO","6","0","18","3.7","7.2","0.512","0","0","0","3.7","7.2","0.512","0.512","0.5","0.5","1","0.7","4.2","4.8","1","0.2","0.3","0","4.7","7.8","2",1975
"10","Dennis Bell","SF","23","NYK","3","0","9","0.3","2.7","0.125","0","0","0","0.3","2.7","0.125","0.125","0","1.7","0","0","1.3","1.3","0","0","0","0","2","0.7","1",1975
"11","Leon Benbow","SG","24","CHI","2","0","2.5","1","2","0.5","0","0","0","1","2","0.5","0.5","0.5","1","0.5","0.5","0","0.5","1","0","0","0","0","2.5","7",1975
"12","Dave Bing*","PG","31","DET","3","0","44.7","6.7","15.7","0.426","0","0","0","6.7","15.7","0.426","0.426","2.7","4.3","0.615","1","2.7","3.7","9.7","1.7","0","0","4","16","1",1975
"13","John Block","PF","30","CHI","4","0","8.5","1.5","3.8","0.4","0","0","0","1.5","3.8","0.4","0.4","0.3","0.8","0.333","0.5","1","1.5","0","1","0","0","1.3","3.3","7",1975
"14","Tom Boerwinkle","C","29","CHI","13","0","29","3.3","7.5","0.439","0","0","0","3.3","7.5","0.439","0.439","1.5","1.9","0.8","4.3","8.4","12.7","4.2","0.3","0.8","0","3.7","8.2","7",1975
"15","Steve Bracey","SG","24","GSW","4","0","3.5","0.8","1.8","0.429","0","0","0","0.8","1.8","0.429","0.429","1","1","1","0","0.3","0.3","0.8","0.8","0","0","0.3","2.5","12",1975
"16","Bill Bradley*","SF","31","NYK","3","0","29.3","3","8","0.375","0","0","0","3","8","0.375","0.375","0.7","0.7","1","1.3","1.7","3","2","0.7","0","0","1.7","6.7","1",1975
"17","Bill Bridges","PF","35","GSW","14","0","10.6","0.7","1.6","0.435","0","0","0","0.7","1.6","0.435","0.435","0.1","0.5","0.286","0.9","2.6","3.5","0.5","0.6","0.3","0","1.6","1.6","12",1975
"18","Fred Brown","SG","26","SEA","8","0","30","8.6","17.4","0.496","0","0","0","8.6","17.4","0.496","0.496","3.4","4","0.844","1.5","3","4.5","2.9","2.1","0.1","0","2.4","20.6","4",1975
"19","Tom Burleson","C","22","SEA","9","0","40.4","8.7","16.9","0.513","0","0","0","8.7","16.9","0.513","0.513","3.3","4.4","0.75","3.3","7.3","10.7","1.4","0.8","2","0","3.2","20.7","4",1975
"20","Don Chaney","SG","28","BOS","11","0","26.7","4.4","9.5","0.457","0","0","0","4.4","9.5","0.457","0.457","2.1","2.6","0.793","2.2","1.3","3.5","1.9","1.9","0.5","0","4.2","10.8","6",1975
"22","Ken Charles","SG","23","BUF","7","0","29.7","3.1","7.9","0.4","0","0","0","3.1","7.9","0.4","0.4","1.1","1.6","0.727","0.4","1.4","1.9","2.6","0.9","0.7","0","3.9","7.4","3",1975
"23","Phil Chenier","SG","24","WSB","17","0","40.7","9.1","19.4","0.47","0","0","0","9.1","19.4","0.47","0.47","6","6.7","0.895","1.1","3.4","4.5","3.2","1.3","0.6","0","2.6","24.2","8",1975
"24","Archie Clark","PG","33","SEA","9","0","29.9","4.6","10.4","0.436","0","0","0","4.6","10.4","0.436","0.436","2","2.2","0.9","0.8","2.8","3.6","3.4","0.7","0.1","0","2.6","11.1","4",1975
"25","Dave Cowens*","C","26","BOS","11","0","43.5","9.2","21.5","0.428","0","0","0","9.2","21.5","0.428","0.428","2.1","2.4","0.885","4.5","12","16.5","4.2","1.6","0.5","0","4.5","20.5","6",1975
"26","Mike D'Antoni","SG","23","KCO","4","0","10.5","1.8","3.5","0.5","0","0","0","1.8","3.5","0.5","0.5","1","1","1","0.5","1.3","1.8","0.3","1","0.3","0","1.5","4.5","2",1975
"27","Jesse Dark","SG","23","NYK","2","0","5.5","0.5","3","0.167","0","0","0","0.5","3","0.167","0.167","2.5","2.5","1","0.5","0","0.5","0.5","0","0","0","1","3.5","1",1975
"28","Jim Davis","C","33","DET","2","0","8","1","2","0.5","0","0","0","1","2","0.5","0.5","1.5","2.5","0.6","1","1","2","0","0.5","0","0","0.5","3.5","1",1975
"29","Mel Davis","PF","24","NYK","3","0","9.3","1.7","4","0.417","0","0","0","1.7","4","0.417","0.417","0.7","0.7","1","0","1.3","1.3","0.7","0","0","0","0.7","4","1",1975
"30","Rod Derline","SG","22","SEA","6","0","10.7","3","5.5","0.545","0","0","0","3","5.5","0.545","0.545","1","1.2","0.857","0.2","2","2.2","1.2","0.3","0","0","1","7","4",1975
"31","Derrek Dickey","PF","23","GSW","15","0","17.1","3.1","5.2","0.603","0","0","0","3.1","5.2","0.603","0.603","0.6","1.1","0.563","1.3","3.5","4.9","0.7","0.5","0","0","1.9","6.9","12",1975
"32","Charles Dudley","PG","24","GSW","13","0","8.6","0.8","1.8","0.417","0","0","0","0.8","1.8","0.417","0.417","1.2","2.2","0.571","0.4","0.9","1.3","1.3","0.4","0.2","0","1.8","2.8","12",1975
"33","Dennis DuVal","PG","22","WSB","5","0","2.8","0.6","1.8","0.333","0","0","0","0.6","1.8","0.333","0.333","0.2","0.4","0.5","0","0.6","0.6","0.6","0","0","0","0.2","1.4","8",1975
"34","Hank Finkel","C","32","BOS","7","0","3.6","0.4","1","0.429","0","0","0","0.4","1","0.429","0.429","0.4","0.7","0.6","0.4","0.4","0.9","0.6","0","0","0","0.3","1.3","6",1975
"35","Chris Ford","SG","26","DET","3","0","27.3","2","3.7","0.545","0","0","0","2","3.7","0.545","0.545","0","0","0","0.7","3.7","4.3","3.3","0.3","0","0","2.7","4","1",1975
"36","Jim Fox","C","31","SEA","8","0","5","0.5","1.8","0.286","0","0","0","0.5","1.8","0.286","0.286","0.5","0.9","0.571","0.5","0.6","1.1","0.3","0","0.1","0","0.8","1.5","4",1975
"37","Walt Frazier*","PG","29","NYK","3","0","41.3","9.7","15.3","0.63","0","0","0","9.7","15.3","0.63","0.63","4.3","5.3","0.813","1","5.7","6.7","7","3.7","0","0","1.3","23.7","1",1975
"38","Rowland Garrett","SF","24","CHI","12","0","11.9","1.8","4.7","0.375","0","0","0","1.8","4.7","0.375","0.375","0.2","0.3","0.5","0.7","1.8","2.4","0.3","0.3","0.3","0","2.3","3.7","7",1975
"39","John Gianelli","C","24","NYK","3","0","31","3.7","8","0.458","0","0","0","3.7","8","0.458","0.458","1","1","1","1.7","3","4.7","0.7","0","1.3","0","3.3","8.3","1",1975
"40","Dick Gibbs","SF","26","WSB","6","0","2.8","0.5","1.7","0.3","0","0","0","0.5","1.7","0.3","0.3","0.3","0.3","1","0","0.2","0.2","0.3","0.5","0","0","0.3","1.3","8",1975
"41","Leonard Gray","PF","23","SEA","9","0","29.2","4.3","8.9","0.488","0","0","0","4.3","8.9","0.488","0.488","1.2","1.4","0.846","1.2","3.8","5","2.2","1.3","0.6","0","4.6","9.9","4",1975
"43","Matt Guokas","SG","30","CHI","13","0","15.5","0.9","2.7","0.343","0","0","0","0.9","2.7","0.343","0.343","0.5","0.6","0.875","0.3","0.8","1.1","0.8","0.5","0.1","0","1.5","2.4","7",1975
