"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Paul Arizin*","SF","32","PHW","3","0","41.7","7.3","22.3","0.328","0","0","0","7.3","22.3","0.328","0.328","7.7","11","0.697","0","0","8.7","4","0","0","0","5.7","22.3","0",1961
"2","Al Attles*","PG","24","PHW","3","0","36.7","4","8.7","0.462","0","0","0","4","8.7","0.462","0.462","1.7","4.7","0.357","0","0","4","3","0","0","0","4.7","9.7","0",1961
"3","Dick Barnett","SG","24","SYR","8","0","28.3","6.1","14","0.438","0","0","0","6.1","14","0.438","0.438","3.3","4.5","0.722","0","0","4.5","1.5","0","0","0","3.1","15.5","4",1961
"4","Elgin Baylor*","SF","26","LAL","12","0","45","14.2","30.2","0.47","0","0","0","14.2","30.2","0.47","0.47","9.8","11.8","0.824","0","0","15.3","4.6","0","0","0","3.7","38.1","6",1961
"5","Al Bianchi","PG","28","SYR","7","0","12.9","2.4","6.6","0.37","0","0","0","2.4","6.6","0.37","0.37","1.1","1.3","0.889","0","0","1","0.7","0","0","0","2.9","6","4",1961
"6","Barney Cable","SF","25","SYR","8","0","23.1","3.3","8.1","0.4","0","0","0","3.3","8.1","0.4","0.4","1.3","2.1","0.588","0","0","7.6","0.9","0","0","0","3.6","7.8","4",1961
"7","Wilt Chamberlain*","C","24","PHW","3","0","48","15","32","0.469","0","0","0","15","32","0.469","0.469","7","12.7","0.553","0","0","23","2","0","0","0","3.3","37","0",1961
"8","Gene Conley","PF","30","BOS","9","0","6.2","1.3","3.7","0.364","0","0","0","1.3","3.7","0.364","0.364","0.8","1.3","0.583","0","0","3.4","0.1","0","0","0","2.2","3.4","8",1961
"9","Ed Conlin","SF","27","PHW","3","0","14","1.7","5.7","0.294","0","0","0","1.7","5.7","0.294","0.294","1.7","1.7","1","0","0","1.3","1.3","0","0","0","1.3","5","0",1961
"10","Larry Costello","PG","29","SYR","8","0","33.6","5.3","12.9","0.408","0","0","0","5.3","12.9","0.408","0.408","5.9","6.9","0.855","0","0","4.4","6.5","0","0","0","4.9","16.4","4",1961
"11","Bob Cousy*","PG","32","BOS","10","0","33.7","5","14.7","0.34","0","0","0","5","14.7","0.34","0.34","6.7","8.8","0.761","0","0","4.3","9.1","0","0","0","3.3","16.7","8",1961
"12","Walter Dukes","C","30","DET","5","0","30.4","4","10.6","0.377","0","0","0","4","10.6","0.377","0.377","2","3.6","0.556","0","0","9.8","2.2","0","0","0","5","10","2",1961
"13","Ray Felix","C","30","LAL","12","0","28.3","3.8","9.1","0.422","0","0","0","3.8","9.1","0.422","0.422","2.5","3.3","0.769","0","0","10.4","0.8","0","0","0","4.3","10.2","6",1961
"14","Al Ferrari","SG","27","STL","10","0","15.7","2","4.4","0.455","0","0","0","2","4.4","0.455","0.455","1","1.7","0.588","0","0","2.2","2.1","0","0","0","3.1","5","5",1961
"15","Bob Ferry","C","23","DET","5","0","33.4","6","14.8","0.405","0","0","0","6","14.8","0.405","0.405","8.2","9.8","0.837","0","0","12.6","2.2","0","0","0","2.4","20.2","2",1961
