"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Steven Adams","C","25","OKC","5","5","31.8","5.6","8.4","0.667","0","0.2","0","5.6","8.2","0.683","0.667","0.6","1.6","0.375","2.4","4.8","7.2","1.4","1","1","1.8","2.6","11.8",1,2019
"2","LaMarcus Aldridge","C","33","SAS","7","7","34.9","7.9","17.3","0.455","0.4","1.6","0.273","7.4","15.7","0.473","0.467","3.9","4.7","0.818","2.7","6.9","9.6","2.7","0.7","1","1","3","20",3,2019
"3","Grayson Allen","SG","23","UTA","2","0","7","1","3.5","0.286","0","1.5","0","1","2","0.5","0.286","2.5","3.5","0.714","0","0.5","0.5","0","0","0","0","0","4.5",1,2019
"4","Jarrett Allen","C","20","BRK","5","5","22","3.8","6.4","0.594","0","0","0","3.8","6.4","0.594","0.594","3.4","4","0.85","3","3.8","6.8","2.2","0.6","0.6","1.6","2.6","11",1,2019
"5","Al-Farouq Aminu","PF","28","POR","16","16","24.9","2.4","6.8","0.349","0.9","3.2","0.294","1.4","3.6","0.397","0.417","1.7","2.3","0.75","1.8","4.4","6.3","1.3","0.6","0.6","1","2.1","7.4",8,2019
"6","Giannis Antetokounmpo","PF","24","MIL","15","15","34.3","8.6","17.5","0.492","1.2","3.7","0.327","7.4","13.8","0.536","0.527","7.1","11.2","0.637","2.5","9.8","12.3","4.9","1.1","2","3.3","3.2","25.5",10,2019
"7","D.J. Augustin","PG","31","ORL","5","5","28.2","4","8.2","0.488","2","4.2","0.476","2","4","0.5","0.61","2.8","3.2","0.875","0.2","1.4","1.6","3.8","0.4","0.2","1.4","1.4","12.8",1,2019
"8","Will Barton","SF","28","DEN","14","3","23.4","3.4","9.6","0.348","1.1","3.9","0.273","2.3","5.7","0.4","0.404","1.3","1.9","0.692","1.1","3.7","4.8","1.7","0.3","0.6","0.9","1.4","9.1",7,2019
"9","Aron Baynes","C","32","BOS","9","5","12.8","0.9","1.6","0.571","0.2","0.7","0.333","0.7","0.9","0.75","0.643","0.1","0.2","0.5","0.7","2.1","2.8","0.3","0.3","0.3","0.6","2.2","2.1",5,2019
"10","Malik Beasley","SG","22","DEN","14","0","20.1","2.6","6.6","0.387","1.4","3.4","0.404","1.2","3.3","0.37","0.489","1.6","2.2","0.71","0.8","2.6","3.4","1","0.2","0.1","0.5","1.4","8.1",7,2019
"11","Marco Belinelli","SG","32","SAS","7","0","18.7","2","5.4","0.368","1.1","3","0.381","0.9","2.4","0.353","0.474","0.7","0.9","0.833","0","1.9","1.9","1.1","0","0.3","0.3","1","5.9",3,2019
"12","Jordan Bell","C","24","GSW","15","2","7.1","1.1","2.1","0.548","0","0","0","1.1","2.1","0.548","0.548","0.5","0.7","0.7","0.5","0.8","1.3","0.7","0.3","0.5","0.1","0.9","2.7",14,2019
"13","Davis Bertans","PF","26","SAS","5","0","15.8","1","3","0.333","0.6","2.2","0.273","0.4","0.8","0.5","0.433","0.6","1","0.6","0","1.6","1.6","1","0","0.2","0.2","2","3.2",3,2019
"14","Patrick Beverley","PG","30","LAC","6","6","32.5","3.3","7.8","0.426","2.2","5","0.433","1.2","2.8","0.412","0.564","1","1.3","0.75","1.3","6.7","8","4.7","1","1","1.7","3.5","9.8",2,2019
"15","Khem Birch","C","26","ORL","5","0","18.4","2","3.6","0.556","0","0","0","2","3.6","0.556","0.556","1.2","1.4","0.857","1.8","4.4","6.2","0.8","0.2","1","1.2","1.6","5.2",1,2019
"16","Eric Bledsoe","PG","29","MIL","15","15","28.2","5.1","12.3","0.411","1.1","4.8","0.236","3.9","7.5","0.522","0.457","2.4","3.4","0.706","1.3","2.4","3.7","4.3","1.1","0.4","2.2","1.9","13.7",10,2019
"17","Bojan Bogdanovic","SF","29","IND","4","4","37","6.3","15.8","0.397","1.8","5.5","0.318","4.5","10.3","0.439","0.452","3.8","4.3","0.882","0.8","5","5.8","2.8","2","0","1.5","1.8","18",0,2019
"18","Andrew Bogut","C","34","GSW","19","6","9.4","1.3","1.9","0.649","0","0","0","1.3","1.9","0.649","0.649","0.2","0.3","0.8","1.2","2.7","3.9","1.1","0.3","0.3","0.5","2","2.7",14,2019
"19","Jonah Bolden","PF","23","PHI","10","0","7.9","0.5","1.9","0.263","0.4","1.6","0.25","0.1","0.3","0.333","0.368","0.2","0.4","0.5","0.4","1","1.4","0.3","0.2","0.1","0.9","1.2","1.6",7,2019
"20","Chris Boucher","PF","26","TOR","2","0","2","1","2.5","0.4","0.5","1.5","0.333","0.5","1","0.5","0.5","0","0.5","0","0","0.5","0.5","0","0","0.5","0","0","2.5",16,2019
"22","Malcolm Brogdon","SG","26","MIL","7","2","28.3","5","11.1","0.449","2","5.3","0.378","3","5.9","0.512","0.538","1","1.6","0.636","0.9","4","4.9","3.4","0.7","0.1","1.4","2.3","13",10,2019
"23","Bruce Brown","SG","22","DET","4","2","14.3","1.3","3.5","0.357","0.3","1.3","0.2","1","2.3","0.444","0.393","0.5","0.5","1","0.3","1.8","2","0.5","0.5","0.3","0.5","2","3.3",0,2019
"24","Jaylen Brown","SG","22","BOS","9","9","30.4","4.9","9.7","0.506","1.6","4.4","0.35","3.3","5.2","0.638","0.586","2.6","3.3","0.767","0.7","5.1","5.8","1.1","0.7","0.2","1.7","3.3","13.9",5,2019
"25","Sterling Brown","SG","23","MIL","11","5","14.7","1.4","3.5","0.395","0.6","1.9","0.333","0.7","1.5","0.471","0.487","0.7","1","0.727","0.4","2.4","2.7","1.7","0.5","0.3","0.7","1.5","4.1",10,2019
"26","Deonte Burton","SG","25","OKC","3","0","1.3","0.3","1.7","0.2","0","0.7","0","0.3","1","0.333","0.2","0","0","0","0.3","0.3","0.7","0","0","0","0","0","0.7",1,2019
"27","Jimmy Butler","SF","29","PHI","12","12","35.1","6.6","14.6","0.451","1","3.8","0.267","5.6","10.8","0.515","0.486","5.3","6","0.875","1.8","4.3","6.1","5.2","1.4","0.6","1.8","1.7","19.4",7,2019
"28","José Calderón","PG","37","DET","3","0","3.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7","0.3","0","0","0","0",0,2019
"29","Clint Capela","C","24","HOU","11","11","30.1","4.2","7.5","0.561","0","0","0","4.2","7.5","0.561","0.561","1.4","3.2","0.429","3.7","6.5","10.3","1.5","0.3","1.1","1.5","2.4","9.7",6,2019
"30","DeMarre Carroll","PF","32","BRK","5","3","23.8","1.8","7.6","0.237","1.4","4.8","0.292","0.4","2.8","0.143","0.329","1.6","1.6","1","1.2","2.8","4","0.4","0.8","0","0.6","1.6","6.6",1,2019
"31","Michael Carter-Williams","PG","27","ORL","5","0","18.4","2.4","6.2","0.387","0.4","1.6","0.25","2","4.6","0.435","0.419","1.4","1.6","0.875","0.4","3.6","4","2.4","0.6","0","1.6","2.4","6.6",1,2019
"32","Wilson Chandler","SF","31","LAC","4","0","13","1.3","4","0.313","0.3","2.5","0.1","1","1.5","0.667","0.344","1","1","1","0","1.5","1.5","0.5","0.5","0","0.8","1.8","3.8",2,2019
"33","Gary Clark","PF","24","HOU","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0.5","0","0","0","0","0","0",6,2019
"34","Zach Collins","C","21","POR","16","0","17.2","2.6","5.1","0.506","0.4","1.3","0.333","2.1","3.8","0.567","0.549","1.3","1.6","0.8","1","2.6","3.6","0.9","0.4","1.4","1.3","3.4","6.8",8,2019
"35","Darren Collison","PG","31","IND","4","4","29.3","4.8","11.3","0.422","1","2.8","0.364","3.8","8.5","0.441","0.467","1.5","1.5","1","1","2","3","4","0.5","0","2.5","2.8","12",0,2019
"36","Pat Connaughton","SG","26","MIL","15","0","21.6","2.5","5.1","0.481","1","2.8","0.357","1.5","2.3","0.629","0.578","0.3","0.5","0.5","0.7","5.5","6.2","1.4","0.4","0.9","0.5","0.9","6.2",10,2019
"37","Quinn Cook","PG","25","GSW","17","0","11.4","1.6","4.1","0.4","0.6","2","0.324","1","2.1","0.472","0.479","0.2","0.2","1","0.1","0.9","1.1","0.7","0.2","0.1","0.4","0.8","4.2",14,2019
"38","DeMarcus Cousins","C","28","GSW","8","5","16.6","2.6","6.6","0.396","0.4","1.5","0.25","2.3","5.1","0.439","0.425","2","3.1","0.64","1.1","3.8","4.9","2.4","0.6","0.8","2.4","3","7.6",14,2019
"39","Torrey Craig","SF","28","DEN","14","11","23.6","2.4","4.9","0.478","1.2","2.6","0.472","1.1","2.4","0.485","0.601","0.6","1.1","0.563","1.5","3.6","5.1","0.9","0.5","0.4","0.4","2.7","6.6",7,2019
"40","Jae Crowder","SF","28","UTA","5","3","26","3.4","9.2","0.37","1.8","6","0.3","1.6","3.2","0.5","0.467","2.8","3.8","0.737","0.8","5","5.8","0.8","1","0","0.2","1.4","11.4",1,2019
"41","Dante Cunningham","PF","31","SAS","5","0","2.6","0.4","0.6","0.667","0.4","0.4","1","0","0.2","0","1","0","0","0","0.4","0.8","1.2","0","0","0","0","0","1.2",3,2019
"43","Seth Curry","SG","28","POR","16","0","20.4","1.9","5.1","0.366","1.3","3.3","0.404","0.6","1.9","0.3","0.494","0.6","0.7","0.818","0.3","1.3","1.6","0.8","0.8","0.3","0.4","1.7","5.6",8,2019
"44","Stephen Curry","PG","30","GSW","22","22","38.5","8.6","19.6","0.441","4.2","11.1","0.377","4.5","8.5","0.524","0.548","6.7","7.1","0.943","0.8","5.2","6","5.7","1.1","0.2","3","3.1","28.2",14,2019
"45","Ed Davis","C","29","BRK","3","0","13.7","2.3","3.3","0.7","0","0","0","2.3","3.3","0.7","0.7","0.7","0.7","1","1.3","5","6.3","0.7","0","0.3","0","3","5.3",1,2019
"46","DeMar DeRozan","SG","29","SAS","7","7","35.9","8.3","17","0.487","0","0.1","0","8.3","16.9","0.492","0.487","5.4","6.3","0.864","1.4","5.3","6.7","4.6","1.1","0.1","1.7","2.3","22",3,2019
"47","Spencer Dinwiddie","PG","25","BRK","5","0","26.2","5.4","12.4","0.435","1.8","4.8","0.375","3.6","7.6","0.474","0.508","2","2.8","0.714","0.8","1.8","2.6","1.6","0.4","0","1.6","2","14.6",1,2019
"48","Andre Drummond","C","25","DET","4","4","31.8","6","13.5","0.444","0","0.3","0","6","13.3","0.453","0.444","2.3","5.3","0.429","5","8","13","2.3","1.5","1.3","2.8","4.3","14.3",0,2019
"49","Jared Dudley","PF","33","BRK","4","2","20.5","0.8","2.8","0.273","0.5","2.3","0.222","0.3","0.5","0.5","0.364","1","1","1","0","0.5","0.5","2.8","0.8","0.3","1","2.5","3",1,2019
"50","Kevin Durant","SF","30","GSW","12","12","36.8","10.4","20.3","0.514","2.9","6.7","0.438","7.5","13.6","0.552","0.586","8.5","9.4","0.903","0.1","4.8","4.9","4.5","1.1","1","3.6","3.2","32.3",14,2019
"51","Wayne Ellington","SG","31","DET","4","4","32.8","2.8","8.8","0.314","1.8","5.5","0.318","1","3.3","0.308","0.414","0.5","0.5","1","0.8","3","3.8","1.3","0.8","0","0.5","1","7.8",0,2019
"52","Joel Embiid","C","24","PHI","11","11","30.4","6.2","14.5","0.428","1.1","3.5","0.308","5.1","10.9","0.467","0.465","6.7","8.2","0.822","1.9","8.5","10.5","3.4","0.7","2.3","3.6","3.1","20.2",7,2019
"53","James Ennis","SF","28","PHI","11","0","21.1","2.8","5.8","0.484","0.8","2.9","0.281","2","2.9","0.688","0.555","1.1","1.7","0.632","1.5","2.4","3.8","1.1","0.4","0.3","0.9","2.8","7.5",7,2019
"54","Jacob Evans","SG","21","GSW","7","0","2.6","0.3","0.7","0.4","0.1","0.3","0.5","0.1","0.4","0.333","0.5","0","0","0","0","0.1","0.1","0.1","0","0","0.3","0.1","0.7",14,2019
"55","Tyreke Evans","SG","29","IND","4","0","21","5.3","12","0.438","2.8","5","0.55","2.5","7","0.357","0.552","2","3.5","0.571","0","4.3","4.3","0.8","0.5","0.3","1.5","2","15.3",0,2019
"56","Kenneth Faried","C","29","HOU","6","0","9.3","1.5","2.2","0.692","0.2","0.2","1","1.3","2","0.667","0.731","0.8","1","0.833","0.5","3","3.5","0.3","0.3","0","0","1","4",6,2019
"57","Derrick Favors","C","27","UTA","5","2","20.6","4.6","7.2","0.639","0","0.6","0","4.6","6.6","0.697","0.639","2.6","3.8","0.684","3","4.4","7.4","0.8","0.8","1.8","1","2.4","11.8",1,2019
"58","Raymond Felton","PG","34","OKC","5","0","11.4","0.8","2.6","0.308","0.4","1.6","0.25","0.4","1","0.4","0.385","0.2","0.4","0.5","0","0.6","0.6","0.6","0.8","0.2","0.4","1.4","2.2",1,2019
"59","Terrance Ferguson","SG","20","OKC","5","5","25.6","1.8","5","0.36","1.4","3.6","0.389","0.4","1.4","0.286","0.5","0","0","0","0.4","2","2.4","1.2","0.4","0","1","3.8","5",1,2019
