"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Kareem Abdul-Jabbar*","C","31","LAL","8","0","45.9","11","19","0.579","0","0","0","11","19","0.579","0.579","6.5","7.8","0.839","2.3","10.4","12.6","4.8","1","4.1","3.6","3.3","28.5","3",1979
"2","Alvan Adams","C","24","PHO","12","0","31","5.5","11.6","0.475","0","0","0","5.5","11.6","0.475","0.475","1.8","2.6","0.71","2.1","5.4","7.5","4.4","0.9","1","3","3.4","12.8","9",1979
"3","Lucius Allen","PG","31","KCK","5","0","14.6","3","6.4","0.469","0","0","0","3","6.4","0.469","0.469","1.2","1.2","1","0.4","1","1.4","0.6","0.4","0.2","1","1.4","7.2","1",1979
"4","Dennis Awtrey","C","30","SEA","16","0","9.6","0.6","1","0.625","0","0","0","0.6","1","0.625","0.625","0.5","0.8","0.615","0.9","1.7","2.6","0.7","0.3","0.3","0.6","2.1","1.8","12",1979
"5","Greg Ballard","SF","24","WSB","19","0","16.4","2.8","5.3","0.525","0","0","0","2.8","5.3","0.525","0.525","1.6","2.2","0.756","1.8","3.1","4.8","0.9","0.5","0.3","1.1","1.5","7.2","9",1979
"6","Rick Barry*","SF","34","HOU","2","0","32.5","4","12.5","0.32","0","0","0","4","12.5","0.32","0.32","4","4","1","1","3","4","4.5","0","1","1","4","12","0",1979
"7","Tim Bassett","PF","27","NJN","2","0","8.5","1","2.5","0.4","0","0","0","1","2.5","0.4","0.4","1","1","1","1","0","1","0","0","0","0.5","2","3","0",1979
"8","Henry Bibby","PG","29","PHI","9","0","25.7","2.9","7.4","0.388","0","0","0","2.9","7.4","0.388","0.388","2.2","3.3","0.667","0.9","1.2","2.1","4.7","0.4","0","2.4","2.9","8","5",1979
"9","Otis Birdsong","SG","23","KCK","5","0","33.6","7.8","15.2","0.513","0","0","0","7.8","15.2","0.513","0.513","5.4","7.6","0.711","1.6","2","3.6","1.8","2","0","2","2.6","21","1",1979
"10","Ron Boone","SG","32","LAL","8","0","28.3","4.6","9.6","0.481","0","0","0","4.6","9.6","0.481","0.481","2.5","2.6","0.952","0.9","1","1.9","1.8","1.1","0","1.8","3.5","11.8","3",1979
"11","Tom Boswell","PF","25","DEN","3","0","40","7","11.7","0.6","0","0","0","7","11.7","0.6","0.6","3.3","4.3","0.769","4.7","4.3","9","5.3","1","1.7","2","3.3","17.3","1",1979
"12","Alonzo Bradley","SF","25","HOU","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1979
