"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Zaid Abdul-Aziz","PF","23","MIL","7","0","11.7","1.6","2.7","0.579","0","0","0","1.6","2.7","0.579","0.579","1.1","1.4","0.8","0","0","3.7","0.6","0","0","0","0.7","4.3","5",1970
"2","Kareem Abdul-Jabbar*","C","22","MIL","10","0","43.5","13.9","24.5","0.567","0","0","0","13.9","24.5","0.567","0.567","7.4","10.1","0.733","0","0","16.8","4.1","0","0","0","2.5","35.2","5",1970
"3","Dick Barnett","SG","33","NYK","19","0","37.6","6.9","14.7","0.468","0","0","0","6.9","14.7","0.468","0.468","3.1","4","0.776","0","0","2.1","3.4","0","0","0","3.4","16.9","12",1970
"4","Elgin Baylor*","SF","35","LAL","18","0","37.1","7.7","16.4","0.466","0","0","0","7.7","16.4","0.466","0.466","3.3","4.5","0.741","0","0","9.6","4.6","0","0","0","2.8","18.7","11",1970
"5","Butch Beard","PG","22","ATL","9","0","16.2","3.4","7.2","0.477","0","0","0","3.4","7.2","0.477","0.477","2.1","2.9","0.731","0","0","2.9","0.9","0","0","0","2.1","9","4",1970
"6","Walt Bellamy*","C","30","ATL","9","0","40.9","6.6","14","0.468","0","0","0","6.6","14","0.468","0.468","3.7","5.1","0.717","0","0","15.6","3.9","0","0","0","3.6","16.8","4",1970
"7","Tom Boerwinkle","C","24","CHI","5","0","35.4","8","15.8","0.506","0","0","0","8","15.8","0.506","0.506","1.6","2.6","0.615","0","0","14.4","3.2","0","0","0","3.8","17.6","1",1970
"8","Nate Bowman","C","26","NYK","18","0","7.1","1","2.6","0.383","0","0","0","1","2.6","0.383","0.383","0.4","0.6","0.7","0","0","2.4","0.3","0","0","0","1.9","2.4","12",1970
"9","Bill Bradley*","SF","26","NYK","19","0","32.4","5.3","12.3","0.429","0","0","0","5.3","12.3","0.429","0.429","1.8","2.3","0.814","0","0","3.8","3.2","0","0","0","3.1","12.4","12",1970
"10","Bill Bridges","PF","30","ATL","9","0","42.3","4.9","12.2","0.4","0","0","0","4.9","12.2","0.4","0.4","1.8","3","0.593","0","0","17.1","3.2","0","0","0","4.1","11.6","4",1970
"11","Joe Caldwell","SG","28","ATL","9","0","43.7","10.3","22","0.47","0","0","0","10.3","22","0.47","0.47","4.3","6.7","0.65","0","0","5","4.2","0","0","0","3.8","25","4",1970
"12","Fred Carter","SG","24","BAL","7","0","36.1","5.9","15.3","0.383","0","0","0","5.9","15.3","0.383","0.383","2.4","4","0.607","0","0","4.4","3.4","0","0","0","3.9","14.1","3",1970
"13","Wilt Chamberlain*","C","33","LAL","18","0","47.3","8.8","16","0.549","0","0","0","8.8","16","0.549","0.549","4.6","11.2","0.406","0","0","22.2","4.5","0","0","0","2.3","22.1","11",1970
"14","Jerry Chambers","SF","26","PHO","7","0","10.4","2","5.3","0.378","0","0","0","2","5.3","0.378","0.378","0.7","1.1","0.625","0","0","2.4","1","0","0","0","0.9","4.7","3",1970
"15","Len Chappell","SF","29","MIL","9","0","14.8","3.1","5.6","0.56","0","0","0","3.1","5.6","0.56","0.56","1.4","2.1","0.684","0","0","2.9","0.6","0","0","0","1.1","7.7","5",1970
